Rated voltage (Vdc),6.3V,10V,16V,25V,35V,50V,63V,100V,160 to 250V,350 to 400V,450V
tanδ (Max.),0.34,0.24,0.2,0.16,0.14,0.12,0.1,0.08,0.2,0.24,0.24
