Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Ripple Rating (105℃/120Hz),Rated Ripple2(mArms),ESR(Ω)（20℃/100kHz）,ESR(Ω) (-40℃/100kHz）,ESR(Ω) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (Ω)(-10℃/100kHz),Impedance (Ω)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UCY2V101MHD3,MP,350.0,100.00,18.0,25.0,-40,105,12000,10.60,0.24,1500,790,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2V121MHD,MP,350.0,120.00,16.0,35.5,-40,105,12000,11.80,0.24,1780,925,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2V121MHD6,MP,350.0,120.00,18.0,30.5,-40,105,12000,13.10,0.24,1780,940,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2V151MHD6,MP,350.0,150.00,16.0,40.0,-40,105,12000,14.10,0.24,2200,1000,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2V151MHD,MP,350.0,150.00,18.0,35.5,-40,105,12000,14.20,0.24,2200,1080,,,,,,,,250,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2V181MHD,MP,350.0,180.00,18.0,40.0,-40,105,12000,17.70,0.24,2620,1205,,,,,,,,200,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2V221MHD,MP,350.0,220.00,18.0,46.0,-40,105,12000,20.90,0.24,3180,1300,,,,,,,,200,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G6R8MPD,MP,400.0,6.80,10.0,16.0,-40,105,10000,1.77,0.24,209,140,,,,,,,,1800,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G100MPD,MP,400.0,10.00,10.0,16.0,-40,105,10000,1.77,0.24,260,150,,,,,,,,1800,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G120MPD,MP,400.0,12.00,10.0,20.0,-40,105,10000,2.34,0.24,292,175,,,,,,,,1400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G150MPD,MP,400.0,15.00,10.0,20.0,-40,105,10000,2.34,0.24,340,180,,,,,,,,1400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G180MPD,MP,400.0,18.00,10.0,25.0,-40,105,12000,3.07,0.24,388,235,,,,,,,,1200,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G220MPD,MP,400.0,22.00,10.0,30.5,-40,105,12000,3.21,0.24,452,275,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G270MHD,MP,400.0,27.00,12.5,20.0,-40,105,10000,3.43,0.24,532,360,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G330MHD,MP,400.0,33.00,12.5,25.0,-40,105,12000,4.56,0.24,628,385,,,,,,,,800,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G330MHD3,MP,400.0,33.00,16.0,20.0,-40,105,10000,6.60,0.24,628,450,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G390MHD9,MP,400.0,39.00,12.5,25.0,-40,105,12000,4.56,0.24,724,385,,,,,,,,800,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G390MHD,MP,400.0,39.00,12.5,30.5,-40,105,12000,6.01,0.24,724,465,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G470MHD6,MP,400.0,47.00,12.5,30.5,-40,105,12000,6.01,0.24,852,510,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G470MHD,MP,400.0,47.00,16.0,20.0,-40,105,10000,6.60,0.24,852,520,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G470MHD3,MP,400.0,47.00,18.0,20.0,-40,105,10000,9.00,0.24,852,590,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G560MHD,MP,400.0,56.00,12.5,35.5,-40,105,12000,7.06,0.24,996,630,,,,,,,,500,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G560MHD6,MP,400.0,56.00,16.0,25.0,-40,105,12000,8.20,0.24,996,585,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G560MHD3,MP,400.0,56.00,18.0,20.0,-40,105,10000,9.00,0.24,996,600,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G680MHD,MP,400.0,68.00,12.5,40.0,-40,105,12000,7.57,0.24,1188,720,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G680MHD9,MP,400.0,68.00,16.0,25.0,-40,105,12000,8.20,0.24,1188,640,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G680MHD3,MP,400.0,68.00,18.0,25.0,-40,105,12000,10.60,0.24,1188,735,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G820MHD,MP,400.0,82.00,16.0,30.5,-40,105,12000,9.60,0.24,1412,805,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G820MHD3,MP,400.0,82.00,18.0,25.0,-40,105,12000,10.60,0.24,1412,765,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G101MHD,MP,400.0,100.00,16.0,35.5,-40,105,12000,11.80,0.24,1700,850,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G101MHD6,MP,400.0,100.00,18.0,30.5,-40,105,12000,13.10,0.24,1700,875,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G121MHD6,MP,400.0,120.00,16.0,40.0,-40,105,12000,14.10,0.24,2020,950,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G121MHD,MP,400.0,120.00,18.0,30.5,-40,105,12000,13.10,0.24,2020,940,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G121MHD3,MP,400.0,120.00,18.0,35.5,-40,105,12000,14.20,0.24,2020,960,,,,,,,,250,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G151MHD,MP,400.0,150.00,18.0,40.0,-40,105,12000,17.70,0.24,2500,1030,,,,,,,,200,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2G181MHD,MP,400.0,180.00,18.0,46.0,-40,105,12000,20.90,0.24,2980,1110,,,,,,,,200,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW66R8MPD,MP,420.0,6.80,10.0,16.0,-40,105,10000,1.77,0.24,214,105,,,,,,,,1800,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW6100MPD,MP,420.0,10.00,10.0,20.0,-40,105,10000,2.34,0.24,268,135,,,,,,,,1400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW6120MPD,MP,420.0,12.00,10.0,20.0,-40,105,10000,2.34,0.24,302,150,,,,,,,,1400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW6150MPD,MP,420.0,15.00,10.0,25.0,-40,105,12000,3.07,0.24,352,185,,,,,,,,1200,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW6180MPD,MP,420.0,18.00,10.0,30.5,-40,105,12000,3.21,0.24,402,215,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW6220MHD,MP,420.0,22.00,12.5,20.0,-40,105,10000,3.43,0.24,470,285,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW6270MHD,MP,420.0,27.00,12.5,25.0,-40,105,12000,4.56,0.24,554,340,,,,,,,,800,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW6330MHD,MP,420.0,33.00,12.5,30.5,-40,105,12000,6.01,0.24,654,400,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW6330MHD3,MP,420.0,33.00,16.0,20.0,-40,105,10000,6.60,0.24,654,385,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW6390MHD,MP,420.0,39.00,12.5,30.5,-40,105,12000,6.01,0.24,755,430,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW6470MHD,MP,420.0,47.00,12.5,35.5,-40,105,12000,7.06,0.24,890,505,,,,,,,,500,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW6470MHD6,MP,420.0,47.00,16.0,25.0,-40,105,12000,8.20,0.24,890,500,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW6470MHD3,MP,420.0,47.00,18.0,20.0,-40,105,10000,9.00,0.24,890,480,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW6560MHD,MP,420.0,56.00,12.5,40.0,-40,105,12000,7.57,0.24,1041,570,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW6680MHD,MP,420.0,68.00,16.0,30.5,-40,105,12000,9.60,0.24,1242,645,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW6680MHD3,MP,420.0,68.00,18.0,25.0,-40,105,12000,10.60,0.24,1242,615,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW6820MHD,MP,420.0,82.00,16.0,35.5,-40,105,12000,11.80,0.24,1478,725,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW6820MHD6,MP,420.0,82.00,18.0,30.5,-40,105,12000,13.10,0.24,1478,730,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW6101MHD,MP,420.0,100.00,16.0,40.0,-40,105,12000,14.10,0.24,1780,825,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW6101MHD6,MP,420.0,100.00,18.0,35.5,-40,105,12000,14.20,0.24,1780,835,,,,,,,,250,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW6121MHD,MP,420.0,120.00,18.0,40.0,-40,105,12000,17.70,0.24,2116,930,,,,,,,,200,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCYW6121MHD6,MP,420.0,120.00,18.0,46.0,-40,105,12000,20.90,0.24,2116,945,,,,,,,,200,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W6R8MPD,MP,450.0,6.80,10.0,16.0,-40,105,10000,1.77,0.24,222,105,,,,,,,,1800,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W100MPD,MP,450.0,10.00,10.0,20.0,-40,105,10000,2.34,0.24,280,135,,,,,,,,1400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W120MPD,MP,450.0,12.00,10.0,20.0,-40,105,10000,2.34,0.24,316,150,,,,,,,,1400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W150MPD,MP,450.0,15.00,10.0,25.0,-40,105,12000,3.07,0.24,370,185,,,,,,,,1200,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W180MPD,MP,450.0,18.00,10.0,30.5,-40,105,12000,3.21,0.24,424,215,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W180MHD6,MP,450.0,18.00,12.5,20.0,-40,105,10000,3.43,0.24,424,255,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W220MHD,MP,450.0,22.00,12.5,25.0,-40,105,12000,4.56,0.24,496,300,,,,,,,,800,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W270MHD,MP,450.0,27.00,12.5,25.0,-40,105,12000,4.56,0.24,586,340,,,,,,,,800,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W330MHD,MP,450.0,33.00,12.5,30.5,-40,105,12000,6.01,0.24,694,400,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W330MHD3,MP,450.0,33.00,16.0,20.0,-40,105,10000,6.60,0.24,694,385,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W390MHD,MP,450.0,39.00,12.5,35.5,-40,105,12000,7.06,0.24,802,460,,,,,,,,500,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W390MHD3,MP,450.0,39.00,18.0,20.0,-40,105,10000,9.00,0.24,802,440,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W470MHD,MP,450.0,47.00,12.5,40.0,-40,105,12000,7.57,0.24,946,525,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W470MHD6,MP,450.0,47.00,16.0,25.0,-40,105,12000,8.20,0.24,946,500,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W560MHD,MP,450.0,56.00,16.0,30.5,-40,105,12000,9.60,0.24,1108,585,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W560MHD3,MP,450.0,56.00,18.0,25.0,-40,105,12000,10.60,0.24,1108,560,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W680MHD,MP,450.0,68.00,16.0,35.5,-40,105,12000,11.80,0.24,1324,660,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W820MHD,MP,450.0,82.00,16.0,40.0,-40,105,12000,14.10,0.24,1576,750,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W820MHD6,MP,450.0,82.00,18.0,30.5,-40,105,12000,13.10,0.24,1576,730,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W101MHD,MP,450.0,100.00,18.0,35.5,-40,105,12000,14.20,0.24,1900,835,,,,,,,,250,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W121MHD,MP,450.0,120.00,18.0,40.0,-40,105,12000,17.70,0.24,2260,930,,,,,,,,200,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2W121MHD6,MP,450.0,120.00,18.0,46.0,-40,105,12000,20.90,0.24,2260,945,,,,,,,,200,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2H100MHD,MP,500.0,10.00,12.5,20.0,-40,105,10000,3.43,0.24,300,160,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2H150MHD,MP,500.0,15.00,12.5,25.0,-40,105,10000,4.56,0.24,400,220,,,,,,,,800,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2H150MHD3,MP,500.0,15.00,16.0,20.0,-40,105,10000,6.60,0.24,400,220,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2H180MHD,MP,500.0,18.00,12.5,30.5,-40,105,10000,6.01,0.24,460,240,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2H180MHD3,MP,500.0,18.00,16.0,20.0,-40,105,10000,6.60,0.24,460,240,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2H220MHD,MP,500.0,22.00,12.5,35.5,-40,105,10000,7.06,0.24,540,280,,,,,,,,500,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2H220MHD6,MP,500.0,22.00,16.0,25.0,-40,105,10000,8.20,0.24,540,280,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2H220MHD3,MP,500.0,22.00,18.0,20.0,-40,105,10000,9.00,0.24,540,280,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2H270MHD,MP,500.0,27.00,12.5,40.0,-40,105,10000,7.57,0.24,640,310,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2H270MHD6,MP,500.0,27.00,16.0,25.0,-40,105,10000,8.20,0.24,640,310,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2H330MHD,MP,500.0,33.00,16.0,30.5,-40,105,10000,9.60,0.24,760,350,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2H330MHD3,MP,500.0,33.00,18.0,25.0,-40,105,10000,10.60,0.24,760,350,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2H390MHD,MP,500.0,39.00,16.0,35.5,-40,105,10000,11.80,0.24,880,380,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2H470MHD,MP,500.0,47.00,16.0,40.0,-40,105,10000,14.10,0.24,1040,440,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2H470MHD6,MP,500.0,47.00,18.0,30.5,-40,105,10000,13.10,0.24,1040,440,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2H560MHD,MP,500.0,56.00,18.0,35.5,-40,105,10000,14.20,0.24,1220,480,,,,,,,,250,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCY2H680MHD,MP,500.0,68.00,18.0,40.0,-40,105,10000,17.70,0.24,1460,525,,,,,,,,200,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
