Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Ripple Rating (105℃/120Hz),Rated Ripple2(mArms),ESR(Ω)（20℃/100kHz）,ESR(Ω) (-40℃/100kHz）,ESR(Ω) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (Ω)(-10℃/100kHz),Impedance (Ω)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UPM0J561MPD,MP,6.3,560.00,8.0,15.0,-55,105,3000,1.36,0.22,106,485,,,,,,0.24,0.12,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J561MPD6,MP,6.3,560.00,10.0,12.5,-55,105,5000,1.49,0.22,106,545,,,,,,0.26,0.13,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J681MPD,MP,6.3,680.00,8.0,20.0,-55,105,3000,1.66,0.22,129,605,,,,,,0.2,0.1,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J681MPD6,MP,6.3,680.00,10.0,16.0,-55,105,5000,1.77,0.22,129,685,,,,,,0.22,0.11,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J821MPD,MP,6.3,820.00,8.0,20.0,-55,105,3000,1.66,0.22,155,675,,,,,,0.17,0.085,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J821MPD6,MP,6.3,820.00,10.0,16.0,-55,105,5000,1.77,0.22,155,715,,,,,,0.19,0.095,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J102MPD,MP,6.3,1000.00,10.0,20.0,-55,105,5000,2.34,0.22,189,820,,,,,,0.15,0.075,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J102MHD6,MP,6.3,1000.00,12.5,15.0,-55,105,5000,2.96,0.22,189,770,,,,,,0.17,0.085,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J122MPD,MP,6.3,1200.00,10.0,20.0,-55,105,5000,2.34,0.22,227,930,,,,,,0.13,0.065,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J122MHD6,MP,6.3,1200.00,12.5,15.0,-55,105,5000,2.96,0.22,227,835,,,,,,0.15,0.075,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J152MPD,MP,6.3,1500.00,10.0,25.0,-55,105,5000,3.07,0.22,284,1130,,,,,,0.11,0.055,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J152MHD6,MP,6.3,1500.00,12.5,15.0,-55,105,5000,2.96,0.22,284,915,,,,,,0.13,0.065,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J182MPD,MP,6.3,1800.00,10.0,30.5,-55,105,5000,3.21,0.22,340,1230,,,,,,0.1,0.05,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J182MHD6,MP,6.3,1800.00,16.0,15.0,-55,105,5000,4.74,0.22,340,1140,,,,,,0.11,0.055,700,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J222MPD,MP,6.3,2200.00,10.0,30.5,-55,105,5000,3.21,0.24,416,1320,,,,,,0.086,0.043,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J222MHD6,MP,6.3,2200.00,16.0,15.0,-55,105,5000,4.74,0.24,416,1200,,,,,,0.098,0.049,700,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J272MHD,MP,6.3,2700.00,12.5,25.0,-55,105,5000,4.56,0.24,510,1530,,,,,,0.076,0.038,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J272MHD6,MP,6.3,2700.00,18.0,15.0,-55,105,5000,6.31,0.24,510,1350,,,,,,0.088,0.044,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J332MHD,MP,6.3,3300.00,12.5,25.0,-55,105,5000,4.56,0.26,624,1530,,,,,,0.068,0.034,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J332MHD6,MP,6.3,3300.00,18.0,15.0,-55,105,5000,6.31,0.26,624,1440,,,,,,0.078,0.039,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J392MHD,MP,6.3,3900.00,12.5,30.5,-55,105,5000,6.01,0.26,737,1780,,,,,,0.062,0.031,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J392MHD6,MP,6.3,3900.00,16.0,20.0,-55,105,5000,6.60,0.26,737,1590,,,,,,0.072,0.036,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J472MHD,MP,6.3,4700.00,12.5,35.5,-55,105,5000,7.06,0.28,888,2000,,,,,,0.056,0.028,500,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J472MHD6,MP,6.3,4700.00,18.0,20.0,-55,105,5000,9.00,0.28,888,1720,,,,,,0.064,0.032,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J562MHD,MP,6.3,5600.00,12.5,40.0,-55,105,5000,7.57,0.30,1058,2210,,,,,,0.052,0.026,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J562MHD6,MP,6.3,5600.00,18.0,20.0,-55,105,5000,9.00,0.30,1058,1780,,,,,,0.06,0.03,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J682MHD,MP,6.3,6800.00,16.0,30.5,-55,105,5000,9.60,0.32,1285,2250,,,,,,0.048,0.024,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J682MHD6,MP,6.3,6800.00,18.0,25.0,-55,105,5000,10.60,0.32,1285,2110,,,,,,0.054,0.027,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J822MHD,MP,6.3,8200.00,16.0,35.5,-55,105,5000,11.80,0.36,1550,2490,,,,,,0.044,0.022,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J822MHD6,MP,6.3,8200.00,18.0,30.5,-55,105,5000,13.10,0.36,1550,2340,,,,,,0.05,0.025,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J103MHD,MP,6.3,10000.00,16.0,40.0,-55,105,5000,14.10,0.40,1890,2790,,,,,,0.04,0.02,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J103MHD6,MP,6.3,10000.00,18.0,30.5,-55,105,5000,13.10,0.40,1890,2440,,,,,,0.046,0.023,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J123MHD,MP,6.3,12000.00,18.0,35.5,-55,105,5000,14.20,0.44,2268,2740,,,,,,0.038,0.019,250,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J153MHD,MP,6.3,15000.00,18.0,40.0,-55,105,5000,17.70,0.50,2835,2970,,,,,,0.036,0.018,200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A680MDD,EOL,10.0,68.00,5.0,11.0,-55,105,2000,0.44,0.19,20,97,,,,,,1.6,0.8,6000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A820MDD,EOL,10.0,82.00,5.0,11.0,-55,105,2000,0.44,0.19,25,110,,,,,,1.3,0.65,6000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A101MED,EOL,10.0,100.00,6.3,11.0,-55,105,2000,0.59,0.19,30,135,,,,,,1.1,0.55,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A121MED,EOL,10.0,120.00,6.3,11.0,-55,105,2000,0.59,0.19,36,160,,,,,,0.88,0.44,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A151MED,EOL,10.0,150.00,6.3,11.0,-55,105,2000,0.59,0.19,45,185,,,,,,0.7,0.35,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A181MED,EOL,10.0,180.00,6.3,11.0,-55,105,2000,0.59,0.19,54,205,,,,,,0.58,0.29,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A221MED,EOL,10.0,220.00,6.3,15.0,-55,105,2000,0.72,0.19,66,270,,,,,,0.48,0.24,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A271MED,EOL,10.0,270.00,6.3,15.0,-55,105,2000,0.72,0.19,81,300,,,,,,0.4,0.2,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A331MPD,MP,10.0,330.00,8.0,11.5,-55,105,3000,1.19,0.19,99,350,,,,,,0.32,0.16,3000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A391MPD,MP,10.0,390.00,8.0,15.0,-55,105,3000,1.36,0.19,117,430,,,,,,0.28,0.14,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A391MPD6,MP,10.0,390.00,10.0,12.5,-55,105,5000,1.49,0.19,117,490,,,,,,0.3,0.15,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A471MPD,MP,10.0,470.00,8.0,15.0,-55,105,3000,1.36,0.19,141,475,,,,,,0.24,0.12,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A471MPD6,MP,10.0,470.00,10.0,12.5,-55,105,5000,1.49,0.19,141,535,,,,,,0.26,0.13,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A561MPD,MP,10.0,560.00,8.0,20.0,-55,105,3000,1.66,0.19,168,595,,,,,,0.2,0.1,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A561MPD6,MP,10.0,560.00,10.0,16.0,-55,105,5000,1.77,0.19,168,570,,,,,,0.22,0.11,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A681MPD,MP,10.0,680.00,8.0,20.0,-55,105,3000,1.66,0.19,204,660,,,,,,0.17,0.085,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A681MPD6,MP,10.0,680.00,10.0,16.0,-55,105,5000,1.77,0.19,204,685,,,,,,0.18,0.09,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A821MPD,MP,10.0,820.00,10.0,20.0,-55,105,5000,2.34,0.19,246,835,,,,,,0.14,0.07,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A821MHD6,MP,10.0,820.00,12.5,15.0,-55,105,5000,2.96,0.19,246,780,,,,,,0.16,0.08,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A102MPD,MP,10.0,1000.00,10.0,20.0,-55,105,5000,2.34,0.19,300,915,,,,,,0.12,0.06,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A102MHD6,MP,10.0,1000.00,12.5,15.0,-55,105,5000,2.96,0.19,300,900,,,,,,0.13,0.065,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A122MPD,MP,10.0,1200.00,10.0,25.0,-55,105,5000,3.07,0.19,360,1120,,,,,,0.1,0.05,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A122MHD6,MP,10.0,1200.00,12.5,15.0,-55,105,5000,2.96,0.19,360,930,,,,,,0.12,0.06,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A152MPD,MP,10.0,1500.00,10.0,30.5,-55,105,5000,3.21,0.19,450,1300,,,,,,0.09,0.045,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A152MHD6,MP,10.0,1500.00,16.0,15.0,-55,105,5000,4.74,0.19,450,1190,,,,,,0.1,0.05,700,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A182MHD,MP,10.0,1800.00,12.5,20.0,-55,105,5000,3.43,0.19,540,1320,,,,,,0.078,0.039,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A182MHD6,MP,10.0,1800.00,16.0,15.0,-55,105,5000,4.74,0.19,540,1270,,,,,,0.088,0.044,700,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A222MHD,MP,10.0,2200.00,12.5,25.0,-55,105,5000,4.56,0.21,660,1530,,,,,,0.068,0.034,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A222MHD6,MP,10.0,2200.00,18.0,15.0,-55,105,5000,6.31,0.21,660,1440,,,,,,0.078,0.039,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A272MHD,MP,10.0,2700.00,12.5,30.5,-55,105,5000,6.01,0.21,810,1780,,,,,,0.06,0.03,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A272MHD6,MP,10.0,2700.00,16.0,20.0,-55,105,5000,6.60,0.21,810,1560,,,,,,0.07,0.035,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A332MHD,MP,10.0,3300.00,12.5,35.5,-55,105,5000,7.06,0.23,990,2000,,,,,,0.052,0.026,500,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A332MHD6,MP,10.0,3300.00,16.0,20.0,-55,105,5000,6.60,0.23,990,1660,,,,,,0.062,0.031,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A392MHD,MP,10.0,3900.00,12.5,40.0,-55,105,5000,7.57,0.23,1170,2210,,,,,,0.048,0.024,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A392MHD6,MP,10.0,3900.00,18.0,20.0,-55,105,5000,9.00,0.23,1170,1840,,,,,,0.056,0.028,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A472MHD,MP,10.0,4700.00,16.0,30.5,-55,105,5000,9.60,0.25,1410,2170,,,,,,0.046,0.023,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A472MHD6,MP,10.0,4700.00,18.0,25.0,-55,105,5000,10.60,0.25,1410,2110,,,,,,0.052,0.026,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A562MHD,MP,10.0,5600.00,16.0,35.5,-55,105,5000,11.80,0.27,1680,2340,,,,,,0.042,0.021,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A562MHD6,MP,10.0,5600.00,18.0,25.0,-55,105,5000,10.60,0.27,1680,2190,,,,,,0.048,0.024,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A682MHD,MP,10.0,6800.00,16.0,35.5,-55,105,5000,11.80,0.29,2040,2490,,,,,,0.04,0.02,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A682MHD6,MP,10.0,6800.00,18.0,30.5,-55,105,5000,13.10,0.29,2040,2440,,,,,,0.044,0.022,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A822MHD,MP,10.0,8200.00,16.0,40.0,-55,105,5000,14.10,0.33,2460,2790,,,,,,0.038,0.019,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A822MHD6,MP,10.0,8200.00,18.0,35.5,-55,105,5000,14.20,0.33,2460,2740,,,,,,0.042,0.021,250,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1A103MHD,MP,10.0,10000.00,18.0,40.0,-55,105,5000,17.70,0.37,3000,2970,,,,,,0.034,0.017,200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C470MDD,EOL,16.0,47.00,5.0,11.0,-55,105,2000,0.44,0.16,23,92,,,,,,1.6,0.8,6000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C560MDD,EOL,16.0,56.00,5.0,11.0,-55,105,2000,0.44,0.16,27,105,,,,,,1.3,0.65,6000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C680MED,EOL,16.0,68.00,6.3,11.0,-55,105,2000,0.59,0.16,33,135,,,,,,1.0,0.5,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C820MED,EOL,16.0,82.00,6.3,11.0,-55,105,2000,0.59,0.16,39,155,,,,,,0.84,0.42,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C101MED,EOL,16.0,100.00,6.3,11.0,-55,105,2000,0.59,0.16,48,175,,,,,,0.7,0.35,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C121MED,EOL,16.0,120.00,6.3,11.0,-55,105,2000,0.59,0.16,58,195,,,,,,0.58,0.29,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C151MED,EOL,16.0,150.00,6.3,15.0,-55,105,2000,0.72,0.16,72,260,,,,,,0.46,0.23,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C181MED,EOL,16.0,180.00,6.3,15.0,-55,105,2000,0.72,0.16,86,285,,,,,,0.4,0.2,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C221MPD,MP,16.0,220.00,8.0,11.5,-55,105,3000,1.19,0.16,106,335,,,,,,0.32,0.16,3000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C271MPD,MP,16.0,270.00,8.0,15.0,-55,105,3000,1.36,0.16,130,410,,,,,,0.28,0.14,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C271MPD6,MP,16.0,270.00,10.0,12.5,-55,105,5000,1.49,0.16,130,470,,,,,,0.28,0.14,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C331MPD,MP,16.0,330.00,8.0,15.0,-55,105,3000,1.36,0.16,158,455,,,,,,0.24,0.12,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C331MPD6,MP,16.0,330.00,10.0,12.5,-55,105,5000,1.49,0.16,158,510,,,,,,0.24,0.12,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C391MPD,MP,16.0,390.00,8.0,20.0,-55,105,3000,1.66,0.16,187,570,,,,,,0.2,0.1,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C391MPD6,MP,16.0,390.00,10.0,16.0,-55,105,5000,1.77,0.16,187,570,,,,,,0.2,0.1,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C471MPD,MP,16.0,470.00,8.0,20.0,-55,105,3000,1.66,0.16,226,615,,,,,,0.18,0.09,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C471MPD6,MP,16.0,470.00,10.0,16.0,-55,105,5000,1.77,0.16,226,660,,,,,,0.18,0.09,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C561MPD,MP,16.0,560.00,10.0,20.0,-55,105,5000,2.34,0.16,269,775,,,,,,0.15,0.075,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C561MHD6,MP,16.0,560.00,12.5,15.0,-55,105,5000,2.96,0.16,269,750,,,,,,0.16,0.08,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C681MPD,MP,16.0,680.00,10.0,20.0,-55,105,5000,2.34,0.16,326,880,,,,,,0.13,0.065,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C681MHD6,MP,16.0,680.00,12.5,15.0,-55,105,5000,2.96,0.16,326,820,,,,,,0.14,0.07,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C821MPD,MP,16.0,820.00,10.0,25.0,-55,105,5000,3.07,0.16,394,1070,,,,,,0.11,0.055,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C821MHD6,MP,16.0,820.00,12.5,15.0,-55,105,5000,2.96,0.16,394,900,,,,,,0.12,0.06,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C102MPD,MP,16.0,1000.00,10.0,30.5,-55,105,5000,3.21,0.16,480,1220,,,,,,0.094,0.047,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C102MHD6,MP,16.0,1000.00,16.0,15.0,-55,105,5000,4.74,0.16,480,1100,,,,,,0.11,0.055,700,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C122MHD,MP,16.0,1200.00,12.5,20.0,-55,105,5000,3.43,0.16,576,1250,,,,,,0.082,0.041,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C122MHD6,MP,16.0,1200.00,16.0,15.0,-55,105,5000,4.74,0.16,576,1220,,,,,,0.092,0.046,700,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C152MHD,MP,16.0,1500.00,12.5,25.0,-55,105,5000,4.56,0.16,720,1530,,,,,,0.072,0.036,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C152MHD6,MP,16.0,1500.00,18.0,15.0,-55,105,5000,6.31,0.16,720,1400,,,,,,0.082,0.041,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C182MHD,MP,16.0,1800.00,12.5,30.5,-55,105,5000,6.01,0.16,864,1690,,,,,,0.064,0.032,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C182MHD6,MP,16.0,1800.00,16.0,20.0,-55,105,5000,6.60,0.16,864,1530,,,,,,0.074,0.037,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C222MHD,MP,16.0,2200.00,12.5,30.5,-55,105,5000,6.01,0.18,1056,1800,,,,,,0.056,0.028,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C222MHD6,MP,16.0,2200.00,16.0,20.0,-55,105,5000,6.60,0.18,1056,1620,,,,,,0.066,0.033,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C272MHD,MP,16.0,2700.00,12.5,35.5,-55,105,5000,7.06,0.18,1296,2000,,,,,,0.05,0.025,500,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C272MHD6,MP,16.0,2700.00,16.0,25.0,-55,105,5000,8.20,0.18,1296,1970,,,,,,0.06,0.03,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C332MHD,MP,16.0,3300.00,12.5,40.0,-55,105,5000,7.57,0.20,1584,2210,,,,,,0.046,0.023,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C332MHD6,MP,16.0,3300.00,18.0,20.0,-55,105,5000,9.00,0.20,1584,1880,,,,,,0.054,0.027,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C392MHD,MP,16.0,3900.00,16.0,30.5,-55,105,5000,9.60,0.20,1872,2250,,,,,,0.044,0.022,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C392MHD6,MP,16.0,3900.00,18.0,25.0,-55,105,5000,10.60,0.20,1872,2110,,,,,,0.05,0.025,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C472MHD,MP,16.0,4700.00,16.0,35.5,-55,105,5000,11.80,0.22,2256,2490,,,,,,0.04,0.02,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C472MHD6,MP,16.0,4700.00,18.0,30.5,-55,105,5000,13.10,0.22,2256,2440,,,,,,0.046,0.023,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM1C562MHD,MP,16.0,5600.00,16.0,40.0,-55,105,5000,14.10,0.24,2688,2790,,,,,,0.038,0.019,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
