Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Ripple Rating (105℃/120Hz),Rated Ripple2(mArms),ESR(Ω)（20℃/100kHz）,ESR(Ω) (-40℃/100kHz）,ESR(Ω) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (Ω)(-10℃/100kHz),Impedance (Ω)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UPM0J101MDD,EOL,6.3,100.00,5.0,11.0,-55,105,2000,0.44,0.22,19,99,,,,,,1.7,0.85,6000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J121MDD,EOL,6.3,120.00,5.0,11.0,-55,105,2000,0.44,0.22,23,115,,,,,,1.3,0.65,6000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J151MED,EOL,6.3,150.00,6.3,11.0,-55,105,2000,0.59,0.22,28,155,,,,,,0.98,0.49,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J181MED,EOL,6.3,180.00,6.3,11.0,-55,105,2000,0.59,0.22,34,175,,,,,,0.78,0.39,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J221MED,EOL,6.3,220.00,6.3,11.0,-55,105,2000,0.59,0.22,42,205,,,,,,0.6,0.3,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J271MED,EOL,6.3,270.00,6.3,15.0,-55,105,2000,0.72,0.22,51,275,,,,,,0.48,0.24,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J331MED,EOL,6.3,330.00,6.3,15.0,-55,105,2000,0.72,0.22,62,310,,,,,,0.4,0.2,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J391MPD,MP,6.3,390.00,8.0,11.5,-55,105,3000,1.19,0.22,74,345,,,,,,0.34,0.17,3000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J471MPD,MP,6.3,470.00,8.0,15.0,-55,105,3000,1.36,0.22,89,440,,,,,,0.28,0.14,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J471MPD6,MP,6.3,470.00,10.0,12.5,-55,105,5000,1.49,0.22,89,505,,,,,,0.28,0.14,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
