Voltage,Capacitance,ESR 20°C@120Hz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current,Status,Vibration resistant,Weight (g)
400,56,4.737,16,20,-40,105,0.2,5000,996,600,UTH2G560MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,480,MP,Normal,6.6
400,75,3.537,18,20,-40,105,0.2,5000,1300,400,UTH2G750MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,550,MP,Normal,9.0
400,82,3.235,16,26,-40,105,0.2,5000,1412,400,UTH2G820MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,620,MP,Normal,9.85
400,120,2.21,16,31.5,-40,105,0.2,5000,2020,300,UTH2G121MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,790,MP,Normal,11.6
400,120,2.21,18,26,-40,105,0.2,5000,2020,300,UTH2G121MND6,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,755,MP,Normal,12.5
400,140,1.895,16,36,-40,105,0.2,5000,2340,300,UTH2G141MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,870,MP,Normal,13.3
400,150,1.768,18,31.5,-40,105,0.2,5000,2500,300,UTH2G151MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,915,MP,Normal,13.8
400,160,1.658,16,40,-40,105,0.2,5000,2660,300,UTH2G161MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,920,MP,Normal,14.1
400,180,1.474,18,36,-40,105,0.2,5000,2980,250,UTH2G181MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,950,MP,Normal,16.9
400,200,1.326,18,40,-40,105,0.2,5000,3300,200,UTH2G201MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,1050,MP,Normal,17.7
420,53,5.005,16,20,-40,105,0.2,5000,990,600,UTHW6530MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,480,MP,Normal,6.6
420,68,3.901,18,20,-40,105,0.2,5000,1242,400,UTHW6680MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,540,MP,Normal,9.0
420,82,3.235,16,26,-40,105,0.2,5000,1478,400,UTHW6820MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,620,MP,Normal,9.85
420,100,2.653,16,31.5,-40,105,0.2,5000,1780,300,UTHW6101MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,750,MP,Normal,11.6
420,110,2.411,18,26,-40,105,0.2,5000,1948,300,UTHW6111MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,740,MP,Normal,12.5
420,120,2.21,16,36,-40,105,0.2,5000,2116,300,UTHW6121MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,820,MP,Normal,13.3
420,130,2.04,18,31.5,-40,105,0.2,5000,2284,300,UTHW6131MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,860,MP,Normal,13.8
420,140,1.895,16,40,-40,105,0.2,5000,2452,300,UTHW6141MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,910,MP,Normal,14.1
420,160,1.658,18,36,-40,105,0.2,5000,2788,250,UTHW6161MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,920,MP,Normal,16.9
420,180,1.474,18,40,-40,105,0.2,5000,3124,200,UTHW6181MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,1040,MP,Normal,17.7
450,47,5.644,16,20,-40,105,0.2,5000,946,600,UTH2W470MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,430,MP,Normal,6.6
450,62,4.278,18,20,-40,105,0.2,5000,1216,400,UTH2W620MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,520,MP,Normal,9.0
450,75,3.537,16,26,-40,105,0.2,5000,1450,400,UTH2W750MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,570,MP,Normal,9.85
450,100,2.653,16,31.5,-40,105,0.2,5000,1900,300,UTH2W101MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,720,MP,Normal,11.6
450,100,2.653,18,26,-40,105,0.2,5000,1900,300,UTH2W101MND6,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,690,MP,Normal,12.5
450,120,2.21,16,36,-40,105,0.2,5000,2260,300,UTH2W121MND,Uni-Polar,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,810,MP,Normal,13.3
