Voltage,Capacitance,Dissipation Factor,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),ESR(est.) 20°C@120Hz,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@100kHz,Ripple Current 105°C@10kHz,Ripple Current 105°C@120Hz,Ripple Current 105°C@1kHz,Ripple Current 105°C@300Hz,Ripple Current 105°C@50Hz,Status,V,VC,Vibration resistant,Weight (g)
50,100,0.12,8,11.5,-55,105,1.592,1000,150,3000,UVZ1H101MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,304,304,190,266,237.5,152,MP,160 to 450,5000,Normal,1.19
50,220,0.12,10,12.5,-55,105,0.723,2000,330,2000,UVZ1H221MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,450,450,300,402,369,240,MP,6.3 to 100,11000,Normal,1.49
50,220,0.12,10,12.5,-55,105,0.723,2000,330,2000,UVZ1H221MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,480,480,300,420,375,240,MP,160 to 450,11000,Normal,1.49
50,330,0.12,10,16,-55,105,0.482,2000,495,1800,UVZ1H331MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,615,615,410,549.4,504.3,328,MP,6.3 to 100,16500,Normal,1.77
50,330,0.12,10,16,-55,105,0.482,2000,495,1800,UVZ1H331MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,471.5,471.5,410,463.3,451,369,MP,160 to 450,16500,Normal,1.77
50,470,0.12,12.5,20,-55,105,0.339,2000,705,1000,UVZ1H471MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,795,795,530,710.2,651.9,424,MP,6.3 to 100,23500,Normal,3.43
50,1000,0.12,12.5,25,-55,105,0.186,2000,1500,800,UVZ1H102MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,1092.5,1092.5,950,1073.5,1045,807.5,MP,6.3 to 100,50000,Normal,4.56
50,2200,0.14,16,35.5,-55,105,0.109,2000,3300,300,UVZ1H222MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,1690.5,1690.5,1470,1661.1,1617,1249.5,MP,6.3 to 100,110000,Normal,11.8
50,3300,0.16,18,35.5,-55,105,0.088,2000,4950,250,UVZ1H332MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,2035.5,2035.5,1770,2000.1,1947,1504.5,MP,6.3 to 100,165000,Normal,14.2
50,4700,0.18,20,40,-55,105,0.073,2000,7050,150,UVZ1H472MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,2415,2415,2100,2373,2310,1785,EOL,6.3 to 100,235000,Normal,19.6
50,6800,0.22,22,50,-55,105,0.066,2000,10200,250,UVZ1H682MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,2875,2875,2500,2825,2750,2125,EOL,6.3 to 100,340000,Normal,27.4
50,10000,0.3,25,50,-55,105,0.066,2000,15000,140,UVZ1H103MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,3277.5,3277.5,2850,3220.5,3135,2422.5,EOL,6.3 to 100,500000,Normal,38.8
63,10,0.1,5,11,-55,105,13.263,1000,19,6000,UVZ1J100MDD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,73.6,73.6,46,64.4,57.5,36.8,EOL,160 to 450,630,Normal,0.44
63,22,0.1,5,11,-55,105,6.029,1000,42,6000,UVZ1J220MDD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,113.6,113.6,71,99.4,88.75,56.8,EOL,160 to 450,1386,Normal,0.44
63,33,0.1,6.3,11,-55,105,4.019,1000,62,4000,UVZ1J330MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,200,200,100,157,135,75,EOL,6.3 to 100,2079,Normal,0.59
63,33,0.1,6.3,11,-55,105,4.019,1000,62,4000,UVZ1J330MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,160,160,100,140,125,80,EOL,160 to 450,2079,Normal,0.59
63,47,0.1,6.3,11,-55,105,2.822,1000,89,4000,UVZ1J470MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,240,240,120,188.4,162,90,EOL,6.3 to 100,2961,Normal,0.59
63,47,0.1,6.3,11,-55,105,2.822,1000,89,4000,UVZ1J470MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,192,192,120,168,150,96,EOL,160 to 450,2961,Normal,0.59
63,100,0.1,10,12.5,-55,105,1.326,2000,189,2000,UVZ1J101MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,322.5,322.5,215,288.1,264.45,172,MP,6.3 to 100,6300,Normal,1.49
63,100,0.1,10,12.5,-55,105,1.326,2000,189,2000,UVZ1J101MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,344,344,215,301,268.75,172,MP,160 to 450,6300,Normal,1.49
63,220,0.1,10,16,-55,105,0.603,2000,416,1800,UVZ1J221MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,502.5,502.5,335,448.9,412.05,268,MP,6.3 to 100,13860,Normal,1.77
63,220,0.1,10,16,-55,105,0.603,2000,416,1800,UVZ1J221MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,536,536,335,469,418.75,268,MP,160 to 450,13860,Normal,1.77
63,330,0.1,10,20,-55,105,0.402,2000,624,1400,UVZ1J331MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,765,765,510,683.4,627.3,408,MP,6.3 to 100,20790,Normal,2.34
63,330,0.1,10,20,-55,105,0.402,2000,624,1400,UVZ1J331MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,586.5,586.5,510,576.3,561,459,MP,160 to 450,20790,Normal,2.34
63,470,0.1,12.5,20,-55,105,0.282,2000,888,1000,UVZ1J471MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,960,960,640,857.6,787.2,512,MP,6.3 to 100,29610,Normal,3.43
63,1000,0.1,16,25,-55,105,0.159,2000,1890,400,UVZ1J102MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,1069.5,1069.5,930,1050.9,1023,790.5,MP,6.3 to 100,63000,Normal,8.2
63,2200,0.12,18,35.5,-55,105,0.096,2000,4158,250,UVZ1J222MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,1897.5,1897.5,1650,1864.5,1815,1402.5,MP,6.3 to 100,138600,Normal,14.2
63,3300,0.14,20,40,-55,105,0.08,2000,6237,150,UVZ1J332MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,2242.5,2242.5,1950,2203.5,2145,1657.5,EOL,6.3 to 100,207900,Normal,19.6
63,4700,0.16,22,50,-55,105,0.068,2000,8883,250,UVZ1J472MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,2817.5,2817.5,2450,2768.5,2695,2082.5,EOL,6.3 to 100,296100,Normal,27.4
63,6800,0.2,25,50,-55,105,0.062,2000,12852,140,UVZ1J682MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,3220,3220,2800,3164,3080,2380,EOL,6.3 to 100,428400,Normal,38.8
100,2.2,0.08,5,11,-55,105,48.229,1000,7,6000,UVZ2A2R2MDD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,33.6,33.6,21,29.4,26.25,16.8,EOL,160 to 450,220.00000000000003,Normal,0.44
100,3.3,0.08,5,11,-55,105,32.153,1000,10,6000,UVZ2A3R3MDD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,46.4,46.4,29,40.6,36.25,23.2,EOL,160 to 450,330,Normal,0.44
100,4.7,0.08,5,11,-55,105,22.575,1000,14,6000,UVZ2A4R7MDD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,51.2,51.2,32,44.8,40,25.6,EOL,160 to 450,470,Normal,0.44
100,10,0.08,6.3,11,-55,105,10.61,1000,30,4000,UVZ2A100MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,86.4,86.4,54,75.6,67.5,43.2,EOL,160 to 450,1000,Normal,0.59
100,22,0.08,6.3,11,-55,105,4.823,1000,66,4000,UVZ2A220MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,148.8,148.8,93,130.2,116.25,74.4,EOL,160 to 450,2200,Normal,0.59
100,33,0.08,8,11.5,-55,105,3.215,1000,99,3000,UVZ2A330MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,260,260,130,204.1,175.5,97.5,MP,6.3 to 100,3300,Normal,1.19
100,33,0.08,8,11.5,-55,105,3.215,1000,99,3000,UVZ2A330MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,208,208,130,182,162.5,104,MP,160 to 450,3300,Normal,1.19
100,47,0.08,10,12.5,-55,105,2.258,2000,141,2000,UVZ2A470MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,330,330,165,259.05,222.75,123.75,MP,6.3 to 100,4700,Normal,1.49
100,47,0.08,10,12.5,-55,105,2.258,2000,141,2000,UVZ2A470MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,264,264,165,231,206.25,132,MP,160 to 450,4700,Normal,1.49
100,100,0.08,10,20,-55,105,1.061,2000,300,1400,UVZ2A101MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,397.5,397.5,265,355.1,325.95,212,MP,6.3 to 100,10000,Normal,2.34
100,100,0.08,10,20,-55,105,1.061,2000,300,1400,UVZ2A101MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,424,424,265,371,331.25,212,MP,160 to 450,10000,Normal,2.34
100,220,0.08,12.5,25,-55,105,0.482,2000,660,800,UVZ2A221MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,660,660,440,589.6,541.2,352,MP,6.3 to 100,22000,Normal,4.56
100,220,0.08,12.5,25,-55,105,0.482,2000,660,800,UVZ2A221MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,704,704,440,616,550,352,MP,160 to 450,22000,Normal,4.56
100,330,0.08,12.5,25,-55,105,0.322,2000,990,800,UVZ2A331MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,810,810,540,723.6,664.2,432,MP,6.3 to 100,33000,Normal,4.56
100,330,0.08,12.5,25,-55,105,0.322,2000,990,800,UVZ2A331MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,621,621,540,610.2,594,486,MP,160 to 450,33000,Normal,4.56
100,470,0.08,16,25,-55,105,0.226,2000,1410,400,UVZ2A471MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,1072.5,1072.5,715,958.1,879.45,572,MP,6.3 to 100,47000,Normal,8.2
100,1000,0.08,18,40,-55,105,0.133,2000,3000,200,UVZ2A102MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,1132.75,1132.75,985,1113.05,1083.5,837.25,MP,6.3 to 100,100000,Normal,17.7
100,2200,0.1,22,50,-55,105,0.084,2000,6600,250,UVZ2A222MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,2012.5,2012.5,1750,1977.5,1925,1487.5,EOL,6.3 to 100,220000,Normal,27.4
100,3300,0.12,25,50,-55,105,0.072,2000,9900,140,UVZ2A332MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,2380.5,2380.5,2070,2339.1,2277,1759.5,EOL,6.3 to 100,330000,Normal,38.8
160,0.47,0.2,6.3,11,-40,105,564.38,1000,48,4000,UVZ2CR47MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,,,11,,,,EOL,,75.19999999999999,Normal,0.59
160,1,0.2,6.3,11,-40,105,265.258,1000,56,4000,UVZ2C010MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,25.6,25.6,16,22.4,20,12.8,EOL,160 to 450,160,Normal,0.59
160,2.2,0.2,6.3,11,-40,105,120.572,1000,75,4000,UVZ2C2R2MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,40,40,25,35,31.25,20,EOL,160 to 450,352,Normal,0.59
160,3.3,0.2,6.3,11,-40,105,80.381,1000,93,4000,UVZ2C3R3MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,48,48,30,42,37.5,24,EOL,160 to 450,528,Normal,0.59
160,4.7,0.2,6.3,11,-40,105,56.438,1000,115,4000,UVZ2C4R7MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,54.4,54.4,34,47.6,42.5,27.2,EOL,160 to 450,752,Normal,0.59
160,10,0.2,8,11.5,-40,105,26.526,1000,164,3000,UVZ2C100MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,65.6,65.6,41,57.4,51.25,32.8,MP,160 to 450,1600,Normal,1.19
160,22,0.2,10,16,-40,105,12.057,2000,241,1800,UVZ2C220MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,160,160,100,140,125,80,MP,160 to 450,3520,Normal,1.77
160,33,0.2,10,20,-40,105,8.038,2000,311,1400,UVZ2C330MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,290,290,145,227.65,195.75,108.75,MP,6.3 to 100,5280,Normal,2.34
160,33,0.2,10,20,-40,105,8.038,2000,311,1400,UVZ2C330MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,232,232,145,203,181.25,116,MP,160 to 450,5280,Normal,2.34
160,47,0.2,12.5,20,-40,105,5.644,2000,401,1000,UVZ2C470MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,390,390,195,306.15,263.25,146.25,MP,6.3 to 100,7520,Normal,3.43
160,47,0.2,12.5,20,-40,105,5.644,2000,401,1000,UVZ2C470MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,312,312,195,273,243.75,156,MP,160 to 450,7520,Normal,3.43
160,100,0.2,12.5,25,-40,105,2.653,2000,740,800,UVZ2C101MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,322.5,322.5,215,288.1,264.45,172,MP,6.3 to 100,16000,Normal,4.56
160,100,0.2,12.5,25,-40,105,2.653,2000,740,800,UVZ2C101MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,344,344,215,301,268.75,172,MP,160 to 450,16000,Normal,4.56
160,220,0.2,16,35.5,-40,105,1.206,2000,1508,300,UVZ2C221MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,855,855,570,763.8,701.1,456,MP,6.3 to 100,35200,Normal,11.8
160,220,0.2,16,35.5,-40,105,1.206,2000,1508,300,UVZ2C221MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,912,912,570,798,712.5,456,MP,160 to 450,35200,Normal,11.8
160,330,0.2,18,40,-40,105,0.804,2000,2212,200,UVZ2C331MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,1125,1125,750,1005,922.5,600,MP,6.3 to 100,52800,Normal,17.7
160,330,0.2,18,40,-40,105,0.804,2000,2212,200,UVZ2C331MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,862.5,862.5,750,847.5,825,675,MP,160 to 450,52800,Normal,17.7
160,470,0.2,22,40,-40,105,0.564,2000,3108,250,UVZ2C471MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,1350,1350,900,1206,1107,720,EOL,6.3 to 100,75200,Normal,23.8
160,1000,0.2,25,50,-40,105,0.292,2000,6500,140,UVZ2C102MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,1506.5,1506.5,1310,1480.3,1441,1113.5,EOL,6.3 to 100,160000,Normal,38.8
200,0.47,0.2,6.3,11,-40,105,564.38,1000,49,4000,UVZ2DR47MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,,,11,,,,EOL,,94,Normal,0.59
200,1,0.2,6.3,11,-40,105,265.258,1000,60,4000,UVZ2D010MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,25.6,25.6,16,22.4,20,12.8,EOL,160 to 450,200,Normal,0.59
200,2.2,0.2,6.3,11,-40,105,120.572,1000,84,4000,UVZ2D2R2MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,40,40,25,35,31.25,20,EOL,160 to 450,440.00000000000006,Normal,0.59
200,3.3,0.2,6.3,11,-40,105,80.381,1000,106,4000,UVZ2D3R3MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,48,48,30,42,37.5,24,EOL,160 to 450,660,Normal,0.59
200,4.7,0.2,8,11.5,-40,105,56.438,1000,134,3000,UVZ2D4R7MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,62.4,62.4,39,54.6,48.75,31.2,MP,160 to 450,940,Normal,1.19
200,10,0.2,10,12.5,-40,105,26.526,2000,180,2000,UVZ2D100MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,104,104,65,91,81.25,52,MP,160 to 450,2000,Normal,1.49
200,22,0.2,10,20,-40,105,12.057,2000,276,1400,UVZ2D220MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,192,192,120,168,150,96,MP,160 to 450,4400,Normal,2.34
200,33,0.2,12.5,20,-40,105,8.038,2000,364,1000,UVZ2D330MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,320,320,160,251.2,216,120,MP,6.3 to 100,6600,Normal,3.43
200,33,0.2,12.5,20,-40,105,8.038,2000,364,1000,UVZ2D330MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,256,256,160,224,200,128,MP,160 to 450,6600,Normal,3.43
200,47,0.2,12.5,20,-40,105,5.644,2000,476,1000,UVZ2D470MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,390,390,195,306.15,263.25,146.25,MP,6.3 to 100,9400,Normal,3.43
200,47,0.2,12.5,20,-40,105,5.644,2000,476,1000,UVZ2D470MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,312,312,195,273,243.75,156,MP,160 to 450,9400,Normal,3.43
200,100,0.2,16,30.5,-40,105,2.653,2000,900,300,UVZ2D101MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,562.5,562.5,375,502.5,461.25,300,MP,6.3 to 100,20000,Normal,9.6
200,100,0.2,16,30.5,-40,105,2.653,2000,900,300,UVZ2D101MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,600,600,375,525,468.75,300,MP,160 to 450,20000,Normal,9.6
200,220,0.2,18,35.5,-40,105,1.206,2000,1860,250,UVZ2D221MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,862.5,862.5,575,770.5,707.25,460,MP,6.3 to 100,44000,Normal,14.2
200,220,0.2,18,35.5,-40,105,1.206,2000,1860,250,UVZ2D221MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,920,920,575,805,718.75,460,MP,160 to 450,44000,Normal,14.2
200,330,0.2,20,40,-40,105,0.804,2000,2740,150,UVZ2D331MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,1057.5,1057.5,705,944.7,867.15,564,EOL,6.3 to 100,66000,Normal,19.6
200,330,0.2,20,40,-40,105,0.804,2000,2740,150,UVZ2D331MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,810.75,810.75,705,796.65,775.5,634.5,EOL,160 to 450,66000,Normal,19.6
200,470,0.2,22,50,-40,105,0.564,2000,3860,250,UVZ2D471MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,1260,1260,840,1125.6,1033.2,672,EOL,6.3 to 100,94000,Normal,27.4
250,0.47,0.2,6.3,11,-40,105,564.38,1000,52,4000,UVZ2ER47MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,,,10,,,,EOL,,117.5,Normal,0.59
250,1,0.2,6.3,11,-40,105,265.258,1000,65,4000,UVZ2E010MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,24,24,15,21,18.75,12,EOL,160 to 450,250,Normal,0.59
250,2.2,0.2,6.3,11,-40,105,120.572,1000,95,4000,UVZ2E2R2MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,36.8,36.8,23,32.2,28.75,18.4,EOL,160 to 450,550,Normal,0.59
250,3.3,0.2,8,11.5,-40,105,80.381,1000,123,3000,UVZ2E3R3MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,51.2,51.2,32,44.8,40,25.6,MP,160 to 450,825,Normal,1.19
250,4.7,0.2,8,11.5,-40,105,56.438,1000,147,3000,UVZ2E4R7MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,62.4,62.4,39,54.6,48.75,31.2,MP,160 to 450,1175,Normal,1.19
250,10,0.2,10,16,-40,105,26.526,2000,200,1800,UVZ2E100MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,118.4,118.4,74,103.6,92.5,59.2,MP,160 to 450,2500,Normal,1.77
250,22,0.2,12.5,20,-40,105,12.057,2000,320,1000,UVZ2E220MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,208,208,130,182,162.5,104,MP,160 to 450,5500,Normal,3.43
250,33,0.2,12.5,20,-40,105,8.038,2000,430,1000,UVZ2E330MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,320,320,160,251.2,216,120,MP,6.3 to 100,8250,Normal,3.43
250,33,0.2,12.5,20,-40,105,8.038,2000,430,1000,UVZ2E330MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,256,256,160,224,200,128,MP,160 to 450,8250,Normal,3.43
250,47,0.2,12.5,25,-40,105,5.644,2000,570,800,UVZ2E470MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,420,420,210,329.7,283.5,157.5,MP,6.3 to 100,11750,Normal,4.56
250,47,0.2,12.5,25,-40,105,5.644,2000,570,800,UVZ2E470MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,336,336,210,294,262.5,168,MP,160 to 450,11750,Normal,4.56
250,100,0.2,16,30.5,-40,105,2.653,2000,1100,300,UVZ2E101MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,547.5,547.5,365,489.1,448.95,292,MP,6.3 to 100,25000,Normal,9.6
250,100,0.2,16,30.5,-40,105,2.653,2000,1100,300,UVZ2E101MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,584,584,365,511,456.25,292,MP,160 to 450,25000,Normal,9.6
250,220,0.2,20,40,-40,105,1.206,2000,2300,150,UVZ2E221MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,900,900,600,804,738,480,EOL,6.3 to 100,55000,Normal,19.6
250,220,0.2,20,40,-40,105,1.206,2000,2300,150,UVZ2E221MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,960,960,600,840,750,480,EOL,160 to 450,55000,Normal,19.6
250,330,0.2,22,50,-40,105,0.804,2000,3400,250,UVZ2E331MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,1095,1095,730,978.2,897.9,584,EOL,6.3 to 100,82500,Normal,27.4
250,330,0.2,22,50,-40,105,0.804,2000,3400,250,UVZ2E331MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,839.5,839.5,730,824.9,803,657,EOL,160 to 450,82500,Normal,27.4
250,470,0.2,25,50,-40,105,0.564,2000,4800,140,UVZ2E471MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,1305,1305,870,1165.8,1070.1,696,EOL,6.3 to 100,117500,Normal,38.8
315,1,0.2,6.3,11,-40,105,265.258,1000,72,4000,UVZ2F010MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,24,24,15,21,18.75,12,EOL,160 to 450,315,Normal,0.59
315,2.2,0.2,8,11.5,-40,105,120.572,1000,109,3000,UVZ2F2R2MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,41.6,41.6,26,36.4,32.5,20.8,MP,160 to 450,693,Normal,1.19
315,3.3,0.2,10,12.5,-40,105,80.381,2000,142,2000,UVZ2F3R3MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,60.8,60.8,38,53.2,47.5,30.4,MP,160 to 450,1039.5,Normal,1.49
315,4.7,0.2,10,12.5,-40,105,56.438,2000,159,2000,UVZ2F4R7MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,72,72,45,63,56.25,36,MP,160 to 450,1480.5,Normal,1.49
315,10,0.2,10,20,-40,105,26.526,2000,226,1400,UVZ2F100MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,128,128,80,112,100,64,MP,160 to 450,3150,Normal,2.34
315,22,0.2,12.5,20,-40,105,12.057,2000,377,1000,UVZ2F220MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,184,184,115,161,143.75,92,MP,160 to 450,6930,Normal,3.43
315,33,0.2,16,25,-40,105,8.038,2000,516,400,UVZ2F330MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,390,390,195,306.15,263.25,146.25,MP,6.3 to 100,10395,Normal,8.2
315,33,0.2,16,25,-40,105,8.038,2000,516,400,UVZ2F330MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,312,312,195,273,243.75,156,MP,160 to 450,10395,Normal,8.2
315,47,0.2,16,25,-40,105,5.644,2000,692,400,UVZ2F470MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,460,460,230,361.1,310.5,172.5,MP,6.3 to 100,14805,Normal,8.2
315,47,0.2,16,25,-40,105,5.644,2000,692,400,UVZ2F470MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,368,368,230,322,287.5,184,MP,160 to 450,14805,Normal,8.2
315,100,0.2,18,35.5,-40,105,2.653,2000,1360,250,UVZ2F101MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,592.5,592.5,395,529.3,485.85,316,MP,6.3 to 100,31500,Normal,14.2
315,100,0.2,18,35.5,-40,105,2.653,2000,1360,250,UVZ2F101MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,632,632,395,553,493.75,316,MP,160 to 450,31500,Normal,14.2
315,220,0.2,22,50,-40,105,1.206,2000,2872,250,UVZ2F221MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,930,930,620,830.8,762.6,496,EOL,6.3 to 100,69300,Normal,27.4
315,220,0.2,22,50,-40,105,1.206,2000,2872,250,UVZ2F221MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,992,992,620,868,775,496,EOL,160 to 450,69300,Normal,27.4
315,330,0.2,25,50,-40,105,0.804,2000,4258,140,UVZ2F331MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,1140,1140,760,1018.4,934.8,608,EOL,6.3 to 100,103950,Normal,38.8
315,330,0.2,25,50,-40,105,0.804,2000,4258,140,UVZ2F331MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,874,874,760,858.8,836,684,EOL,160 to 450,103950,Normal,38.8
350,1,0.25,6.3,11,-40,105,331.573,1000,75,4000,UVZ2V010MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,24,24,15,21,18.75,12,EOL,160 to 450,350,Normal,0.59
350,2.2,0.25,8,11.5,-40,105,150.715,1000,117,3000,UVZ2V2R2MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,41.6,41.6,26,36.4,32.5,20.8,MP,160 to 450,770.0000000000001,Normal,1.19
350,3.3,0.25,10,12.5,-40,105,100.477,2000,146,2000,UVZ2V3R3MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,60.8,60.8,38,53.2,47.5,30.4,MP,160 to 450,1155,Normal,1.49
350,4.7,0.25,10,12.5,-40,105,70.547,2000,166,2000,UVZ2V4R7MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,72,72,45,63,56.25,36,MP,160 to 450,1645,Normal,1.49
350,10,0.25,10,20,-40,105,33.157,2000,240,1400,UVZ2V100MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,128,128,80,112,100,64,MP,160 to 450,3500,Normal,2.34
350,22,0.25,12.5,25,-40,105,15.072,2000,408,800,UVZ2V220MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,184,184,115,161,143.75,92,MP,160 to 450,7700,Normal,4.56
