Voltage,Capacitance,ESR 20°C@120Hz,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Impedance -10°C@100kHz,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@100kHz,Status,Vibration resistant,Weight (g)
35,3300,0.064,0.013,16,40,-40,105,0.16,10000,0.038,1155,300,UHE1V332MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,4080,MP,Normal,14.1
35,3300,0.064,0.014,18,35.5,-40,105,0.16,10000,0.038,1155,250,UHE1V332MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,4220,MP,Normal,14.2
35,3900,0.054,0.012,18,40,-40,105,0.16,10000,0.032,1365,200,UHE1V392MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,4280,MP,Normal,17.7
50,2.2,60.286,2.5,5,11,-40,105,0.1,5000,10.0,3,6000,UHE1H2R2MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,43,EOL,Normal,0.44
50,3.3,40.191,2.2,5,11,-40,105,0.1,5000,8.8,3,6000,UHE1H3R3MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,53,EOL,Normal,0.44
50,4.7,28.219,1.9,5,11,-40,105,0.1,5000,7.6,3,6000,UHE1H4R7MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,88,EOL,Normal,0.44
50,10,13.263,1.5,5,11,-40,105,0.1,5000,6.0,5,6000,UHE1H100MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,100,EOL,Normal,0.44
50,22,6.029,0.7,5,11,-40,105,0.1,5000,2.8,11,6000,UHE1H220MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,180,EOL,Normal,0.44
50,33,4.019,0.3,6.3,11,-40,105,0.1,5000,1.2,17,4000,UHE1H330MED,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,295,EOL,Normal,0.59
50,47,2.822,0.3,6.3,11,-40,105,0.1,5000,1.2,24,4000,UHE1H470MED,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,295,EOL,Normal,0.59
50,56,2.368,0.3,6.3,11,-40,105,0.1,5000,1.2,28,4000,UHE1H560MED,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,295,EOL,Normal,0.59
50,100,1.326,0.17,8,11.5,-40,105,0.1,7000,0.68,50,3000,UHE1H101MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,555,MP,Normal,1.19
50,120,1.105,0.12,8,15,-40,105,0.1,7000,0.48,60,2000,UHE1H121MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,730,MP,Normal,1.36
50,150,0.884,0.12,10,12.5,-40,105,0.1,7000,0.48,75,2000,UHE1H151MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,760,MP,Normal,1.49
50,180,0.737,0.091,8,20,-40,105,0.1,7000,0.36,90,2000,UHE1H181MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,910,MP,Normal,1.66
50,220,0.603,0.084,10,16,-40,105,0.1,7000,0.34,110,1800,UHE1H221MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1050,MP,Normal,1.77
50,270,0.491,0.06,10,20,-40,105,0.1,7000,0.24,135,1400,UHE1H271MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1220,MP,Normal,2.34
50,270,0.491,0.061,12.5,15,-40,105,0.1,10000,0.2,135,1200,UHE1H271MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1260,MP,Normal,2.96
50,330,0.402,0.06,10,20,-40,105,0.1,7000,0.24,165,1400,UHE1H331MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1220,MP,Normal,2.34
50,330,0.402,0.055,10,25,-40,105,0.1,7000,0.22,165,1200,UHE1H331MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1440,MP,Normal,3.07
50,470,0.282,0.043,10,30.5,-40,105,0.1,7000,0.17,235,1000,UHE1H471MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1690,MP,Normal,3.21
50,470,0.282,0.045,12.5,20,-40,105,0.1,10000,0.15,235,1000,UHE1H471MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1660,MP,Normal,3.43
50,470,0.282,0.055,16,15,-40,105,0.1,10000,0.17,235,700,UHE1H471MHD3,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1690,MP,Normal,4.74
50,560,0.237,0.034,12.5,25,-40,105,0.1,10000,0.11,280,800,UHE1H561MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1950,MP,Normal,4.56
50,560,0.237,0.054,18,15,-40,105,0.1,10000,0.15,280,400,UHE1H561MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1930,MP,Normal,6.31
50,680,0.195,0.03,12.5,30.5,-40,105,0.1,10000,0.1,340,600,UHE1H681MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2310,MP,Normal,6.01
50,820,0.162,0.025,12.5,35.5,-40,105,0.1,10000,0.083,410,500,UHE1H821MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2510,MP,Normal,7.06
50,820,0.162,0.034,16,20,-40,105,0.1,10000,0.1,410,600,UHE1H821MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2210,MP,Normal,6.6
50,1000,0.133,0.021,12.5,40,-40,105,0.1,10000,0.069,500,400,UHE1H102MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2920,MP,Normal,7.57
50,1000,0.133,0.025,16,25,-40,105,0.1,10000,0.075,500,400,UHE1H102MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2555,MP,Normal,8.2
50,1000,0.133,0.036,18,20,-40,105,0.1,10000,0.097,500,400,UHE1H102MHD3,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2490,MP,Normal,9.0
50,1200,0.111,0.022,16,30.5,-40,105,0.1,10000,0.066,600,300,UHE1H122MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3010,MP,Normal,9.6
50,1200,0.111,0.026,18,25,-40,105,0.1,10000,0.07,600,300,UHE1H122MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2740,MP,Normal,10.6
50,1500,0.088,0.019,16,35.5,-40,105,0.1,10000,0.057,750,300,UHE1H152MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3150,MP,Normal,11.8
50,1800,0.074,0.016,16,40,-40,105,0.1,10000,0.048,900,300,UHE1H182MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3710,MP,Normal,14.1
50,1800,0.074,0.021,18,30.5,-40,105,0.1,10000,0.057,900,300,UHE1H182MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3635,MP,Normal,13.1
50,2200,0.072,0.017,18,35.5,-40,105,0.12,10000,0.046,1100,250,UHE1H222MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3680,MP,Normal,14.2
50,2700,0.059,0.014,18,40,-40,105,0.12,10000,0.038,1350,200,UHE1H272MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3800,MP,Normal,17.7
63,15,7.958,2.3,5,11,-40,105,0.09,5000,9.3,9,6000,UHE1J150MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,62,EOL,Normal,0.44
63,33,3.617,1.2,6.3,11,-40,105,0.09,5000,5.0,21,4000,UHE1J330MED,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,126,EOL,Normal,0.59
63,47,2.54,0.63,8,11.5,-40,105,0.09,7000,2.8,30,3000,UHE1J470MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,260,MP,Normal,1.19
63,56,2.132,0.63,8,11.5,-40,105,0.09,7000,2.8,35,3000,UHE1J560MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,260,MP,Normal,1.19
63,82,1.456,0.45,8,15,-40,105,0.09,7000,2.1,52,2000,UHE1J820MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,335,MP,Normal,1.36
63,82,1.456,0.43,10,12.5,-40,105,0.09,7000,1.8,52,2000,UHE1J820MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,325,MP,Normal,1.49
63,120,0.995,0.33,8,20,-40,105,0.09,7000,1.6,76,2000,UHE1J121MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,408,MP,Normal,1.66
63,120,0.995,0.31,10,16,-40,105,0.09,7000,1.5,76,1800,UHE1J121MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,400,MP,Normal,1.77
63,180,0.663,0.21,10,20,-40,105,0.09,7000,0.94,113,1400,UHE1J181MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,518,MP,Normal,2.34
63,180,0.663,0.23,12.5,15,-40,105,0.09,10000,1.1,113,1200,UHE1J181MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,527,MP,Normal,2.96
63,220,0.543,0.2,10,25,-40,105,0.09,7000,0.84,139,1200,UHE1J221MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,595,MP,Normal,3.07
63,270,0.442,0.15,10,30.5,-40,105,0.09,7000,0.71,170,1000,UHE1J271MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,740,MP,Normal,3.21
63,270,0.442,0.16,12.5,20,-40,105,0.09,10000,0.64,170,1000,UHE1J271MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,765,MP,Normal,3.43
63,270,0.442,0.14,16,15,-40,105,0.09,10000,0.66,170,700,UHE1J271MHD3,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,895,MP,Normal,4.74
63,330,0.362,0.12,12.5,25,-40,105,0.09,10000,0.45,208,800,UHE1J331MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,875,MP,Normal,4.56
63,390,0.306,0.12,18,15,-40,105,0.09,10000,0.5,246,400,UHE1J391MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1030,MP,Normal,6.31
63,470,0.254,0.1,12.5,30.5,-40,105,0.09,10000,0.42,296,600,UHE1J471MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1010,MP,Normal,6.01
63,470,0.254,0.091,16,20,-40,105,0.09,10000,0.38,296,600,UHE1J471MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1130,MP,Normal,6.6
63,560,0.213,0.083,12.5,35.5,-40,105,0.09,10000,0.35,353,500,UHE1J561MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1140,MP,Normal,7.06
63,560,0.213,0.073,16,25,-40,105,0.09,10000,0.27,353,400,UHE1J561MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1350,MP,Normal,8.2
63,680,0.176,0.071,12.5,40,-40,105,0.09,10000,0.3,428,400,UHE1J681MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1280,MP,Normal,7.57
63,680,0.176,0.08,18,20,-40,105,0.09,10000,0.3,428,400,UHE1J681MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1300,MP,Normal,9.0
63,820,0.146,0.054,16,30.5,-40,105,0.09,10000,0.2,517,300,UHE1J821MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1650,MP,Normal,9.6
63,820,0.146,0.057,18,25,-40,105,0.09,10000,0.21,517,300,UHE1J821MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1560,MP,Normal,10.6
63,1000,0.119,0.045,16,35.5,-40,105,0.09,10000,0.17,630,300,UHE1J102MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1900,MP,Normal,11.8
63,1000,0.119,0.047,18,30.5,-40,105,0.09,10000,0.17,630,300,UHE1J102MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1720,MP,Normal,13.1
63,1200,0.099,0.04,16,40,-40,105,0.09,10000,0.15,756,300,UHE1J122MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2130,MP,Normal,14.1
63,1200,0.099,0.04,18,35.5,-40,105,0.09,10000,0.15,756,250,UHE1J122MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1890,MP,Normal,14.2
63,1500,0.08,0.036,18,40,-40,105,0.09,10000,0.13,945,200,UHE1J152MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2470,MP,Normal,17.7
100,6.8,15.603,2.3,5,11,-40,105,0.08,5000,9.3,7,6000,UHE2A6R8MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,62,EOL,Normal,0.44
100,15,7.074,1.2,6.3,11,-40,105,0.08,5000,5.0,15,4000,UHE2A150MED,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,126,EOL,Normal,0.59
100,27,3.93,0.63,8,11.5,-40,105,0.08,7000,2.8,27,3000,UHE2A270MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,260,MP,Normal,1.19
100,39,2.721,0.45,8,15,-40,105,0.08,7000,2.1,39,2000,UHE2A390MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,335,MP,Normal,1.36
100,47,2.258,0.43,10,12.5,-40,105,0.08,7000,1.8,47,2000,UHE2A470MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,325,MP,Normal,1.49
100,56,1.895,0.33,8,20,-40,105,0.08,7000,1.6,56,2000,UHE2A560MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,408,MP,Normal,1.66
100,68,1.56,0.31,10,16,-40,105,0.08,7000,1.5,68,1800,UHE2A680MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,400,MP,Normal,1.77
100,82,1.294,0.21,10,20,-40,105,0.08,7000,0.94,82,1400,UHE2A820MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,518,MP,Normal,2.34
100,82,1.294,0.23,12.5,15,-40,105,0.08,10000,1.1,82,1200,UHE2A820MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,527,MP,Normal,2.96
100,100,1.061,0.2,10,25,-40,105,0.08,7000,0.84,100,1200,UHE2A101MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,595,MP,Normal,3.07
100,100,1.061,0.2,12.5,20,-40,105,0.08,10000,0.84,100,1000,UHE2A101MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,740,MP,Normal,3.43
100,120,0.884,0.15,10,30.5,-40,105,0.08,7000,0.71,120,1000,UHE2A121MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,740,MP,Normal,3.21
100,120,0.884,0.16,12.5,20,-40,105,0.08,10000,0.64,120,1000,UHE2A121MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,765,MP,Normal,3.43
100,150,0.707,0.14,16,15,-40,105,0.08,10000,0.66,150,700,UHE2A151MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,895,MP,Normal,4.74
100,180,0.589,0.12,12.5,25,-40,105,0.08,10000,0.45,180,800,UHE2A181MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,875,MP,Normal,4.56
100,180,0.589,0.12,18,15,-40,105,0.08,10000,0.5,180,400,UHE2A181MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1030,MP,Normal,6.31
100,220,0.482,0.1,12.5,30.5,-40,105,0.08,10000,0.42,220,600,UHE2A221MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1010,MP,Normal,6.01
100,220,0.482,0.091,16,20,-40,105,0.08,10000,0.38,220,600,UHE2A221MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1130,MP,Normal,6.6
100,270,0.393,0.083,12.5,35.5,-40,105,0.08,10000,0.35,270,500,UHE2A271MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1140,MP,Normal,7.06
100,270,0.393,0.073,16,25,-40,105,0.08,10000,0.27,270,400,UHE2A271MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1350,MP,Normal,8.2
100,330,0.322,0.071,12.5,40,-40,105,0.08,10000,0.3,330,400,UHE2A331MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1280,MP,Normal,7.57
100,330,0.322,0.08,18,20,-40,105,0.08,10000,0.3,330,400,UHE2A331MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1300,MP,Normal,9.0
100,390,0.272,0.054,16,30.5,-40,105,0.08,10000,0.2,390,300,UHE2A391MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1650,MP,Normal,9.6
100,390,0.272,0.057,18,25,-40,105,0.08,10000,0.21,390,300,UHE2A391MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1560,MP,Normal,10.6
100,470,0.226,0.045,16,35.5,-40,105,0.08,10000,0.17,470,300,UHE2A471MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1900,MP,Normal,11.8
100,470,0.226,0.047,18,30.5,-40,105,0.08,10000,0.17,470,300,UHE2A471MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1720,MP,Normal,13.1
100,560,0.189,0.04,16,40,-40,105,0.08,10000,0.15,560,300,UHE2A561MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2130,MP,Normal,14.1
100,680,0.156,0.04,18,35.5,-40,105,0.08,10000,0.15,680,250,UHE2A681MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1890,MP,Normal,14.2
100,820,0.129,0.036,18,40,-40,105,0.08,10000,0.13,820,200,UHE2A821MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2470,MP,Normal,17.7
