Voltage,Capacitance,ESR 20°C@120Hz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current,Status,Vibration resistant,Weight (g)
350,220,1.507,22,50,-40,105,0.25,2000,3180,250,UVY2V221MRD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,540,EOL,Normal,27.4
350,330,1.005,25,50,-40,105,0.25,2000,4720,140,UVY2V331MRD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,710,EOL,Normal,38.8
400,0.47,705.475,6.3,11,-40,105,0.25,1000,59,4000,UVY2GR47MED,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,8,EOL,Normal,0.59
400,1,331.573,6.3,11,-40,105,0.25,1000,80,4000,UVY2G010MED,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,14,EOL,Normal,0.59
400,2.2,150.715,8,11.5,-40,105,0.25,1000,128,3000,UVY2G2R2MPD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,27,MP,Normal,1.19
400,3.3,100.477,8,11.5,-40,105,0.25,1000,153,3000,UVY2G3R3MPD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,34,MP,Normal,1.19
400,4.7,70.547,10,12.5,-40,105,0.25,2000,175,2000,UVY2G4R7MPD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,42,MP,Normal,1.49
400,10,33.157,10,16,-40,105,0.25,2000,260,1800,UVY2G100MPD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,64,MP,Normal,1.77
400,22,15.072,12.5,25,-40,105,0.25,2000,452,800,UVY2G220MHD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,140,MP,Normal,4.56
400,33,10.048,16,25,-40,105,0.25,2000,628,400,UVY2G330MHD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,170,MP,Normal,8.2
400,47,7.055,16,25,-40,105,0.25,2000,852,400,UVY2G470MHD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,200,MP,Normal,8.2
400,68,4.876,16,30.5,-40,105,0.25,2000,1188,300,UVY2G680MHD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,240,MP,Normal,9.6
400,100,3.316,18,35.5,-40,105,0.25,2000,1700,250,UVY2G101MHD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,310,MP,Normal,14.2
400,220,1.507,22,50,-40,105,0.25,2000,3620,250,UVY2G221MRD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,460,EOL,Normal,27.4
450,2.2,150.715,8,11.5,-25,105,0.25,1000,139,3000,UVY2W2R2MPD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,20,MP,Normal,1.19
450,3.3,100.477,10,12.5,-25,105,0.25,2000,159,2000,UVY2W3R3MPD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,28,MP,Normal,1.49
450,4.7,70.547,10,12.5,-25,105,0.25,2000,185,2000,UVY2W4R7MPD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,32,MP,Normal,1.49
450,10,33.157,10,20,-25,105,0.25,2000,280,1400,UVY2W100MPD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,56,MP,Normal,2.34
450,22,15.072,12.5,25,-25,105,0.25,2000,496,800,UVY2W220MHD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,100,MP,Normal,4.56
450,33,10.048,16,25,-25,105,0.25,2000,694,400,UVY2W330MHD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,125,MP,Normal,8.2
450,47,7.055,16,30.5,-25,105,0.25,2000,946,300,UVY2W470MHD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,155,MP,Normal,9.6
450,68,4.876,18,35.5,-25,105,0.25,2000,1324,250,UVY2W680MHD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,185,MP,Normal,14.2
450,100,3.316,18,40,-25,105,0.25,2000,1900,200,UVY2W101MHD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,200,MP,Normal,17.7
450,220,1.507,25,50,-25,105,0.25,2000,4060,140,UVY2W221MRD,Uni-Polar,Radial Lead,Minitualized Wide Temp. Range,250,EOL,Normal,38.8
