Voltage,Capacitance,Dissipation Factor,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),ESR(est.) 20°C@120Hz,Endurance,Impedance -10°C@100kHz,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@100kHz,Ripple Current 105°C@10kHz,Ripple Current 105°C@120Hz,Ripple Current 105°C@1kHz,Ripple Current 105°C@300Hz,Status,VC,Vibration resistant,Weight (g)
16,1800,0.16,0.032,12.5,30.5,-55,105,0.133,5000,0.064,864,600,UPM1C182MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1690,,,MP,28800,Normal,6.01
16,1800,0.16,0.037,16,20,-55,105,0.133,5000,0.074,864,600,UPM1C182MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1530,,,MP,28800,Normal,6.6
16,2200,0.18,0.028,12.5,30.5,-55,105,0.133,5000,0.056,1056,600,UPM1C222MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1998,1998,1800,1962,1908,MP,35200,Normal,6.01
16,2200,0.18,0.033,16,20,-55,105,0.133,5000,0.066,1056,600,UPM1C222MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1798.2,1798.2,1620,1765.8,1717.2,MP,35200,Normal,6.6
16,2700,0.18,0.025,12.5,35.5,-55,105,0.108,5000,0.05,1296,500,UPM1C272MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,2000,,,MP,43200,Normal,7.06
16,2700,0.18,0.03,16,25,-55,105,0.108,5000,0.06,1296,400,UPM1C272MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1970,,,MP,43200,Normal,8.2
16,3300,0.2,0.023,12.5,40,-55,105,0.104,5000,0.046,1584,400,UPM1C332MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2453.1,2453.1,2210,2408.9,2342.6,MP,52800,Normal,7.57
16,3300,0.2,0.027,18,20,-55,105,0.104,5000,0.054,1584,400,UPM1C332MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2086.8,2086.8,1880,2049.2,1992.8,MP,52800,Normal,9
16,3900,0.2,0.022,16,30.5,-55,105,0.088,5000,0.044,1872,300,UPM1C392MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,2250,,,MP,62400,Normal,9.6
16,3900,0.2,0.025,18,25,-55,105,0.088,5000,0.05,1872,300,UPM1C392MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,2110,,,MP,62400,Normal,10.6
16,4700,0.22,0.02,16,35.5,-55,105,0.085,5000,0.04,2256,300,UPM1C472MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2763.9,2763.9,2490,2714.1,2639.4,MP,75200,Normal,11.8
16,4700,0.22,0.023,18,30.5,-55,105,0.085,5000,0.046,2256,300,UPM1C472MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2708.4,2708.4,2440,2659.6,2586.4,MP,75200,Normal,13.1
16,5600,0.24,0.019,16,40,-55,105,0.081,5000,0.038,2688,300,UPM1C562MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,2790,,,MP,89600,Normal,14.1
16,5600,0.24,0.022,18,35.5,-55,105,0.081,5000,0.044,2688,250,UPM1C562MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,2350,,,MP,89600,Normal,14.2
16,6800,0.26,0.018,18,35.5,-55,105,0.074,5000,0.036,3264,250,UPM1C682MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3041.4,3041.4,2740,2986.6,2904.4,MP,108800,Normal,14.2
16,8200,0.3,0.017,18,40,-55,105,0.074,5000,0.034,3936,200,UPM1C822MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,2970,,,MP,131200,Normal,17.7
25,33,0.14,0.8,5,11,-55,105,5.627,2000,1.6,25,6000,UPM1E330MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,154,154,88,129.36,102.08,EOL,825,Normal,0.44
25,39,0.14,0.65,5,11,-55,105,4.761,2000,1.3,29,6000,UPM1E390MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,100,,,EOL,975,Normal,0.44
25,47,0.14,0.55,6.3,11,-55,105,3.951,2000,1.1,35,4000,UPM1E470MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,208.75,208.75,125,177.5,141.25,EOL,1175,Normal,0.59
25,56,0.14,0.44,6.3,11,-55,105,3.316,2000,0.88,42,4000,UPM1E560MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,140,,,EOL,1400,Normal,0.59
25,68,0.14,0.36,6.3,11,-55,105,2.731,2000,0.72,51,4000,UPM1E680MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,254.4,254.4,160,220.8,177.6,EOL,1700,Normal,0.59
25,82,0.14,0.3,6.3,11,-55,105,2.264,2000,0.6,62,4000,UPM1E820MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,180,,,EOL,2050,Normal,0.59
25,100,0.14,0.24,6.3,15,-55,105,1.857,2000,0.48,75,4000,UPM1E101MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,377.3,377.3,245,330.75,274.4,EOL,2500,Normal,0.72
25,120,0.14,0.2,6.3,15,-55,105,1.547,2000,0.4,90,4000,UPM1E121MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,275,,,EOL,3000,Normal,0.72
25,150,0.14,0.16,8,11.5,-55,105,1.238,3000,0.32,113,3000,UPM1E151MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,470.4,470.4,320,422.4,352,MP,3750,Normal,1.19
25,180,0.14,0.14,8,15,-55,105,1.032,3000,0.28,135,2000,UPM1E181MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,390,,,MP,4500,Normal,1.36
25,180,0.14,0.15,10,12.5,-55,105,1.032,5000,0.3,135,2000,UPM1E181MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,450,,,MP,4500,Normal,1.49
25,220,0.14,0.11,8,15,-55,105,0.844,3000,0.22,165,2000,UPM1E221MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,641.55,641.55,455,582.4,500.5,MP,5500,Normal,1.36
25,220,0.14,0.13,10,12.5,-55,105,0.844,5000,0.26,165,2000,UPM1E221MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,683.85,683.85,485,620.8,533.5,MP,5500,Normal,1.49
25,270,0.14,0.095,8,20,-55,105,0.688,3000,0.19,203,2000,UPM1E271MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,560,,,MP,6750,Normal,1.66
25,270,0.14,0.11,10,16,-55,105,0.688,5000,0.22,203,1800,UPM1E271MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,525,,,MP,6750,Normal,1.77
25,330,0.14,0.085,8,20,-55,105,0.563,3000,0.17,248,2000,UPM1E331MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,823.5,823.5,610,768.6,664.9,MP,8250,Normal,1.66
25,330,0.14,0.095,10,16,-55,105,0.563,5000,0.19,248,1800,UPM1E331MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,850.5,850.5,630,793.8,686.7,MP,8250,Normal,1.77
25,390,0.14,0.07,10,20,-55,105,0.476,5000,0.14,293,1400,UPM1E391MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,770,,,MP,9750,Normal,2.34
25,390,0.14,0.08,12.5,15,-55,105,0.476,5000,0.16,293,1200,UPM1E391MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,720,,,MP,9750,Normal,2.96
25,470,0.14,0.065,10,20,-55,105,0.395,5000,0.13,353,1400,UPM1E471MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1098.5,1098.5,845,1030.9,912.6,MP,11750,Normal,2.34
25,470,0.14,0.07,12.5,15,-55,105,0.395,5000,0.14,353,1200,UPM1E471MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1020.5,1020.5,785,957.7,847.8,MP,11750,Normal,2.96
25,560,0.14,0.055,10,25,-55,105,0.332,5000,0.11,420,1200,UPM1E561MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1030,,,MP,14000,Normal,3.07
25,560,0.14,0.06,12.5,15,-55,105,0.332,5000,0.12,420,1200,UPM1E561MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,860,,,MP,14000,Normal,2.96
25,680,0.14,0.046,10,30.5,-55,105,0.273,5000,0.092,510,1000,UPM1E681MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1475,1475,1180,1416,1262.6,MP,17000,Normal,3.21
25,680,0.14,0.055,16,15,-55,105,0.273,5000,0.11,510,700,UPM1E681MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1312.5,1312.5,1050,1260,1123.5,MP,17000,Normal,4.74
25,820,0.14,0.041,12.5,20,-55,105,0.226,5000,0.082,615,1000,UPM1E821MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1220,,,MP,20500,Normal,3.43
25,820,0.14,0.049,16,15,-55,105,0.226,5000,0.098,615,700,UPM1E821MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1140,,,MP,20500,Normal,4.74
25,1000,0.14,0.036,12.5,25,-55,105,0.212,5000,0.072,750,800,UPM1E102MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1764,1764,1470,1719.9,1572.9,MP,25000,Normal,4.56
25,1000,0.14,0.043,18,15,-55,105,0.212,5000,0.086,750,400,UPM1E102MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1572,1572,1310,1532.7,1401.7,MP,25000,Normal,6.31
25,1200,0.14,0.032,12.5,25,-55,105,0.177,5000,0.064,900,800,UPM1E122MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1550,,,MP,30000,Normal,4.56
25,1200,0.14,0.039,18,15,-55,105,0.177,5000,0.078,900,400,UPM1E122MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1400,,,MP,30000,Normal,6.31
25,1500,0.14,0.029,12.5,30.5,-55,105,0.141,5000,0.058,1125,600,UPM1E152MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1975.8,1975.8,1780,1940.2,1886.8,MP,37500,Normal,6.01
25,1500,0.14,0.034,16,20,-55,105,0.141,5000,0.068,1125,600,UPM1E152MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1764.9,1764.9,1590,1733.1,1685.4,MP,37500,Normal,6.6
25,1800,0.14,0.026,12.5,35.5,-55,105,0.118,5000,0.052,1350,500,UPM1E182MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,2000,,,MP,45000,Normal,7.06
25,1800,0.14,0.031,16,25,-55,105,0.118,5000,0.062,1350,400,UPM1E182MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1970,,,MP,45000,Normal,8.2
25,2200,0.16,0.024,12.5,40,-55,105,0.121,5000,0.048,1650,400,UPM1E222MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2453.1,2453.1,2210,2408.9,2342.6,MP,55000,Normal,7.57
25,2200,0.16,0.028,18,20,-55,105,0.121,5000,0.056,1650,400,UPM1E222MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2042.4,2042.4,1840,2005.6,1950.4,MP,55000,Normal,9
25,2700,0.16,0.022,16,30.5,-55,105,0.098,5000,0.044,2025,300,UPM1E272MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,2250,,,MP,67500,Normal,9.6
25,2700,0.16,0.025,18,25,-55,105,0.098,5000,0.05,2025,300,UPM1E272MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,2110,,,MP,67500,Normal,10.6
25,3300,0.18,0.02,16,35.5,-55,105,0.096,5000,0.04,2475,300,UPM1E332MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2763.9,2763.9,2490,2714.1,2639.4,MP,82500,Normal,11.8
25,3300,0.18,0.023,18,30.5,-55,105,0.096,5000,0.046,2475,300,UPM1E332MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2708.4,2708.4,2440,2659.6,2586.4,MP,82500,Normal,13.1
25,3900,0.18,0.019,16,40,-55,105,0.082,5000,0.038,2925,300,UPM1E392MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,2790,,,MP,97500,Normal,14.1
25,3900,0.18,0.021,18,35.5,-55,105,0.082,5000,0.042,2925,250,UPM1E392MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,2740,,,MP,97500,Normal,14.2
25,4700,0.2,0.018,18,40,-55,105,0.079,5000,0.036,3525,200,UPM1E472MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3296.7,3296.7,2970,3237.3,3148.2,MP,117500,Normal,17.7
35,22,0.12,0.75,5,11,-55,105,7.234,2000,1.5,23,6000,UPM1V220MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,157.25,157.25,85,129.2,101.15,EOL,770,Normal,0.44
35,27,0.12,0.6,5,11,-55,105,5.895,2000,1.2,28,6000,UPM1V270MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,99,,,EOL,945,Normal,0.44
35,33,0.12,0.49,6.3,11,-55,105,4.823,2000,0.98,35,4000,UPM1V330MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,218.75,218.75,125,183.75,145,EOL,1155,Normal,0.59
35,39,0.12,0.41,6.3,11,-55,105,4.081,2000,0.82,41,4000,UPM1V390MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,140,,,EOL,1365,Normal,0.59
35,47,0.12,0.34,6.3,11,-55,105,3.386,2000,0.68,49,4000,UPM1V470MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,267.2,267.2,160,227.2,180.8,EOL,1645,Normal,0.59
35,56,0.12,0.28,6.3,11,-55,105,2.842,2000,0.56,59,4000,UPM1V560MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,180,,,EOL,1960,Normal,0.59
35,68,0.12,0.24,6.3,15,-55,105,2.341,2000,0.48,71,4000,UPM1V680MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,365.7,365.7,230,317.4,255.3,EOL,2380,Normal,0.72
35,82,0.12,0.19,6.3,15,-55,105,1.941,2000,0.38,86,4000,UPM1V820MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,265,,,EOL,2870,Normal,0.72
35,100,0.12,0.16,8,11.5,-55,105,1.592,3000,0.32,105,3000,UPM1V101MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,469.7,469.7,305,411.75,341.6,MP,3500,Normal,1.19
35,120,0.12,0.14,8,15,-55,105,1.326,3000,0.28,126,2000,UPM1V121MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,370,,,MP,4200,Normal,1.36
35,120,0.12,0.15,10,12.5,-55,105,1.326,5000,0.3,126,2000,UPM1V121MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,425,,,MP,4200,Normal,1.49
35,150,0.12,0.12,8,15,-55,105,1.061,3000,0.24,158,2000,UPM1V151MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,610.05,610.05,415,547.8,456.5,MP,5250,Normal,1.36
35,150,0.12,0.12,10,12.5,-55,105,1.061,5000,0.24,158,2000,UPM1V151MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,698.25,698.25,475,627,522.5,MP,5250,Normal,1.49
35,180,0.12,0.1,8,20,-55,105,0.884,3000,0.2,189,2000,UPM1V181MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,520,,,MP,6300,Normal,1.66
35,180,0.12,0.11,10,16,-55,105,0.884,5000,0.22,189,1800,UPM1V181MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,500,,,MP,6300,Normal,1.77
35,220,0.12,0.085,8,20,-55,105,0.723,3000,0.17,231,2000,UPM1V221MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,817.8,817.8,580,742.4,638,MP,7700,Normal,1.66
35,220,0.12,0.09,10,16,-55,105,0.723,5000,0.18,231,1800,UPM1V221MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,846,846,600,768,660,MP,7700,Normal,1.77
35,270,0.12,0.07,10,20,-55,105,0.589,5000,0.14,284,1400,UPM1V271MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,735,,,MP,9450,Normal,2.34
35,270,0.12,0.08,12.5,15,-55,105,0.589,5000,0.16,284,1200,UPM1V271MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,690,,,MP,9450,Normal,2.96
35,330,0.12,0.06,10,20,-55,105,0.482,5000,0.12,347,1400,UPM1V331MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1093.5,1093.5,810,1020.6,882.9,MP,11550,Normal,2.34
35,330,0.12,0.065,12.5,15,-55,105,0.482,5000,0.13,347,1200,UPM1V331MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1053,1053,780,982.8,850.2,MP,11550,Normal,2.96
35,390,0.12,0.055,10,25,-55,105,0.408,5000,0.11,410,1200,UPM1V391MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,980,,,MP,13650,Normal,3.07
35,390,0.12,0.06,12.5,15,-55,105,0.408,5000,0.12,410,1200,UPM1V391MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,825,,,MP,13650,Normal,2.96
35,470,0.12,0.046,10,30.5,-55,105,0.339,5000,0.092,494,1000,UPM1V471MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1508,1508,1160,1415.2,1252.8,MP,16450,Normal,3.21
35,470,0.12,0.055,16,15,-55,105,0.339,5000,0.11,494,700,UPM1V471MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1313,1313,1010,1232.2,1090.8,MP,16450,Normal,4.74
35,560,0.12,0.041,12.5,20,-55,105,0.284,5000,0.082,588,1000,UPM1V561MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1170,,,MP,19600,Normal,3.43
35,560,0.12,0.048,16,15,-55,105,0.284,5000,0.096,588,700,UPM1V561MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1110,,,MP,19600,Normal,4.74
35,680,0.12,0.036,12.5,25,-55,105,0.234,5000,0.072,714,800,UPM1V681MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1762.5,1762.5,1410,1692,1508.7,MP,23800,Normal,4.56
35,680,0.12,0.042,18,15,-55,105,0.234,5000,0.084,714,400,UPM1V681MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1600,1600,1280,1536,1369.6,MP,23800,Normal,6.31
35,820,0.12,0.032,12.5,25,-55,105,0.194,5000,0.064,861,800,UPM1V821MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1490,,,MP,28700,Normal,4.56
35,820,0.12,0.038,18,15,-55,105,0.194,5000,0.076,861,400,UPM1V821MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1380,,,MP,28700,Normal,6.31
35,1000,0.12,0.029,12.5,30.5,-55,105,0.186,5000,0.058,1050,600,UPM1V102MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2052,2052,1710,2000.7,1829.7,MP,35000,Normal,6.01
35,1000,0.12,0.034,16,20,-55,105,0.186,5000,0.068,1050,600,UPM1V102MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1836,1836,1530,1790.1,1637.1,MP,35000,Normal,6.6
35,1200,0.12,0.026,12.5,35.5,-55,105,0.155,5000,0.052,1260,500,UPM1V122MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1960,,,MP,42000,Normal,7.06
35,1200,0.12,0.031,16,25,-55,105,0.155,5000,0.062,1260,400,UPM1V122MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1920,,,MP,42000,Normal,8.2
35,1500,0.12,0.024,12.5,40,-55,105,0.124,5000,0.048,1575,400,UPM1V152MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2453.1,2453.1,2210,2408.9,2342.6,MP,52500,Normal,7.57
35,1500,0.12,0.028,18,20,-55,105,0.124,5000,0.056,1575,400,UPM1V152MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2042.4,2042.4,1840,2005.6,1950.4,MP,52500,Normal,9
35,1800,0.12,0.022,16,30.5,-55,105,0.103,5000,0.044,1890,300,UPM1V182MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,2250,,,MP,63000,Normal,9.6
35,1800,0.12,0.025,18,25,-55,105,0.103,5000,0.05,1890,300,UPM1V182MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,2110,,,MP,63000,Normal,10.6
35,2200,0.14,0.02,16,35.5,-55,105,0.109,5000,0.04,2310,300,UPM1V222MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2763.9,2763.9,2490,2714.1,2639.4,MP,77000,Normal,11.8
35,2200,0.14,0.023,18,30.5,-55,105,0.109,5000,0.046,2310,300,UPM1V222MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2708.4,2708.4,2440,2659.6,2586.4,MP,77000,Normal,13.1
35,2700,0.14,0.018,16,40,-55,105,0.088,5000,0.036,2835,300,UPM1V272MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,2790,,,MP,94500,Normal,14.1
35,2700,0.14,0.021,18,35.5,-55,105,0.088,5000,0.042,2835,250,UPM1V272MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,2740,,,MP,94500,Normal,14.2
35,3300,0.16,0.017,18,40,-55,105,0.088,5000,0.034,3465,200,UPM1V332MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3296.7,3296.7,2970,3237.3,3148.2,MP,115500,Normal,17.7
50,2.2,0.1,5,5,11,-55,105,60.286,2000,10,4,6000,UPM1H2R2MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,27,,,EOL,110.00000000000001,Normal,0.44
50,3.3,0.1,3.3,5,11,-55,105,40.191,2000,6.6,5,6000,UPM1H3R3MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,33,,,EOL,165,Normal,0.44
50,4.7,0.1,2.2,5,11,-55,105,28.219,2000,4.4,7,6000,UPM1H4R7MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,40,,,EOL,235,Normal,0.44
50,6.8,0.1,1.8,5,11,-55,105,19.504,2000,3.6,10,6000,UPM1H6R8MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,45,,,EOL,340,Normal,0.44
50,10,0.1,1.4,5,11,-55,105,13.263,2000,2.8,15,6000,UPM1H100MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,114,114,57,91.2,68.4,EOL,500,Normal,0.44
50,12,0.1,1.2,5,11,-55,105,11.052,2000,2.4,18,6000,UPM1H120MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,62,,,EOL,600,Normal,0.44
50,15,0.1,0.93,5,11,-55,105,8.842,2000,1.86,23,6000,UPM1H150MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,138.24,138.24,72,112.32,85.68,EOL,750,Normal,0.44
50,18,0.1,0.8,5,11,-55,105,7.368,2000,1.6,27,6000,UPM1H180MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,79,,,EOL,900,Normal,0.44
50,22,0.1,0.65,6.3,11,-55,105,6.029,2000,1.3,33,4000,UPM1H220MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,185,185,100,152,119,EOL,1100,Normal,0.59
50,27,0.1,0.53,6.3,11,-55,105,4.912,2000,1.06,41,4000,UPM1H270MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,115,,,EOL,1350,Normal,0.59
50,33,0.1,0.43,6.3,11,-55,105,4.019,2000,0.86,50,4000,UPM1H330MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,236.25,236.25,135,198.45,156.6,EOL,1650,Normal,0.59
50,39,0.1,0.36,6.3,11,-55,105,3.401,2000,0.72,59,4000,UPM1H390MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,150,,,EOL,1950,Normal,0.59
50,47,0.1,0.3,6.3,15,-55,105,2.822,2000,0.6,71,4000,UPM1H470MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,325.65,325.65,195,276.9,220.35,EOL,2350,Normal,0.72
50,56,0.1,0.25,6.3,15,-55,105,2.368,2000,0.5,84,4000,UPM1H560MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,220,,,EOL,2800,Normal,0.72
50,68,0.1,0.2,8,11.5,-55,105,1.95,3000,0.4,102,3000,UPM1H680MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,413.4,413.4,260,358.8,288.6,MP,3400,Normal,1.19
50,82,0.1,0.17,8,15,-55,105,1.617,3000,0.34,123,2000,UPM1H820MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,320,,,MP,4100,Normal,1.36
50,82,0.1,0.18,10,12.5,-55,105,1.617,5000,0.36,123,2000,UPM1H820MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,340,,,MP,4100,Normal,1.49
50,100,0.1,0.14,8,20,-55,105,1.326,3000,0.28,150,2000,UPM1H101MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,631.4,631.4,410,553.5,459.2,MP,5000,Normal,1.66
50,100,0.1,0.16,10,16,-55,105,1.326,5000,0.32,150,1800,UPM1H101MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,592.9,592.9,385,519.75,431.2,MP,5000,Normal,1.77
50,120,0.1,0.12,8,20,-55,105,1.105,3000,0.24,180,2000,UPM1H121MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,510,,,MP,6000,Normal,1.66
50,120,0.1,0.13,10,16,-55,105,1.105,5000,0.26,180,1800,UPM1H121MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,510,,,MP,6000,Normal,1.77
50,150,0.1,0.1,10,20,-55,105,0.884,5000,0.2,225,1400,UPM1H151MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,837.9,837.9,570,752.4,627,MP,7500,Normal,2.34
50,150,0.1,0.11,12.5,15,-55,105,0.884,5000,0.22,225,1200,UPM1H151MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,801.15,801.15,545,719.4,599.5,MP,7500,Normal,2.96
50,180,0.1,0.085,10,20,-55,105,0.737,5000,0.17,270,1400,UPM1H181MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,670,,,MP,9000,Normal,2.34
