Voltage,Capacitance,ESR 20°C@120Hz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current,Status,Vibration resistant,Weight (g)
220,56,2.842,10,30.5,-40,105,0.12,5000,749,1000,UPT2P560MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,290,MP,Normal,3.21
220,68,2.341,12.5,25,-40,105,0.12,5000,908,800,UPT2P680MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,340,MP,Normal,4.56
220,82,1.941,12.5,30.5,-40,105,0.12,5000,1092,600,UPT2P820MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,390,MP,Normal,6.01
220,100,1.592,12.5,30.5,-40,105,0.12,5000,1330,600,UPT2P101MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,430,MP,Normal,6.01
220,120,1.326,12.5,35.5,-40,105,0.12,5000,1594,500,UPT2P121MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,490,MP,Normal,7.06
220,150,1.061,12.5,40,-40,105,0.12,5000,1990,400,UPT2P151MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,580,MP,Normal,7.57
220,180,0.884,16,30.5,-40,105,0.12,5000,2386,300,UPT2P181MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,670,MP,Normal,9.6
220,220,0.723,16,35.5,-40,105,0.12,5000,2914,300,UPT2P221MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,770,MP,Normal,11.8
220,220,0.723,18,30.5,-40,105,0.12,5000,2914,300,UPT2P221MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,770,MP,Normal,13.1
220,270,0.589,16,40,-40,105,0.12,5000,3574,300,UPT2P271MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,880,MP,Normal,14.1
220,270,0.589,18,35.5,-40,105,0.12,5000,3574,250,UPT2P271MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,880,MP,Normal,14.2
220,330,0.482,18,40,-40,105,0.12,5000,4366,200,UPT2P331MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,1010,MP,Normal,17.7
220,390,0.408,22,40,-40,105,0.12,5000,5158,250,UPT2P391MRD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,1150,EOL,Normal,23.8
220,560,0.284,22,50,-40,105,0.12,5000,7402,250,UPT2P561MRD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,1500,EOL,Normal,27.4
220,560,0.284,25,40,-40,105,0.12,5000,7402,180,UPT2P561MRD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,1500,EOL,Normal,27.4
220,680,0.234,25,50,-40,105,0.12,5000,8986,140,UPT2P681MRD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,1600,EOL,Normal,38.8
250,47,3.386,10,30.5,-40,105,0.12,5000,715,1000,UPT2E470MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,270,MP,Normal,3.21
250,56,2.842,12.5,25,-40,105,0.12,5000,850,800,UPT2E560MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,310,MP,Normal,4.56
250,68,2.341,12.5,30.5,-40,105,0.12,5000,1030,600,UPT2E680MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,360,MP,Normal,6.01
250,82,1.941,12.5,30.5,-40,105,0.12,5000,1240,600,UPT2E820MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,400,MP,Normal,6.01
250,100,1.592,12.5,35.5,-40,105,0.12,5000,1510,500,UPT2E101MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,460,MP,Normal,7.06
250,120,1.326,12.5,40,-40,105,0.12,5000,1810,400,UPT2E121MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,530,MP,Normal,7.57
250,150,1.061,16,30.5,-40,105,0.12,5000,2260,300,UPT2E151MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,620,MP,Normal,9.6
250,180,0.884,16,35.5,-40,105,0.12,5000,2710,300,UPT2E181MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,720,MP,Normal,11.8
250,180,0.884,18,30.5,-40,105,0.12,5000,2710,300,UPT2E181MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,720,MP,Normal,13.1
250,220,0.723,16,40,-40,105,0.12,5000,3310,300,UPT2E221MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,830,MP,Normal,14.1
250,220,0.723,18,35.5,-40,105,0.12,5000,3310,250,UPT2E221MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,830,MP,Normal,14.2
250,270,0.589,18,40,-40,105,0.12,5000,4060,200,UPT2E271MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,950,MP,Normal,17.7
250,330,0.482,22,40,-40,105,0.12,5000,4960,250,UPT2E331MRD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,1050,EOL,Normal,23.8
250,470,0.339,22,50,-40,105,0.12,5000,7060,250,UPT2E471MRD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,1450,EOL,Normal,27.4
250,470,0.339,25,40,-40,105,0.12,5000,7060,180,UPT2E471MRD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,1450,EOL,Normal,27.4
250,560,0.284,25,50,-40,105,0.12,5000,8410,140,UPT2E561MRD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,1550,EOL,Normal,38.8
400,22,9.043,10,30.5,-40,105,0.15,5000,538,1000,UPT2G220MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,210,MP,Normal,3.21
400,27,7.368,12.5,25,-40,105,0.15,5000,658,800,UPT2G270MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,240,MP,Normal,4.56
400,33,6.029,12.5,30.5,-40,105,0.15,5000,802,600,UPT2G330MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,290,MP,Normal,6.01
400,39,5.101,12.5,30.5,-40,105,0.15,5000,946,600,UPT2G390MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,320,MP,Normal,6.01
400,47,4.233,12.5,35.5,-40,105,0.15,5000,1138,500,UPT2G470MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,370,MP,Normal,7.06
400,56,3.553,12.5,40,-40,105,0.15,5000,1354,400,UPT2G560MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,420,MP,Normal,7.57
400,68,2.926,16,30.5,-40,105,0.15,5000,1642,300,UPT2G680MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,460,MP,Normal,9.6
400,82,2.426,16,30.5,-40,105,0.15,5000,1978,300,UPT2G820MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,500,MP,Normal,9.6
400,100,1.989,16,35.5,-40,105,0.15,5000,2410,300,UPT2G101MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,580,MP,Normal,11.8
400,100,1.989,18,30.5,-40,105,0.15,5000,2410,300,UPT2G101MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,580,MP,Normal,13.1
400,120,1.658,16,40,-40,105,0.15,5000,2890,300,UPT2G121MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,660,MP,Normal,14.1
400,120,1.658,18,35.5,-40,105,0.15,5000,2890,250,UPT2G121MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,670,MP,Normal,14.2
400,150,1.326,18,40,-40,105,0.15,5000,3610,200,UPT2G151MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,770,MP,Normal,17.7
400,180,1.105,22,40,-40,105,0.15,5000,4330,250,UPT2G181MRD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,850,EOL,Normal,23.8
400,270,0.737,22,50,-40,105,0.15,5000,6490,250,UPT2G271MRD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,1300,EOL,Normal,27.4
400,270,0.737,25,40,-40,105,0.15,5000,6490,180,UPT2G271MRD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,1300,EOL,Normal,27.4
400,330,0.603,25,50,-40,105,0.15,5000,7930,140,UPT2G331MRD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,1400,EOL,Normal,38.8
420,18,14.737,10,30.5,-40,105,0.2,5000,464,1000,UPTW6180MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,170,MP,Normal,3.21
420,22,12.057,12.5,25,-40,105,0.2,5000,564,800,UPTW6220MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,200,MP,Normal,4.56
420,27,9.824,12.5,30.5,-40,105,0.2,5000,690,600,UPTW6270MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,240,MP,Normal,6.01
420,33,8.038,12.5,30.5,-40,105,0.2,5000,842,600,UPTW6330MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,270,MP,Normal,6.01
420,39,6.801,12.5,35.5,-40,105,0.2,5000,993,500,UPTW6390MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,310,MP,Normal,7.06
420,47,5.644,12.5,40,-40,105,0.2,5000,1194,400,UPTW6470MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,360,MP,Normal,7.57
420,56,4.737,16,30.5,-40,105,0.2,5000,1421,300,UPTW6560MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,430,MP,Normal,9.6
420,68,3.901,16,35.5,-40,105,0.2,5000,1724,300,UPTW6680MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,510,MP,Normal,11.8
420,68,3.901,18,30.5,-40,105,0.2,5000,1724,300,UPTW6680MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,510,MP,Normal,13.1
420,82,3.235,16,40,-40,105,0.2,5000,2076,300,UPTW6820MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,570,MP,Normal,14.1
420,82,3.235,18,30.5,-40,105,0.2,5000,2076,300,UPTW6820MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,570,MP,Normal,13.1
420,100,2.653,18,35.5,-40,105,0.2,5000,2530,250,UPTW6101MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,610,MP,Normal,14.2
420,120,2.21,18,40,-40,105,0.2,5000,3034,200,UPTW6121MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,660,MP,Normal,17.7
420,150,1.768,22,40,-40,105,0.2,5000,3790,250,UPTW6151MRD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,800,EOL,Normal,23.8
420,180,1.474,22,50,-40,105,0.2,5000,4546,250,UPTW6181MRD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,950,EOL,Normal,27.4
420,180,1.474,25,40,-40,105,0.2,5000,4546,180,UPTW6181MRD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,950,EOL,Normal,27.4
420,270,0.982,25,50,-40,105,0.2,5000,6814,140,UPTW6271MRD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,1200,EOL,Normal,38.8
450,15,17.684,10,30.5,-40,105,0.2,5000,415,1000,UPT2W150MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,150,MP,Normal,3.21
450,18,14.737,12.5,25,-40,105,0.2,5000,496,800,UPT2W180MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,180,MP,Normal,4.56
450,22,12.057,12.5,30.5,-40,105,0.2,5000,604,600,UPT2W220MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,220,MP,Normal,6.01
450,27,9.824,12.5,30.5,-40,105,0.2,5000,739,600,UPT2W270MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,250,MP,Normal,6.01
450,33,8.038,12.5,35.5,-40,105,0.2,5000,901,500,UPT2W330MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,280,MP,Normal,7.06
450,39,6.801,12.5,40,-40,105,0.2,5000,1063,400,UPT2W390MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,320,MP,Normal,7.57
450,47,5.644,16,30.5,-40,105,0.2,5000,1279,300,UPT2W470MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,380,MP,Normal,9.6
450,56,4.737,16,35.5,-40,105,0.2,5000,1522,300,UPT2W560MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,440,MP,Normal,11.8
450,68,3.901,16,40,-40,105,0.2,5000,1846,300,UPT2W680MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,490,MP,Normal,14.1
450,68,3.901,18,30.5,-40,105,0.2,5000,1846,300,UPT2W680MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,480,MP,Normal,13.1
450,82,3.235,18,35.5,-40,105,0.2,5000,2224,250,UPT2W820MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,550,MP,Normal,14.2
450,100,2.653,18,40,-40,105,0.2,5000,2710,200,UPT2W101MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,650,MP,Normal,17.7
450,120,2.21,22,40,-40,105,0.2,5000,3250,250,UPT2W121MRD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,770,EOL,Normal,23.8
450,150,1.768,22,50,-40,105,0.2,5000,4060,250,UPT2W151MRD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,920,EOL,Normal,27.4
450,150,1.768,25,40,-40,105,0.2,5000,4060,180,UPT2W151MRD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,920,EOL,Normal,27.4
450,180,1.474,25,50,-40,105,0.2,5000,4870,140,UPT2W181MRD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,1100,EOL,Normal,38.8
