Voltage,Capacitance,ESR 20°C@120Hz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current,Status,Vibration resistant,Weight (g)
200,68,2.341,10,30.5,-40,105,0.12,5000,826,1000,UPT2D680MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,350,MP,Normal,3.21
200,82,1.941,12.5,25,-40,105,0.12,5000,994,800,UPT2D820MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,410,MP,Normal,4.56
200,100,1.592,12.5,30.5,-40,105,0.12,5000,1210,600,UPT2D101MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,480,MP,Normal,6.01
200,120,1.326,12.5,30.5,-40,105,0.12,5000,1450,600,UPT2D121MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,530,MP,Normal,6.01
200,150,1.061,12.5,35.5,-40,105,0.12,5000,1810,500,UPT2D151MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,620,MP,Normal,7.06
200,180,0.884,12.5,40,-40,105,0.12,5000,2170,400,UPT2D181MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,700,MP,Normal,7.57
200,220,0.723,16,30.5,-40,105,0.12,5000,2650,300,UPT2D221MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,760,MP,Normal,9.6
200,220,0.723,18,30.5,-40,105,0.12,5000,2650,300,UPT2D221MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,810,MP,Normal,13.1
200,270,0.589,16,35.5,-40,105,0.12,5000,3250,300,UPT2D271MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,880,MP,Normal,11.8
200,270,0.589,18,30.5,-40,105,0.12,5000,3250,300,UPT2D271MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,870,MP,Normal,13.1
200,330,0.482,18,35.5,-40,105,0.12,5000,3970,250,UPT2D331MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,1010,MP,Normal,14.2
200,390,0.408,18,40,-40,105,0.12,5000,4690,200,UPT2D391MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,1130,MP,Normal,17.7
200,470,0.339,22,40,-40,105,0.12,5000,5650,250,UPT2D471MRD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,1200,EOL,Normal,23.8
200,680,0.234,22,50,-40,105,0.12,5000,8170,250,UPT2D681MRD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,1500,EOL,Normal,27.4
200,680,0.234,25,40,-40,105,0.12,5000,8170,180,UPT2D681MRD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,1500,EOL,Normal,27.4
200,820,0.194,25,50,-40,105,0.12,5000,9850,140,UPT2D821MRD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,1600,EOL,Normal,38.8
