Voltage,Capacitance,Dissipation Factor,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,ESR(est.) 20°C@120Hz,Endurance,Lead Diameter,Lead Space,Lead Space Taping,Lead Space Taping_1,Part Number,Ripple Current 105°C@100kHz,Ripple Current 105°C@10kHz,Ripple Current 105°C@120Hz,Ripple Current 105°C@1kHz,Ripple Current 105°C@60Hz,Straight leads,Taping,VC
16,1800,0.16,0.025,18,40,0.133,5000,0.8,7.5,,,EEUFC1C182,3205,3051.16,2564,2871.68,2410.16,50,,28800
25,5.6,0.14,4.1,5,11,33.157,1000,0.5,2,5,2.5,EEUFC1V5R6( ),80,71.69,51.95,68.05,44.16,200,2000,140
25,5.6,0.14,4.1,5,11,33.157,1000,0.5,2,5,2.5,EEUFC1V5R6( ),80,71.69,51.95,68.05,44.16,200,2000,140
25,12,0.14,1.8,6.3,11.2,15.473,1000,0.5,2.5,5,2.5,EEUFC1V120( ),114,102.16,74.03,96.97,62.92,200,2000,300
25,12,0.14,1.8,6.3,11.2,15.473,1000,0.5,2.5,5,2.5,EEUFC1V120( ),114,102.16,74.03,96.97,62.92,200,2000,300
25,22,0.14,0.68,8,11.5,8.44,2000,0.6,3.5,5,,EEUFC1V220( ),260,232.99,168.83,221.17,143.51,200,1000,550
25,22,0.14,0.68,8,11.5,8.44,2000,0.6,3.5,5,,EEUFC1V220( ),260,232.99,168.83,221.17,143.51,200,1000,550
25,33,0.14,0.45,8,15,5.627,2000,0.6,3.5,5,,EEUFC1V330L( ),340,304.68,220.78,289.22,187.66,200,1000,825
25,33,0.14,0.45,8,15,5.627,2000,0.6,3.5,5,,EEUFC1V330L( ),340,304.68,220.78,289.22,187.66,200,1000,825
25,39,0.14,0.53,10,12.5,4.761,3000,0.6,5,5,,EEUFC1V330( ),306,274.21,198.7,260.3,168.9,200,500,975
25,39,0.14,0.53,10,12.5,4.761,3000,0.6,5,5,,EEUFC1V330( ),306,274.21,198.7,260.3,168.9,200,500,975
25,47,0.14,0.24,10,20,3.951,3000,0.6,5,5,,EEUFC1V470( ),463,414.9,300.65,393.85,255.55,200,500,1175
25,47,0.14,0.24,10,20,3.951,3000,0.6,5,5,,EEUFC1V470( ),463,414.9,300.65,393.85,255.55,200,500,1175
25,56,0.14,0.24,10,20,3.316,3000,0.6,5,5,,EEUFC1V560( ),463,414.9,300.65,393.85,255.55,200,500,1400
25,56,0.14,0.24,10,20,3.316,3000,0.6,5,5,,EEUFC1V560( ),463,414.9,300.65,393.85,255.55,200,500,1400
25,68,0.14,0.21,10,25,2.731,3000,0.6,5,5,,EEUFC1V680L( ),599,536.77,388.96,509.54,330.62,200,500,1700
25,68,0.14,0.21,10,25,2.731,3000,0.6,5,5,,EEUFC1V680L( ),599,536.77,388.96,509.54,330.62,200,500,1700
25,100,0.14,0.23,12.5,15,1.857,5000,0.6,5,5,,EEUFC1V680( ),511,457.91,331.82,434.68,282.05,200,500,2500
25,100,0.14,0.23,12.5,15,1.857,5000,0.6,5,5,,EEUFC1V680( ),511,457.91,331.82,434.68,282.05,200,500,2500
25,120,0.14,0.14,16,15,1.547,5000,0.8,7.5,7.5,,EEUFC1V121S( ),793,710.61,514.94,674.56,437.69,100,250,3000
25,120,0.14,0.14,16,15,1.547,5000,0.8,7.5,7.5,,EEUFC1V121S( ),793,710.61,514.94,674.56,437.69,100,250,3000
25,150,0.14,0.11,12.5,25,1.238,5000,0.6,5,5,,EEUFC1V151( ),807,723.16,524.03,686.47,445.42,200,500,3750
25,150,0.14,0.11,12.5,25,1.238,5000,0.6,5,5,,EEUFC1V151( ),807,723.16,524.03,686.47,445.42,200,500,3750
25,180,0.14,0.12,18,15,1.032,5000,0.8,7.5,7.5,,EEUFC1V151S( ),917,821.73,595.45,780.05,506.14,100,250,4500
25,180,0.14,0.12,18,15,1.032,5000,0.8,7.5,7.5,,EEUFC1V151S( ),917,821.73,595.45,780.05,506.14,100,250,4500
25,220,0.14,0.087,12.5,35,0.844,5000,0.8,5,,,EEUFC1V221L,1040,931.95,675.32,884.68,574.03,100,,5500
25,220,0.14,0.087,12.5,35,0.844,5000,0.8,5,,,EEUFC1V221L,1040,931.95,675.32,884.68,574.03,100,,5500
25,270,0.14,0.089,16,25,0.688,5000,0.8,7.5,7.5,,EEUFC1V221( ),1170,1048.44,759.74,995.26,645.78,100,250,6750
25,270,0.14,0.089,16,25,0.688,5000,0.8,7.5,7.5,,EEUFC1V221( ),1170,1048.44,759.74,995.26,645.78,100,250,6750
25,330,0.14,0.062,16,31.5,0.563,5000,0.8,7.5,,,EEUFC1V331,1520,1362.08,987.01,1292.99,838.96,100,,8250
25,330,0.14,0.062,16,31.5,0.563,5000,0.8,7.5,,,EEUFC1V331,1520,1362.08,987.01,1292.99,838.96,100,,8250
25,390,0.14,0.062,18,31.5,0.476,5000,0.8,7.5,,,EEUFC1V391,1600,1527.82,1203.01,1443.61,1118.8,50,,9750
25,390,0.14,0.062,18,31.5,0.476,5000,0.8,7.5,,,EEUFC1V391,1600,1527.82,1203.01,1443.61,1118.8,50,,9750
25,470,0.14,0.047,16,40,0.395,5000,0.8,7.5,,,EEUFC1V471,1920,1833.38,1443.61,1732.33,1342.56,100,,11750
25,470,0.14,0.047,16,40,0.395,5000,0.8,7.5,,,EEUFC1V471,1920,1833.38,1443.61,1732.33,1342.56,100,,11750
25,560,0.14,0.041,18,35.5,0.332,5000,0.8,7.5,,,EEUFC1V561,1770,1690.15,1330.83,1596.99,1237.67,50,,14000
25,560,0.14,0.041,18,35.5,0.332,5000,0.8,7.5,,,EEUFC1V561,1770,1690.15,1330.83,1596.99,1237.67,50,,14000
25,680,0.14,0.036,18,40,0.273,5000,0.8,7.5,,,EEUFC1V681,2300,2196.24,1729.32,2075.19,1608.27,50,,17000
25,680,0.14,0.036,18,40,0.273,5000,0.8,7.5,,,EEUFC1V681,2300,2196.24,1729.32,2075.19,1608.27,50,,17000
35,6.8,0.12,2,4,7,23.405,1000,0.45,1.5,5,2.5,EEAFC1V6R8( ),65,58.25,42.21,55.29,35.88,200,2000,238
35,6.8,0.12,2,4,7,23.405,1000,0.45,1.5,5,2.5,EEAFC1V6R8( ),65,58.25,42.21,55.29,35.88,200,2000,238
35,12,0.12,0.95,5,7,13.263,1000,0.45,2,5,2.5,EEAFC1V120( ),120,107.53,77.92,102.08,66.23,200,2000,420
35,12,0.12,0.95,5,7,13.263,1000,0.45,2,5,2.5,EEAFC1V120( ),120,107.53,77.92,102.08,66.23,200,2000,420
35,22,0.12,0.8,5,11,7.234,1000,0.5,2,5,2.5,EEUFC1V220( ),175,156.82,113.64,148.86,96.59,200,2000,770
35,22,0.12,0.8,5,11,7.234,1000,0.5,2,5,2.5,EEUFC1V220( ),175,156.82,113.64,148.86,96.59,200,2000,770
35,27,0.12,0.8,5,11,5.895,1000,0.5,2,5,2.5,EEUFC1V270( ),175,156.82,113.64,148.86,96.59,200,2000,945
35,27,0.12,0.8,5,11,5.895,1000,0.5,2,5,2.5,EEUFC1V270( ),175,156.82,113.64,148.86,96.59,200,2000,945
35,33,0.12,0.45,6.3,7,4.823,1000,0.45,2.5,5,2.5,EEAFC1V270( ),200,179.22,129.87,170.13,110.39,200,2000,1155
35,33,0.12,0.45,6.3,7,4.823,1000,0.45,2.5,5,2.5,EEAFC1V270( ),200,179.22,129.87,170.13,110.39,200,2000,1155
35,47,0.12,0.35,6.3,11.2,3.386,1000,0.5,2.5,5,2.5,EEUFC1V470( ),290,259.87,188.31,246.69,160.06,200,2000,1645
35,47,0.12,0.35,6.3,11.2,3.386,1000,0.5,2.5,5,2.5,EEUFC1V470( ),290,259.87,188.31,246.69,160.06,200,2000,1645
35,56,0.12,0.35,6.3,11.2,2.842,1000,0.5,2.5,5,2.5,EEUFC1V560( ),290,259.87,188.31,246.69,160.06,200,2000,1960
35,56,0.12,0.35,6.3,11.2,2.842,1000,0.5,2.5,5,2.5,EEUFC1V560( ),290,259.87,188.31,246.69,160.06,200,2000,1960
35,68,0.12,0.35,6.3,11.2,2.341,1000,0.5,2.5,5,2.5,EEUFC1V680( ),290,259.87,188.31,246.69,160.06,200,2000,2380
35,68,0.12,0.35,6.3,11.2,2.341,1000,0.5,2.5,5,2.5,EEUFC1V680( ),290,259.87,188.31,246.69,160.06,200,2000,2380
35,100,0.12,0.117,8,11.5,1.592,2000,0.6,3.5,5,,EEUFC1V101( ),555,497.34,360.39,472.11,306.33,200,1000,3500
35,100,0.12,0.117,8,11.5,1.592,2000,0.6,3.5,5,,EEUFC1V101( ),555,497.34,360.39,472.11,306.33,200,1000,3500
35,120,0.12,0.117,8,11.5,1.326,2000,0.6,3.5,5,,EEUFC1V121( ),555,497.34,360.39,472.11,306.33,200,1000,4200
35,120,0.12,0.117,8,11.5,1.326,2000,0.6,3.5,5,,EEUFC1V121( ),555,497.34,360.39,472.11,306.33,200,1000,4200
35,150,0.12,0.117,8,11.5,1.061,2000,0.6,3.5,5,,EEUFC1V151( ),555,497.34,360.39,472.11,306.33,200,1000,5250
35,150,0.12,0.117,8,11.5,1.061,2000,0.6,3.5,5,,EEUFC1V151( ),555,497.34,360.39,472.11,306.33,200,1000,5250
35,180,0.12,0.09,10,12.5,0.884,3000,0.6,5,5,,EEUFC1V181( ),755,676.56,490.26,642.24,416.72,200,500,6300
35,180,0.12,0.09,10,12.5,0.884,3000,0.6,5,5,,EEUFC1V181( ),755,676.56,490.26,642.24,416.72,200,500,6300
35,220,0.12,0.085,8,15,0.723,2000,0.6,3.5,5,,EEUFC1V221L( ),730,654.16,474.03,620.97,402.92,200,1000,7700
35,220,0.12,0.085,8,15,0.723,2000,0.6,3.5,5,,EEUFC1V221L( ),730,654.16,474.03,620.97,402.92,200,1000,7700
35,270,0.12,0.068,10,16,0.589,3000,0.6,5,5,,EEUFC1V271( ),1050,940.91,681.82,893.18,579.55,200,500,9450
35,270,0.12,0.068,10,16,0.589,3000,0.6,5,5,,EEUFC1V271( ),1050,940.91,681.82,893.18,579.55,200,500,9450
35,330,0.12,0.065,8,20,0.482,2000,0.6,3.5,5,,EEUFC1V331L( ),995,891.62,646.1,846.4,549.19,200,1000,11550
35,330,0.12,0.065,8,20,0.482,2000,0.6,3.5,5,,EEUFC1V331L( ),995,891.62,646.1,846.4,549.19,200,1000,11550
35,390,0.12,0.052,10,20,0.408,3000,0.6,5,5,,EEUFC1V391( ),1220,1164.96,917.29,1100.75,853.08,200,500,13650
35,390,0.12,0.052,10,20,0.408,3000,0.6,5,5,,EEUFC1V391( ),1220,1164.96,917.29,1100.75,853.08,200,500,13650
35,470,0.12,0.065,12.5,15,0.339,5000,0.6,5,5,,EEUFC1V471( ),1205,1150.64,906.02,1087.22,842.59,200,500,16450
35,470,0.12,0.065,12.5,15,0.339,5000,0.6,5,5,,EEUFC1V471( ),1205,1150.64,906.02,1087.22,842.59,200,500,16450
35,560,0.12,0.045,10,25,0.284,3000,0.6,5,5,,EEUFC1V561( ),1440,1375.04,1082.71,1299.25,1006.92,200,500,19600
35,560,0.12,0.045,10,25,0.284,3000,0.6,5,5,,EEUFC1V561( ),1440,1375.04,1082.71,1299.25,1006.92,200,500,19600
35,680,0.12,0.038,12.5,20,0.234,5000,0.6,5,5,,EEUFC1V681( ),1655,1580.34,1244.36,1493.23,1157.26,200,500,23800
35,680,0.12,0.038,12.5,20,0.234,5000,0.6,5,5,,EEUFC1V681( ),1655,1580.34,1244.36,1493.23,1157.26,200,500,23800
35,820,0.12,0.043,16,15,0.194,5000,0.8,7.5,7.5,,EEUFC1V821S( ),1690,1613.76,1270.68,1524.81,1181.73,100,250,28700
35,820,0.12,0.043,16,15,0.194,5000,0.8,7.5,7.5,,EEUFC1V821S( ),1690,1613.76,1270.68,1524.81,1181.73,100,250,28700
35,1000,0.12,0.03,12.5,25,0.186,5000,0.6,5,5,,EEUFC1V102( ),1945,1857.26,1462.41,1754.89,1360.04,200,500,35000
35,1000,0.12,0.03,12.5,25,0.186,5000,0.6,5,5,,EEUFC1V102( ),1945,1857.26,1462.41,1754.89,1360.04,200,500,35000
35,1200,0.12,0.029,16,20,0.155,5000,0.8,7.5,7.5,,EEUFC1V122S( ),2205,2099.16,1764,1975.68,1658.16,100,250,42000
35,1200,0.12,0.029,16,20,0.155,5000,0.8,7.5,7.5,,EEUFC1V122S( ),2205,2099.16,1764,1975.68,1658.16,100,250,42000
35,1500,0.12,0.022,12.5,35,0.124,5000,0.8,5,,,EEUFC1V152L,2510,2389.52,2008,2248.96,1887.52,100,,52500
35,1500,0.12,0.022,12.5,35,0.124,5000,0.8,5,,,EEUFC1V152L,2510,2389.52,2008,2248.96,1887.52,100,,52500
35,1800,0.12,0.022,16,25,0.103,5000,0.8,7.5,7.5,,EEUFC1V182( ),2555,2432.36,2044,2289.28,1921.36,100,250,63000
35,1800,0.12,0.022,16,25,0.103,5000,0.8,7.5,7.5,,EEUFC1V182( ),2555,2432.36,2044,2289.28,1921.36,100,250,63000
35,2200,0.12,0.02,18,25,0.096,5000,0.8,7.5,7.5,,EEUFC1V222S( ),2740,2608.48,2192,2455.04,2060.48,100,250,77000
35,2200,0.12,0.02,18,25,0.096,5000,0.8,7.5,7.5,,EEUFC1V222S( ),2740,2608.48,2192,2455.04,2060.48,100,250,77000
35,2700,0.12,0.016,16,35.5,0.079,5000,0.8,7.5,,,EEUFC1V272L,3150,3150,2669.49,2989.83,2509.32,100,,94500
35,2700,0.12,0.016,16,35.5,0.079,5000,0.8,7.5,,,EEUFC1V272L,3150,3150,2669.49,2989.83,2509.32,100,,94500
35,3300,0.12,0.015,18,35.5,0.072,5000,0.8,7.5,,,EEUFC1V332,3680,3680,3118.64,3492.88,2931.53,50,,115500
35,3300,0.12,0.015,18,35.5,0.072,5000,0.8,7.5,,,EEUFC1V332,3680,3680,3118.64,3492.88,2931.53,50,,115500
35,3900,0.12,0.014,18,40,0.061,5000,0.8,7.5,,,EEUFC1V392,3735,3735,3165.25,3545.08,2975.34,50,,136500
35,3900,0.12,0.014,18,40,0.061,5000,0.8,7.5,,,EEUFC1V392,3735,3735,3165.25,3545.08,2975.34,50,,136500
50,5.6,0.1,4.1,5,11,23.684,1000,0.5,2,5,2.5,EEUFC2A5R6( ),80,71.69,51.95,68.05,44.16,200,2000,280
50,5.6,0.1,4.1,5,11,23.684,1000,0.5,2,5,2.5,EEUFC2A5R6( ),80,71.69,51.95,68.05,44.16,200,2000,280
50,12,0.1,1.8,6.3,11.2,11.052,1000,0.5,2.5,5,2.5,EEUFC2A120( ),114,102.16,74.03,96.97,62.92,200,2000,600
50,12,0.1,1.8,6.3,11.2,11.052,1000,0.5,2.5,5,2.5,EEUFC2A120( ),114,102.16,74.03,96.97,62.92,200,2000,600
50,22,0.1,0.68,8,11.5,6.029,2000,0.6,3.5,5,,EEUFC2A220( ),260,232.99,168.83,221.17,143.51,200,1000,1100
50,22,0.1,0.68,8,11.5,6.029,2000,0.6,3.5,5,,EEUFC2A220( ),260,232.99,168.83,221.17,143.51,200,1000,1100
50,33,0.1,0.45,8,15,4.019,2000,0.6,3.5,5,,EEUFC2A330L( ),340,304.68,220.78,289.22,187.66,200,1000,1650
50,33,0.1,0.45,8,15,4.019,2000,0.6,3.5,5,,EEUFC2A330L( ),340,304.68,220.78,289.22,187.66,200,1000,1650
50,39,0.1,0.53,10,12.5,3.401,3000,0.6,5,5,,EEUFC2A330( ),306,274.21,198.7,260.3,168.9,200,500,1950
50,39,0.1,0.53,10,12.5,3.401,3000,0.6,5,5,,EEUFC2A330( ),306,274.21,198.7,260.3,168.9,200,500,1950
50,47,0.1,0.24,10,20,2.822,3000,0.6,5,5,,EEUFC2A470( ),463,414.9,300.65,393.85,255.55,200,500,2350
50,47,0.1,0.24,10,20,2.822,3000,0.6,5,5,,EEUFC2A470( ),463,414.9,300.65,393.85,255.55,200,500,2350
50,56,0.1,0.24,10,20,2.368,3000,0.6,5,5,,EEUFC2A560( ),463,414.9,300.65,393.85,255.55,200,500,2800
50,56,0.1,0.24,10,20,2.368,3000,0.6,5,5,,EEUFC2A560( ),463,414.9,300.65,393.85,255.55,200,500,2800
50,68,0.1,0.21,10,25,1.95,3000,0.6,5,5,,EEUFC2A680L( ),599,536.77,388.96,509.54,330.62,200,500,3400
50,68,0.1,0.21,10,25,1.95,3000,0.6,5,5,,EEUFC2A680L( ),599,536.77,388.96,509.54,330.62,200,500,3400
50,100,0.1,0.23,12.5,15,1.326,5000,0.6,5,5,,EEUFC2A680( ),511,457.91,331.82,434.68,282.05,200,500,5000
50,100,0.1,0.23,12.5,15,1.326,5000,0.6,5,5,,EEUFC2A680( ),511,457.91,331.82,434.68,282.05,200,500,5000
50,120,0.1,0.14,16,15,1.105,5000,0.8,7.5,7.5,,EEUFC2A121S( ),793,710.61,514.94,674.56,437.69,100,250,6000
50,120,0.1,0.14,16,15,1.105,5000,0.8,7.5,7.5,,EEUFC2A121S( ),793,710.61,514.94,674.56,437.69,100,250,6000
50,150,0.1,0.11,12.5,25,0.884,5000,0.6,5,5,,EEUFC2A151( ),807,723.16,524.03,686.47,445.42,200,500,7500
50,150,0.1,0.11,12.5,25,0.884,5000,0.6,5,5,,EEUFC2A151( ),807,723.16,524.03,686.47,445.42,200,500,7500
50,180,0.1,0.12,18,15,0.737,5000,0.8,7.5,7.5,,EEUFC2A151S( ),917,821.73,595.45,780.05,506.14,100,250,9000
50,180,0.1,0.12,18,15,0.737,5000,0.8,7.5,7.5,,EEUFC2A151S( ),917,821.73,595.45,780.05,506.14,100,250,9000
50,220,0.1,0.087,12.5,35,0.603,5000,0.8,5,,,EEUFC2A221L,1040,931.95,675.32,884.68,574.03,100,,11000
50,220,0.1,0.087,12.5,35,0.603,5000,0.8,5,,,EEUFC2A221L,1040,931.95,675.32,884.68,574.03,100,,11000
50,270,0.1,0.089,16,25,0.491,5000,0.8,7.5,7.5,,EEUFC2A221( ),1170,1048.44,759.74,995.26,645.78,100,250,13500
50,270,0.1,0.089,16,25,0.491,5000,0.8,7.5,7.5,,EEUFC2A221( ),1170,1048.44,759.74,995.26,645.78,100,250,13500
50,330,0.1,0.062,16,31.5,0.402,5000,0.8,7.5,,,EEUFC2A331,1520,1362.08,987.01,1292.99,838.96,100,,16500
50,330,0.1,0.062,16,31.5,0.402,5000,0.8,7.5,,,EEUFC2A331,1520,1362.08,987.01,1292.99,838.96,100,,16500
50,390,0.1,0.062,18,31.5,0.34,5000,0.8,7.5,,,EEUFC2A391,1600,1527.82,1203.01,1443.61,1118.8,50,,19500
50,390,0.1,0.062,18,31.5,0.34,5000,0.8,7.5,,,EEUFC2A391,1600,1527.82,1203.01,1443.61,1118.8,50,,19500
50,470,0.1,0.047,16,40,0.282,5000,0.8,7.5,,,EEUFC2A471,1920,1833.38,1443.61,1732.33,1342.56,100,,23500
50,470,0.1,0.047,16,40,0.282,5000,0.8,7.5,,,EEUFC2A471,1920,1833.38,1443.61,1732.33,1342.56,100,,23500
50,560,0.1,0.041,18,35.5,0.237,5000,0.8,7.5,,,EEUFC2A561,1770,1690.15,1330.83,1596.99,1237.67,50,,28000
50,560,0.1,0.041,18,35.5,0.237,5000,0.8,7.5,,,EEUFC2A561,1770,1690.15,1330.83,1596.99,1237.67,50,,28000
50,680,0.1,0.036,18,40,0.195,5000,0.8,7.5,,,EEUFC2A681,2300,2196.24,1729.32,2075.19,1608.27,50,,34000
50,680,0.1,0.036,18,40,0.195,5000,0.8,7.5,,,EEUFC2A681,2300,2196.24,1729.32,2075.19,1608.27,50,,34000
63,5.6,0.08,4.1,5,11,18.947,1000,0.5,2,5,2.5,EEUFC2A5R6( ),80,71.69,51.95,68.05,44.16,200,2000,352.79999999999995
63,5.6,0.08,4.1,5,11,18.947,1000,0.5,2,5,2.5,EEUFC2A5R6( ),80,71.69,51.95,68.05,44.16,200,2000,352.79999999999995
63,12,0.08,1.8,6.3,11.2,8.842,1000,0.5,2.5,5,2.5,EEUFC2A120( ),114,102.16,74.03,96.97,62.92,200,2000,756
63,12,0.08,1.8,6.3,11.2,8.842,1000,0.5,2.5,5,2.5,EEUFC2A120( ),114,102.16,74.03,96.97,62.92,200,2000,756
63,22,0.08,0.68,8,11.5,4.823,2000,0.6,3.5,5,,EEUFC2A220( ),260,232.99,168.83,221.17,143.51,200,1000,1386
63,22,0.08,0.68,8,11.5,4.823,2000,0.6,3.5,5,,EEUFC2A220( ),260,232.99,168.83,221.17,143.51,200,1000,1386
63,33,0.08,0.45,8,15,3.215,2000,0.6,3.5,5,,EEUFC2A330L( ),340,304.68,220.78,289.22,187.66,200,1000,2079
63,33,0.08,0.45,8,15,3.215,2000,0.6,3.5,5,,EEUFC2A330L( ),340,304.68,220.78,289.22,187.66,200,1000,2079
63,39,0.08,0.53,10,12.5,2.721,3000,0.6,5,5,,EEUFC2A330( ),306,274.21,198.7,260.3,168.9,200,500,2457
63,39,0.08,0.53,10,12.5,2.721,3000,0.6,5,5,,EEUFC2A330( ),306,274.21,198.7,260.3,168.9,200,500,2457
63,47,0.08,0.24,10,20,2.258,3000,0.6,5,5,,EEUFC2A470( ),463,414.9,300.65,393.85,255.55,200,500,2961
63,47,0.08,0.24,10,20,2.258,3000,0.6,5,5,,EEUFC2A470( ),463,414.9,300.65,393.85,255.55,200,500,2961
63,56,0.08,0.24,10,20,1.895,3000,0.6,5,5,,EEUFC2A560( ),463,414.9,300.65,393.85,255.55,200,500,3528
63,56,0.08,0.24,10,20,1.895,3000,0.6,5,5,,EEUFC2A560( ),463,414.9,300.65,393.85,255.55,200,500,3528
63,68,0.08,0.21,10,25,1.56,3000,0.6,5,5,,EEUFC2A680L( ),599,536.77,388.96,509.54,330.62,200,500,4284
63,68,0.08,0.21,10,25,1.56,3000,0.6,5,5,,EEUFC2A680L( ),599,536.77,388.96,509.54,330.62,200,500,4284
63,82,0.08,0.23,12.5,15,1.294,5000,0.6,5,5,,EEUFC2A680( ),511,457.91,331.82,434.68,282.05,200,500,5166
63,82,0.08,0.23,12.5,15,1.294,5000,0.6,5,5,,EEUFC2A680( ),511,457.91,331.82,434.68,282.05,200,500,5166
63,100,0.08,0.14,16,15,1.061,5000,0.8,7.5,7.5,,EEUFC2A101S( ),793,710.61,514.94,674.56,437.69,100,250,6300
63,100,0.08,0.14,16,15,1.061,5000,0.8,7.5,7.5,,EEUFC2A101S( ),793,710.61,514.94,674.56,437.69,100,250,6300
63,120,0.08,0.11,12.5,25,0.884,5000,0.6,5,5,,EEUFC2A121( ),807,723.16,524.03,686.47,445.42,200,500,7560
63,120,0.08,0.11,12.5,25,0.884,5000,0.6,5,5,,EEUFC2A121( ),807,723.16,524.03,686.47,445.42,200,500,7560
63,150,0.08,0.12,18,15,0.707,5000,0.8,7.5,7.5,,EEUFC2A151S( ),917,821.73,595.45,780.05,506.14,100,250,9450
63,150,0.08,0.12,18,15,0.707,5000,0.8,7.5,7.5,,EEUFC2A151S( ),917,821.73,595.45,780.05,506.14,100,250,9450
63,180,0.08,0.087,12.5,35,0.589,5000,0.8,5,,,EEUFC2A181L,1040,931.95,675.32,884.68,574.03,100,,11340
63,180,0.08,0.087,12.5,35,0.589,5000,0.8,5,,,EEUFC2A181L,1040,931.95,675.32,884.68,574.03,100,,11340
63,220,0.08,0.089,16,25,0.482,5000,0.8,7.5,7.5,,EEUFC2A221( ),1170,1048.44,759.74,995.26,645.78,100,250,13860
63,220,0.08,0.089,16,25,0.482,5000,0.8,7.5,7.5,,EEUFC2A221( ),1170,1048.44,759.74,995.26,645.78,100,250,13860
63,270,0.08,0.062,16,31.5,0.393,5000,0.8,7.5,,,EEUFC2A271,1520,1362.08,987.01,1292.99,838.96,100,,17010
63,270,0.08,0.062,16,31.5,0.393,5000,0.8,7.5,,,EEUFC2A271,1520,1362.08,987.01,1292.99,838.96,100,,17010
63,330,0.08,0.062,18,31.5,0.322,5000,0.8,7.5,,,EEUFC2A331,1600,1433.77,1038.96,1361.04,883.12,50,,20790
63,330,0.08,0.062,18,31.5,0.322,5000,0.8,7.5,,,EEUFC2A331,1600,1433.77,1038.96,1361.04,883.12,50,,20790
63,390,0.08,0.047,16,40,0.272,5000,0.8,7.5,,,EEUFC2A391,1920,1833.38,1443.61,1732.33,1342.56,100,,24570
63,390,0.08,0.047,16,40,0.272,5000,0.8,7.5,,,EEUFC2A391,1920,1833.38,1443.61,1732.33,1342.56,100,,24570
63,470,0.08,0.041,18,35.5,0.226,5000,0.8,7.5,,,EEUFC2A471,1770,1690.15,1330.83,1596.99,1237.67,50,,29610
63,470,0.08,0.041,18,35.5,0.226,5000,0.8,7.5,,,EEUFC2A471,1770,1690.15,1330.83,1596.99,1237.67,50,,29610
100,2.2,0.07,1.8,5,11,42.2,1000,0.5,2,5,2.5,EEUFC1H2R2( ),45,40.32,29.22,38.28,24.84,200,2000,220.00000000000003
100,2.2,0.07,1.8,5,11,42.2,1000,0.5,2,5,2.5,EEUFC1H2R2( ),45,40.32,29.22,38.28,24.84,200,2000,220.00000000000003
100,3.3,0.07,1.3,5,11,28.133,1000,0.5,2,5,2.5,EEUFC1H3R3( ),65,58.25,42.21,55.29,35.88,200,2000,330
100,3.3,0.07,1.3,5,11,28.133,1000,0.5,2,5,2.5,EEUFC1H3R3( ),65,58.25,42.21,55.29,35.88,200,2000,330
100,4.7,0.07,1.3,5,11,19.753,1000,0.5,2,5,2.5,EEUFC1H4R7( ),95,85.13,61.69,80.81,52.44,200,2000,470
100,4.7,0.07,1.3,5,11,19.753,1000,0.5,2,5,2.5,EEUFC1H4R7( ),95,85.13,61.69,80.81,52.44,200,2000,470
100,10,0.07,1.3,5,11,9.284,1000,0.5,2,5,2.5,EEUFC1H100L( ),125,112.01,81.17,106.33,68.99,200,2000,1000
100,10,0.07,1.3,5,11,9.284,1000,0.5,2,5,2.5,EEUFC1H100L( ),125,112.01,81.17,106.33,68.99,200,2000,1000
100,12,0.07,1.3,5,11,7.737,1000,0.5,2,5,2.5,EEUFC1H120( ),135,120.97,87.66,114.84,74.51,200,2000,1200
100,12,0.07,1.3,5,11,7.737,1000,0.5,2,5,2.5,EEUFC1H120( ),135,120.97,87.66,114.84,74.51,200,2000,1200
100,15,0.07,1.3,5,11,6.189,1000,0.5,2,5,2.5,EEUFC1H150( ),145,129.94,94.16,123.34,80.03,200,2000,1500
100,15,0.07,1.3,5,11,6.189,1000,0.5,2,5,2.5,EEUFC1H150( ),145,129.94,94.16,123.34,80.03,200,2000,1500
100,18,0.07,1.3,5,11,5.158,1000,0.5,2,5,2.5,EEUFC1H180( ),155,138.9,100.65,131.85,85.55,200,2000,1800
100,18,0.07,1.3,5,11,5.158,1000,0.5,2,5,2.5,EEUFC1H180( ),155,138.9,100.65,131.85,85.55,200,2000,1800
100,22,0.07,1.3,5,11,4.22,1000,0.5,2,5,2.5,EEUFC1H220( ),155,138.9,100.65,131.85,85.55,200,2000,2200
100,22,0.07,1.3,5,11,4.22,1000,0.5,2,5,2.5,EEUFC1H220( ),155,138.9,100.65,131.85,85.55,200,2000,2200
100,33,0.07,0.6,6.3,11.2,2.813,1000,0.5,2.5,5,2.5,EEUFC1H330( ),260,232.99,168.83,221.17,143.51,200,2000,3300
100,33,0.07,0.6,6.3,11.2,2.813,1000,0.5,2.5,5,2.5,EEUFC1H330( ),260,232.99,168.83,221.17,143.51,200,2000,3300
100,39,0.07,0.6,6.3,11.2,2.381,1000,0.5,2.5,5,2.5,EEUFC1H390( ),260,232.99,168.83,221.17,143.51,200,2000,3900
100,39,0.07,0.6,6.3,11.2,2.381,1000,0.5,2.5,5,2.5,EEUFC1H390( ),260,232.99,168.83,221.17,143.51,200,2000,3900
100,47,0.07,0.6,6.3,11.2,1.975,1000,0.5,2.5,5,2.5,EEUFC1H470( ),260,232.99,168.83,221.17,143.51,200,2000,4700
