Voltage,Capacitance,ESR 20°C@120Hz,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Impedance -10°C@100kHz,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@100kHz,Status,Vibration resistant,Weight (g)
63,18,6.631,1.2,5,11,-40,105,0.09,8000,5.4,11,6000,UHW1J180MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,310,EOL,Normal,0.44
63,39,3.061,0.46,6.3,11,-40,105,0.09,8000,2.1,25,4000,UHW1J390MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,500,EOL,Normal,0.59
63,47,2.54,0.46,6.3,11,-40,105,0.09,8000,2.1,30,4000,UHW1J470MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,500,EOL,Normal,0.59
63,68,1.755,0.29,8,11.5,-40,105,0.09,10000,1.3,43,3000,UHW1J680MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,950,MP,Normal,1.19
63,82,1.456,0.29,8,11.5,-40,105,0.09,10000,1.3,52,3000,UHW1J820MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,950,MP,Normal,1.19
63,100,1.194,0.2,8,15,-40,105,0.09,11000,0.9,63,2000,UHW1J101MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1230,MP,Normal,1.36
63,120,0.995,0.2,8,15,-40,105,0.09,11000,0.9,76,2000,UHW1J121MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1230,MP,Normal,1.36
63,120,0.995,0.17,10,12.5,-40,105,0.09,12000,0.66,76,2000,UHW1J121MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1280,MP,Normal,1.49
63,150,0.796,0.16,8,20,-40,105,0.09,11000,0.66,95,2000,UHW1J151MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1580,MP,Normal,1.66
63,150,0.796,0.17,10,12.5,-40,105,0.09,12000,0.66,95,2000,UHW1J151MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1280,MP,Normal,1.49
63,180,0.663,0.16,8,20,-40,105,0.09,11000,0.66,113,2000,UHW1J181MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1580,MP,Normal,1.66
63,180,0.663,0.115,10,16,-40,105,0.09,12000,0.47,113,1800,UHW1J181MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1200,MP,Normal,1.77
63,270,0.442,0.088,10,20,-40,105,0.09,12000,0.34,170,1400,UHW1J271MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1570,MP,Normal,2.34
63,330,0.362,0.072,10,25,-40,105,0.09,12000,0.28,208,1200,UHW1J331MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1990,MP,Normal,3.07
63,390,0.306,0.063,10,30.5,-40,105,0.09,12000,0.18,246,1000,UHW1J391MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2050,MP,Normal,3.21
63,390,0.306,0.065,12.5,20,-40,105,0.09,12000,0.18,246,1000,UHW1J391MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1990,MP,Normal,3.43
63,560,0.213,0.049,12.5,25,-40,105,0.09,12000,0.14,353,800,UHW1J561MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2460,MP,Normal,4.56
63,680,0.176,0.044,12.5,30.5,-40,105,0.09,12000,0.13,428,600,UHW1J681MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2760,MP,Normal,6.01
63,680,0.176,0.05,16,20,-40,105,0.09,12000,0.15,428,600,UHW1J681MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2380,MP,Normal,6.6
63,820,0.146,0.038,12.5,35.5,-40,105,0.09,12000,0.11,517,500,UHW1J821MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3040,MP,Normal,7.06
63,820,0.146,0.047,18,20,-40,105,0.09,12000,0.14,517,400,UHW1J821MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2460,MP,Normal,9.0
63,1000,0.119,0.033,12.5,40,-40,105,0.09,12000,0.095,630,400,UHW1J102MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3100,MP,Normal,7.57
63,1000,0.119,0.04,16,25,-40,105,0.09,12000,0.12,630,400,UHW1J102MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2890,MP,Normal,8.2
63,1200,0.099,0.025,16,30.5,-40,105,0.09,12000,0.072,756,300,UHW1J122MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2930,MP,Normal,9.6
63,1200,0.099,0.038,18,25,-40,105,0.09,12000,0.11,756,300,UHW1J122MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2930,MP,Normal,10.6
63,1500,0.08,0.023,16,35.5,-40,105,0.09,12000,0.066,945,300,UHW1J152MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3100,MP,Normal,11.8
63,1500,0.08,0.024,18,30.5,-40,105,0.09,12000,0.069,945,300,UHW1J152MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3100,MP,Normal,13.1
63,1800,0.066,0.021,16,40,-40,105,0.09,12000,0.06,1134,300,UHW1J182MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3510,MP,Normal,14.1
63,1800,0.066,0.022,18,35.5,-40,105,0.09,12000,0.063,1134,250,UHW1J182MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3510,MP,Normal,14.2
63,2200,0.066,0.02,18,40,-40,105,0.11,12000,0.057,1386,200,UHW1J222MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3860,MP,Normal,17.7
80,12,9.947,1.2,5,11,-40,105,0.09,8000,5.4,10,6000,UHW1K120MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,310,EOL,Normal,0.44
80,27,4.421,0.46,6.3,11,-40,105,0.09,8000,2.1,22,4000,UHW1K270MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,500,EOL,Normal,0.59
80,47,2.54,0.29,8,11.5,-40,105,0.09,10000,1.3,38,3000,UHW1K470MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,950,MP,Normal,1.19
80,68,1.755,0.2,8,15,-40,105,0.09,11000,0.9,54,2000,UHW1K680MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1230,MP,Normal,1.36
80,82,1.456,0.17,10,12.5,-40,105,0.09,12000,0.66,66,2000,UHW1K820MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1280,MP,Normal,1.49
80,100,1.194,0.16,8,20,-40,105,0.09,11000,0.66,80,2000,UHW1K101MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1580,MP,Normal,1.66
80,120,0.995,0.115,10,16,-40,105,0.09,12000,0.47,96,1800,UHW1K121MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1040,MP,Normal,1.77
80,180,0.663,0.088,10,20,-40,105,0.09,12000,0.34,144,1400,UHW1K181MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1430,MP,Normal,2.34
80,180,0.663,0.115,12.5,15,-40,105,0.09,12000,0.47,144,1200,UHW1K181MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1430,MP,Normal,2.96
80,220,0.543,0.072,10,25,-40,105,0.09,12000,0.28,176,1200,UHW1K221MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1620,MP,Normal,3.07
80,270,0.442,0.063,10,30.5,-40,105,0.09,12000,0.18,216,1000,UHW1K271MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1750,MP,Normal,3.21
80,270,0.442,0.065,12.5,20,-40,105,0.09,12000,0.18,216,1000,UHW1K271MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1750,MP,Normal,3.43
80,390,0.306,0.049,12.5,25,-40,105,0.09,12000,0.14,312,800,UHW1K391MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2210,MP,Normal,4.56
80,470,0.254,0.044,12.5,30.5,-40,105,0.09,12000,0.13,376,600,UHW1K471MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2400,MP,Normal,6.01
80,470,0.254,0.05,16,20,-40,105,0.09,12000,0.15,376,600,UHW1K471MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1950,MP,Normal,6.6
80,560,0.213,0.038,12.5,35.5,-40,105,0.09,12000,0.11,448,500,UHW1K561MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2600,MP,Normal,7.06
80,560,0.213,0.047,18,20,-40,105,0.09,12000,0.14,448,400,UHW1K561MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2270,MP,Normal,9.0
80,680,0.176,0.033,12.5,40,-40,105,0.09,12000,0.095,544,400,UHW1K681MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2860,MP,Normal,7.57
80,680,0.176,0.04,16,25,-40,105,0.09,12000,0.12,544,400,UHW1K681MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2430,MP,Normal,8.2
80,820,0.146,0.033,16,30.5,-40,105,0.09,12000,0.095,656,300,UHW1K821MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2640,MP,Normal,9.6
80,820,0.146,0.038,18,25,-40,105,0.09,12000,0.11,656,300,UHW1K821MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2500,MP,Normal,10.6
80,1000,0.119,0.03,16,35.5,-40,105,0.09,12000,0.086,800,300,UHW1K102MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2860,MP,Normal,11.8
80,1200,0.099,0.028,16,40,-40,105,0.09,12000,0.081,960,300,UHW1K122MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3510,MP,Normal,14.1
80,1200,0.099,0.031,18,30.5,-40,105,0.09,12000,0.09,960,300,UHW1K122MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2860,MP,Normal,13.1
80,1500,0.08,0.028,18,35.5,-40,105,0.09,12000,0.081,1200,250,UHW1K152MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3510,MP,Normal,14.2
80,1800,0.066,0.027,18,40,-40,105,0.09,12000,0.076,1440,200,UHW1K182MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3860,MP,Normal,17.7
100,8.2,12.939,1.2,5,11,-40,105,0.08,8000,5.4,8,6000,UHW2A8R2MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,310,EOL,Normal,0.44
100,18,5.895,0.46,6.3,11,-40,105,0.08,8000,2.1,18,4000,UHW2A180MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,500,EOL,Normal,0.59
100,33,3.215,0.29,8,11.5,-40,105,0.08,10000,1.3,33,3000,UHW2A330MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,950,MP,Normal,1.19
100,47,2.258,0.2,8,15,-40,105,0.08,11000,0.9,47,2000,UHW2A470MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1230,MP,Normal,1.36
100,56,1.895,0.17,10,12.5,-40,105,0.08,12000,0.66,56,2000,UHW2A560MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1280,MP,Normal,1.49
100,68,1.56,0.16,8,20,-40,105,0.08,11000,0.66,68,2000,UHW2A680MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1580,MP,Normal,1.66
100,82,1.294,0.115,10,16,-40,105,0.08,12000,0.47,82,1800,UHW2A820MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1040,MP,Normal,1.77
100,100,1.061,0.088,10,20,-40,105,0.08,12000,0.34,100,1400,UHW2A101MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1430,MP,Normal,2.34
100,100,1.061,0.115,12.5,15,-40,105,0.08,12000,0.47,100,1200,UHW2A101MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1430,MP,Normal,2.96
100,120,0.884,0.072,10,25,-40,105,0.08,12000,0.28,120,1200,UHW2A121MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1620,MP,Normal,3.07
100,180,0.589,0.065,12.5,20,-40,105,0.08,12000,0.18,180,1000,UHW2A181MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1750,MP,Normal,3.43
100,220,0.482,0.049,12.5,25,-40,105,0.08,12000,0.14,220,800,UHW2A221MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2210,MP,Normal,4.56
100,270,0.393,0.044,12.5,30.5,-40,105,0.08,12000,0.13,270,600,UHW2A271MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2400,MP,Normal,6.01
100,270,0.393,0.05,16,20,-40,105,0.08,12000,0.15,270,600,UHW2A271MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1950,MP,Normal,6.6
100,390,0.272,0.038,12.5,35.5,-40,105,0.08,12000,0.11,390,500,UHW2A391MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2600,MP,Normal,7.06
100,390,0.272,0.04,16,25,-40,105,0.08,12000,0.12,390,400,UHW2A391MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2430,MP,Normal,8.2
100,390,0.272,0.047,18,20,-40,105,0.08,12000,0.14,390,400,UHW2A391MHD3,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2270,MP,Normal,9.0
100,470,0.226,0.033,12.5,40,-40,105,0.08,12000,0.095,470,400,UHW2A471MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2860,MP,Normal,7.57
100,470,0.226,0.038,18,25,-40,105,0.08,12000,0.11,470,300,UHW2A471MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2500,MP,Normal,10.6
100,560,0.189,0.033,16,30.5,-40,105,0.08,12000,0.095,560,300,UHW2A561MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2640,MP,Normal,9.6
100,680,0.156,0.03,16,35.5,-40,105,0.08,12000,0.086,680,300,UHW2A681MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2860,MP,Normal,11.8
100,680,0.156,0.031,18,30.5,-40,105,0.08,12000,0.09,680,300,UHW2A681MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2860,MP,Normal,13.1
100,820,0.129,0.028,16,40,-40,105,0.08,12000,0.081,820,300,UHW2A821MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3510,MP,Normal,14.1
100,820,0.129,0.028,18,35.5,-40,105,0.08,12000,0.081,820,250,UHW2A821MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3510,MP,Normal,14.2
100,1000,0.106,0.027,18,40,-40,105,0.08,12000,0.076,1000,200,UHW2A102MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3860,MP,Normal,17.7
