Voltage,Capacitance,ESR 20°C@120Hz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@120Hz,Status,Vibration resistant,Weight (g)
6.3,15000,0.051,16,35.5,-55,105,0.58,2000,2835,300,UKA0J153MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,2010,MP,Normal,11.8
6.3,22000,0.043,18,40,-55,105,0.72,2000,4158,200,UKA0J223MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,2350,MP,Normal,17.7
10,22,15.674,5,11,-55,105,0.26,2000,7,6000,UKA1A220MDD,Uni-Polar,Radial Lead,105degC Hi-Grade,45,EOL,Normal,0.44
10,33,10.45,5,11,-55,105,0.26,2000,10,6000,UKA1A330MDD,Uni-Polar,Radial Lead,105degC Hi-Grade,58,EOL,Normal,0.44
10,47,7.337,5,11,-55,105,0.26,2000,14,6000,UKA1A470MDD,Uni-Polar,Radial Lead,105degC Hi-Grade,68,EOL,Normal,0.44
10,100,3.448,5,11,-55,105,0.26,2000,30,6000,UKA1A101MDD,Uni-Polar,Radial Lead,105degC Hi-Grade,105,EOL,Normal,0.44
10,220,1.567,6.3,11,-55,105,0.26,2000,66,4000,UKA1A221MED,Uni-Polar,Radial Lead,105degC Hi-Grade,175,EOL,Normal,0.59
10,330,1.045,8,11.5,-55,105,0.26,2000,99,3000,UKA1A331MPD,Uni-Polar,Radial Lead,105degC Hi-Grade,240,MP,Normal,1.19
10,470,0.734,8,11.5,-55,105,0.26,2000,141,3000,UKA1A471MPD,Uni-Polar,Radial Lead,105degC Hi-Grade,280,MP,Normal,1.19
10,1000,0.345,10,16,-55,105,0.26,2000,300,1800,UKA1A102MPD,Uni-Polar,Radial Lead,105degC Hi-Grade,500,MP,Normal,1.77
10,2200,0.169,12.5,20,-55,105,0.28,2000,660,1000,UKA1A222MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,810,MP,Normal,3.43
10,3300,0.121,12.5,25,-55,105,0.3,2000,990,800,UKA1A332MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,1050,MP,Normal,4.56
10,4700,0.09,12.5,35.5,-55,105,0.32,2000,1410,500,UKA1A472MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,1300,MP,Normal,7.06
10,6800,0.07,12.5,40,-55,105,0.36,2000,2040,400,UKA1A682MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,1570,MP,Normal,7.57
10,10000,0.058,16,35.5,-55,105,0.44,2000,3000,300,UKA1A103MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,1890,MP,Normal,11.8
10,15000,0.048,18,40,-55,105,0.54,2000,4500,200,UKA1A153MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,2400,MP,Normal,17.7
16,22,13.263,5,11,-55,105,0.22,2000,11,6000,UKA1C220MDD,Uni-Polar,Radial Lead,105degC Hi-Grade,54,EOL,Normal,0.44
16,33,8.842,5,11,-55,105,0.22,2000,16,6000,UKA1C330MDD,Uni-Polar,Radial Lead,105degC Hi-Grade,65,EOL,Normal,0.44
16,47,6.208,5,11,-55,105,0.22,2000,23,6000,UKA1C470MDD,Uni-Polar,Radial Lead,105degC Hi-Grade,79,EOL,Normal,0.44
16,100,2.918,5,11,-55,105,0.22,2000,48,6000,UKA1C101MDD,Uni-Polar,Radial Lead,105degC Hi-Grade,115,EOL,Normal,0.44
16,220,1.326,6.3,11,-55,105,0.22,2000,106,4000,UKA1C221MED,Uni-Polar,Radial Lead,105degC Hi-Grade,190,EOL,Normal,0.59
16,330,0.884,8,11.5,-55,105,0.22,2000,158,3000,UKA1C331MPD,Uni-Polar,Radial Lead,105degC Hi-Grade,265,MP,Normal,1.19
16,470,0.621,8,11.5,-55,105,0.22,2000,226,3000,UKA1C471MPD,Uni-Polar,Radial Lead,105degC Hi-Grade,315,MP,Normal,1.19
16,1000,0.292,10,16,-55,105,0.22,2000,480,1800,UKA1C102MPD,Uni-Polar,Radial Lead,105degC Hi-Grade,560,MP,Normal,1.77
16,2200,0.145,12.5,20,-55,105,0.24,2000,1056,1000,UKA1C222MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,920,MP,Normal,3.43
16,3300,0.104,12.5,30.5,-55,105,0.26,2000,1584,600,UKA1C332MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,1270,MP,Normal,6.01
16,4700,0.079,12.5,35.5,-55,105,0.28,2000,2256,500,UKA1C472MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,1480,MP,Normal,7.06
16,6800,0.062,16,30.5,-55,105,0.32,2000,3264,300,UKA1C682MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,1780,MP,Normal,9.6
16,10000,0.053,18,35.5,-55,105,0.4,2000,4800,250,UKA1C103MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,2060,MP,Normal,14.2
25,22,10.851,5,11,-55,105,0.18,2000,17,6000,UKA1E220MDD,Uni-Polar,Radial Lead,105degC Hi-Grade,58,EOL,Normal,0.44
25,33,7.234,5,11,-55,105,0.18,2000,25,6000,UKA1E330MDD,Uni-Polar,Radial Lead,105degC Hi-Grade,68,EOL,Normal,0.44
25,47,5.079,5,11,-55,105,0.18,2000,35,6000,UKA1E470MDD,Uni-Polar,Radial Lead,105degC Hi-Grade,83,EOL,Normal,0.44
25,100,2.387,6.3,11,-55,105,0.18,2000,75,4000,UKA1E101MED,Uni-Polar,Radial Lead,105degC Hi-Grade,140,EOL,Normal,0.59
25,220,1.085,8,11.5,-55,105,0.18,2000,165,3000,UKA1E221MPD,Uni-Polar,Radial Lead,105degC Hi-Grade,240,MP,Normal,1.19
25,330,0.723,8,11.5,-55,105,0.18,2000,248,3000,UKA1E331MPD,Uni-Polar,Radial Lead,105degC Hi-Grade,290,MP,Normal,1.19
25,470,0.508,10,12.5,-55,105,0.18,2000,353,2000,UKA1E471MPD,Uni-Polar,Radial Lead,105degC Hi-Grade,380,MP,Normal,1.49
25,1000,0.239,10,20,-55,105,0.18,2000,750,1400,UKA1E102MPD,Uni-Polar,Radial Lead,105degC Hi-Grade,680,MP,Normal,2.34
25,2200,0.121,12.5,30.5,-55,105,0.2,2000,1650,600,UKA1E222MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,1200,MP,Normal,6.01
25,3300,0.088,12.5,35.5,-55,105,0.22,2000,2475,500,UKA1E332MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,1400,MP,Normal,7.06
25,4700,0.068,16,30.5,-55,105,0.24,2000,3525,300,UKA1E472MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,1710,MP,Normal,9.6
25,6800,0.055,18,35.5,-55,105,0.28,2000,5100,250,UKA1E682MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,2040,MP,Normal,14.2
35,22,9.646,5,11,-55,105,0.16,2000,23,6000,UKA1V220MDD,Uni-Polar,Radial Lead,105degC Hi-Grade,61,EOL,Normal,0.44
35,33,6.431,5,11,-55,105,0.16,2000,35,6000,UKA1V330MDD,Uni-Polar,Radial Lead,105degC Hi-Grade,75,EOL,Normal,0.44
35,47,4.515,5,11,-55,105,0.16,2000,49,6000,UKA1V470MDD,Uni-Polar,Radial Lead,105degC Hi-Grade,93,EOL,Normal,0.44
35,100,2.122,6.3,11,-55,105,0.16,2000,105,4000,UKA1V101MED,Uni-Polar,Radial Lead,105degC Hi-Grade,150,EOL,Normal,0.59
35,220,0.965,8,11.5,-55,105,0.16,2000,231,3000,UKA1V221MPD,Uni-Polar,Radial Lead,105degC Hi-Grade,260,MP,Normal,1.19
35,330,0.643,10,12.5,-55,105,0.16,2000,347,2000,UKA1V331MPD,Uni-Polar,Radial Lead,105degC Hi-Grade,350,MP,Normal,1.49
35,470,0.452,10,16,-55,105,0.16,2000,494,1800,UKA1V471MPD,Uni-Polar,Radial Lead,105degC Hi-Grade,460,MP,Normal,1.77
35,1000,0.212,12.5,25,-55,105,0.16,2000,1050,800,UKA1V102MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,860,MP,Normal,4.56
35,2200,0.109,12.5,40,-55,105,0.18,2000,2310,400,UKA1V222MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,1260,MP,Normal,7.57
35,3300,0.08,16,35.5,-55,105,0.2,2000,3465,300,UKA1V332MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,1610,MP,Normal,11.8
35,4700,0.062,18,35.5,-55,105,0.22,2000,4935,250,UKA1V472MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,1910,MP,Normal,14.2
50,22,8.44,5,11,-55,105,0.14,2000,33,6000,UKA1H220MDD,Uni-Polar,Radial Lead,105degC Hi-Grade,68,EOL,Normal,0.44
50,33,5.627,5,11,-55,105,0.14,2000,50,6000,UKA1H330MDD,Uni-Polar,Radial Lead,105degC Hi-Grade,90,EOL,Normal,0.44
50,47,3.951,6.3,11,-55,105,0.14,2000,71,4000,UKA1H470MED,Uni-Polar,Radial Lead,105degC Hi-Grade,115,EOL,Normal,0.59
50,100,1.857,8,11.5,-55,105,0.14,2000,150,3000,UKA1H101MPD,Uni-Polar,Radial Lead,105degC Hi-Grade,190,MP,Normal,1.19
50,220,0.844,10,12.5,-55,105,0.14,2000,330,2000,UKA1H221MPD,Uni-Polar,Radial Lead,105degC Hi-Grade,300,MP,Normal,1.49
50,330,0.563,10,16,-55,105,0.14,2000,495,1800,UKA1H331MPD,Uni-Polar,Radial Lead,105degC Hi-Grade,410,MP,Normal,1.77
50,470,0.395,12.5,20,-55,105,0.14,2000,705,1000,UKA1H471MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,530,MP,Normal,3.43
50,1000,0.186,12.5,30.5,-55,105,0.14,2000,1500,600,UKA1H102MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,1040,MP,Normal,6.01
50,2200,0.096,16,35.5,-55,105,0.16,2000,3300,300,UKA1H222MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,1470,MP,Normal,11.8
50,3300,0.072,18,35.5,-55,105,0.18,2000,4950,250,UKA1H332MHD,Uni-Polar,Radial Lead,105degC Hi-Grade,1770,MP,Normal,14.2
