Voltage,Capacitance,ESR 20°C@120Hz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@120Hz,Status,Vibration resistant,Weight (g)
420,100,2.653,16,40,-40,105,0.2,2000,1780,300,UPZW6101MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,610,MP,Normal,14.1
420,100,2.653,18,30.5,-40,105,0.2,2000,1780,300,UPZW6101MHD6,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,610,MP,Normal,13.1
420,120,2.21,18,35.5,-40,105,0.2,2000,2116,250,UPZW6121MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,660,MP,Normal,14.2
420,150,1.768,18,40,-40,105,0.2,2000,2620,200,UPZW6151MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,710,MP,Normal,17.7
450,18,14.737,10,30.5,-40,105,0.2,2000,424,1000,UPZ2W180MPD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,180,MP,Normal,3.21
450,33,8.038,10,40,-40,105,0.2,2000,694,500,UPZ2W330MND9,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,360,LTB,Normal,5.24
450,33,8.038,12.5,30.5,-40,105,0.2,2000,694,600,UPZ2W330MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,280,MP,Normal,6.01
450,39,6.801,12.5,35.5,-40,105,0.2,2000,802,500,UPZ2W390MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,320,MP,Normal,7.06
450,47,5.644,10,50,-40,105,0.2,2000,946,300,UPZ2W470MND9,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,450,LTB,Normal,6.45
450,47,5.644,12.5,40,-40,105,0.2,2000,946,400,UPZ2W470MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,380,MP,Normal,7.57
450,56,4.737,16,30.5,-40,105,0.2,2000,1108,300,UPZ2W560MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,440,MP,Normal,9.6
450,68,3.901,16,35.5,-40,105,0.2,2000,1324,300,UPZ2W680MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,490,MP,Normal,11.8
450,82,3.235,12.5,50,-40,105,0.2,2000,1576,400,UPZ2W820MNY9,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,730,LTB,Normal,10.4
450,82,3.235,16,40,-40,105,0.2,2000,1576,300,UPZ2W820MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,550,MP,Normal,14.1
450,82,3.235,18,30.5,-40,105,0.2,2000,1576,300,UPZ2W820MHD6,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,550,MP,Normal,13.1
450,100,2.653,18,35.5,-40,105,0.2,2000,1900,250,UPZ2W101MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,650,MP,Normal,14.2
450,120,2.21,18,40,-40,105,0.2,2000,2260,200,UPZ2W121MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,740,MP,Normal,17.7
