Voltage,Capacitance,ESR 20°C@120Hz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current,Status,Vibration resistant,Weight (g)
6.3,2200,0.181,12.5,15,-55,105,0.3,1000,416,1200,URZ0J222MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,635,LTB,Normal,2.96
6.3,3300,0.129,16,15,-55,105,0.32,1000,624,700,URZ0J332MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,860,LTB,Normal,4.74
6.3,4700,0.096,16,15,-55,105,0.34,1000,888,700,URZ0J472MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,1010,LTB,Normal,4.74
6.3,6800,0.074,18,15,-55,105,0.38,1000,1285,400,URZ0J682MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,1200,LTB,Normal,6.31
6.3,10000,0.061,18,20,-55,105,0.46,1000,1890,400,URZ0J103MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,1450,LTB,Normal,9.0
10,1000,0.318,10,12.5,-55,105,0.24,1000,300,2000,URZ1A102MPD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,450,LTB,Normal,1.49
10,2200,0.157,12.5,15,-55,105,0.26,1000,660,1200,URZ1A222MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,690,LTB,Normal,2.96
10,3300,0.113,16,15,-55,105,0.28,1000,990,700,URZ1A332MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,940,LTB,Normal,4.74
10,4700,0.085,18,15,-55,105,0.3,1000,1410,400,URZ1A472MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,1120,LTB,Normal,6.31
10,6800,0.066,18,20,-55,105,0.34,1000,2040,400,URZ1A682MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,1330,LTB,Normal,9.0
10,10000,0.056,18,25,-55,105,0.42,1000,3000,300,URZ1A103MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,1700,LTB,Normal,10.6
16,1000,0.265,12.5,12.5,-55,105,0.2,1000,480,1500,URZ1C102MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,520,MP,Normal,2.8
16,2200,0.133,16,15,-55,105,0.22,1000,1056,700,URZ1C222MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,830,MP,Normal,4.74
16,3300,0.096,18,15,-55,105,0.24,1000,1584,400,URZ1C332MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,1050,MP,Normal,6.31
16,4700,0.073,18,20,-55,105,0.26,1000,2256,400,URZ1C472MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,1260,MP,Normal,9.0
16,6800,0.059,18,25,-55,105,0.3,1000,3264,300,URZ1C682MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,1560,MP,Normal,10.6
25,470,0.452,10,12.5,-55,105,0.16,1000,353,2000,URZ1E471MPD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,370,MP,Normal,1.49
25,1000,0.212,12.5,15,-55,105,0.16,1000,750,1200,URZ1E102MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,590,MP,Normal,2.96
25,2200,0.109,18,15,-55,105,0.18,1000,1650,400,URZ1E222MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,970,MP,Normal,6.31
25,3300,0.08,18,20,-55,105,0.2,1000,2475,400,URZ1E332MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,1220,MP,Normal,9.0
25,4700,0.062,18,25,-55,105,0.22,1000,3525,300,URZ1E472MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,1470,MP,Normal,10.6
35,330,0.563,10,12.5,-55,105,0.14,1000,347,2000,URZ1V331MPD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,340,MP,Normal,1.49
35,470,0.395,12.5,12.5,-55,105,0.14,1000,494,1500,URZ1V471MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,420,MP,Normal,2.8
35,1000,0.186,16,15,-55,105,0.14,1000,1050,700,URZ1V102MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,720,MP,Normal,4.74
35,2200,0.096,18,20,-55,105,0.16,1000,2310,400,URZ1V222MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,1110,MP,Normal,9.0
35,3300,0.072,20,25,-55,105,0.18,1000,3465,250,URZ1V332MRD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,1430,EOL,Normal,11.5
50,220,0.723,10,12.5,-55,105,0.12,1000,330,2000,URZ1H221MPD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,290,MP,Normal,1.49
50,330,0.482,12.5,12.5,-55,105,0.12,1000,495,1500,URZ1H331MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,370,MP,Normal,2.8
50,470,0.339,16,15,-55,105,0.12,1000,705,700,URZ1H471MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,540,MP,Normal,4.74
50,1000,0.159,18,20,-55,105,0.12,1000,1500,400,URZ1H102MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,830,MP,Normal,9.0
50,2200,0.084,20,25,-55,105,0.14,1000,3300,250,URZ1H222MRD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,1250,EOL,Normal,11.5
63,220,0.603,12.5,12.5,-55,105,0.1,1000,416,1500,URZ1J221MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,335,MP,Normal,2.8
63,330,0.402,12.5,15,-55,105,0.1,1000,624,1200,URZ1J331MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,510,MP,Normal,2.96
63,470,0.282,16,15,-55,105,0.1,1000,888,700,URZ1J471MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,640,MP,Normal,4.74
100,47,2.258,10,12.5,-55,105,0.08,1000,141,2000,URZ2A470MPD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,165,MP,Normal,1.49
100,100,1.061,12.5,15,-55,105,0.08,1000,300,1200,URZ2A101MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,265,MP,Normal,2.96
100,220,0.482,16,15,-55,105,0.08,1000,660,700,URZ2A221MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,440,MP,Normal,4.74
100,330,0.322,18,15,-55,105,0.08,1000,990,400,URZ2A331MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,540,MP,Normal,6.31
160,47,5.644,16,15,-40,105,0.2,1000,401,700,URZ2C470MHD,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,300,LTB,Normal,4.74
160,68,3.901,16,20,-40,105,0.2,1000,535,600,URZ2C680MHD6,Uni-Polar,Radial Lead,Lo-Profile Wide Temp. Range,350,LTB,Normal,6.6
