Voltage,Capacitance,Dissipation Factor,Case Size Diameter,Case Size Length,ESR(est.) 20°C@120Hz,Ripple Current 105°C@100kHz,Ripple Current 105°C@10kHz,Ripple Current 105°C@120Hz,Ripple Current 105°C@1kHz,Ripple Current 105°C@500Hz,Ripple Current 105°C@50Hz,Ripple Current 105°C@60Hz,VC
180,470,0.2,16,45,0.564,1965,1965,1310,1834,1637.5,1048,1048,84600
180,470,0.2,18,40,0.564,1935,1935,1290,1806,1612.5,838.5,838.5,84600
180,470,0.2,18,40,0.564,1935,1935,1290,1806,1612.5,1032,1032,84600
180,560,0.2,18,45,0.474,2160,2160,1440,2016,1800,936,936,100800
180,560,0.2,18,45,0.474,2160,2160,1440,2016,1800,1152,1152,100800
180,680,0.2,18,50,0.39,2385,2385,1590,2226,1987.5,1033.5,1033.5,122400
180,680,0.2,18,50,0.39,2385,2385,1590,2226,1987.5,1272,1272,122400
200,120,0.2,10,40,2.21,810,810,540,756,675,351,351,24000
200,120,0.2,10,40,2.21,810,810,540,756,675,432,432,24000
200,150,0.2,10,45,1.768,930,930,620,868,775,403,403,30000
200,150,0.2,10,45,1.768,930,930,620,868,775,496,496,30000
200,180,0.2,12.5,40,1.474,1095,1095,730,1022,912.5,474.5,474.5,36000
200,180,0.2,12.5,40,1.474,1095,1095,730,1022,912.5,584,584,36000
200,220,0.2,12.5,45,1.206,1260,1260,840,1176,1050,546,546,44000
200,220,0.2,12.5,45,1.206,1260,1260,840,1176,1050,672,672,44000
200,220,0.2,14.5,35,1.206,1245,1245,830,1162,1037.5,539.5,539.5,44000
200,220,0.2,14.5,35,1.206,1245,1245,830,1162,1037.5,664,664,44000
200,220,0.2,16,31.5,1.206,1275,1275,850,1190,1062.5,552.5,552.5,44000
200,220,0.2,16,31.5,1.206,1275,1275,850,1190,1062.5,680,680,44000
200,270,0.2,12.5,50,0.982,1410,1410,940,1316,1175,611,611,54000
200,270,0.2,12.5,50,0.982,1410,1410,940,1316,1175,752,752,54000
200,270,0.2,14.5,40,0.982,1440,1440,960,1344,1200,624,624,54000
200,270,0.2,14.5,40,0.982,1440,1440,960,1344,1200,768,768,54000
200,330,0.2,14.5,45,0.804,1620,1620,1080,1512,1350,702,702,66000
200,330,0.2,14.5,45,0.804,1620,1620,1080,1512,1350,864,864,66000
200,330,0.2,16,40,0.804,1650,1650,1100,1540,1375,715,715,66000
200,330,0.2,16,40,0.804,1650,1650,1100,1540,1375,880,880,66000
200,330,0.2,18,31.5,0.804,1530,1530,1020,1428,1275,663,663,66000
200,330,0.2,18,31.5,0.804,1530,1530,1020,1428,1275,816,816,66000
200,390,0.2,16,45,0.68,1845,1845,1230,1722,1537.5,799.5,799.5,78000
200,390,0.2,16,45,0.68,1845,1845,1230,1722,1537.5,984,984,78000
200,390,0.2,18,35,0.68,1695,1695,1130,1582,1412.5,734.5,734.5,78000
200,390,0.2,18,35,0.68,1695,1695,1130,1582,1412.5,904,904,78000
200,470,0.2,16,50,0.564,2055,2055,1370,1918,1712.5,890.5,890.5,94000
200,470,0.2,16,50,0.564,2055,2055,1370,1918,1712.5,1096,1096,94000
200,470,0.2,18,40,0.564,1935,1935,1290,1806,1612.5,838.5,838.5,94000
200,470,0.2,18,40,0.564,1935,1935,1290,1806,1612.5,1032,1032,94000
200,560,0.2,18,45,0.474,2160,2160,1440,2016,1800,936,936,112000
200,560,0.2,18,45,0.474,2160,2160,1440,2016,1800,1152,1152,112000
250,82,0.2,10,40,3.235,675,675,450,630,562.5,292.5,292.5,20500
250,82,0.2,10,40,3.235,675,675,450,630,562.5,360,360,20500
250,100,0.2,10,45,2.653,780,780,520,728,650,338,338,25000
250,100,0.2,10,45,2.653,780,780,520,728,650,416,416,25000
250,120,0.2,10,50,2.21,885,885,590,826,737.5,383.5,383.5,30000
250,120,0.2,10,50,2.21,885,885,590,826,737.5,472,472,30000
250,150,0.2,12.5,40,1.768,975,975,650,910,812.5,422.5,422.5,37500
250,150,0.2,12.5,40,1.768,975,975,650,910,812.5,520,520,37500
250,150,0.2,14.5,31.5,1.768,1020,1020,680,952,850,442,442,37500
250,150,0.2,14.5,31.5,1.768,1020,1020,680,952,850,544,544,37500
250,180,0.2,12.5,45,1.474,1155,1155,770,1078,962.5,500.5,500.5,45000
250,180,0.2,12.5,45,1.474,1155,1155,770,1078,962.5,616,616,45000
250,180,0.2,14.5,35,1.474,1155,1155,770,1078,962.5,500.5,500.5,45000
250,180,0.2,14.5,35,1.474,1155,1155,770,1078,962.5,616,616,45000
250,180,0.2,16,31.5,1.474,1185,1185,790,1106,987.5,513.5,513.5,45000
250,180,0.2,16,31.5,1.474,1185,1185,790,1106,987.5,632,632,45000
250,220,0.2,14.5,40,1.206,1320,1320,880,1232,1100,572,572,55000
250,220,0.2,14.5,40,1.206,1320,1320,880,1232,1100,704,704,55000
250,220,0.2,16,35,1.206,1335,1335,890,1246,1112.5,578.5,578.5,55000
250,220,0.2,16,35,1.206,1335,1335,890,1246,1112.5,712,712,55000
250,220,0.2,18,31.5,1.206,1320,1320,880,1232,1100,572,572,55000
250,220,0.2,18,31.5,1.206,1320,1320,880,1232,1100,704,704,55000
250,270,0.2,16,40,0.982,1515,1515,1010,1414,1262.5,656.5,656.5,67500
250,270,0.2,16,40,0.982,1515,1515,1010,1414,1262.5,808,808,67500
250,270,0.2,18,35,0.982,1485,1485,990,1386,1237.5,643.5,643.5,67500
250,270,0.2,18,35,0.982,1485,1485,990,1386,1237.5,792,792,67500
250,330,0.2,16,45,0.804,1725,1725,1150,1610,1437.5,747.5,747.5,82500
250,330,0.2,16,45,0.804,1725,1725,1150,1610,1437.5,920,920,82500
250,330,0.2,18,40,0.804,1695,1695,1130,1582,1412.5,734.5,734.5,82500
250,330,0.2,18,40,0.804,1695,1695,1130,1582,1412.5,904,904,82500
250,390,0.2,18,45,0.68,1905,1905,1270,1778,1587.5,825.5,825.5,97500
250,390,0.2,18,45,0.68,1905,1905,1270,1778,1587.5,1016,1016,97500
250,470,0.2,18,50,0.564,2115,2115,1410,1974,1762.5,916.5,916.5,117500
250,470,0.2,18,50,0.564,2115,2115,1410,1974,1762.5,1128,1128,117500
350,56,0.2,10,40,4.737,555,555,370,518,462.5,240.5,240.5,19600
350,56,0.2,10,40,4.737,555,555,370,518,462.5,296,296,19600
350,68,0.2,10,45,3.901,645,645,430,602,537.5,279.5,279.5,23800
350,68,0.2,10,45,3.901,645,645,430,602,537.5,344,344,23800
350,100,0.2,12.5,40,2.653,840,840,560,784,700,364,364,35000
350,100,0.2,12.5,40,2.653,840,840,560,784,700,448,448,35000
350,100,0.2,14.5,31.5,2.653,840,840,560,784,700,364,364,35000
350,100,0.2,14.5,31.5,2.653,840,840,560,784,700,448,448,35000
350,120,0.2,12.5,50,2.21,990,990,660,924,825,429,429,42000
350,120,0.2,12.5,50,2.21,990,990,660,924,825,528,528,42000
350,120,0.2,14.5,35,2.21,945,945,630,882,787.5,409.5,409.5,42000
350,120,0.2,14.5,35,2.21,945,945,630,882,787.5,504,504,42000
350,120,0.2,16,31.5,2.21,975,975,650,910,812.5,422.5,422.5,42000
350,120,0.2,16,31.5,2.21,975,975,650,910,812.5,520,520,42000
350,150,0.2,14.5,45,1.768,1140,1140,760,1064,950,494,494,52500
350,150,0.2,14.5,45,1.768,1140,1140,760,1064,950,608,608,52500
350,150,0.2,16,35,1.768,1110,1110,740,1036,925,481,481,52500
350,150,0.2,16,35,1.768,1110,1110,740,1036,925,592,592,52500
350,150,0.2,18,31.5,1.768,1110,1110,740,1036,925,481,481,52500
350,150,0.2,18,31.5,1.768,1110,1110,740,1036,925,592,592,52500
350,180,0.2,16,40,1.474,1260,1260,840,1176,1050,546,546,63000
350,180,0.2,16,40,1.474,1260,1260,840,1176,1050,672,672,63000
350,180,0.2,18,35,1.474,1245,1245,830,1162,1037.5,539.5,539.5,63000
350,180,0.2,18,35,1.474,1245,1245,830,1162,1037.5,664,664,63000
350,220,0.2,16,50,1.206,1485,1485,990,1386,1237.5,643.5,643.5,77000
350,220,0.2,16,50,1.206,1485,1485,990,1386,1237.5,792,792,77000
350,220,0.2,18,40,1.206,1395,1395,930,1302,1162.5,604.5,604.5,77000
350,220,0.2,18,40,1.206,1395,1395,930,1302,1162.5,744,744,77000
350,270,0.2,18,45,0.982,1545,1545,1030,1442,1287.5,669.5,669.5,94500
350,270,0.2,18,45,0.982,1545,1545,1030,1442,1287.5,824,824,94500
400,15,0.2,8,25,17.684,240,240,160,224,200,104,104,6000
400,15,0.2,8,25,17.684,240,240,160,224,200,128,128,6000
400,18,0.2,8,30,14.737,285,285,190,266,237.5,123.5,123.5,7200
400,18,0.2,8,30,14.737,285,285,190,266,237.5,152,152,7200
400,22,0.2,8,35,12.057,330,330,220,308,275,143,143,8800
400,22,0.2,8,35,12.057,330,330,220,308,275,176,176,8800
400,27,0.2,8,40,9.824,375,375,250,350,312.5,162.5,162.5,10800
400,27,0.2,8,40,9.824,375,375,250,350,312.5,200,200,10800
400,33,0.2,8,45,8.038,435,435,290,406,362.5,188.5,188.5,13200
400,33,0.2,8,45,8.038,435,435,290,406,362.5,232,232,13200
400,39,0.2,10,40,6.801,555,555,370,518,462.5,240.5,240.5,15600
400,39,0.2,10,40,6.801,555,555,370,518,462.5,296,296,15600
400,47,0.2,10,45,5.644,630,630,420,588,525,273,273,18800
400,47,0.2,10,45,5.644,630,630,420,588,525,336,336,18800
400,56,0.2,10,50,4.737,705,705,470,658,587.5,305.5,305.5,22400
400,56,0.2,10,50,4.737,705,705,470,658,587.5,376,376,22400
400,68,0.2,12.5,40,3.901,810,810,540,756,675,351,351,27200
400,68,0.2,12.5,40,3.901,810,810,540,756,675,432,432,27200
400,82,0.2,12.5,45,3.235,915,915,610,854,762.5,396.5,396.5,32800
400,82,0.2,12.5,45,3.235,915,915,610,854,762.5,488,488,32800
400,82,0.2,14.5,31.5,3.235,855,855,570,798,712.5,370.5,370.5,32800
400,82,0.2,14.5,31.5,3.235,855,855,570,798,712.5,456,456,32800
400,100,0.2,12.5,50,2.653,1020,1020,680,952,850,442,442,40000
400,100,0.2,12.5,50,2.653,1020,1020,680,952,850,544,544,40000
400,100,0.2,14.5,40,2.653,1035,1035,690,966,862.5,448.5,448.5,40000
400,100,0.2,14.5,40,2.653,1035,1035,690,966,862.5,552,552,40000
400,100,0.2,16,31.5,2.653,1065,1065,710,994,887.5,461.5,461.5,40000
400,100,0.2,16,31.5,2.653,1065,1065,710,994,887.5,568,568,40000
400,120,0.2,14.5,45,2.21,1185,1185,790,1106,987.5,513.5,513.5,48000
400,120,0.2,14.5,45,2.21,1185,1185,790,1106,987.5,632,632,48000
400,120,0.2,16,35,2.21,1200,1200,800,1120,1000,520,520,48000
400,120,0.2,16,35,2.21,1200,1200,800,1120,1000,640,640,48000
400,150,0.2,16,40,1.768,1380,1380,920,1288,1150,598,598,60000
400,150,0.2,16,40,1.768,1380,1380,920,1288,1150,736,736,60000
400,150,0.2,18,31.5,1.768,1335,1335,890,1246,1112.5,578.5,578.5,60000
400,150,0.2,18,31.5,1.768,1335,1335,890,1246,1112.5,712,712,60000
400,150,0.2,18,40,1.768,1575,1575,1050,1470,1312.5,682.5,682.5,60000
400,150,0.2,18,40,1.768,1575,1575,1050,1470,1312.5,840,840,60000
400,180,0.2,16,50,1.474,1620,1620,1080,1512,1350,702,702,72000
400,180,0.2,16,50,1.474,1620,1620,1080,1512,1350,864,864,72000
400,180,0.2,18,40,1.474,1590,1590,1060,1484,1325,689,689,72000
400,180,0.2,18,40,1.474,1590,1590,1060,1484,1325,848,848,72000
400,220,0.2,18,45,1.206,1800,1800,1200,1680,1500,780,780,88000
400,220,0.2,18,45,1.206,1800,1800,1200,1680,1500,960,960,88000
420,12,0.2,8,25,22.105,150,150,100,140,125,65,65,5040
420,12,0.2,8,25,22.105,150,150,100,140,125,80,80,5040
420,15,0.2,8,30,17.684,180,180,120,168,150,78,78,6300
420,15,0.2,8,30,17.684,180,180,120,168,150,96,96,6300
420,18,0.2,8,35,14.737,240,240,160,224,200,104,104,7560
420,18,0.2,8,35,14.737,240,240,160,224,200,128,128,7560
420,22,0.2,8,40,12.057,285,285,190,266,237.5,123.5,123.5,9240
420,22,0.2,8,40,12.057,285,285,190,266,237.5,152,152,9240
420,39,0.2,10,40,6.801,540,540,360,504,450,234,234,16380
420,39,0.2,10,40,6.801,540,540,360,504,450,288,288,16380
420,47,0.2,10,50,5.644,645,645,430,602,537.5,279.5,279.5,19740
420,47,0.2,10,50,5.644,645,645,430,602,537.5,344,344,19740
420,56,0.2,12.5,40,4.737,720,720,480,672,600,312,312,23520
420,56,0.2,12.5,40,4.737,720,720,480,672,600,384,384,23520
420,68,0.2,12.5,40,3.901,780,780,520,728,650,338,338,28560
420,68,0.2,12.5,40,3.901,780,780,520,728,650,416,416,28560
420,68,0.2,14.5,31.5,3.901,780,780,520,728,650,338,338,28560
420,68,0.2,14.5,31.5,3.901,780,780,520,728,650,416,416,28560
420,82,0.2,12.5,45,3.235,885,885,590,826,737.5,383.5,383.5,34440
420,82,0.2,12.5,45,3.235,885,885,590,826,737.5,472,472,34440
420,82,0.2,14.5,35,3.235,885,885,590,826,737.5,383.5,383.5,34440
420,82,0.2,14.5,35,3.235,885,885,590,826,737.5,472,472,34440
420,100,0.2,14.5,40,2.653,1005,1005,670,938,837.5,435.5,435.5,42000
420,100,0.2,14.5,40,2.653,1005,1005,670,938,837.5,536,536,42000
420,100,0.2,16,31.5,2.653,1035,1035,690,966,862.5,448.5,448.5,42000
420,100,0.2,16,31.5,2.653,1035,1035,690,966,862.5,552,552,42000
420,120,0.2,14.5,45,2.21,1125,1125,750,1050,937.5,487.5,487.5,50400
420,120,0.2,14.5,45,2.21,1125,1125,750,1050,937.5,600,600,50400
420,120,0.2,16,35,2.21,1170,1170,780,1092,975,507,507,50400
420,120,0.2,16,35,2.21,1170,1170,780,1092,975,624,624,50400
420,120,0.2,18,31.5,2.21,1200,1200,800,1120,1000,520,520,50400
420,120,0.2,18,31.5,2.21,1200,1200,800,1120,1000,640,640,50400
420,150,0.2,16,45,1.768,1410,1410,940,1316,1175,611,611,63000
420,150,0.2,16,45,1.768,1410,1410,940,1316,1175,752,752,63000
420,150,0.2,18,35,1.768,1380,1380,920,1288,1150,598,598,63000
420,150,0.2,18,35,1.768,1380,1380,920,1288,1150,736,736,63000
420,180,0.2,16,50,1.474,1575,1575,1050,1470,1312.5,682.5,682.5,75600
420,180,0.2,16,50,1.474,1575,1575,1050,1470,1312.5,840,840,75600
420,180,0.2,18,40,1.474,1560,1560,1040,1456,1300,676,676,75600
420,180,0.2,18,40,1.474,1560,1560,1040,1456,1300,832,832,75600
420,220,0.2,18,50,1.206,1830,1830,1220,1708,1525,793,793,92400
420,220,0.2,18,50,1.206,1830,1830,1220,1708,1525,976,976,92400
450,10,0.2,8,25,26.526,180,180,120,168,150,78,78,4500
450,10,0.2,8,25,26.526,180,180,120,168,150,96,96,4500
450,12,0.2,8,30,22.105,210,210,140,196,175,91,91,5400
450,12,0.2,8,30,22.105,210,210,140,196,175,112,112,5400
450,15,0.2,8,35,17.684,240,240,160,224,200,104,104,6750
450,15,0.2,8,35,17.684,240,240,160,224,200,128,128,6750
450,18,0.2,8,40,14.737,270,270,180,252,225,117,117,8100
450,18,0.2,8,40,14.737,270,270,180,252,225,144,144,8100
450,22,0.2,8,50,12.057,330,330,220,308,275,143,143,9900
450,22,0.2,8,50,12.057,330,330,220,308,275,176,176,9900
450,33,0.2,10,40,8.038,510,510,340,476,425,221,221,14850
450,33,0.2,10,40,8.038,510,510,340,476,425,272,272,14850
450,39,0.2,10,45,6.801,570,570,380,532,475,247,247,17550
450,39,0.2,10,45,6.801,570,570,380,532,475,304,304,17550
450,47,0.2,12.5,40,5.644,660,660,440,616,550,286,286,21150
450,47,0.2,12.5,40,5.644,660,660,440,616,550,352,352,21150
450,56,0.2,12.5,40,4.737,735,735,490,686,612.5,318.5,318.5,25200
450,56,0.2,12.5,40,4.737,735,735,490,686,612.5,392,392,25200
450,68,0.2,12.5,45,3.901,825,825,550,770,687.5,357.5,357.5,30600
450,68,0.2,12.5,45,3.901,825,825,550,770,687.5,440,440,30600
450,68,0.2,14.5,31.5,3.901,780,780,520,728,650,338,338,30600
450,68,0.2,14.5,31.5,3.901,780,780,520,728,650,416,416,30600
450,82,0.2,12.5,50,3.235,930,930,620,868,775,403,403,36900
450,82,0.2,12.5,50,3.235,930,930,620,868,775,496,496,36900
450,82,0.2,14.5,40,3.235,945,945,630,882,787.5,409.5,409.5,36900
450,82,0.2,14.5,40,3.235,945,945,630,882,787.5,504,504,36900
450,82,0.2,16,31.5,3.235,960,960,640,896,800,416,416,36900
450,82,0.2,16,31.5,3.235,960,960,640,896,800,512,512,36900
450,100,0.2,14.5,45,2.653,1065,1065,710,994,887.5,461.5,461.5,45000
450,100,0.2,14.5,45,2.653,1065,1065,710,994,887.5,568,568,45000
450,100,0.2,16,35,2.653,1095,1095,730,1022,912.5,474.5,474.5,45000
450,100,0.2,16,35,2.653,1095,1095,730,1022,912.5,584,584,45000
450,120,0.2,14.5,50,2.21,1185,1185,790,1106,987.5,513.5,513.5,54000
450,120,0.2,14.5,50,2.21,1185,1185,790,1106,987.5,632,632,54000
450,120,0.2,16,40,2.21,1230,1230,820,1148,1025,533,533,54000
450,120,0.2,16,40,2.21,1230,1230,820,1148,1025,656,656,54000
450,120,0.2,18,31.5,2.21,1200,1200,800,1120,1000,520,520,54000
450,120,0.2,18,31.5,2.21,1200,1200,800,1120,1000,640,640,54000
450,120,0.2,18,40,2.21,1275,1275,850,1190,1062.5,552.5,552.5,54000
450,120,0.2,18,40,2.21,1275,1275,850,1190,1062.5,680,680,54000
450,150,0.2,16,50,1.768,1470,1470,980,1372,1225,637,637,67500
450,150,0.2,16,50,1.768,1470,1470,980,1372,1225,784,784,67500
450,150,0.2,18,40,1.768,1455,1455,970,1358,1212.5,630.5,630.5,67500
450,150,0.2,18,40,1.768,1455,1455,970,1358,1212.5,776,776,67500
450,180,0.2,18,45,1.474,1635,1635,1090,1526,1362.5,708.5,708.5,81000
450,180,0.2,18,45,1.474,1635,1635,1090,1526,1362.5,872,872,81000
450,220,0.2,18,50,1.206,1830,1830,1220,1708,1525,793,793,99000
450,220,0.2,18,50,1.206,1830,1830,1220,1708,1525,976,976,99000
