Voltage,Capacitance,Dissipation Factor,Case Size Diameter,Case Size Length,ESR(est.) 20°C@120Hz,Ripple Current @100kHz,Ripple Current @10kHz,Ripple Current @120Hz,Ripple Current @1kHz,VC
250,27,0.2,8,25,9.824,420,480,300,399,6750
250,39,0.2,8,30,6.801,518,791.8,370,617.9,9750
250,39,0.2,8,30,6.801,518,680.8,370,540.2,9750
250,39,0.2,8,30,6.801,518,632.7,370,518,9750
250,39,0.2,8,30,6.801,518,592,370,492.1,9750
250,47,0.2,8,35,5.644,630,963,450,751.5,11750
250,47,0.2,8,35,5.644,630,828,450,657,11750
250,47,0.2,8,35,5.644,630,769.5,450,630,11750
250,47,0.2,8,35,5.644,630,720,450,598.5,11750
250,47,0.2,10,25,5.644,518,791.8,370,617.9,11750
250,47,0.2,10,25,5.644,518,680.8,370,540.2,11750
250,47,0.2,10,25,5.644,518,632.7,370,518,11750
250,47,0.2,10,25,5.644,518,592,370,492.1,11750
250,56,0.2,8,40,4.737,714,1091.4,510,851.7,14000
250,56,0.2,8,40,4.737,714,938.4,510,744.6,14000
250,56,0.2,8,40,4.737,714,872.1,510,714,14000
250,56,0.2,8,40,4.737,714,816,510,678.3,14000
250,56,0.2,10,30,4.737,588,898.8,420,701.4,14000
250,56,0.2,10,30,4.737,588,772.8,420,613.2,14000
250,56,0.2,10,30,4.737,588,718.2,420,588,14000
250,56,0.2,10,30,4.737,588,672,420,558.6,14000
250,68,0.2,8,50,3.901,826,1262.6,590,985.3,17000
250,68,0.2,8,50,3.901,826,1085.6,590,861.4,17000
250,68,0.2,8,50,3.901,826,1008.9,590,826,17000
250,68,0.2,8,50,3.901,826,944,590,784.7,17000
250,68,0.2,10,35,3.901,686,1048.6,490,818.3,17000
250,68,0.2,10,35,3.901,686,901.6,490,715.4,17000
250,68,0.2,10,35,3.901,686,837.9,490,686,17000
250,68,0.2,10,35,3.901,686,784,490,651.7,17000
250,82,0.2,10,40,3.235,854,1305.4,610,1018.7,20500
250,82,0.2,10,40,3.235,854,1122.4,610,890.6,20500
250,82,0.2,10,40,3.235,854,1043.1,610,854,20500
250,82,0.2,10,40,3.235,854,976,610,811.3,20500
250,82,0.2,12.5,25,3.235,756,1155.6,540,901.8,20500
250,82,0.2,12.5,25,3.235,756,993.6,540,788.4,20500
250,82,0.2,12.5,25,3.235,756,923.4,540,756,20500
250,82,0.2,12.5,25,3.235,756,864,540,718.2,20500
250,100,0.2,10,45,2.653,952,1455.2,680,1135.6,25000
250,100,0.2,10,45,2.653,952,1251.2,680,992.8,25000
250,100,0.2,10,45,2.653,952,1162.8,680,952,25000
250,100,0.2,10,45,2.653,952,1088,680,904.4,25000
250,100,0.2,12.5,30,2.653,966,1476.6,690,1152.3,25000
250,100,0.2,12.5,30,2.653,966,1269.6,690,1007.4,25000
250,100,0.2,12.5,30,2.653,966,1179.9,690,966,25000
250,100,0.2,12.5,30,2.653,966,1104,690,917.7,25000
250,120,0.2,10,55,2.21,1020,1562.2,730,1219.1,30000
250,120,0.2,10,55,2.21,1020,1343.2,730,1065.8,30000
250,120,0.2,10,55,2.21,1020,1248.3,730,1022,30000
250,120,0.2,10,55,2.21,1020,1168,730,970.9,30000
250,120,0.2,12.5,35,2.21,1100,1690.6,790,1319.3,30000
250,120,0.2,12.5,35,2.21,1100,1453.6,790,1153.4,30000
250,120,0.2,12.5,35,2.21,1100,1350.9,790,1106,30000
250,120,0.2,12.5,35,2.21,1100,1264,790,1050.7,30000
250,120,0.2,16,25,2.21,1030,1583.6,740,1235.8,30000
250,120,0.2,16,25,2.21,1030,1361.6,740,1080.4,30000
250,120,0.2,16,25,2.21,1030,1265.4,740,1036,30000
250,120,0.2,16,25,2.21,1030,1184,740,984.2,30000
250,150,0.2,12.5,40,1.768,1280,1968.8,920,1536.4,37500
250,150,0.2,12.5,40,1.768,1280,1692.8,920,1343.2,37500
250,150,0.2,12.5,40,1.768,1280,1573.2,920,1288,37500
250,150,0.2,12.5,40,1.768,1280,1472,920,1223.6,37500
250,150,0.2,16,30,1.768,1240,1904.6,890,1486.3,37500
250,150,0.2,16,30,1.768,1240,1637.6,890,1299.4,37500
250,150,0.2,16,30,1.768,1240,1521.9,890,1246,37500
250,150,0.2,16,30,1.768,1240,1424,890,1183.7,37500
250,180,0.2,12.5,50,1.474,1350,2075.8,970,1619.9,45000
250,180,0.2,12.5,50,1.474,1350,1784.8,970,1416.2,45000
250,180,0.2,12.5,50,1.474,1350,1658.7,970,1358,45000
250,180,0.2,12.5,50,1.474,1350,1552,970,1290.1,45000
250,180,0.2,16,30,1.474,1330,2033,950,1586.5,45000
250,180,0.2,16,30,1.474,1330,1748,950,1387,45000
250,180,0.2,16,30,1.474,1330,1624.5,950,1330,45000
250,180,0.2,16,30,1.474,1330,1520,950,1263.5,45000
250,180,0.2,18,25,1.474,1230,1883.2,880,1469.6,45000
250,180,0.2,18,25,1.474,1230,1619.2,880,1284.8,45000
250,180,0.2,18,25,1.474,1230,1504.8,880,1232,45000
250,180,0.2,18,25,1.474,1230,1408,880,1170.4,45000
250,220,0.2,12.5,55,1.206,1580,2418.2,1130,1887.1,55000
250,220,0.2,12.5,55,1.206,1580,2079.2,1130,1649.8,55000
250,220,0.2,12.5,55,1.206,1580,1932.3,1130,1582,55000
250,220,0.2,12.5,55,1.206,1580,1808,1130,1502.9,55000
250,220,0.2,16,35,1.206,1550,2375.4,1110,1853.7,55000
250,220,0.2,16,35,1.206,1550,2042.4,1110,1620.6,55000
250,220,0.2,16,35,1.206,1550,1898.1,1110,1554,55000
250,220,0.2,16,35,1.206,1550,1776,1110,1476.3,55000
250,220,0.2,18,30,1.206,1540,2354,1100,1837,55000
250,220,0.2,18,30,1.206,1540,2024,1100,1606,55000
250,220,0.2,18,30,1.206,1540,1881,1100,1540,55000
250,220,0.2,18,30,1.206,1540,1760,1100,1463,55000
250,270,0.2,16,40,0.982,1770,2717.8,1270,2120.9,67500
250,270,0.2,16,40,0.982,1770,2336.8,1270,1854.2,67500
250,270,0.2,16,40,0.982,1770,2171.7,1270,1778,67500
250,270,0.2,16,40,0.982,1770,2032,1270,1689.1,67500
250,270,0.2,18,35,0.982,1720,2632.2,1230,2054.1,67500
250,270,0.2,18,35,0.982,1720,2263.2,1230,1795.8,67500
250,270,0.2,18,35,0.982,1720,2103.3,1230,1722,67500
250,270,0.2,18,35,0.982,1720,1968,1230,1635.9,67500
250,330,0.2,16,50,0.804,2070,3167.2,1480,2471.6,82500
250,330,0.2,16,50,0.804,2070,2723.2,1480,2160.8,82500
250,330,0.2,16,50,0.804,2070,2530.8,1480,2072,82500
250,330,0.2,16,50,0.804,2070,2368,1480,1968.4,82500
250,330,0.2,18,40,0.804,1980,3038.8,1420,2371.4,82500
250,330,0.2,18,40,0.804,1980,2612.8,1420,2073.2,82500
250,330,0.2,18,40,0.804,1980,2428.2,1420,1988,82500
250,330,0.2,18,40,0.804,1980,2272,1420,1888.6,82500
250,390,0.2,18,45,0.68,2220,3402.6,1590,2655.3,97500
250,390,0.2,18,45,0.68,2220,2925.6,1590,2321.4,97500
250,390,0.2,18,45,0.68,2220,2718.9,1590,2226,97500
250,390,0.2,18,45,0.68,2220,2544,1590,2114.7,97500
250,470,0.2,18,50,0.564,2560,3916.2,1830,3056.1,117500
250,470,0.2,18,50,0.564,2560,3367.2,1830,2671.8,117500
250,470,0.2,18,50,0.564,2560,3129.3,1830,2562,117500
250,470,0.2,18,50,0.564,2560,2928,1830,2433.9,117500
350,22,0.2,8,30,12.057,375,535,250,417.5,7700
350,22,0.2,8,30,12.057,375,460,250,365,7700
350,22,0.2,8,30,12.057,375,427.5,250,350,7700
350,22,0.2,8,30,12.057,375,400,250,332.5,7700
350,27,0.2,8,35,9.824,435,620.6,290,484.3,9450
350,27,0.2,8,35,9.824,435,533.6,290,423.4,9450
350,27,0.2,8,35,9.824,435,495.9,290,406,9450
350,27,0.2,8,35,9.824,435,464,290,385.7,9450
350,33,0.2,8,40,8.038,495,706.2,330,551.1,11550
350,33,0.2,8,40,8.038,495,607.2,330,481.8,11550
350,33,0.2,8,40,8.038,495,564.3,330,462,11550
350,33,0.2,8,40,8.038,495,528,330,438.9,11550
350,33,0.2,10,25,8.038,465,663.4,310,517.7,11550
350,33,0.2,10,25,8.038,465,570.4,310,452.6,11550
350,33,0.2,10,25,8.038,465,530.1,310,434,11550
350,33,0.2,10,25,8.038,465,496,310,412.3,11550
350,39,0.2,8,45,6.801,555,791.8,370,617.9,13650
350,39,0.2,8,45,6.801,555,680.8,370,540.2,13650
350,39,0.2,8,45,6.801,555,632.7,370,518,13650
350,39,0.2,8,45,6.801,555,592,370,492.1,13650
350,39,0.2,10,30,6.801,540,770.4,360,601.2,13650
350,39,0.2,10,30,6.801,540,662.4,360,525.6,13650
350,39,0.2,10,30,6.801,540,615.6,360,504,13650
350,39,0.2,10,30,6.801,540,576,360,478.8,13650
350,47,0.2,8,60,5.644,645,920.2,430,718.1,16450
350,47,0.2,8,60,5.644,645,791.2,430,627.8,16450
350,47,0.2,8,60,5.644,645,735.3,430,602,16450
350,47,0.2,8,60,5.644,645,688,430,571.9,16450
350,47,0.2,10,35,5.644,615,877.4,410,684.7,16450
350,47,0.2,10,35,5.644,615,754.4,410,598.6,16450
350,47,0.2,10,35,5.644,615,701.1,410,574,16450
350,47,0.2,10,35,5.644,615,656,410,545.3,16450
350,56,0.2,10,40,4.737,705,1005.8,470,784.9,19600
350,56,0.2,10,40,4.737,705,864.8,470,686.2,19600
350,56,0.2,10,40,4.737,705,803.7,470,658,19600
350,56,0.2,10,40,4.737,705,752,470,625.1,19600
350,68,0.2,10,55,3.901,825,1177,550,918.5,23800
350,68,0.2,10,55,3.901,825,1012,550,803,23800
350,68,0.2,10,55,3.901,825,940.5,550,770,23800
350,68,0.2,10,55,3.901,825,880,550,731.5,23800
400,12,0.2,8,25,22.105,255,363.8,170,283.9,4800
400,12,0.2,8,25,22.105,255,312.8,170,248.2,4800
400,12,0.2,8,25,22.105,255,290.7,170,238,4800
400,12,0.2,8,25,22.105,255,272,170,226.1,4800
400,15,0.2,8,30,17.684,300,428,200,334,6000
400,15,0.2,8,30,17.684,300,368,200,292,6000
400,15,0.2,8,30,17.684,300,342,200,280,6000
400,15,0.2,8,30,17.684,300,320,200,266,6000
400,18,0.2,8,35,14.737,345,492.2,230,384.1,7200
400,18,0.2,8,35,14.737,345,423.2,230,335.8,7200
400,18,0.2,8,35,14.737,345,393.3,230,322,7200
400,18,0.2,8,35,14.737,345,368,230,305.9,7200
400,22,0.2,8,40,12.057,390,556.4,260,434.2,8800
400,22,0.2,8,40,12.057,390,478.4,260,379.6,8800
400,22,0.2,8,40,12.057,390,444.6,260,364,8800
400,22,0.2,8,40,12.057,390,416,260,345.8,8800
400,22,0.2,10,25,12.057,360,513.6,240,400.8,8800
400,22,0.2,10,25,12.057,360,441.6,240,350.4,8800
400,22,0.2,10,25,12.057,360,410.4,240,336,8800
400,22,0.2,10,25,12.057,360,384,240,319.2,8800
400,27,0.2,8,45,9.824,450,642,300,501,10800
400,27,0.2,8,45,9.824,450,552,300,438,10800
400,27,0.2,8,45,9.824,450,513,300,420,10800
400,27,0.2,8,45,9.824,450,480,300,399,10800
400,27,0.2,10,30,9.824,435,620.6,290,484.3,10800
400,27,0.2,10,30,9.824,435,533.6,290,423.4,10800
400,27,0.2,10,30,9.824,435,495.9,290,406,10800
400,27,0.2,10,30,9.824,435,464,290,385.7,10800
400,33,0.2,8,55,8.038,525,749,350,584.5,13200
400,33,0.2,8,55,8.038,525,644,350,511,13200
400,33,0.2,8,55,8.038,525,598.5,350,490,13200
400,33,0.2,8,55,8.038,525,560,350,465.5,13200
400,33,0.2,10,35,8.038,495,706.2,330,551.1,13200
400,33,0.2,10,35,8.038,495,607.2,330,481.8,13200
400,33,0.2,10,35,8.038,495,564.3,330,462,13200
400,33,0.2,10,35,8.038,495,528,330,438.9,13200
400,39,0.2,10,40,6.801,600,856,400,668,15600
400,39,0.2,10,40,6.801,600,736,400,584,15600
400,39,0.2,10,40,6.801,600,684,400,560,15600
400,39,0.2,10,40,6.801,600,640,400,532,15600
400,39,0.2,12.5,25,6.801,540,770.4,360,601.2,15600
400,39,0.2,12.5,25,6.801,540,662.4,360,525.6,15600
400,39,0.2,12.5,25,6.801,540,615.6,360,504,15600
400,39,0.2,12.5,25,6.801,540,576,360,478.8,15600
400,47,0.2,10,45,5.644,675,963,450,751.5,18800
400,47,0.2,10,45,5.644,675,828,450,657,18800
400,47,0.2,10,45,5.644,675,769.5,450,630,18800
400,47,0.2,10,45,5.644,675,720,450,598.5,18800
400,47,0.2,12.5,30,5.644,660,941.6,440,734.8,18800
400,47,0.2,12.5,30,5.644,660,809.6,440,642.4,18800
400,47,0.2,12.5,30,5.644,660,752.4,440,616,18800
400,47,0.2,12.5,30,5.644,660,704,440,585.2,18800
400,56,0.2,10,50,4.737,780,1112.8,520,868.4,22400
400,56,0.2,10,50,4.737,780,956.8,520,759.2,22400
400,56,0.2,10,50,4.737,780,889.2,520,728,22400
400,56,0.2,10,50,4.737,780,832,520,691.6,22400
400,56,0.2,12.5,35,4.737,750,1070,500,835,22400
400,56,0.2,12.5,35,4.737,750,920,500,730,22400
400,56,0.2,12.5,35,4.737,750,855,500,700,22400
400,56,0.2,12.5,35,4.737,750,800,500,665,22400
400,68,0.2,12.5,40,3.901,870,1241.2,580,968.6,27200
400,68,0.2,12.5,40,3.901,870,1067.2,580,846.8,27200
400,68,0.2,12.5,40,3.901,870,991.8,580,812,27200
400,68,0.2,12.5,40,3.901,870,928,580,771.4,27200
400,68,0.2,16,25,3.901,765,1091.4,510,851.7,27200
400,68,0.2,16,25,3.901,765,938.4,510,744.6,27200
400,68,0.2,16,25,3.901,765,872.1,510,714,27200
400,68,0.2,16,25,3.901,765,816,510,678.3,27200
400,82,0.2,12.5,45,3.235,975,1391,650,1085.5,32800
400,82,0.2,12.5,45,3.235,975,1196,650,949,32800
400,82,0.2,12.5,45,3.235,975,1111.5,650,910,32800
400,82,0.2,12.5,45,3.235,975,1040,650,864.5,32800
400,82,0.2,16,30,3.235,915,1305.4,610,1018.7,32800
400,82,0.2,16,30,3.235,915,1122.4,610,890.6,32800
400,82,0.2,16,30,3.235,915,1043.1,610,854,32800
400,82,0.2,16,30,3.235,915,976,610,811.3,32800
400,82,0.2,18,25,3.235,915,1305.4,610,1018.7,32800
400,82,0.2,18,25,3.235,915,1122.4,610,890.6,32800
400,82,0.2,18,25,3.235,915,1043.1,610,854,32800
400,82,0.2,18,25,3.235,915,976,610,811.3,32800
400,100,0.2,12.5,60,2.653,1120,1605,750,1252.5,40000
400,100,0.2,12.5,60,2.653,1120,1380,750,1095,40000
400,100,0.2,12.5,60,2.653,1120,1282.5,750,1050,40000
400,100,0.2,12.5,60,2.653,1120,1200,750,997.5,40000
400,100,0.2,16,35,2.653,1110,1583.6,740,1235.8,40000
400,100,0.2,16,35,2.653,1110,1361.6,740,1080.4,40000
400,100,0.2,16,35,2.653,1110,1265.4,740,1036,40000
400,100,0.2,16,35,2.653,1110,1184,740,984.2,40000
400,100,0.2,18,30,2.653,1110,1583.6,740,1235.8,40000
400,100,0.2,18,30,2.653,1110,1361.6,740,1080.4,40000
400,100,0.2,18,30,2.653,1110,1265.4,740,1036,40000
400,100,0.2,18,30,2.653,1110,1184,740,984.2,40000
400,120,0.2,16,40,2.21,1200,1712,800,1336,48000
400,120,0.2,16,40,2.21,1200,1472,800,1168,48000
400,120,0.2,16,40,2.21,1200,1368,800,1120,48000
400,120,0.2,16,40,2.21,1200,1280,800,1064,48000
400,120,0.2,18,35,2.21,1180,1690.6,790,1319.3,48000
400,120,0.2,18,35,2.21,1180,1453.6,790,1153.4,48000
400,120,0.2,18,35,2.21,1180,1350.9,790,1106,48000
400,120,0.2,18,35,2.21,1180,1264,790,1050.7,48000
400,150,0.2,16,50,1.768,1420,2033,950,1586.5,60000
400,150,0.2,16,50,1.768,1420,1748,950,1387,60000
400,150,0.2,16,50,1.768,1420,1624.5,950,1330,60000
400,150,0.2,16,50,1.768,1420,1520,950,1263.5,60000
400,150,0.2,18,40,1.768,1360,1947.4,910,1519.7,60000
400,150,0.2,18,40,1.768,1360,1674.4,910,1328.6,60000
400,150,0.2,18,40,1.768,1360,1556.1,910,1274,60000
400,150,0.2,18,40,1.768,1360,1456,910,1210.3,60000
400,180,0.2,18,45,1.474,1560,2225.6,1040,1736.8,72000
400,180,0.2,18,45,1.474,1560,1913.6,1040,1518.4,72000
400,180,0.2,18,45,1.474,1560,1778.4,1040,1456,72000
400,180,0.2,18,45,1.474,1560,1664,1040,1383.2,72000
