Voltage,Capacitance,ESR(est.) 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,ESR(est.) 20°C@120Hz,Endurance,Frequency Coefficient 100kHz,Frequency Coefficient 10kHz,Frequency Coefficient 120Hz,Frequency Coefficient 1kHz,Frequency Coefficient 300Hz,Frequency Coefficient 50Hz,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 85°C@120Hz,Status,V,VC,Vibration resistant,Weight (g)
35,3300,0.073,16,35.5,-40,85,0.18,0.096,2000,1.15,1.15,1.0,1.13,1.1,0.85,3465,300,UVR1V332MHD,Uni-Polar,Radial Lead,Standard,2280,MP,6.3 to 100,115500.0,Normal,11.8
35,4700,0.06,18,35.5,-40,85,0.2,0.079,2000,1.15,1.15,1.0,1.13,1.1,0.85,4935,250,UVR1V472MHD,Uni-Polar,Radial Lead,Standard,2700,MP,6.3 to 100,164500.0,Normal,14.2
35,4700,0.06,20,31,-40,85,0.2,0.079,2000,1.15,1.15,1.0,1.13,1.1,0.85,4935,200,UVR1V472MRD6,Uni-Polar,Radial Lead,Standard,2700,EOL,6.3 to 100,164500.0,Normal,13.7
35,6800,0.053,20,40,-40,85,0.24,0.07,2000,1.15,1.15,1.0,1.13,1.1,0.85,7140,150,UVR1V682MRD,Uni-Polar,Radial Lead,Standard,3000,EOL,6.3 to 100,238000.0,Normal,19.6
35,6800,0.053,25,30,-40,85,0.24,0.07,2000,1.15,1.15,1.0,1.13,1.1,0.85,7140,160,UVR1V682MRD6,Uni-Polar,Radial Lead,Standard,2900,EOL,6.3 to 100,238000.0,Normal,21.5
35,10000,0.052,22,50,-40,85,0.32,0.069,2000,1.15,1.15,1.0,1.13,1.1,0.85,10500,250,UVR1V103MRD,Uni-Polar,Radial Lead,Standard,3700,EOL,6.3 to 100,350000.0,Normal,27.4
35,10000,0.052,25,40,-40,85,0.32,0.069,2000,1.15,1.15,1.0,1.13,1.1,0.85,10500,180,UVR1V103MRD6,Uni-Polar,Radial Lead,Standard,3600,EOL,6.3 to 100,350000.0,Normal,27.4
35,15000,0.048,25,50,-40,85,0.42,0.064,2000,1.15,1.15,1.0,1.13,1.1,0.85,15750,140,UVR1V153MRD,Uni-Polar,Radial Lead,Standard,4300,EOL,6.3 to 100,525000.0,Normal,38.8
50,2.2,28.259,5,11,-40,85,0.12,72.343,2000,1.6,1.6,1.0,1.4,1.25,0.8,4,6000,UVR1H2R2MDD,Uni-Polar,Radial Lead,Standard,28,EOL,160 to 450,110.00000000000001,Normal,0.44
50,3.3,18.839,5,11,-40,85,0.12,48.229,2000,1.6,1.6,1.0,1.4,1.25,0.8,5,6000,UVR1H3R3MDD,Uni-Polar,Radial Lead,Standard,35,EOL,160 to 450,165.0,Normal,0.44
50,4.7,13.228,5,11,-40,85,0.12,33.863,2000,1.6,1.6,1.0,1.4,1.25,0.8,7,6000,UVR1H4R7MDD,Uni-Polar,Radial Lead,Standard,40,EOL,160 to 450,235.0,Normal,0.44
50,10,6.217,5,11,-40,85,0.12,15.916,2000,1.6,1.6,1.0,1.4,1.25,0.8,15,6000,UVR1H100MDD,Uni-Polar,Radial Lead,Standard,60,EOL,160 to 450,500.0,Normal,0.44
50,22,2.826,5,11,-40,85,0.12,7.234,2000,1.6,1.6,1.0,1.4,1.25,0.8,33,6000,UVR1H220MDD,Uni-Polar,Radial Lead,Standard,95,EOL,160 to 450,1100.0,Normal,0.44
50,33,1.206,5,11,-40,85,0.12,4.823,2000,2.0,2.0,1.0,1.57,1.35,0.75,50,6000,UVR1H330MDD,Uni-Polar,Radial Lead,Standard,125,EOL,6.3 to 100,1650.0,Normal,0.44
50,33,1.884,5,11,-40,85,0.12,4.823,2000,1.6,1.6,1.0,1.4,1.25,0.8,50,6000,UVR1H330MDD,Uni-Polar,Radial Lead,Standard,125,EOL,160 to 450,1650.0,Normal,0.44
50,47,0.847,6.3,11,-40,85,0.12,3.386,2000,2.0,2.0,1.0,1.57,1.35,0.75,71,4000,UVR1H470MED,Uni-Polar,Radial Lead,Standard,155,EOL,6.3 to 100,2350.0,Normal,0.59
50,47,1.323,6.3,11,-40,85,0.12,3.386,2000,1.6,1.6,1.0,1.4,1.25,0.8,71,4000,UVR1H470MED,Uni-Polar,Radial Lead,Standard,155,EOL,160 to 450,2350.0,Normal,0.59
50,100,0.707,8,11.5,-40,85,0.12,1.592,2000,1.5,1.5,1.0,1.34,1.23,0.8,150,3000,UVR1H101MPD,Uni-Polar,Radial Lead,Standard,260,MP,6.3 to 100,5000.0,Normal,1.19
50,100,0.622,8,11.5,-40,85,0.12,1.592,2000,1.6,1.6,1.0,1.4,1.25,0.8,150,3000,UVR1H101MPD,Uni-Polar,Radial Lead,Standard,260,MP,160 to 450,5000.0,Normal,1.19
50,220,0.322,10,12.5,-40,85,0.12,0.723,2000,1.5,1.5,1.0,1.34,1.23,0.8,330,2000,UVR1H221MPD,Uni-Polar,Radial Lead,Standard,430,MP,6.3 to 100,11000.0,Normal,1.49
50,220,0.283,10,12.5,-40,85,0.12,0.723,2000,1.6,1.6,1.0,1.4,1.25,0.8,330,2000,UVR1H221MPD,Uni-Polar,Radial Lead,Standard,430,MP,160 to 450,11000.0,Normal,1.49
50,330,0.214,10,16,-40,85,0.12,0.482,2000,1.5,1.5,1.0,1.34,1.23,0.8,495,1800,UVR1H331MPD,Uni-Polar,Radial Lead,Standard,590,MP,6.3 to 100,16500.0,Normal,1.77
50,330,0.365,10,16,-40,85,0.12,0.482,2000,1.15,1.15,1.0,1.13,1.1,0.9,495,1800,UVR1H331MPD,Uni-Polar,Radial Lead,Standard,590,MP,160 to 450,16500.0,Normal,1.77
50,470,0.151,12.5,20,-40,85,0.12,0.339,2000,1.5,1.5,1.0,1.34,1.23,0.8,705,1000,UVR1H471MHD,Uni-Polar,Radial Lead,Standard,760,MP,6.3 to 100,23500.0,Normal,3.43
50,1000,0.14,12.5,25,-40,85,0.12,0.186,2000,1.15,1.15,1.0,1.13,1.1,0.85,1500,800,UVR1H102MHD,Uni-Polar,Radial Lead,Standard,1350,MP,6.3 to 100,50000.0,Normal,4.56
50,2200,0.082,16,35.5,-40,85,0.14,0.109,2000,1.15,1.15,1.0,1.13,1.1,0.85,3300,300,UVR1H222MHD,Uni-Polar,Radial Lead,Standard,2100,MP,6.3 to 100,110000.0,Normal,11.8
50,3300,0.067,18,35.5,-40,85,0.16,0.088,2000,1.15,1.15,1.0,1.13,1.1,0.85,4950,250,UVR1H332MHD,Uni-Polar,Radial Lead,Standard,2500,MP,6.3 to 100,165000.0,Normal,14.2
50,3300,0.067,22,30,-40,85,0.16,0.088,2000,1.15,1.15,1.0,1.13,1.1,0.85,4950,250,UVR1H332MRD6,Uni-Polar,Radial Lead,Standard,2450,EOL,6.3 to 100,165000.0,Normal,16.6
50,4700,0.055,20,40,-40,85,0.18,0.073,2000,1.15,1.15,1.0,1.13,1.1,0.85,7050,150,UVR1H472MRD,Uni-Polar,Radial Lead,Standard,2900,EOL,6.3 to 100,235000.0,Normal,19.6
50,4700,0.055,25,30,-40,85,0.18,0.073,2000,1.15,1.15,1.0,1.13,1.1,0.85,7050,160,UVR1H472MRD6,Uni-Polar,Radial Lead,Standard,2900,EOL,6.3 to 100,235000.0,Normal,21.5
50,6800,0.05,22,50,-40,85,0.22,0.066,2000,1.15,1.15,1.0,1.13,1.1,0.85,10200,250,UVR1H682MRD,Uni-Polar,Radial Lead,Standard,3500,EOL,6.3 to 100,340000.0,Normal,27.4
50,6800,0.05,25,40,-40,85,0.22,0.066,2000,1.15,1.15,1.0,1.13,1.1,0.85,10200,180,UVR1H682MRD6,Uni-Polar,Radial Lead,Standard,3300,EOL,6.3 to 100,340000.0,Normal,27.4
50,10000,0.05,25,50,-40,85,0.3,0.066,2000,1.15,1.15,1.0,1.13,1.1,0.85,15000,140,UVR1H103MRD,Uni-Polar,Radial Lead,Standard,4000,EOL,6.3 to 100,500000.0,Normal,38.8
63,10,5.181,5,11,-40,85,0.1,13.263,2000,1.6,1.6,1.0,1.4,1.25,0.8,19,6000,UVR1J100MDD,Uni-Polar,Radial Lead,Standard,65,EOL,160 to 450,630.0,Normal,0.44
63,22,2.355,5,11,-40,85,0.1,6.029,2000,1.6,1.6,1.0,1.4,1.25,0.8,42,6000,UVR1J220MDD,Uni-Polar,Radial Lead,Standard,100,EOL,160 to 450,1386.0,Normal,0.44
63,33,1.005,6.3,11,-40,85,0.1,4.019,2000,2.0,2.0,1.0,1.57,1.35,0.75,62,4000,UVR1J330MED,Uni-Polar,Radial Lead,Standard,140,EOL,6.3 to 100,2079.0,Normal,0.59
63,33,1.57,6.3,11,-40,85,0.1,4.019,2000,1.6,1.6,1.0,1.4,1.25,0.8,62,4000,UVR1J330MED,Uni-Polar,Radial Lead,Standard,140,EOL,160 to 450,2079.0,Normal,0.59
63,47,0.705,6.3,11,-40,85,0.1,2.822,2000,2.0,2.0,1.0,1.57,1.35,0.75,89,4000,UVR1J470MED,Uni-Polar,Radial Lead,Standard,170,EOL,6.3 to 100,2961.0,Normal,0.59
63,47,1.102,6.3,11,-40,85,0.1,2.822,2000,1.6,1.6,1.0,1.4,1.25,0.8,89,4000,UVR1J470MED,Uni-Polar,Radial Lead,Standard,170,EOL,160 to 450,2961.0,Normal,0.59
63,100,0.589,10,12.5,-40,85,0.1,1.326,2000,1.5,1.5,1.0,1.34,1.23,0.8,189,2000,UVR1J101MPD,Uni-Polar,Radial Lead,Standard,300,MP,6.3 to 100,6300.0,Normal,1.49
63,100,0.518,10,12.5,-40,85,0.1,1.326,2000,1.6,1.6,1.0,1.4,1.25,0.8,189,2000,UVR1J101MPD,Uni-Polar,Radial Lead,Standard,300,MP,160 to 450,6300.0,Normal,1.49
63,220,0.268,10,16,-40,85,0.1,0.603,2000,1.5,1.5,1.0,1.34,1.23,0.8,416,1800,UVR1J221MPD,Uni-Polar,Radial Lead,Standard,490,MP,6.3 to 100,13860.0,Normal,1.77
63,220,0.235,10,16,-40,85,0.1,0.603,2000,1.6,1.6,1.0,1.4,1.25,0.8,416,1800,UVR1J221MPD,Uni-Polar,Radial Lead,Standard,490,MP,160 to 450,13860.0,Normal,1.77
63,330,0.179,10,20,-40,85,0.1,0.402,2000,1.5,1.5,1.0,1.34,1.23,0.8,624,1400,UVR1J331MPD,Uni-Polar,Radial Lead,Standard,710,MP,6.3 to 100,20790.0,Normal,2.34
63,330,0.304,10,20,-40,85,0.1,0.402,2000,1.15,1.15,1.0,1.13,1.1,0.9,624,1400,UVR1J331MPD,Uni-Polar,Radial Lead,Standard,710,MP,160 to 450,20790.0,Normal,2.34
63,470,0.125,12.5,20,-40,85,0.1,0.282,2000,1.5,1.5,1.0,1.34,1.23,0.8,888,1000,UVR1J471MHD,Uni-Polar,Radial Lead,Standard,900,MP,6.3 to 100,29610.0,Normal,3.43
63,1000,0.12,16,25,-40,85,0.1,0.159,2000,1.15,1.15,1.0,1.13,1.1,0.85,1890,400,UVR1J102MHD,Uni-Polar,Radial Lead,Standard,1300,MP,6.3 to 100,63000.0,Normal,8.2
63,2200,0.073,18,35.5,-40,85,0.12,0.096,2000,1.15,1.15,1.0,1.13,1.1,0.85,4158,250,UVR1J222MHD,Uni-Polar,Radial Lead,Standard,2300,MP,6.3 to 100,138600.0,Normal,14.2
63,3300,0.061,20,40,-40,85,0.14,0.08,2000,1.15,1.15,1.0,1.13,1.1,0.85,6237,150,UVR1J332MRD,Uni-Polar,Radial Lead,Standard,2700,EOL,6.3 to 100,207900.0,Normal,19.6
63,3300,0.061,25,30,-40,85,0.14,0.08,2000,1.15,1.15,1.0,1.13,1.1,0.85,6237,160,UVR1J332MRD6,Uni-Polar,Radial Lead,Standard,2600,EOL,6.3 to 100,207900.0,Normal,21.5
63,4700,0.051,22,50,-40,85,0.16,0.068,2000,1.15,1.15,1.0,1.13,1.1,0.85,8883,250,UVR1J472MRD,Uni-Polar,Radial Lead,Standard,3400,EOL,6.3 to 100,296100.0,Normal,27.4
63,4700,0.051,25,40,-40,85,0.16,0.068,2000,1.15,1.15,1.0,1.13,1.1,0.85,8883,180,UVR1J472MRD6,Uni-Polar,Radial Lead,Standard,3200,EOL,6.3 to 100,296100.0,Normal,27.4
63,6800,0.047,25,50,-40,85,0.2,0.062,2000,1.15,1.15,1.0,1.13,1.1,0.85,12852,140,UVR1J682MRD,Uni-Polar,Radial Lead,Standard,3900,EOL,6.3 to 100,428400.0,Normal,38.8
100,2.2,18.839,5,11,-40,85,0.08,48.229,2000,1.6,1.6,1.0,1.4,1.25,0.8,7,6000,UVR2A2R2MDD,Uni-Polar,Radial Lead,Standard,30,EOL,160 to 450,220.00000000000003,Normal,0.44
100,3.3,12.56,5,11,-40,85,0.08,32.153,2000,1.6,1.6,1.0,1.4,1.25,0.8,10,6000,UVR2A3R3MDD,Uni-Polar,Radial Lead,Standard,40,EOL,160 to 450,330.0,Normal,0.44
100,4.7,8.818,5,11,-40,85,0.08,22.575,2000,1.6,1.6,1.0,1.4,1.25,0.8,14,6000,UVR2A4R7MDD,Uni-Polar,Radial Lead,Standard,45,EOL,160 to 450,470.0,Normal,0.44
100,10,4.145,6.3,11,-40,85,0.08,10.61,2000,1.6,1.6,1.0,1.4,1.25,0.8,30,4000,UVR2A100MED,Uni-Polar,Radial Lead,Standard,75,EOL,160 to 450,1000.0,Normal,0.59
100,22,1.884,6.3,11,-40,85,0.08,4.823,2000,1.6,1.6,1.0,1.4,1.25,0.8,66,4000,UVR2A220MED,Uni-Polar,Radial Lead,Standard,130,EOL,160 to 450,2200.0,Normal,0.59
100,33,0.804,8,11.5,-40,85,0.08,3.215,2000,2.0,2.0,1.0,1.57,1.35,0.75,99,3000,UVR2A330MPD,Uni-Polar,Radial Lead,Standard,180,MP,6.3 to 100,3300.0,Normal,1.19
100,33,1.256,8,11.5,-40,85,0.08,3.215,2000,1.6,1.6,1.0,1.4,1.25,0.8,99,3000,UVR2A330MPD,Uni-Polar,Radial Lead,Standard,180,MP,160 to 450,3300.0,Normal,1.19
100,47,0.564,10,12.5,-40,85,0.08,2.258,2000,2.0,2.0,1.0,1.57,1.35,0.75,141,2000,UVR2A470MPD,Uni-Polar,Radial Lead,Standard,230,MP,6.3 to 100,4700.0,Normal,1.49
100,47,0.882,10,12.5,-40,85,0.08,2.258,2000,1.6,1.6,1.0,1.4,1.25,0.8,141,2000,UVR2A470MPD,Uni-Polar,Radial Lead,Standard,230,MP,160 to 450,4700.0,Normal,1.49
100,100,0.472,10,20,-40,85,0.08,1.061,2000,1.5,1.5,1.0,1.34,1.23,0.8,300,1400,UVR2A101MPD,Uni-Polar,Radial Lead,Standard,370,MP,6.3 to 100,10000.0,Normal,2.34
100,100,0.414,10,20,-40,85,0.08,1.061,2000,1.6,1.6,1.0,1.4,1.25,0.8,300,1400,UVR2A101MPD,Uni-Polar,Radial Lead,Standard,370,MP,160 to 450,10000.0,Normal,2.34
100,220,0.214,12.5,25,-40,85,0.08,0.482,2000,1.5,1.5,1.0,1.34,1.23,0.8,660,800,UVR2A221MHD,Uni-Polar,Radial Lead,Standard,620,MP,6.3 to 100,22000.0,Normal,4.56
100,220,0.188,12.5,25,-40,85,0.08,0.482,2000,1.6,1.6,1.0,1.4,1.25,0.8,660,800,UVR2A221MHD,Uni-Polar,Radial Lead,Standard,620,MP,160 to 450,22000.0,Normal,4.56
100,330,0.143,12.5,25,-40,85,0.08,0.322,2000,1.5,1.5,1.0,1.34,1.23,0.8,990,800,UVR2A331MHD,Uni-Polar,Radial Lead,Standard,760,MP,6.3 to 100,33000.0,Normal,4.56
100,330,0.243,12.5,25,-40,85,0.08,0.322,2000,1.15,1.15,1.0,1.13,1.1,0.9,990,800,UVR2A331MHD,Uni-Polar,Radial Lead,Standard,760,MP,160 to 450,33000.0,Normal,4.56
100,470,0.1,16,25,-40,85,0.08,0.226,2000,1.5,1.5,1.0,1.34,1.23,0.8,1410,400,UVR2A471MHD,Uni-Polar,Radial Lead,Standard,1000,MP,6.3 to 100,47000.0,Normal,8.2
100,1000,0.1,18,40,-40,85,0.08,0.133,2000,1.15,1.15,1.0,1.13,1.1,0.85,3000,200,UVR2A102MHD,Uni-Polar,Radial Lead,Standard,1380,MP,6.3 to 100,100000.0,Normal,17.7
100,2200,0.064,22,50,-40,85,0.1,0.084,2000,1.15,1.15,1.0,1.13,1.1,0.85,6600,250,UVR2A222MRD,Uni-Polar,Radial Lead,Standard,2400,EOL,6.3 to 100,220000.0,Normal,27.4
100,2200,0.064,25,40,-40,85,0.1,0.084,2000,1.15,1.15,1.0,1.13,1.1,0.85,6600,180,UVR2A222MRD6,Uni-Polar,Radial Lead,Standard,2400,EOL,6.3 to 100,220000.0,Normal,27.4
100,3300,0.055,25,50,-40,85,0.12,0.072,2000,1.15,1.15,1.0,1.13,1.1,0.85,9900,140,UVR2A332MRD,Uni-Polar,Radial Lead,Standard,2900,EOL,6.3 to 100,330000.0,Normal,38.8
160,0.47,564.38,6.3,11,-40,85,0.2,564.38,2000,,,,,,,48,4000,UVR2CR47MED,Uni-Polar,Radial Lead,Standard,15,EOL,,75.19999999999999,Normal,0.59
160,1,103.617,6.3,11,-40,85,0.2,265.258,2000,1.6,1.6,1.0,1.4,1.25,0.8,56,4000,UVR2C010MED,Uni-Polar,Radial Lead,Standard,22,EOL,160 to 450,160.0,Normal,0.59
160,2.2,47.098,6.3,11,-40,85,0.2,120.572,2000,1.6,1.6,1.0,1.4,1.25,0.8,75,4000,UVR2C2R2MED,Uni-Polar,Radial Lead,Standard,33,EOL,160 to 450,352.0,Normal,0.59
160,3.3,31.399,6.3,11,-40,85,0.2,80.381,2000,1.6,1.6,1.0,1.4,1.25,0.8,93,4000,UVR2C3R3MED,Uni-Polar,Radial Lead,Standard,40,EOL,160 to 450,528.0,Normal,0.59
160,4.7,22.046,6.3,11,-40,85,0.2,56.438,2000,1.6,1.6,1.0,1.4,1.25,0.8,115,4000,UVR2C4R7MED,Uni-Polar,Radial Lead,Standard,50,EOL,160 to 450,752.0,Normal,0.59
160,10,10.362,8,11.5,-40,85,0.2,26.526,2000,1.6,1.6,1.0,1.4,1.25,0.8,164,3000,UVR2C100MPD,Uni-Polar,Radial Lead,Standard,80,MP,160 to 450,1600.0,Normal,1.19
160,22,4.71,10,16,-40,85,0.2,12.057,2000,1.6,1.6,1.0,1.4,1.25,0.8,241,1800,UVR2C220MPD,Uni-Polar,Radial Lead,Standard,155,MP,160 to 450,3520.0,Normal,1.77
160,33,2.01,10,20,-40,85,0.2,8.038,2000,2.0,2.0,1.0,1.57,1.35,0.75,311,1400,UVR2C330MPD,Uni-Polar,Radial Lead,Standard,205,MP,6.3 to 100,5280.0,Normal,2.34
160,33,3.14,10,20,-40,85,0.2,8.038,2000,1.6,1.6,1.0,1.4,1.25,0.8,311,1400,UVR2C330MPD,Uni-Polar,Radial Lead,Standard,205,MP,160 to 450,5280.0,Normal,2.34
160,47,1.411,12.5,20,-40,85,0.2,5.644,2000,2.0,2.0,1.0,1.57,1.35,0.75,401,1000,UVR2C470MHD,Uni-Polar,Radial Lead,Standard,270,MP,6.3 to 100,7520.0,Normal,3.43
160,47,2.205,12.5,20,-40,85,0.2,5.644,2000,1.6,1.6,1.0,1.4,1.25,0.8,401,1000,UVR2C470MHD,Uni-Polar,Radial Lead,Standard,270,MP,160 to 450,7520.0,Normal,3.43
160,100,1.179,12.5,25,-40,85,0.2,2.653,2000,1.5,1.5,1.0,1.34,1.23,0.8,740,800,UVR2C101MHD,Uni-Polar,Radial Lead,Standard,430,MP,6.3 to 100,16000.0,Normal,4.56
160,100,1.036,12.5,25,-40,85,0.2,2.653,2000,1.6,1.6,1.0,1.4,1.25,0.8,740,800,UVR2C101MHD,Uni-Polar,Radial Lead,Standard,430,MP,160 to 450,16000.0,Normal,4.56
160,220,0.536,16,35.5,-40,85,0.2,1.206,2000,1.5,1.5,1.0,1.34,1.23,0.8,1508,300,UVR2C221MHD,Uni-Polar,Radial Lead,Standard,800,MP,6.3 to 100,35200.0,Normal,11.8
160,220,0.471,16,35.5,-40,85,0.2,1.206,2000,1.6,1.6,1.0,1.4,1.25,0.8,1508,300,UVR2C221MHD,Uni-Polar,Radial Lead,Standard,800,MP,160 to 450,35200.0,Normal,11.8
160,330,0.357,18,40,-40,85,0.2,0.804,2000,1.5,1.5,1.0,1.34,1.23,0.8,2212,200,UVR2C331MHD,Uni-Polar,Radial Lead,Standard,940,MP,6.3 to 100,52800.0,Normal,17.7
160,330,0.608,18,40,-40,85,0.2,0.804,2000,1.15,1.15,1.0,1.13,1.1,0.9,2212,200,UVR2C331MHD,Uni-Polar,Radial Lead,Standard,940,MP,160 to 450,52800.0,Normal,17.7
160,330,0.357,22,30,-40,85,0.2,0.804,2000,1.5,1.5,1.0,1.34,1.23,0.8,2212,250,UVR2C331MRD6,Uni-Polar,Radial Lead,Standard,900,EOL,6.3 to 100,52800.0,Normal,16.6
160,330,0.608,22,30,-40,85,0.2,0.804,2000,1.15,1.15,1.0,1.13,1.1,0.9,2212,250,UVR2C331MRD6,Uni-Polar,Radial Lead,Standard,900,EOL,160 to 450,52800.0,Normal,16.6
160,470,0.251,22,40,-40,85,0.2,0.564,2000,1.5,1.5,1.0,1.34,1.23,0.8,3108,250,UVR2C471MRD,Uni-Polar,Radial Lead,Standard,1410,EOL,6.3 to 100,75200.0,Normal,23.8
160,470,0.251,25,30,-40,85,0.2,0.564,2000,1.5,1.5,1.0,1.34,1.23,0.8,3108,160,UVR2C471MRD6,Uni-Polar,Radial Lead,Standard,1290,EOL,6.3 to 100,75200.0,Normal,21.5
160,1000,0.221,25,50,-40,85,0.2,0.292,2000,1.15,1.15,1.0,1.13,1.1,0.85,6500,140,UVR2C102MRD,Uni-Polar,Radial Lead,Standard,1900,EOL,6.3 to 100,160000.0,Normal,38.8
200,0.47,564.38,6.3,11,-40,85,0.2,564.38,2000,,,,,,,49,4000,UVR2DR47MED,Uni-Polar,Radial Lead,Standard,15,EOL,,94.0,Normal,0.59
200,1,103.617,6.3,11,-40,85,0.2,265.258,2000,1.6,1.6,1.0,1.4,1.25,0.8,60,4000,UVR2D010MED,Uni-Polar,Radial Lead,Standard,22,EOL,160 to 450,200.0,Normal,0.59
200,2.2,47.098,6.3,11,-40,85,0.2,120.572,2000,1.6,1.6,1.0,1.4,1.25,0.8,84,4000,UVR2D2R2MED,Uni-Polar,Radial Lead,Standard,33,EOL,160 to 450,440.00000000000006,Normal,0.59
200,3.3,31.399,6.3,11,-40,85,0.2,80.381,2000,1.6,1.6,1.0,1.4,1.25,0.8,106,4000,UVR2D3R3MED,Uni-Polar,Radial Lead,Standard,40,EOL,160 to 450,660.0,Normal,0.59
200,4.7,22.046,8,11.5,-40,85,0.2,56.438,2000,1.6,1.6,1.0,1.4,1.25,0.8,134,3000,UVR2D4R7MPD,Uni-Polar,Radial Lead,Standard,55,MP,160 to 450,940.0,Normal,1.19
200,10,10.362,10,12.5,-40,85,0.2,26.526,2000,1.6,1.6,1.0,1.4,1.25,0.8,180,2000,UVR2D100MPD,Uni-Polar,Radial Lead,Standard,95,MP,160 to 450,2000.0,Normal,1.49
200,22,4.71,10,20,-40,85,0.2,12.057,2000,1.6,1.6,1.0,1.4,1.25,0.8,276,1400,UVR2D220MPD,Uni-Polar,Radial Lead,Standard,170,MP,160 to 450,4400.0,Normal,2.34
200,33,2.01,12.5,20,-40,85,0.2,8.038,2000,2.0,2.0,1.0,1.57,1.35,0.75,364,1000,UVR2D330MHD,Uni-Polar,Radial Lead,Standard,230,MP,6.3 to 100,6600.0,Normal,3.43
200,33,3.14,12.5,20,-40,85,0.2,8.038,2000,1.6,1.6,1.0,1.4,1.25,0.8,364,1000,UVR2D330MHD,Uni-Polar,Radial Lead,Standard,230,MP,160 to 450,6600.0,Normal,3.43
200,47,1.411,12.5,20,-40,85,0.2,5.644,2000,2.0,2.0,1.0,1.57,1.35,0.75,476,1000,UVR2D470MHD,Uni-Polar,Radial Lead,Standard,270,MP,6.3 to 100,9400.0,Normal,3.43
200,47,2.205,12.5,20,-40,85,0.2,5.644,2000,1.6,1.6,1.0,1.4,1.25,0.8,476,1000,UVR2D470MHD,Uni-Polar,Radial Lead,Standard,270,MP,160 to 450,9400.0,Normal,3.43
200,100,1.179,16,30.5,-40,85,0.2,2.653,2000,1.5,1.5,1.0,1.34,1.23,0.8,900,300,UVR2D101MHD,Uni-Polar,Radial Lead,Standard,530,MP,6.3 to 100,20000.0,Normal,9.6
200,100,1.036,16,30.5,-40,85,0.2,2.653,2000,1.6,1.6,1.0,1.4,1.25,0.8,900,300,UVR2D101MHD,Uni-Polar,Radial Lead,Standard,530,MP,160 to 450,20000.0,Normal,9.6
200,220,0.536,18,35.5,-40,85,0.2,1.206,2000,1.5,1.5,1.0,1.34,1.23,0.8,1860,250,UVR2D221MHD,Uni-Polar,Radial Lead,Standard,810,MP,6.3 to 100,44000.0,Normal,14.2
200,220,0.471,18,35.5,-40,85,0.2,1.206,2000,1.6,1.6,1.0,1.4,1.25,0.8,1860,250,UVR2D221MHD,Uni-Polar,Radial Lead,Standard,810,MP,160 to 450,44000.0,Normal,14.2
200,330,0.357,20,40,-40,85,0.2,0.804,2000,1.5,1.5,1.0,1.34,1.23,0.8,2740,150,UVR2D331MRD,Uni-Polar,Radial Lead,Standard,1130,EOL,6.3 to 100,66000.0,Normal,19.6
200,330,0.608,20,40,-40,85,0.2,0.804,2000,1.15,1.15,1.0,1.13,1.1,0.9,2740,150,UVR2D331MRD,Uni-Polar,Radial Lead,Standard,1130,EOL,160 to 450,66000.0,Normal,19.6
200,330,0.357,25,30,-40,85,0.2,0.804,2000,1.5,1.5,1.0,1.34,1.23,0.8,2740,160,UVR2D331MRD6,Uni-Polar,Radial Lead,Standard,1090,EOL,6.3 to 100,66000.0,Normal,21.5
200,330,0.608,25,30,-40,85,0.2,0.804,2000,1.15,1.15,1.0,1.13,1.1,0.9,2740,160,UVR2D331MRD6,Uni-Polar,Radial Lead,Standard,1090,EOL,160 to 450,66000.0,Normal,21.5
200,470,0.251,22,50,-40,85,0.2,0.564,2000,1.5,1.5,1.0,1.34,1.23,0.8,3860,250,UVR2D471MRD,Uni-Polar,Radial Lead,Standard,1490,EOL,6.3 to 100,94000.0,Normal,27.4
200,470,0.251,25,40,-40,85,0.2,0.564,2000,1.5,1.5,1.0,1.34,1.23,0.8,3860,180,UVR2D471MRD6,Uni-Polar,Radial Lead,Standard,1550,EOL,6.3 to 100,94000.0,Normal,27.4
250,0.47,564.38,6.3,11,-40,85,0.2,564.38,2000,,,,,,,52,4000,UVR2ER47MED,Uni-Polar,Radial Lead,Standard,15,EOL,,117.5,Normal,0.59
250,1,103.617,6.3,11,-40,85,0.2,265.258,2000,1.6,1.6,1.0,1.4,1.25,0.8,65,4000,UVR2E010MED,Uni-Polar,Radial Lead,Standard,22,EOL,160 to 450,250.0,Normal,0.59
250,2.2,47.098,6.3,11,-40,85,0.2,120.572,2000,1.6,1.6,1.0,1.4,1.25,0.8,95,4000,UVR2E2R2MED,Uni-Polar,Radial Lead,Standard,33,EOL,160 to 450,550.0,Normal,0.59
250,3.3,31.399,8,11.5,-40,85,0.2,80.381,2000,1.6,1.6,1.0,1.4,1.25,0.8,123,3000,UVR2E3R3MPD,Uni-Polar,Radial Lead,Standard,46,MP,160 to 450,825.0,Normal,1.19
250,4.7,22.046,8,11.5,-40,85,0.2,56.438,2000,1.6,1.6,1.0,1.4,1.25,0.8,147,3000,UVR2E4R7MPD,Uni-Polar,Radial Lead,Standard,55,MP,160 to 450,1175.0,Normal,1.19
