Voltage,Capacitance,ESR 20°C@120Hz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current,Status,Vibration resistant,Weight (g)
6.3,22,16.88,5,11,-55,105,0.28,1000,4,6000,UVZ0J220MDD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,45,EOL,Normal,0.44
6.3,33,11.253,5,11,-55,105,0.28,1000,6,6000,UVZ0J330MDD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,55,EOL,Normal,0.44
6.3,47,7.901,5,11,-55,105,0.28,1000,9,6000,UVZ0J470MDD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,65,EOL,Normal,0.44
6.3,100,3.714,5,11,-55,105,0.28,1000,19,6000,UVZ0J101MDD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,95,EOL,Normal,0.44
6.3,220,1.688,5,11,-55,105,0.28,1000,42,6000,UVZ0J221MDD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,145,EOL,Normal,0.44
6.3,330,1.125,6.3,11,-55,105,0.28,1000,62,4000,UVZ0J331MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,195,EOL,Normal,0.59
6.3,470,0.79,6.3,11,-55,105,0.28,1000,89,4000,UVZ0J471MED,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,230,EOL,Normal,0.59
6.3,1000,0.371,8,11.5,-55,105,0.28,1000,189,3000,UVZ0J102MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,390,MP,Normal,1.19
6.3,2200,0.181,10,20,-55,105,0.3,2000,416,1400,UVZ0J222MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,710,MP,Normal,2.34
6.3,3300,0.129,10,20,-55,105,0.32,2000,624,1400,UVZ0J332MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,840,MP,Normal,2.34
6.3,4700,0.096,12.5,20,-55,105,0.34,2000,888,1000,UVZ0J472MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,1090,MP,Normal,3.43
6.3,6800,0.074,12.5,25,-55,105,0.38,2000,1285,800,UVZ0J682MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,1350,MP,Normal,4.56
6.3,10000,0.061,16,25,-55,105,0.46,2000,1890,400,UVZ0J103MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,1650,MP,Normal,8.2
6.3,15000,0.05,16,35.5,-55,105,0.56,2000,2835,300,UVZ0J153MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,2010,MP,Normal,11.8
