Voltage,Capacitance,ESR 20°C@120Hz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 85°C@120Hz,Status,Vibration resistant,Weight (g)
35,33,4.823,6.3,11,-40,85,0.12,1000,12,4000,UFG1V330MEM,Uni-Polar,Radial Lead,Hi-Grade For Audio,75,EOL,Normal,0.59
35,47,3.386,8,11.5,-40,85,0.12,1000,16,3000,UFG1V470MPM,Uni-Polar,Radial Lead,Hi-Grade For Audio,101,EOL,Normal,1.19
35,100,1.592,10,12.5,-40,85,0.12,1000,35,2000,UFG1V101MPM,Uni-Polar,Radial Lead,Hi-Grade For Audio,176,EOL,Normal,1.49
35,220,0.723,10,20,-40,85,0.12,1000,77,1400,UFG1V221MPM,Uni-Polar,Radial Lead,Hi-Grade For Audio,320,EOL,Normal,2.34
35,330,0.482,12.5,20,-40,85,0.12,1000,116,1000,UFG1V331MHM,Uni-Polar,Radial Lead,Hi-Grade For Audio,446,EOL,Normal,3.43
35,470,0.339,12.5,25,-40,85,0.12,1000,165,800,UFG1V471MHM,Uni-Polar,Radial Lead,Hi-Grade For Audio,590,EOL,Normal,4.56
35,1000,0.159,16,25,-40,85,0.12,1000,350,400,UFG1V102MHM,Uni-Polar,Radial Lead,Hi-Grade For Audio,1060,EOL,Normal,8.2
35,2200,0.084,18,35.5,-40,85,0.14,1000,770,250,UFG1V222MHM,Uni-Polar,Radial Lead,Hi-Grade For Audio,1840,EOL,Normal,14.2
50,1,132.629,5,11,-40,85,0.1,1000,3,6000,UFG1H010MDM,Uni-Polar,Radial Lead,Hi-Grade For Audio,9,EOL,Normal,0.44
50,2.2,60.286,5,11,-40,85,0.1,1000,3,6000,UFG1H2R2MDM,Uni-Polar,Radial Lead,Hi-Grade For Audio,18,EOL,Normal,0.44
50,3.3,40.191,5,11,-40,85,0.1,1000,3,6000,UFG1H3R3MDM,Uni-Polar,Radial Lead,Hi-Grade For Audio,22,EOL,Normal,0.44
50,4.7,28.219,5,11,-40,85,0.1,1000,3,6000,UFG1H4R7MDM,Uni-Polar,Radial Lead,Hi-Grade For Audio,27,EOL,Normal,0.44
50,10,13.263,5,11,-40,85,0.1,1000,5,6000,UFG1H100MDM,Uni-Polar,Radial Lead,Hi-Grade For Audio,39,EOL,Normal,0.44
50,22,6.029,6.3,11,-40,85,0.1,1000,11,4000,UFG1H220MEM,Uni-Polar,Radial Lead,Hi-Grade For Audio,65,EOL,Normal,0.59
50,33,4.019,8,11.5,-40,85,0.1,1000,17,3000,UFG1H330MPM,Uni-Polar,Radial Lead,Hi-Grade For Audio,93,EOL,Normal,1.19
50,47,2.822,8,11.5,-40,85,0.1,1000,24,3000,UFG1H470MPM,Uni-Polar,Radial Lead,Hi-Grade For Audio,111,EOL,Normal,1.19
50,100,1.326,10,16,-40,85,0.1,1000,50,1800,UFG1H101MPM,Uni-Polar,Radial Lead,Hi-Grade For Audio,215,EOL,Normal,1.77
50,220,0.603,12.5,20,-40,85,0.1,1000,110,1000,UFG1H221MHM,Uni-Polar,Radial Lead,Hi-Grade For Audio,390,EOL,Normal,3.43
50,330,0.402,12.5,20,-40,85,0.1,1000,165,1000,UFG1H331MHM,Uni-Polar,Radial Lead,Hi-Grade For Audio,488,EOL,Normal,3.43
50,470,0.282,16,25,-40,85,0.1,1000,235,400,UFG1H471MHM,Uni-Polar,Radial Lead,Hi-Grade For Audio,650,EOL,Normal,8.2
50,1000,0.133,16,30.5,-40,85,0.1,1000,500,300,UFG1H102MHM,Uni-Polar,Radial Lead,Hi-Grade For Audio,1143,EOL,Normal,9.6
63,10,11.937,6.3,11,-40,85,0.09,1000,6,4000,UFG1J100MEM,Uni-Polar,Radial Lead,Hi-Grade For Audio,50,EOL,Normal,0.59
63,22,5.426,8,11.5,-40,85,0.09,1000,14,3000,UFG1J220MPM,Uni-Polar,Radial Lead,Hi-Grade For Audio,85,EOL,Normal,1.19
63,33,3.617,8,11.5,-40,85,0.09,1000,21,3000,UFG1J330MPM,Uni-Polar,Radial Lead,Hi-Grade For Audio,105,EOL,Normal,1.19
63,47,2.54,10,12.5,-40,85,0.09,1000,30,2000,UFG1J470MPM,Uni-Polar,Radial Lead,Hi-Grade For Audio,140,EOL,Normal,1.49
63,100,1.194,10,20,-40,85,0.09,1000,63,1400,UFG1J101MPM,Uni-Polar,Radial Lead,Hi-Grade For Audio,255,EOL,Normal,2.34
63,220,0.543,12.5,20,-40,85,0.09,1000,139,1000,UFG1J221MHM,Uni-Polar,Radial Lead,Hi-Grade For Audio,420,EOL,Normal,3.43
63,330,0.362,12.5,25,-40,85,0.09,1000,208,800,UFG1J331MHM,Uni-Polar,Radial Lead,Hi-Grade For Audio,541,EOL,Normal,4.56
63,470,0.254,16,25,-40,85,0.09,1000,296,400,UFG1J471MHM,Uni-Polar,Radial Lead,Hi-Grade For Audio,840,EOL,Normal,8.2
63,1000,0.119,18,35.5,-40,85,0.09,1000,630,250,UFG1J102MHM,Uni-Polar,Radial Lead,Hi-Grade For Audio,1400,EOL,Normal,14.2
80,10,11.937,6.3,11,-40,85,0.09,1000,8,4000,UFG1K100MEM,Uni-Polar,Radial Lead,Hi-Grade For Audio,55,EOL,Normal,0.59
80,22,5.426,8,11.5,-40,85,0.09,1000,18,3000,UFG1K220MPM,Uni-Polar,Radial Lead,Hi-Grade For Audio,100,EOL,Normal,1.19
80,33,3.617,10,12.5,-40,85,0.09,1000,26,2000,UFG1K330MPM,Uni-Polar,Radial Lead,Hi-Grade For Audio,130,EOL,Normal,1.49
80,47,2.54,10,16,-40,85,0.09,1000,38,1800,UFG1K470MPM,Uni-Polar,Radial Lead,Hi-Grade For Audio,170,EOL,Normal,1.77
80,100,1.194,12.5,20,-40,85,0.09,1000,80,1000,UFG1K101MHM,Uni-Polar,Radial Lead,Hi-Grade For Audio,270,EOL,Normal,3.43
80,220,0.543,12.5,25,-40,85,0.09,1000,176,800,UFG1K221MHM,Uni-Polar,Radial Lead,Hi-Grade For Audio,490,EOL,Normal,4.56
80,330,0.362,16,30.5,-40,85,0.09,1000,264,300,UFG1K331MHM,Uni-Polar,Radial Lead,Hi-Grade For Audio,650,EOL,Normal,9.6
80,470,0.254,16,35.5,-40,85,0.09,1000,376,300,UFG1K471MHM,Uni-Polar,Radial Lead,Hi-Grade For Audio,920,EOL,Normal,11.8
100,1,106.103,5,11,-40,85,0.08,1000,3,6000,UFG2A010MDM,Uni-Polar,Radial Lead,Hi-Grade For Audio,15,EOL,Normal,0.44
100,2.2,48.229,5,11,-40,85,0.08,1000,3,6000,UFG2A2R2MDM,Uni-Polar,Radial Lead,Hi-Grade For Audio,22,EOL,Normal,0.44
100,3.3,32.153,5,11,-40,85,0.08,1000,3,6000,UFG2A3R3MDM,Uni-Polar,Radial Lead,Hi-Grade For Audio,27,EOL,Normal,0.44
100,4.7,22.575,5,11,-40,85,0.08,1000,5,6000,UFG2A4R7MDM,Uni-Polar,Radial Lead,Hi-Grade For Audio,36,EOL,Normal,0.44
100,10,10.61,8,11.5,-40,85,0.08,1000,10,3000,UFG2A100MPM,Uni-Polar,Radial Lead,Hi-Grade For Audio,65,EOL,Normal,1.19
100,22,4.823,10,12.5,-40,85,0.08,1000,22,2000,UFG2A220MPM,Uni-Polar,Radial Lead,Hi-Grade For Audio,110,EOL,Normal,1.49
100,33,3.215,10,16,-40,85,0.08,1000,33,1800,UFG2A330MPM,Uni-Polar,Radial Lead,Hi-Grade For Audio,150,EOL,Normal,1.77
100,47,2.258,10,20,-40,85,0.08,1000,47,1400,UFG2A470MPM,Uni-Polar,Radial Lead,Hi-Grade For Audio,190,EOL,Normal,2.34
100,100,1.061,12.5,20,-40,85,0.08,1000,100,1000,UFG2A101MHM,Uni-Polar,Radial Lead,Hi-Grade For Audio,300,EOL,Normal,3.43
100,220,0.482,16,25,-40,85,0.08,1000,220,400,UFG2A221MHM,Uni-Polar,Radial Lead,Hi-Grade For Audio,549,EOL,Normal,8.2
100,330,0.322,16,30.5,-40,85,0.08,1000,330,300,UFG2A331MHM,Uni-Polar,Radial Lead,Hi-Grade For Audio,734,EOL,Normal,9.6
100,470,0.226,18,35.5,-40,85,0.08,1000,470,250,UFG2A471MHM,Uni-Polar,Radial Lead,Hi-Grade For Audio,980,EOL,Normal,14.2
