Voltage,Capacitance,ESR 20°C@120Hz,Case Size Diameter,Case Size Length,Dissipation Factor,Part Number,Ripple Current 105°C@120Hz
350,270,1.179,16,50,0.24,EKXN351E□□271ML50S,1430
350,270,1.179,18,45,0.24,EKXN351E□□271MM45S,1450
350,330,0.965,18,50,0.24,EKXN351E□□331MM50S,1600
400,15,21.221,10,16,0.24,EKXN401E□□150MJ16S,185
400,22,14.469,10,20,0.24,EKXN401E□□220MJ20S,245
400,27,11.789,10,25,0.24,EKXN401E□□270MJ25S,295
400,27,11.789,12.5,16,0.24,EKXN401E□□270MK16S,285
400,39,8.162,10,30,0.24,EKXN401E□□390MJ30S,385
400,39,8.162,12.5,20,0.24,EKXN401E□□390MK20S,380
400,47,6.773,10,35,0.24,EKXN401E□□470MJ35S,445
400,47,6.773,16,16,0.24,EKXN401E□□470ML16S,435
400,56,5.684,10,40,0.24,EKXN401E□□560MJ40S,505
400,56,5.684,10,45,0.24,EKXN401E□□560MJ45S,530
400,56,5.684,12.5,25,0.24,EKXN401E□□560MK25S,500
400,56,5.684,18,16,0.24,EKXN401E□□560MM16S,500
400,68,4.681,10,50,0.24,EKXN401E□□680MJ50S,600
400,68,4.681,12.5,30,0.24,EKXN401E□□680MK30S,585
400,68,4.681,16,20,0.24,EKXN401E□□680ML20S,560
400,82,3.882,12.5,35,0.24,EKXN401E□□820MK35S,675
400,82,3.882,18,20,0.24,EKXN401E□□820MM20S,645
400,100,3.183,12.5,40,0.24,EKXN401E□□101MK40S,775
400,100,3.183,12.5,45,0.24,EKXN401E□□101MK45S,805
400,100,3.183,16,25,0.24,EKXN401E□□101ML25S,740
400,120,2.653,12.5,50,0.24,EKXN401E□□121MK50S,905
400,120,2.653,16,30,0.24,EKXN401E□□121ML30S,870
400,120,2.653,18,25,0.24,EKXN401E□□121MM25S,830
400,150,2.122,16,35,0.24,EKXN401E□□151ML35S,995
400,150,2.122,16,40,0.24,EKXN401E□□151ML40S,1030
400,150,2.122,18,30,0.24,EKXN401E□□151MM30S,995
400,180,1.768,16,45,0.24,EKXN401E□□181ML45S,1140
400,180,1.768,18,35,0.24,EKXN401E□□181MM35S,1130
400,220,1.447,16,50,0.24,EKXN401E□□221ML50S,1290
400,220,1.447,18,40,0.24,EKXN401E□□221MM40S,1280
400,220,1.447,18,45,0.24,EKXN401E□□221MM45S,1310
400,270,1.179,18,50,0.24,EKXN401E□□271MM50S,1450
420,15,21.221,10,16,0.24,EKXN421E□□150MJ16S,185
420,22,14.469,10,20,0.24,EKXN421E□□220MJ20S,245
420,27,11.789,10,25,0.24,EKXN421E□□270MJ25S,295
420,27,11.789,12.5,16,0.24,EKXN421E□□270MK16S,285
420,33,9.646,10,30,0.24,EKXN421E□□330MJ30S,350
420,39,8.162,10,35,0.24,EKXN421E□□390MJ35S,405
420,39,8.162,12.5,20,0.24,EKXN421E□□390MK20S,380
420,39,8.162,16,16,0.24,EKXN421E□□390ML16S,400
420,47,6.773,10,40,0.24,EKXN421E□□470MJ40S,465
420,56,5.684,10,45,0.24,EKXN421E□□560MJ45S,530
420,56,5.684,10,50,0.24,EKXN421E□□560MJ50S,545
420,56,5.684,12.5,25,0.24,EKXN421E□□560MK25S,500
420,56,5.684,18,16,0.24,EKXN421E□□560MM16S,500
420,68,4.681,12.5,30,0.24,EKXN421E□□680MK30S,585
420,68,4.681,16,20,0.24,EKXN421E□□680ML20S,560
420,82,3.882,12.5,35,0.24,EKXN421E□□820MK35S,675
420,82,3.882,12.5,40,0.24,EKXN421E□□820MK40S,705
420,82,3.882,16,25,0.24,EKXN421E□□820ML25S,670
420,82,3.882,18,20,0.24,EKXN421E□□820MM20S,645
420,100,3.183,12.5,45,0.24,EKXN421E□□101MK45S,805
420,100,3.183,16,30,0.24,EKXN421E□□101ML30S,795
420,120,2.653,12.5,50,0.24,EKXN421E□□121MK50S,905
420,120,2.653,16,35,0.24,EKXN421E□□121ML35S,890
420,120,2.653,18,25,0.24,EKXN421E□□121MM25S,830
420,150,2.122,16,40,0.24,EKXN421E□□151ML40S,1030
420,150,2.122,18,30,0.24,EKXN421E□□151MM30S,995
420,180,1.768,16,45,0.24,EKXN421E□□181ML45S,1140
420,180,1.768,16,50,0.24,EKXN421E□□181ML50S,1160
420,180,1.768,18,35,0.24,EKXN421E□□181MM35S,1130
420,180,1.768,18,40,0.24,EKXN421E□□181MM40S,1160
420,220,1.447,18,45,0.24,EKXN421E□□221MM45S,1310
420,270,1.179,18,50,0.24,EKXN421E□□271MM50S,1450
450,15,21.221,10,16,0.24,EKXN451E□□150MJ16S,185
450,18,17.684,10,20,0.24,EKXN451E□□180MJ20S,220
450,22,14.469,12.5,16,0.24,EKXN451E□□220MK16S,255
450,27,11.789,10,25,0.24,EKXN451E□□270MJ25S,295
450,33,9.646,10,30,0.24,EKXN451E□□330MJ30S,360
450,33,9.646,12.5,20,0.24,EKXN451E□□330MK20S,350
450,39,8.162,10,35,0.24,EKXN451E□□390MJ35S,410
450,39,8.162,16,16,0.24,EKXN451E□□390ML16S,400
450,47,6.773,10,40,0.24,EKXN451E□□470MJ40S,465
450,47,6.773,10,45,0.24,EKXN451E□□470MJ45S,485
450,47,6.773,12.5,25,0.24,EKXN451E□□470MK25S,455
450,47,6.773,18,16,0.24,EKXN451E□□470MM16S,455
450,56,5.684,10,50,0.24,EKXN451E□□560MJ50S,545
450,56,5.684,12.5,30,0.24,EKXN451E□□560MK30S,530
450,56,5.684,16,20,0.24,EKXN451E□□560ML20S,510
450,68,4.681,12.5,35,0.24,EKXN451E□□680MK35S,615
450,82,3.882,12.5,40,0.24,EKXN451E□□820MK40S,705
450,82,3.882,12.5,45,0.24,EKXN451E□□820MK45S,725
450,82,3.882,16,25,0.24,EKXN451E□□820ML25S,670
450,82,3.882,18,20,0.24,EKXN451E□□820MM20S,645
450,100,3.183,12.5,50,0.24,EKXN451E□□101MK50S,825
450,100,3.183,16,30,0.24,EKXN451E□□101ML30S,795
450,100,3.183,18,25,0.24,EKXN451E□□101MM25S,760
450,120,2.653,16,35,0.24,EKXN451E□□121ML35S,890
450,120,2.653,16,40,0.24,EKXN451E□□121ML40S,920
450,120,2.653,18,30,0.24,EKXN451E□□121MM30S,890
450,150,2.122,16,45,0.24,EKXN451E□□151ML45S,1040
450,150,2.122,18,35,0.24,EKXN451E□□151MM35S,1030
450,180,1.768,16,50,0.24,EKXN451E□□181ML50S,1160
450,180,1.768,18,40,0.24,EKXN451E□□181MM40S,1160
450,180,1.768,18,45,0.24,EKXN451E□□181MM45S,1180
450,220,1.447,18,50,0.24,EKXN451E□□221MM50S,1310
