Voltage,Capacitance,ESR 20°C@120Hz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@120Hz,Status,Vibration resistant,Weight (g)
350,100,3.183,18,25,-40,105,0.24,12000,1500,300,UCY2V101MHD3,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,790,MP,Normal,10.6
350,120,2.653,16,35.5,-40,105,0.24,12000,1780,300,UCY2V121MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,925,MP,Normal,11.8
350,120,2.653,18,30.5,-40,105,0.24,12000,1780,300,UCY2V121MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,940,MP,Normal,13.1
350,150,2.122,16,40,-40,105,0.24,12000,2200,300,UCY2V151MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1000,MP,Normal,14.1
350,150,2.122,18,35.5,-40,105,0.24,12000,2200,250,UCY2V151MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1080,MP,Normal,14.2
350,180,1.768,18,40,-40,105,0.24,12000,2620,200,UCY2V181MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1205,MP,Normal,17.7
350,220,1.447,18,46,-40,105,0.24,12000,3180,200,UCY2V221MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1300,MP,Normal,20.9
400,6.8,46.81,10,16,-40,105,0.24,10000,209,1800,UCY2G6R8MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,140,MP,Normal,1.77
400,10,31.831,10,16,-40,105,0.24,10000,260,1800,UCY2G100MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,150,MP,Normal,1.77
400,12,26.526,10,20,-40,105,0.24,10000,292,1400,UCY2G120MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,175,MP,Normal,2.34
400,15,21.221,10,20,-40,105,0.24,10000,340,1400,UCY2G150MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,180,MP,Normal,2.34
400,18,17.684,10,25,-40,105,0.24,12000,388,1200,UCY2G180MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,235,MP,Normal,3.07
400,22,14.469,10,30.5,-40,105,0.24,12000,452,1000,UCY2G220MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,275,MP,Normal,3.21
400,27,11.789,12.5,20,-40,105,0.24,10000,532,1000,UCY2G270MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,360,MP,Normal,3.43
400,33,9.646,12.5,25,-40,105,0.24,12000,628,800,UCY2G330MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,385,MP,Normal,4.56
400,33,9.646,16,20,-40,105,0.24,10000,628,600,UCY2G330MHD3,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,450,MP,Normal,6.6
400,39,8.162,12.5,25,-40,105,0.24,12000,724,800,UCY2G390MHD9,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,385,MP,Normal,4.56
400,39,8.162,12.5,30.5,-40,105,0.24,12000,724,600,UCY2G390MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,465,MP,Normal,6.01
400,47,6.773,12.5,30.5,-40,105,0.24,12000,852,600,UCY2G470MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,510,MP,Normal,6.01
400,47,6.773,16,20,-40,105,0.24,10000,852,600,UCY2G470MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,520,MP,Normal,6.6
