Voltage,Capacitance,ESR 20°C@120Hz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current,Status,Vibration resistant,Weight (g)
200,33,6.029,10,20,-40,105,0.15,2000,364,1400,UAS2D330MPD,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,160,MP,Normal,2.34
200,47,4.233,10,25,-40,105,0.15,2000,476,1200,UAS2D470MPD,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,195,MP,Normal,3.07
200,47,4.233,12.5,20,-40,105,0.15,2000,476,1000,UAS2D470MHD6,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,195,MP,Normal,3.43
200,56,3.553,12.5,20,-40,105,0.15,2000,548,1000,UAS2D560MHD,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,210,MP,Normal,3.43
200,68,2.926,12.5,25,-40,105,0.15,2000,644,800,UAS2D680MHD,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,320,MP,Normal,4.56
200,82,2.426,12.5,25,-40,105,0.15,2000,756,800,UAS2D820MHD,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,360,MP,Normal,4.56
200,100,1.989,12.5,30.5,-40,105,0.15,2000,900,600,UAS2D101MHD,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,430,MP,Normal,6.01
200,100,1.989,16,20,-40,105,0.15,2000,900,600,UAS2D101MHD6,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,430,MP,Normal,6.6
200,150,1.326,16,25,-40,105,0.15,2000,1300,400,UAS2D151MHD,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,460,MP,Normal,8.2
200,150,1.326,18,20,-40,105,0.15,2000,1300,400,UAS2D151MHD6,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,460,MP,Normal,9.0
200,180,1.105,16,30.5,-40,105,0.15,2000,1540,300,UAS2D181MHD,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,600,MP,Normal,9.6
200,180,1.105,18,25,-40,105,0.15,2000,1540,300,UAS2D181MHD6,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,600,MP,Normal,10.6
200,220,0.904,18,30.5,-40,105,0.15,2000,1860,300,UAS2D221MHD,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,710,MP,Normal,13.1
200,270,0.737,18,35.5,-40,105,0.15,2000,2260,250,UAS2D271MHD,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,890,MP,Normal,14.2
200,330,0.603,18,40,-40,105,0.15,2000,2740,200,UAS2D331MHD,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,910,MP,Normal,17.7
400,22,9.043,12.5,20,-40,105,0.15,2000,452,1000,UAS2G220MHD,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,165,MP,Normal,3.43
400,27,7.368,12.5,25,-40,105,0.15,2000,532,800,UAS2G270MHD,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,200,MP,Normal,4.56
400,33,6.029,16,20,-40,105,0.15,2000,628,600,UAS2G330MHD,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,225,MP,Normal,6.6
400,39,5.101,16,25,-40,105,0.15,2000,724,400,UAS2G390MHD,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,255,MP,Normal,8.2
400,39,5.101,18,20,-40,105,0.15,2000,724,400,UAS2G390MHD6,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,255,MP,Normal,9.0
400,47,4.233,16,25,-40,105,0.15,2000,852,400,UAS2G470MHD,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,290,MP,Normal,8.2
400,47,4.233,18,20,-40,105,0.15,2000,852,400,UAS2G470MHD6,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,280,MP,Normal,9.0
400,56,3.553,16,30.5,-40,105,0.15,2000,996,300,UAS2G560MHD,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,340,MP,Normal,9.6
400,56,3.553,18,25,-40,105,0.15,2000,996,300,UAS2G560MHD6,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,320,MP,Normal,10.6
400,68,2.926,16,35.5,-40,105,0.15,2000,1188,300,UAS2G680MHD,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,385,MP,Normal,11.8
400,68,2.926,18,25,-40,105,0.15,2000,1188,300,UAS2G680MHD6,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,360,MP,Normal,10.6
400,82,2.426,16,40,-40,105,0.15,2000,1412,300,UAS2G820MHD,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,435,MP,Normal,14.1
400,82,2.426,18,30.5,-40,105,0.15,2000,1412,300,UAS2G820MHD6,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,430,MP,Normal,13.1
400,100,1.989,18,35.5,-40,105,0.15,2000,1700,250,UAS2G101MHD,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,490,MP,Normal,14.2
400,120,1.658,18,40,-40,105,0.15,2000,2020,200,UAS2G121MHD,Uni-Polar,Radial Lead,Miniature sized Permissible Abnormal Volt.,540,MP,Normal,17.7
