Voltage,Capacitance,ESR 20°C@120Hz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current,Status,Vibration resistant,Weight (g)
160,10,26.526,10,16,-40,105,0.2,8000,164,1800,UCS2C100MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,320,MP,Normal,1.77
160,22,12.057,10,20,-40,105,0.2,8000,241,1400,UCS2C220MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,500,MP,Normal,2.34
160,33,8.038,10,20,-40,105,0.2,8000,311,1400,UCS2C330MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,650,MP,Normal,2.34
160,47,5.644,10,20,-40,105,0.2,8000,401,1400,UCS2C470MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,750,MP,Normal,2.34
160,68,3.901,12.5,20,-40,105,0.2,10000,535,1000,UCS2C680MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1180,MP,Normal,3.43
160,82,3.235,12.5,20,-40,105,0.2,10000,625,1000,UCS2C820MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1275,MP,Normal,3.43
160,100,2.653,12.5,25,-40,105,0.2,10000,740,800,UCS2C101MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1420,MP,Normal,4.56
160,100,2.653,16,20,-40,105,0.2,10000,740,600,UCS2C101MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1420,MP,Normal,6.6
160,150,1.768,16,20,-40,105,0.2,10000,1060,600,UCS2C151MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1890,MP,Normal,6.6
160,220,1.206,16,25,-40,105,0.2,10000,1508,400,UCS2C221MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,2370,MP,Normal,8.2
160,330,0.804,18,30.5,-40,105,0.2,10000,2212,300,UCS2C331MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,3130,MP,Normal,13.1
200,10,26.526,10,16,-40,105,0.2,8000,180,1800,UCS2D100MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,320,MP,Normal,1.77
200,22,12.057,10,20,-40,105,0.2,8000,276,1400,UCS2D220MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,500,MP,Normal,2.34
200,33,8.038,10,20,-40,105,0.2,8000,364,1400,UCS2D330MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,650,MP,Normal,2.34
200,47,5.644,12.5,20,-40,105,0.2,10000,476,1000,UCS2D470MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,980,MP,Normal,3.43
200,68,3.901,12.5,20,-40,105,0.2,10000,644,1000,UCS2D680MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1300,MP,Normal,3.43
200,82,3.235,16,20,-40,105,0.2,10000,756,600,UCS2D820MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1380,MP,Normal,6.6
200,100,2.653,10,40,-40,105,0.2,10000,900,500,UCS2D101MND9,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1260,LTB,Normal,5.24
200,100,2.653,16,20,-40,105,0.2,10000,900,600,UCS2D101MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1420,MP,Normal,6.6
200,120,2.21,10,40,-40,105,0.2,10000,1060,500,UCS2D121MND9,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1360,LTB,Normal,5.24
200,150,1.768,10,50,-40,105,0.2,10000,1300,300,UCS2D151MND9,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1660,LTB,Normal,6.45
200,150,1.768,16,25,-40,105,0.2,10000,1300,400,UCS2D151MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1890,MP,Normal,8.2
200,220,1.206,18,25,-40,105,0.2,10000,1860,300,UCS2D221MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,2365,MP,Normal,10.6
200,270,0.982,12.5,50,-40,105,0.2,10000,2260,400,UCS2D271MNY9,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,2530,LTB,Normal,10.4
200,330,0.804,18,35.5,-40,105,0.2,10000,2740,250,UCS2D331MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,3220,MP,Normal,14.2
250,10,26.526,10,20,-40,105,0.2,8000,200,1400,UCS2E100MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,350,MP,Normal,2.34
250,22,12.057,10,20,-40,105,0.2,8000,320,1400,UCS2E220MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,500,MP,Normal,2.34
250,33,8.038,12.5,20,-40,105,0.2,10000,430,1000,UCS2E330MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,800,MP,Normal,3.43
250,47,5.644,12.5,20,-40,105,0.2,10000,570,1000,UCS2E470MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,980,MP,Normal,3.43
250,68,3.901,16,20,-40,105,0.2,10000,780,600,UCS2E680MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1300,MP,Normal,6.6
250,82,3.235,10,40,-40,105,0.2,10000,920,500,UCS2E820MND9,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1220,LTB,Normal,5.24
250,82,3.235,16,20,-40,105,0.2,10000,920,600,UCS2E820MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1380,MP,Normal,6.6
250,100,2.653,10,50,-40,105,0.2,10000,1100,300,UCS2E101MND9,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1360,LTB,Normal,6.45
250,100,2.653,16,25,-40,105,0.2,10000,1100,400,UCS2E101MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1530,MP,Normal,8.2
250,150,1.768,18,25,-40,105,0.2,10000,1600,300,UCS2E151MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1940,MP,Normal,10.6
250,180,1.474,12.5,50,-40,105,0.2,10000,1900,400,UCS2E181MNY9,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,2070,LTB,Normal,10.4
250,220,1.206,18,30.5,-40,105,0.2,10000,2300,300,UCS2E221MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,3130,MP,Normal,13.1
350,6.8,46.81,10,16,-40,105,0.24,8000,195,1800,UCS2V6R8MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,280,MP,Normal,1.77
350,10,31.831,10,20,-40,105,0.24,8000,240,1400,UCS2V100MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,350,MP,Normal,2.34
350,22,14.469,12.5,20,-40,105,0.24,10000,408,1000,UCS2V220MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,650,MP,Normal,3.43
350,33,9.646,16,20,-40,105,0.24,10000,562,600,UCS2V330MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,900,MP,Normal,6.6
350,47,6.773,16,20,-40,105,0.24,10000,758,600,UCS2V470MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1080,MP,Normal,6.6
350,68,4.681,16,25,-40,105,0.24,10000,1052,400,UCS2V680MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1400,MP,Normal,8.2
350,68,4.681,18,20,-40,105,0.24,10000,1052,400,UCS2V680MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1375,MP,Normal,9.0
350,82,3.882,18,25,-40,105,0.24,10000,1248,300,UCS2V820MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1530,MP,Normal,10.6
350,100,3.183,18,25,-40,105,0.24,10000,1500,300,UCS2V101MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1575,MP,Normal,10.6
400,6.8,46.81,10,16,-40,105,0.24,8000,209,1800,UCS2G6R8MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,280,MP,Normal,1.77
400,10,31.831,10,20,-40,105,0.24,8000,260,1400,UCS2G100MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,350,MP,Normal,2.34
400,15,21.221,12.5,20,-40,105,0.24,10000,340,1000,UCS2G150MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,550,MP,Normal,3.43
400,22,14.469,12.5,20,-40,105,0.24,10000,452,1000,UCS2G220MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,760,MP,Normal,3.43
400,33,9.646,16,20,-40,105,0.24,10000,628,600,UCS2G330MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,900,MP,Normal,6.6
400,39,8.162,10,40,-40,105,0.24,10000,724,500,UCS2G390MND9,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,800,LTB,Normal,5.24
400,47,6.773,16,25,-40,105,0.24,10000,852,400,UCS2G470MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1180,MP,Normal,8.2
400,47,6.773,18,20,-40,105,0.24,10000,852,400,UCS2G470MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1180,MP,Normal,9.0
400,56,5.684,10,50,-40,105,0.24,10000,996,300,UCS2G560MND9,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1040,LTB,Normal,6.45
400,68,4.681,18,25,-40,105,0.24,10000,1188,300,UCS2G680MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1470,MP,Normal,10.6
400,82,3.882,12.5,50,-40,105,0.24,10000,1412,400,UCS2G820MNY9,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1400,LTB,Normal,10.4
400,82,3.882,18,25,-40,105,0.24,10000,1412,300,UCS2G820MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1525,MP,Normal,10.6
450,6.8,46.81,10,20,-40,105,0.24,8000,222,1400,UCS2W6R8MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,280,MP,Normal,2.34
450,10,31.831,12.5,20,-40,105,0.24,10000,280,1000,UCS2W100MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,450,MP,Normal,3.43
450,15,21.221,12.5,25,-40,105,0.24,10000,370,800,UCS2W150MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,600,MP,Normal,4.56
450,22,14.469,16,20,-40,105,0.24,10000,496,600,UCS2W220MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,730,MP,Normal,6.6
450,27,11.789,10,40,-40,105,0.24,10000,586,500,UCS2W270MND9,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,580,LTB,Normal,5.24
450,33,9.646,10,40,-40,105,0.24,10000,694,500,UCS2W330MND9,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,720,LTB,Normal,5.24
450,33,9.646,16,25,-40,105,0.24,10000,694,400,UCS2W330MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,980,MP,Normal,8.2
450,33,9.646,18,20,-40,105,0.24,10000,694,400,UCS2W330MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,980,MP,Normal,9.0
450,39,8.162,10,50,-40,105,0.24,10000,802,300,UCS2W390MND9,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,820,LTB,Normal,6.45
450,47,6.773,18,25,-40,105,0.24,10000,946,300,UCS2W470MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1200,MP,Normal,10.6
450,68,4.681,12.5,50,-40,105,0.24,10000,1324,400,UCS2W680MNY9,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1340,LTB,Normal,10.4
450,68,4.681,18,30.5,-40,105,0.24,10000,1324,300,UCS2W680MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1575,MP,Normal,13.1
