Voltage,Capacitance,ESR 20°C@120Hz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current,Status,Vibration resistant,Weight (g)
10,100,5.968,5,11,-40,105,0.45,10000,10,6000,ULD1A101MDD,Uni-Polar,Radial Lead,Minitualized Long Life,130,EOL,Normal,0.44
10,220,2.713,6.3,11,-40,105,0.45,10000,22,4000,ULD1A221MED,Uni-Polar,Radial Lead,Minitualized Long Life,210,EOL,Normal,0.59
10,330,1.809,8,11.5,-40,105,0.45,10000,33,3000,ULD1A331MPD,Uni-Polar,Radial Lead,Minitualized Long Life,330,MP,Normal,1.19
16,47,9.877,5,11,-40,105,0.35,10000,8,6000,ULD1C470MDD,Uni-Polar,Radial Lead,Minitualized Long Life,130,EOL,Normal,0.44
16,100,4.642,6.3,11,-40,105,0.35,10000,16,4000,ULD1C101MED,Uni-Polar,Radial Lead,Minitualized Long Life,210,EOL,Normal,0.59
16,150,3.095,6.3,11,-40,105,0.35,10000,24,4000,ULD1C151MED,Uni-Polar,Radial Lead,Minitualized Long Life,210,EOL,Normal,0.59
16,220,2.11,8,11.5,-40,105,0.35,10000,35,3000,ULD1C221MPD,Uni-Polar,Radial Lead,Minitualized Long Life,330,MP,Normal,1.19
16,270,1.719,8,11.5,-40,105,0.35,10000,43,3000,ULD1C271MPD,Uni-Polar,Radial Lead,Minitualized Long Life,330,MP,Normal,1.19
25,33,12.057,5,11,-40,105,0.3,10000,8,6000,ULD1E330MDD,Uni-Polar,Radial Lead,Minitualized Long Life,130,EOL,Normal,0.44
25,47,8.466,5,11,-40,105,0.3,10000,12,6000,ULD1E470MDD,Uni-Polar,Radial Lead,Minitualized Long Life,130,EOL,Normal,0.44
25,100,3.979,6.3,11,-40,105,0.3,10000,25,4000,ULD1E101MED,Uni-Polar,Radial Lead,Minitualized Long Life,210,EOL,Normal,0.59
25,150,2.653,8,11.5,-40,105,0.3,10000,38,3000,ULD1E151MPD,Uni-Polar,Radial Lead,Minitualized Long Life,330,MP,Normal,1.19
35,33,8.842,5,11,-40,105,0.22,10000,12,6000,ULD1V330MDD,Uni-Polar,Radial Lead,Minitualized Long Life,130,EOL,Normal,0.44
35,47,6.208,6.3,11,-40,105,0.22,10000,16,4000,ULD1V470MED,Uni-Polar,Radial Lead,Minitualized Long Life,210,EOL,Normal,0.59
35,100,2.918,8,11.5,-40,105,0.22,10000,35,3000,ULD1V101MPD,Uni-Polar,Radial Lead,Minitualized Long Life,330,MP,Normal,1.19
50,1,251.996,5,11,-40,105,0.19,10000,3,6000,ULD1H010MDD,Uni-Polar,Radial Lead,Minitualized Long Life,25,EOL,Normal,0.44
50,2.2,114.543,5,11,-40,105,0.19,10000,3,6000,ULD1H2R2MDD,Uni-Polar,Radial Lead,Minitualized Long Life,35,EOL,Normal,0.44
50,3.3,76.362,5,11,-40,105,0.19,10000,3,6000,ULD1H3R3MDD,Uni-Polar,Radial Lead,Minitualized Long Life,70,EOL,Normal,0.44
