Voltage,Capacitance,ESR 20°C@120Hz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current,Status,Vibration resistant,Weight (g)
100,56,1.895,10,20,-55,150,0.08,1000,168,1400,UBX2A560MPL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,640,EOL,Normal,2.34
100,68,1.56,12.5,20,-55,150,0.08,1000,204,1000,UBX2A680MHL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,760,MP,Normal,3.43
100,100,1.061,12.5,25,-55,150,0.08,1000,300,800,UBX2A101MHL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,950,MP,Normal,4.56
100,220,0.482,16,30.5,-55,150,0.08,2000,660,300,UBX2A221MHL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,1380,MP,Normal,9.6
100,330,0.322,18,30.5,-55,150,0.08,2000,990,300,UBX2A331MHL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,1430,MP,Normal,13.1
160,10,26.526,10,12.5,-40,150,0.2,1000,164,2000,UBX2C100MPL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,110,EOL,Normal,1.49
160,15,17.684,10,12.5,-40,150,0.2,1000,196,2000,UBX2C150MPL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,110,EOL,Normal,1.49
160,22,12.057,10,16,-40,150,0.2,1000,241,1800,UBX2C220MPL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,160,EOL,Normal,1.77
160,33,8.038,12.5,20,-40,150,0.2,1000,311,1000,UBX2C330MHL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,230,MP,Normal,3.43
160,47,5.644,12.5,20,-40,150,0.2,1000,401,1000,UBX2C470MHL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,250,MP,Normal,3.43
160,56,4.737,12.5,25,-40,150,0.2,1000,458,800,UBX2C560MHL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,270,MP,Normal,4.56
160,68,3.901,16,20,-40,150,0.2,2000,535,600,UBX2C680MHL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,290,MP,Normal,6.6
160,100,2.653,16,25,-40,150,0.2,2000,740,400,UBX2C101MHL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,300,MP,Normal,8.2
200,6.8,39.009,10,12.5,-40,150,0.2,1000,154,2000,UBX2D6R8MPL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,83,EOL,Normal,1.49
200,10,26.526,10,12.5,-40,150,0.2,1000,180,2000,UBX2D100MPL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,83,EOL,Normal,1.49
200,15,17.684,10,16,-40,150,0.2,1000,220,1800,UBX2D150MPL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,130,EOL,Normal,1.77
200,22,12.057,10,20,-40,150,0.2,1000,276,1400,UBX2D220MPL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,170,EOL,Normal,2.34
200,33,8.038,12.5,20,-40,150,0.2,1000,364,1000,UBX2D330MHL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,210,MP,Normal,3.43
200,47,5.644,12.5,25,-40,150,0.2,1000,476,800,UBX2D470MHL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,250,MP,Normal,4.56
200,56,4.737,16,20,-40,150,0.2,2000,548,600,UBX2D560MHL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,270,MP,Normal,6.6
200,68,3.901,16,25,-40,150,0.2,2000,644,400,UBX2D680MHL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,290,MP,Normal,8.2
350,4.7,67.726,10,16,-25,150,0.24,1000,166,1800,UBX2V4R7MPL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,77,EOL,Normal,1.77
350,6.8,46.81,10,20,-25,150,0.24,1000,195,1400,UBX2V6R8MPL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,110,EOL,Normal,2.34
350,10,31.831,12.5,20,-25,150,0.24,1000,240,1000,UBX2V100MHL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,120,MP,Normal,3.43
350,15,21.221,12.5,25,-25,150,0.24,1000,310,800,UBX2V150MHL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,130,MP,Normal,4.56
400,4.7,67.726,10,20,-25,150,0.24,1000,175,1400,UBX2G4R7MPL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,83,EOL,Normal,2.34
400,6.8,46.81,12.5,20,-25,150,0.24,1000,209,1000,UBX2G6R8MHL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,88,MP,Normal,3.43
400,10,31.831,12.5,25,-25,150,0.24,1000,260,800,UBX2G100MHL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,105,MP,Normal,4.56
400,15,21.221,12.5,25,-25,150,0.24,1000,340,800,UBX2G150MHL,Uni-Polar,Radial Lead,Hi-Temp.(150degC) For Automotive,105,MP,Normal,4.56
