Voltage,Capacitance,ESR 20°C@120Hz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current,Status,Vibration resistant,Weight (g)
400,33,6.029,10,31.5,-40,105,0.15,2000,628,1000,UPH2G330MPD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,330,MP,Normal,3.21
400,56,3.553,12.5,31.5,-40,105,0.15,2000,996,600,UPH2G560MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,470,MP,Normal,6.01
400,68,2.926,12.5,35.5,-40,105,0.15,2000,1188,500,UPH2G680MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,540,MP,Normal,7.06
400,82,2.426,12.5,40,-40,105,0.15,2000,1412,400,UPH2G820MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,620,MP,Normal,7.57
400,100,1.989,16,31.5,-40,105,0.15,2000,1700,300,UPH2G101MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,710,MP,Normal,11.6
400,120,1.658,16,35.5,-40,105,0.15,2000,2020,300,UPH2G121MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,800,MP,Normal,11.8
400,150,1.326,16,40,-40,105,0.15,2000,2500,300,UPH2G151MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,920,MP,Normal,14.1
400,150,1.326,18,31.5,-40,105,0.15,2000,2500,300,UPH2G151MHD6,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,890,MP,Normal,13.8
400,180,1.105,18,40,-40,105,0.15,2000,2980,200,UPH2G181MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,1060,MP,Normal,17.7
400,220,0.904,18,46,-40,105,0.15,2000,3620,200,UPH2G221MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,1200,MP,Normal,20.9
420,33,8.038,10,31.5,-40,105,0.2,2000,654,1000,UPHW6330MPD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,320,MP,Normal,3.21
420,56,4.737,12.5,31.5,-40,105,0.2,2000,1041,600,UPHW6560MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,460,MP,Normal,6.01
420,100,2.653,16,31.5,-40,105,0.2,2000,1780,300,UPHW6101MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,690,MP,Normal,11.6
420,120,2.21,16,35.5,-40,105,0.2,2000,2116,300,UPHW6121MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,780,MP,Normal,11.8
420,120,2.21,18,31.5,-40,105,0.2,2000,2116,300,UPHW6121MHD6,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,800,MP,Normal,13.8
420,150,1.768,18,35.5,-40,105,0.2,2000,2620,250,UPHW6151MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,920,MP,Normal,14.2
420,180,1.474,18,40,-40,105,0.2,2000,3124,200,UPHW6181MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,1040,MP,Normal,17.7
450,27,9.824,10,31.5,-40,105,0.2,2000,586,1000,UPH2W270MPD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,300,MP,Normal,3.21
450,47,5.644,12.5,31.5,-40,105,0.2,2000,946,600,UPH2W470MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,430,MP,Normal,6.01
450,56,4.737,12.5,35.5,-40,105,0.2,2000,1108,500,UPH2W560MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,490,MP,Normal,7.06
450,68,3.901,12.5,40,-40,105,0.2,2000,1324,400,UPH2W680MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,560,MP,Normal,7.57
450,82,3.235,16,31.5,-40,105,0.2,2000,1576,300,UPH2W820MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,640,MP,Normal,11.6
450,100,2.653,16,35.5,-40,105,0.2,2000,1900,300,UPH2W101MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,730,MP,Normal,11.8
450,120,2.21,16,40,-40,105,0.2,2000,2260,300,UPH2W121MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,820,MP,Normal,14.1
450,120,2.21,18,31.5,-40,105,0.2,2000,2260,300,UPH2W121MHD6,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,800,MP,Normal,13.8
450,150,1.768,18,40,-40,105,0.2,2000,2800,200,UPH2W151MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,970,MP,Normal,17.7
450,180,1.474,18,46,-40,105,0.2,2000,3340,200,UPH2W181MHD,Uni-Polar,Radial Lead,Hi-Volt. MiniatureSized,1090,MP,Normal,20.9
