Voltage,Capacitance,ESR 20°C@120Hz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 85°C@120Hz,Status,Vibration resistant,Weight (g)
200,47,5.644,12.5,20,-40,85,0.2,2000,476,1000,UVR2D470MHD,Uni-Polar,Radial Lead,Standard,270,MP,Normal,3.43
200,100,2.653,16,30.5,-40,85,0.2,2000,900,300,UVR2D101MHD,Uni-Polar,Radial Lead,Standard,530,MP,Normal,9.6
200,220,1.206,18,35.5,-40,85,0.2,2000,1860,250,UVR2D221MHD,Uni-Polar,Radial Lead,Standard,810,MP,Normal,14.2
200,330,0.804,20,40,-40,85,0.2,2000,2740,150,UVR2D331MRD,Uni-Polar,Radial Lead,Standard,1130,EOL,Normal,19.6
200,330,0.804,25,30,-40,85,0.2,2000,2740,160,UVR2D331MRD6,Uni-Polar,Radial Lead,Standard,1090,EOL,Normal,21.5
200,470,0.564,22,50,-40,85,0.2,2000,3860,250,UVR2D471MRD,Uni-Polar,Radial Lead,Standard,1490,EOL,Normal,27.4
200,470,0.564,25,40,-40,85,0.2,2000,3860,180,UVR2D471MRD6,Uni-Polar,Radial Lead,Standard,1550,EOL,Normal,27.4
250,0.47,564.38,6.3,11,-40,85,0.2,2000,52,4000,UVR2ER47MED,Uni-Polar,Radial Lead,Standard,15,EOL,Normal,0.59
250,1,265.258,6.3,11,-40,85,0.2,2000,65,4000,UVR2E010MED,Uni-Polar,Radial Lead,Standard,22,EOL,Normal,0.59
250,2.2,120.572,6.3,11,-40,85,0.2,2000,95,4000,UVR2E2R2MED,Uni-Polar,Radial Lead,Standard,33,EOL,Normal,0.59
250,3.3,80.381,8,11.5,-40,85,0.2,2000,123,3000,UVR2E3R3MPD,Uni-Polar,Radial Lead,Standard,46,MP,Normal,1.19
250,4.7,56.438,8,11.5,-40,85,0.2,2000,147,3000,UVR2E4R7MPD,Uni-Polar,Radial Lead,Standard,55,MP,Normal,1.19
250,10,26.526,10,16,-40,85,0.2,2000,200,1800,UVR2E100MPD,Uni-Polar,Radial Lead,Standard,105,MP,Normal,1.77
250,22,12.057,12.5,20,-40,85,0.2,2000,320,1000,UVR2E220MHD,Uni-Polar,Radial Lead,Standard,190,MP,Normal,3.43
250,33,8.038,12.5,20,-40,85,0.2,2000,430,1000,UVR2E330MHD,Uni-Polar,Radial Lead,Standard,230,MP,Normal,3.43
250,47,5.644,12.5,25,-40,85,0.2,2000,570,800,UVR2E470MHD,Uni-Polar,Radial Lead,Standard,300,MP,Normal,4.56
250,100,2.653,16,30.5,-40,85,0.2,2000,1100,300,UVR2E101MHD,Uni-Polar,Radial Lead,Standard,520,MP,Normal,9.6
250,220,1.206,20,40,-40,85,0.2,2000,2300,150,UVR2E221MRD,Uni-Polar,Radial Lead,Standard,740,EOL,Normal,19.6
250,220,1.206,22,30,-40,85,0.2,2000,2300,250,UVR2E221MRD6,Uni-Polar,Radial Lead,Standard,820,EOL,Normal,16.6
250,330,0.804,22,50,-40,85,0.2,2000,3400,250,UVR2E331MRD,Uni-Polar,Radial Lead,Standard,1170,EOL,Normal,27.4
250,330,0.804,25,30,-40,85,0.2,2000,3400,160,UVR2E331MRD6,Uni-Polar,Radial Lead,Standard,970,EOL,Normal,21.5
250,470,0.564,25,50,-40,85,0.2,2000,4800,140,UVR2E471MRD,Uni-Polar,Radial Lead,Standard,1600,EOL,Normal,38.8
315,1,265.258,6.3,11,-40,85,0.2,2000,72,4000,UVR2F010MED,Uni-Polar,Radial Lead,Standard,22,EOL,Normal,0.59
315,2.2,120.572,8,11.5,-40,85,0.2,2000,109,3000,UVR2F2R2MPD,Uni-Polar,Radial Lead,Standard,33,MP,Normal,1.19
315,3.3,80.381,10,12.5,-40,85,0.2,2000,142,2000,UVR2F3R3MPD,Uni-Polar,Radial Lead,Standard,55,MP,Normal,1.49
315,4.7,56.438,10,12.5,-40,85,0.2,2000,159,2000,UVR2F4R7MPD,Uni-Polar,Radial Lead,Standard,65,MP,Normal,1.49
315,10,26.526,10,20,-40,85,0.2,2000,226,1400,UVR2F100MPD,Uni-Polar,Radial Lead,Standard,115,MP,Normal,2.34
315,22,12.057,12.5,20,-40,85,0.2,2000,377,1000,UVR2F220MHD,Uni-Polar,Radial Lead,Standard,190,MP,Normal,3.43
315,33,8.038,16,25,-40,85,0.2,2000,516,400,UVR2F330MHD,Uni-Polar,Radial Lead,Standard,275,MP,Normal,8.2
315,47,5.644,16,25,-40,85,0.2,2000,692,400,UVR2F470MHD,Uni-Polar,Radial Lead,Standard,340,MP,Normal,8.2
315,100,2.653,18,35.5,-40,85,0.2,2000,1360,250,UVR2F101MHD,Uni-Polar,Radial Lead,Standard,560,MP,Normal,14.2
315,220,1.206,22,50,-40,85,0.2,2000,2872,250,UVR2F221MRD,Uni-Polar,Radial Lead,Standard,850,EOL,Normal,27.4
315,220,1.206,25,30,-40,85,0.2,2000,2872,160,UVR2F221MRD6,Uni-Polar,Radial Lead,Standard,770,EOL,Normal,21.5
315,330,0.804,25,50,-40,85,0.2,2000,4258,140,UVR2F331MRD,Uni-Polar,Radial Lead,Standard,1250,EOL,Normal,38.8
350,1,331.573,6.3,11,-40,85,0.25,2000,75,4000,UVR2V010MED,Uni-Polar,Radial Lead,Standard,22,EOL,Normal,0.59
350,2.2,150.715,8,11.5,-40,85,0.25,2000,117,3000,UVR2V2R2MPD,Uni-Polar,Radial Lead,Standard,38,MP,Normal,1.19
350,3.3,100.477,10,12.5,-40,85,0.25,2000,146,2000,UVR2V3R3MPD,Uni-Polar,Radial Lead,Standard,55,MP,Normal,1.49
350,4.7,70.547,10,12.5,-40,85,0.25,2000,166,2000,UVR2V4R7MPD,Uni-Polar,Radial Lead,Standard,65,MP,Normal,1.49
350,10,33.157,10,20,-40,85,0.25,2000,240,1400,UVR2V100MPD,Uni-Polar,Radial Lead,Standard,115,MP,Normal,2.34
350,22,15.072,12.5,25,-40,85,0.25,2000,408,800,UVR2V220MHD,Uni-Polar,Radial Lead,Standard,200,MP,Normal,4.56
350,33,10.048,16,25,-40,85,0.25,2000,562,400,UVR2V330MHD,Uni-Polar,Radial Lead,Standard,275,MP,Normal,8.2
350,47,7.055,16,35.5,-40,85,0.25,2000,758,300,UVR2V470MHD,Uni-Polar,Radial Lead,Standard,380,MP,Normal,11.8
350,100,3.316,18,40,-40,85,0.25,2000,1500,200,UVR2V101MHD,Uni-Polar,Radial Lead,Standard,590,MP,Normal,17.7
350,100,3.316,22,30,-40,85,0.25,2000,1500,250,UVR2V101MRD6,Uni-Polar,Radial Lead,Standard,570,EOL,Normal,16.6
350,220,1.507,22,50,-40,85,0.25,2000,3180,250,UVR2V221MRD,Uni-Polar,Radial Lead,Standard,850,EOL,Normal,27.4
350,220,1.507,25,40,-40,85,0.25,2000,3180,180,UVR2V221MRD6,Uni-Polar,Radial Lead,Standard,890,EOL,Normal,27.4
400,1,331.573,8,11.5,-40,85,0.25,2000,80,3000,UVR2G010MPD,Uni-Polar,Radial Lead,Standard,25,MP,Normal,1.19
400,2.2,150.715,10,12.5,-40,85,0.25,2000,128,2000,UVR2G2R2MPD,Uni-Polar,Radial Lead,Standard,45,MP,Normal,1.49
400,3.3,100.477,10,12.5,-40,85,0.25,2000,153,2000,UVR2G3R3MPD,Uni-Polar,Radial Lead,Standard,55,MP,Normal,1.49
400,4.7,70.547,10,16,-40,85,0.25,2000,175,1800,UVR2G4R7MPD,Uni-Polar,Radial Lead,Standard,70,MP,Normal,1.77
400,10,33.157,12.5,20,-40,85,0.25,2000,260,1000,UVR2G100MHD,Uni-Polar,Radial Lead,Standard,130,MP,Normal,3.43
400,22,15.072,16,25,-40,85,0.25,2000,452,400,UVR2G220MHD,Uni-Polar,Radial Lead,Standard,240,MP,Normal,8.2
400,33,10.048,16,30.5,-40,85,0.25,2000,628,300,UVR2G330MHD,Uni-Polar,Radial Lead,Standard,300,MP,Normal,9.6
400,47,7.055,16,35.5,-40,85,0.25,2000,852,300,UVR2G470MHD,Uni-Polar,Radial Lead,Standard,370,MP,Normal,11.8
400,100,3.316,20,40,-40,85,0.25,2000,1700,150,UVR2G101MRD,Uni-Polar,Radial Lead,Standard,550,EOL,Normal,19.6
400,100,3.316,25,30,-40,85,0.25,2000,1700,160,UVR2G101MRD6,Uni-Polar,Radial Lead,Standard,530,EOL,Normal,21.5
400,220,1.507,25,50,-40,85,0.25,2000,3620,140,UVR2G221MRD,Uni-Polar,Radial Lead,Standard,750,EOL,Normal,38.8
450,1,331.573,8,11.5,-25,85,0.25,2000,85,3000,UVR2W010MPD,Uni-Polar,Radial Lead,Standard,23,MP,Normal,1.19
450,2.2,150.715,10,12.5,-25,85,0.25,2000,139,2000,UVR2W2R2MPD,Uni-Polar,Radial Lead,Standard,35,MP,Normal,1.49
450,3.3,100.477,10,16,-25,85,0.25,2000,159,1800,UVR2W3R3MPD,Uni-Polar,Radial Lead,Standard,45,MP,Normal,1.77
450,4.7,70.547,10,20,-25,85,0.25,2000,185,1400,UVR2W4R7MPD,Uni-Polar,Radial Lead,Standard,55,MP,Normal,2.34
450,10,33.157,12.5,20,-25,85,0.25,2000,280,1000,UVR2W100MHD,Uni-Polar,Radial Lead,Standard,90,MP,Normal,3.43
450,22,15.072,16,25,-25,85,0.25,2000,496,400,UVR2W220MHD,Uni-Polar,Radial Lead,Standard,165,MP,Normal,8.2
450,33,10.048,16,35.5,-25,85,0.25,2000,694,300,UVR2W330MHD,Uni-Polar,Radial Lead,Standard,230,MP,Normal,11.8
450,47,7.055,18,40,-25,85,0.25,2000,946,200,UVR2W470MHD,Uni-Polar,Radial Lead,Standard,300,MP,Normal,17.7
450,47,7.055,22,30,-25,85,0.25,2000,946,250,UVR2W470MRD6,Uni-Polar,Radial Lead,Standard,290,EOL,Normal,16.6
450,100,3.316,22,40,-25,85,0.25,2000,1900,250,UVR2W101MRD,Uni-Polar,Radial Lead,Standard,350,EOL,Normal,23.8
