Voltage,Capacitance,Dissipation Factor,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),ESR(est.) 20°C@120Hz,Endurance,Impedance -10°C@100kHz,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@100kHz,Ripple Current 105°C@10kHz,Ripple Current 105°C@120Hz,Ripple Current 105°C@1kHz,Ripple Current 105°C@300Hz,Ripple Current 105°C@50Hz,Status,VC,Vibration resistant,Weight (g)
63,270,0.09,0.09,16,15,-55,105,0.442,8000,0.18,510,700,UPW1J271MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1410,1410,915.58,1199.42,1052.92,778.25,MP,17010,Normal,4.74
63,330,0.09,0.085,12.5,20,-55,105,0.362,7000,0.17,624,1000,UPW1J331MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1290,1290,837.66,1097.34,963.31,712.01,MP,20790,Normal,3.43
63,390,0.09,0.07,12.5,25,-55,105,0.306,7000,0.14,737,800,UPW1J391MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1720,1720,1293.23,1551.88,1383.76,1202.71,MP,24570,Normal,4.56
63,390,0.09,0.086,18,15,-55,105,0.306,8000,0.172,737,400,UPW1J391MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1690,1690,1270.68,1524.81,1359.62,1181.73,MP,24570,Normal,6.31
63,470,0.09,0.07,12.5,25,-55,105,0.254,7000,0.14,888,800,UPW1J471MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1720,1720,1293.23,1551.88,1383.76,1202.71,MP,29610,Normal,4.56
63,470,0.09,0.055,12.5,30.5,-55,105,0.254,7000,0.11,888,600,UPW1J471MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2090,2090,1571.43,1885.71,1681.43,1461.43,MP,29610,Normal,6.01
63,470,0.09,0.059,16,20,-55,105,0.254,8000,0.118,888,600,UPW1J471MHD3,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1770,1770,1330.83,1596.99,1423.98,1237.67,MP,29610,Normal,6.6
63,680,0.09,0.047,12.5,35.5,-55,105,0.176,7000,0.094,1285,500,UPW1J681MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2270,2270,1706.77,2048.12,1826.24,1587.29,MP,42840,Normal,7.06
63,680,0.09,0.05,16,25,-55,105,0.176,8000,0.1,1285,400,UPW1J681MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2160,2160,1624.06,1948.87,1737.74,1510.38,MP,42840,Normal,8.2
63,680,0.09,0.055,18,20,-55,105,0.176,8000,0.11,1285,400,UPW1J681MHD3,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2290,2290,1721.8,2066.17,1842.33,1601.28,MP,42840,Normal,9
63,820,0.09,0.043,16,30.5,-55,105,0.146,8000,0.086,1550,300,UPW1J821MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2670,2670,2007.52,2409.02,2148.05,1866.99,MP,51660,Normal,9.6
63,820,0.09,0.043,18,25,-55,105,0.146,8000,0.086,1550,300,UPW1J821MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2590,2590,1947.37,2336.84,2083.68,1811.05,MP,51660,Normal,10.6
63,1000,0.09,0.043,16,30.5,-55,105,0.146,8000,0.086,1890,300,UPW1J102MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2770,2770,2082.71,2499.25,2228.5,1936.92,MP,63000,Normal,9.6
63,1000,0.09,0.036,16,35.5,-55,105,0.146,8000,0.072,1890,300,UPW1J102MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2770,2770,2082.71,2499.25,2228.5,1936.92,MP,63000,Normal,11.8
63,1200,0.09,0.032,18,30.5,-55,105,0.122,8000,0.064,2268,300,UPW1J122MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2950,2950,2500,2800,2650,2350,MP,75600,Normal,13.1
63,1500,0.09,0.03,18,35.5,-55,105,0.097,8000,0.06,2835,250,UPW1J152MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3100,3100,2627.12,2942.37,2784.75,2469.49,MP,94500,Normal,14.2
63,2200,0.11,0.028,18,40,-55,105,0.09,8000,0.056,4158,200,UPW1J222MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3200,3200,2711.86,3037.29,2874.58,2549.15,MP,138600,Normal,17.7
100,2.2,0.08,9.8,5,11,-55,105,48.229,2000,19.6,7,6000,UPW2A2R2MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,44,,,,,,EOL,220.00000000000003,Normal,0.44
100,3.3,0.08,6.6,5,11,-55,105,32.153,2000,13.2,10,6000,UPW2A3R3MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,58,,,,,,EOL,330,Normal,0.44
100,4.7,0.08,4.6,5,11,-55,105,22.575,2000,9.2,14,6000,UPW2A4R7MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,74,,,,,,EOL,470,Normal,0.44
100,6.8,0.08,3.5,5,11,-55,105,15.603,2000,7,20,6000,UPW2A6R8MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,95,,,,,,EOL,680,Normal,0.44
100,10,0.08,1.8,6.3,11,-55,105,10.61,2000,3.6,30,4000,UPW2A100MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,130,,,,,,EOL,1000,Normal,0.59
100,15,0.08,0.83,8,11.5,-55,105,7.074,3000,1.66,45,3000,UPW2A150MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,180,54.05,144.32,90.27,36.22,MP,1500,Normal,1.19
100,18,0.08,0.8,6.3,15,-55,105,5.895,2000,1.6,54,4000,UPW2A180MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,200,200,60.06,160.36,100.3,40.24,EOL,1800,Normal,0.72
100,22,0.08,0.68,8,11.5,-55,105,4.823,3000,1.36,66,3000,UPW2A220MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,230,230,69.07,184.41,115.35,46.28,MP,2200,Normal,1.19
100,33,0.08,0.45,8,15,-55,105,3.215,3000,0.9,99,2000,UPW2A330MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,360,360,108.11,288.65,180.54,72.43,MP,3300,Normal,1.36
100,33,0.08,0.46,10,12.5,-55,105,3.215,5000,0.92,99,2000,UPW2A330MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,320,320,96.1,256.58,160.48,64.38,MP,3300,Normal,1.49
100,47,0.08,0.37,8,20,-55,105,2.258,3000,0.74,141,2000,UPW2A470MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,420,420,126.13,336.76,210.63,84.5,MP,4700,Normal,1.66
100,47,0.08,0.37,10,16,-55,105,2.258,5000,0.74,141,1800,UPW2A470MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,420,420,126.13,336.76,210.63,84.5,MP,4700,Normal,1.77
100,68,0.08,0.3,10,20,-55,105,1.56,5000,0.6,204,1400,UPW2A680MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,490,490,318.18,416.82,365.91,270.45,MP,6800,Normal,2.34
100,82,0.08,0.25,10,25,-55,105,1.294,5000,0.5,246,1200,UPW2A820MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,540,540,350.65,459.35,403.25,298.05,MP,8200,Normal,3.07
100,100,0.08,0.18,12.5,20,-55,105,1.061,7000,0.36,300,1000,UPW2A101MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,580,580,376.62,493.38,433.12,320.13,MP,10000,Normal,3.43
100,150,0.08,0.13,12.5,25,-55,105,0.707,7000,0.26,450,800,UPW2A151MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,710,710,461.04,603.96,530.19,391.88,MP,15000,Normal,4.56
100,180,0.08,0.12,12.5,30.5,-55,105,0.589,7000,0.24,540,600,UPW2A181MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,790,790,512.99,672.01,589.94,436.04,MP,18000,Normal,6.01
100,180,0.08,0.13,16,20,-55,105,0.589,8000,0.26,540,600,UPW2A181MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,750,750,487.01,637.99,560.06,413.96,MP,18000,Normal,6.6
100,220,0.08,0.1,16,25,-55,105,0.482,8000,0.2,660,400,UPW2A221MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,890,890,577.92,757.08,664.61,491.23,MP,22000,Normal,8.2
100,220,0.08,0.11,18,20,-55,105,0.482,8000,0.22,660,400,UPW2A221MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,850,850,551.95,723.05,634.74,469.16,MP,22000,Normal,9
100,330,0.08,0.09,16,25,-55,105,0.322,8000,0.18,990,400,UPW2A331MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1080,1080,701.3,918.7,806.49,596.1,MP,33000,Normal,8.2
100,390,0.08,0.083,18,25,-55,105,0.272,8000,0.166,1170,300,UPW2A391MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1260,1260,947.37,1136.84,1013.68,881.05,MP,39000,Normal,10.6
100,470,0.08,0.076,16,30.5,-55,105,0.226,8000,0.152,1410,300,UPW2A471MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1310,1310,984.96,1181.95,1053.91,916.02,MP,47000,Normal,9.6
100,560,0.08,0.068,18,30.5,-55,105,0.189,8000,0.136,1680,300,UPW2A561MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1370,1370,1030.08,1236.09,1102.18,957.97,MP,56000,Normal,13.1
100,680,0.08,0.064,16,35.5,-55,105,0.156,8000,0.128,2040,300,UPW2A681MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1410,1410,1060.15,1272.18,1134.36,985.94,MP,68000,Normal,11.8
100,1000,0.08,0.047,18,40,-55,105,0.133,8000,0.094,3000,200,UPW2A102MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1520,1520,1142.86,1371.43,1222.86,1062.86,MP,100000,Normal,17.7
160,0.47,0.15,,6.3,11,-40,105,423.285,2000,,48,4000,UPW2CR47MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,12,,,,,,EOL,75.19999999999999,Normal,0.59
160,1,0.15,,6.3,11,-40,105,198.944,2000,,56,4000,UPW2C010MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,17,,,,,,EOL,160,Normal,0.59
160,2.2,0.15,,6.3,11,-40,105,90.429,2000,,75,4000,UPW2C2R2MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,25,,,,,,EOL,352,Normal,0.59
160,3.3,0.15,,8,11.5,-40,105,60.286,3000,,93,3000,UPW2C3R3MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,36,,,,,,EOL,528,Normal,1.19
160,4.7,0.15,,8,11.5,-40,105,42.328,3000,,115,3000,UPW2C4R7MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,43,,,,,,EOL,752,Normal,1.19
160,10,0.15,,10,12.5,-40,105,19.894,5000,,164,2000,UPW2C100MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,70,,,,,,EOL,1600,Normal,1.49
160,22,0.15,,10,20,-40,105,9.043,5000,,241,1400,UPW2C220MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,130,130,39.04,104.23,65.2,26.16,EOL,3520,Normal,2.34
160,33,0.15,,12.5,20,-40,105,6.029,7000,,311,1000,UPW2C330MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,180,54.05,144.32,90.27,36.22,EOL,5280,Normal,3.43
160,47,0.15,,12.5,25,-40,105,4.233,7000,,401,800,UPW2C470MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,220,220,66.07,176.4,110.33,44.26,EOL,7520,Normal,4.56
160,100,0.15,,16,25,-40,105,1.989,8000,,740,400,UPW2C101MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,330,330,214.29,280.71,246.43,182.14,EOL,16000,Normal,8.2
160,220,0.15,,18,35.5,-40,105,0.904,8000,,1508,250,UPW2C221MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,500,500,324.68,425.32,373.38,275.97,EOL,35200,Normal,14.2
160,220,0.15,,20,31,-40,105,0.904,8000,,1508,200,UPW2C221MRD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,500,500,324.68,425.32,373.38,275.97,EOL,35200,Normal,13.7
160,330,0.15,,20,40,-40,105,0.603,8000,,2212,150,UPW2C331MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,900,900,584.42,765.58,672.08,496.75,EOL,52800,Normal,19.6
160,470,0.15,,22,50,-40,105,0.423,8000,,3108,250,UPW2C471MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1200,1200,902.26,1082.71,965.41,839.1,EOL,75200,Normal,27.4
200,0.47,0.15,,6.3,11,-40,105,423.285,2000,,49,4000,UPW2DR47MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,12,,,,,,EOL,94,Normal,0.59
200,1,0.15,,6.3,11,-40,105,198.944,2000,,60,4000,UPW2D010MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,17,,,,,,EOL,200,Normal,0.59
200,2.2,0.15,,6.3,11,-40,105,90.429,2000,,84,4000,UPW2D2R2MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,25,,,,,,EOL,440.00000000000006,Normal,0.59
200,3.3,0.15,,8,11.5,-40,105,60.286,3000,,106,3000,UPW2D3R3MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,36,,,,,,EOL,660,Normal,1.19
200,4.7,0.15,,10,12.5,-40,105,42.328,5000,,134,2000,UPW2D4R7MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,50,,,,,,EOL,940,Normal,1.49
200,10,0.15,,10,16,-40,105,19.894,5000,,180,1800,UPW2D100MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,80,,,,,,EOL,2000,Normal,1.77
200,22,0.15,,10,20,-40,105,9.043,5000,,276,1400,UPW2D220MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,140,140,42.04,112.25,70.21,28.17,EOL,4400,Normal,2.34
200,33,0.15,,12.5,25,-40,105,6.029,7000,,364,800,UPW2D330MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,190,190,57.06,152.34,95.29,38.23,EOL,6600,Normal,4.56
200,47,0.15,,12.5,25,-40,105,4.233,7000,,476,800,UPW2D470MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,220,220,66.07,176.4,110.33,44.26,EOL,9400,Normal,4.56
200,100,0.15,,16,30.5,-40,105,1.989,8000,,900,300,UPW2D101MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,335,335,217.53,284.97,250.16,184.9,EOL,20000,Normal,9.6
200,220,0.15,,18,40,-40,105,0.904,8000,,1860,200,UPW2D221MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,515,515,334.42,438.08,384.58,284.25,EOL,44000,Normal,17.7
200,220,0.15,,20,35,-40,105,0.904,8000,,1860,200,UPW2D221MRD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,515,515,334.42,438.08,384.58,284.25,EOL,44000,Normal,16.7
200,330,0.15,,22,40,-40,105,0.603,8000,,2740,250,UPW2D331MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1100,1100,714.29,935.71,821.43,607.14,EOL,66000,Normal,23.8
200,470,0.15,,22,50,-40,105,0.423,8000,,3860,250,UPW2D471MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1310,1310,984.96,1181.95,1053.91,916.02,EOL,94000,Normal,27.4
250,0.47,0.15,,6.3,11,-40,105,423.285,2000,,52,4000,UPW2ER47MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,12,,,,,,EOL,117.5,Normal,0.59
250,1,0.15,,6.3,11,-40,105,198.944,2000,,65,4000,UPW2E010MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,17,,,,,,EOL,250,Normal,0.59
250,2.2,0.15,,8,11.5,-40,105,90.429,3000,,95,3000,UPW2E2R2MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,29,,,,,,EOL,550,Normal,1.19
250,3.3,0.15,,10,12.5,-40,105,60.286,5000,,123,2000,UPW2E3R3MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,42,,,,,,EOL,825,Normal,1.49
250,4.7,0.15,,10,12.5,-40,105,42.328,5000,,147,2000,UPW2E4R7MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,50,,,,,,EOL,1175,Normal,1.49
250,10,0.15,,10,20,-40,105,19.894,5000,,200,1400,UPW2E100MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,88,,,,,,EOL,2500,Normal,2.34
250,22,0.15,,12.5,25,-40,105,9.043,7000,,320,800,UPW2E220MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,155,155,46.55,124.28,77.73,31.19,EOL,5500,Normal,4.56
250,33,0.15,,12.5,25,-40,105,6.029,7000,,430,800,UPW2E330MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,190,190,57.06,152.34,95.29,38.23,EOL,8250,Normal,4.56
250,47,0.15,,16,25,-40,105,4.233,8000,,570,400,UPW2E470MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,230,230,69.07,184.41,115.35,46.28,EOL,11750,Normal,8.2
250,100,0.15,,18,35.5,-40,105,1.989,8000,,1100,250,UPW2E101MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,340,340,220.78,289.22,253.9,187.66,EOL,25000,Normal,14.2
250,100,0.15,,20,31,-40,105,1.989,8000,,1100,200,UPW2E101MRD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,340,340,220.78,289.22,253.9,187.66,EOL,25000,Normal,13.7
250,220,0.15,,20,40,-40,105,0.904,8000,,2300,150,UPW2E221MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,525,525,340.91,446.59,392.05,289.77,EOL,55000,Normal,19.6
250,330,0.15,,22,50,-40,105,0.603,8000,,3400,250,UPW2E331MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1150,1150,746.75,978.25,858.77,634.74,EOL,82500,Normal,27.4
250,470,0.15,,25,50,-40,105,0.423,8000,,4800,140,UPW2E471MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1350,1350,1015.04,1218.05,1086.09,943.98,EOL,117500,Normal,38.8
315,0.47,0.2,,8,11.5,-40,105,564.38,3000,,55,3000,UPW2FR47MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,11,,,,,,EOL,148.04999999999998,Normal,1.19
315,1,0.2,,8,11.5,-40,105,265.258,3000,,72,3000,UPW2F010MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,16,,,,,,EOL,315,Normal,1.19
315,2.2,0.2,,10,12.5,-40,105,120.572,5000,,109,2000,UPW2F2R2MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,28,,,,,,EOL,693,Normal,1.49
315,3.3,0.2,,10,12.5,-40,105,80.381,5000,,142,2000,UPW2F3R3MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,34,,,,,,EOL,1039.5,Normal,1.49
315,4.7,0.2,,10,16,-40,105,56.438,5000,,159,1800,UPW2F4R7MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,45,,,,,,EOL,1480.5,Normal,1.77
315,10,0.2,,10,20,-40,105,26.526,5000,,226,1400,UPW2F100MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,72,,,,,,EOL,3150,Normal,2.34
315,22,0.2,,12.5,25,-40,105,12.057,7000,,377,800,UPW2F220MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,120,120,36.04,96.22,60.18,24.14,EOL,6930,Normal,4.56
315,33,0.2,,16,25,-40,105,8.038,8000,,516,400,UPW2F330MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,155,155,46.55,124.28,77.73,31.19,EOL,10395,Normal,8.2
315,47,0.2,,16,35.5,-40,105,5.644,8000,,692,300,UPW2F470MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,190,190,57.06,152.34,95.29,38.23,EOL,14805,Normal,11.8
315,100,0.2,,18,40,-40,105,2.653,8000,,1360,200,UPW2F101MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,285,285,185.06,242.44,212.82,157.31,EOL,31500,Normal,17.7
315,100,0.2,,20,35,-40,105,2.653,8000,,1360,200,UPW2F101MRD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,285,285,185.06,242.44,212.82,157.31,EOL,31500,Normal,16.7
315,220,0.2,,22,50,-40,105,1.206,8000,,2872,250,UPW2F221MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,540,540,350.65,459.35,403.25,298.05,EOL,69300,Normal,27.4
350,0.47,0.2,,8,11.5,-40,105,564.38,3000,,56,3000,UPW2VR47MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,11,,,,,,EOL,164.5,Normal,1.19
350,1,0.2,,10,12.5,-40,105,265.258,5000,,75,2000,UPW2V010MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,17,,,,,,EOL,350,Normal,1.49
350,2.2,0.2,,10,16,-40,105,120.572,5000,,117,1800,UPW2V2R2MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,31,,,,,,EOL,770.0000000000001,Normal,1.77
350,3.3,0.2,,10,16,-40,105,80.381,5000,,146,1800,UPW2V3R3MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,38,,,,,,EOL,1155,Normal,1.77
350,4.7,0.2,,10,20,-40,105,56.438,5000,,166,1400,UPW2V4R7MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,49,,,,,,EOL,1645,Normal,2.34
350,10,0.2,,12.5,20,-40,105,26.526,7000,,240,1000,UPW2V100MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,82,,,,,,EOL,3500,Normal,3.43
350,22,0.2,,16,25,-40,105,12.057,8000,,408,400,UPW2V220MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,130,130,39.04,104.23,65.2,26.16,EOL,7700,Normal,8.2
350,33,0.2,,16,30.5,-40,105,8.038,8000,,562,300,UPW2V330MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,160,160,48.05,128.29,80.24,32.19,EOL,11550,Normal,9.6
350,47,0.2,,18,35.5,-40,105,5.644,8000,,758,250,UPW2V470MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,200,200,60.06,160.36,100.3,40.24,EOL,16450,Normal,14.2
350,47,0.2,,20,31,-40,105,5.644,8000,,758,200,UPW2V470MRD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,200,200,60.06,160.36,100.3,40.24,EOL,16450,Normal,13.7
350,100,0.2,,20,40,-40,105,2.653,8000,,1500,150,UPW2V101MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,290,290,188.31,246.69,216.56,160.06,EOL,35000,Normal,19.6
350,220,0.2,,25,50,-40,105,1.206,8000,,3180,140,UPW2V221MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,550,550,357.14,467.86,410.71,303.57,EOL,77000,Normal,38.8
400,1,0.25,,10,12.5,-40,105,331.573,5000,,80,2000,UPW2G010MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,16,,,,,,EOL,400,Normal,1.49
400,2.2,0.25,,10,16,-40,105,150.715,5000,,128,1800,UPW2G2R2MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,27,,,,,,EOL,880.0000000000001,Normal,1.77
400,3.3,0.25,,10,20,-40,105,100.477,5000,,153,1400,UPW2G3R3MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,36,,,,,,EOL,1320,Normal,2.34
400,4.7,0.25,,10,20,-40,105,70.547,5000,,175,1400,UPW2G4R7MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,43,,,,,,EOL,1880,Normal,2.34
400,10,0.25,,12.5,25,-40,105,33.157,7000,,260,800,UPW2G100MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,72,,,,,,EOL,4000,Normal,4.56
400,22,0.25,,16,25,-40,105,15.072,8000,,452,400,UPW2G220MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,110,110,33.03,88.2,55.17,22.13,EOL,8800,Normal,8.2
400,33,0.25,,16,30.5,-40,105,10.048,8000,,628,300,UPW2G330MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,140,140,42.04,112.25,70.21,28.17,EOL,13200,Normal,9.6
400,47,0.25,,18,35.5,-40,105,7.055,8000,,852,250,UPW2G470MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,170,170,51.05,136.31,85.26,34.2,EOL,18800,Normal,14.2
400,47,0.25,,20,31,-40,105,7.055,8000,,852,200,UPW2G470MRD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,170,170,51.05,136.31,85.26,34.2,EOL,18800,Normal,13.7
400,100,0.25,,22,50,-40,105,3.316,8000,,1700,250,UPW2G101MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,350,350,227.27,297.73,261.36,193.18,EOL,40000,Normal,27.4
450,1,0.25,,10,12.5,-25,105,331.573,5000,,85,2000,UPW2W010MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,18,,,,,,EOL,450,Normal,1.49
450,2.2,0.25,,10,20,-25,105,150.715,5000,,139,1400,UPW2W2R2MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,29,,,,,,EOL,990.0000000000001,Normal,2.34
