Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Rated Ripple1(mArms),Rated Ripple2(mArms),ESR(mΩ)（20℃/100kHz）,ESR(mΩ) (-40℃/100kHz）,ESR(mΩ) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (mΩ)(-10℃/100kHz),Impedance (mΩ)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
RNS1C680MDN1,MP,16.0,68.00,8.0,11.5,-55,105,2000,0.93,0.06,163,3600,,25,,,,,,2000,Radial Lead,Standard,Uni-Polar,Normal
RNS1C101MDN1,MP,16.0,100.00,8.0,11.5,-55,105,2000,0.93,0.06,240,3900,,21,,,,,,2000,Radial Lead,Standard,Uni-Polar,Normal
RNS1C151MDN1,MP,16.0,150.00,10.0,12.5,-55,105,2000,1.35,0.06,360,5500,,10,,,,,,1600,Radial Lead,Standard,Uni-Polar,Normal
RNS1C181MDN1,MP,16.0,180.00,8.0,11.5,-55,105,2000,0.93,0.08,432,4700,,16,,,,,,2000,Radial Lead,Standard,Uni-Polar,Normal
RNS1C331MDN1,MP,16.0,330.00,10.0,12.5,-55,105,2000,1.35,0.08,792,5500,,10,,,,,,1600,Radial Lead,Standard,Uni-Polar,Normal
RNS1D150MDS1,MP,20.0,15.00,6.3,7.0,-55,105,2000,0.39,0.06,50,1700,,63,,,,,,4000,Radial Lead,Standard,Uni-Polar,Normal
RNS1D220MDS1,MP,20.0,22.00,6.3,7.0,-55,105,2000,0.39,0.06,66,1900,,49,,,,,,4000,Radial Lead,Standard,Uni-Polar,Normal
RNS1D330MDS1,MP,20.0,33.00,6.3,10.0,-55,105,2000,0.54,0.06,99,2200,,49,,,,,,3200,Radial Lead,Standard,Uni-Polar,Normal
RNS1D470MDN1,MP,20.0,47.00,8.0,11.5,-55,105,2000,0.93,0.06,141,3400,,28,,,,,,2000,Radial Lead,Standard,Uni-Polar,Normal
RNS1D680MDN1,MP,20.0,68.00,8.0,11.5,-55,105,2000,0.93,0.06,204,3600,,25,,,,,,2000,Radial Lead,Standard,Uni-Polar,Normal
RNS1D101MDN1,MP,20.0,100.00,10.0,12.5,-55,105,2000,1.35,0.06,300,4500,,15,,,,,,1600,Radial Lead,Standard,Uni-Polar,Normal
RNS1E100MDS1,MP,25.0,10.00,6.3,7.0,-55,105,2000,0.39,0.06,50,1700,,63,,,,,,4000,Radial Lead,Standard,Uni-Polar,Normal
RNS1E150MDS1,MP,25.0,15.00,6.3,10.0,-55,105,2000,0.54,0.06,75,2200,,49,,,,,,3200,Radial Lead,Standard,Uni-Polar,Normal
RNS1E220MDN1,MP,25.0,22.00,8.0,11.5,-55,105,2000,0.93,0.06,110,3400,,28,,,,,,2000,Radial Lead,Standard,Uni-Polar,Normal
RNS1E330MDN1,MP,25.0,33.00,10.0,12.5,-55,105,2000,1.35,0.06,165,3800,,20,,,,,,1600,Radial Lead,Standard,Uni-Polar,Normal
RNS1E470MDN1,MP,25.0,47.00,10.0,12.5,-55,105,2000,1.35,0.06,235,3800,,20,,,,,,1600,Radial Lead,Standard,Uni-Polar,Normal
RNS1E101MDN1,MP,25.0,100.00,10.0,12.5,-55,105,2000,1.35,0.08,500,4500,,15,,,,,,1600,Radial Lead,Standard,Uni-Polar,Normal
