Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Ripple Rating (85℃/120Hz),Rated Ripple2(mArms),ESR(Ω)（20℃/100kHz）,ESR(Ω) (-40℃/100kHz）,ESR(Ω) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (Ω)(-10℃/100kHz),Impedance (Ω)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UVK1E102MPD,MP,25.0,1000.00,10.0,16.0,-40,85,2000,1.77,0.16,750,860,,,,,,,,1800,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1E222MHD,MP,25.0,2200.00,12.5,25.0,-40,85,2000,4.56,0.18,1650,1550,,,,,,,,800,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1E332MHD,MP,25.0,3300.00,16.0,25.0,-40,85,2000,8.20,0.20,2475,1980,,,,,,,,400,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1E472MHD,MP,25.0,4700.00,16.0,25.0,-40,85,2000,8.20,0.22,3525,2200,,,,,,,,400,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1E682MHD,MP,25.0,6800.00,16.0,35.5,-40,85,2000,11.80,0.26,5100,2600,,,,,,,,300,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1E103MHD,MP,25.0,10000.00,18.0,40.0,-40,85,2000,17.70,0.34,7500,2800,,,,,,,,200,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1E153MRD,EOL,25.0,15000.00,22.0,50.0,-40,85,2000,27.40,0.44,11250,3800,,,,,,,,250,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1E223MRD,EOL,25.0,22000.00,25.0,50.0,-40,85,2000,38.80,0.58,16500,4500,,,,,,,,140,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1V470MDD,EOL,35.0,47.00,5.0,11.0,-40,85,2000,0.44,0.14,49,130,,,,,,,,6000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1V680MED,EOL,35.0,68.00,6.3,11.0,-40,85,2000,0.59,0.14,71,160,,,,,,,,4000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1V101MED,EOL,35.0,100.00,6.3,11.0,-40,85,2000,0.59,0.14,105,210,,,,,,,,4000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1V221MPD,MP,35.0,220.00,8.0,11.5,-40,85,2000,1.19,0.14,231,350,,,,,,,,3000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1V331MPD,MP,35.0,330.00,10.0,12.5,-40,85,2000,1.49,0.14,347,490,,,,,,,,2000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1V471MPD,MP,35.0,470.00,10.0,16.0,-40,85,2000,1.77,0.14,494,650,,,,,,,,1800,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1V102MHD,MP,35.0,1000.00,12.5,20.0,-40,85,2000,3.43,0.14,1050,1150,,,,,,,,1000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1V222MHD,MP,35.0,2200.00,16.0,25.0,-40,85,2000,8.20,0.16,2310,1800,,,,,,,,400,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1V332MHD,MP,35.0,3300.00,16.0,30.5,-40,85,2000,9.60,0.18,3465,2100,,,,,,,,300,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1V472MHD,MP,35.0,4700.00,16.0,35.5,-40,85,2000,11.80,0.20,4935,2500,,,,,,,,300,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1V682MHD,MP,35.0,6800.00,18.0,40.0,-40,85,2000,17.70,0.24,7140,2800,,,,,,,,200,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1V103MRD,EOL,35.0,10000.00,22.0,50.0,-40,85,2000,27.40,0.32,10500,3700,,,,,,,,250,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1V153MRD,EOL,35.0,15000.00,25.0,50.0,-40,85,2000,38.80,0.42,15750,4300,,,,,,,,140,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1H2R2MDD,EOL,50.0,2.20,5.0,11.0,-40,85,2000,0.44,0.12,4,28,,,,,,,,6000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1H3R3MDD,EOL,50.0,3.30,5.0,11.0,-40,85,2000,0.44,0.12,5,35,,,,,,,,6000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1H4R7MDD,EOL,50.0,4.70,5.0,11.0,-40,85,2000,0.44,0.12,7,40,,,,,,,,6000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1H100MDD,EOL,50.0,10.00,5.0,11.0,-40,85,2000,0.44,0.12,15,60,,,,,,,,6000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1H220MDD,EOL,50.0,22.00,5.0,11.0,-40,85,2000,0.44,0.12,33,95,,,,,,,,6000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1H330MDD,EOL,50.0,33.00,5.0,11.0,-40,85,2000,0.44,0.12,50,125,,,,,,,,6000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1H470MED,EOL,50.0,47.00,6.3,11.0,-40,85,2000,0.59,0.12,71,155,,,,,,,,4000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1H680MED,EOL,50.0,68.00,6.3,11.0,-40,85,2000,0.59,0.12,102,210,,,,,,,,4000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1H101MPD,MP,50.0,100.00,8.0,11.5,-40,85,2000,1.19,0.12,150,260,,,,,,,,3000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1H221MPD,MP,50.0,220.00,10.0,12.5,-40,85,2000,1.49,0.12,330,430,,,,,,,,2000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1H331MPD,MP,50.0,330.00,10.0,16.0,-40,85,2000,1.77,0.12,495,590,,,,,,,,1800,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1H471MPD,MP,50.0,470.00,10.0,20.0,-40,85,2000,2.34,0.12,705,760,,,,,,,,1400,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1H102MHD,MP,50.0,1000.00,12.5,25.0,-40,85,2000,4.56,0.12,1500,1350,,,,,,,,800,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1H222MHD,MP,50.0,2200.00,16.0,30.5,-40,85,2000,9.60,0.14,3300,1980,,,,,,,,300,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1H332MHD,MP,50.0,3300.00,18.0,35.5,-40,85,2000,14.20,0.16,4950,2500,,,,,,,,250,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1H472MRD,EOL,50.0,4700.00,20.0,40.0,-40,85,2000,19.60,0.18,7050,2900,,,,,,,,150,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1H682MRD,EOL,50.0,6800.00,22.0,50.0,-40,85,2000,27.40,0.22,10200,3500,,,,,,,,250,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1H103MRD,EOL,50.0,10000.00,25.0,50.0,-40,85,2000,38.80,0.30,15000,4000,,,,,,,,140,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1J220MDD,EOL,63.0,22.00,5.0,11.0,-40,85,2000,0.44,0.10,42,100,,,,,,,,6000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1J330MED,EOL,63.0,33.00,6.3,11.0,-40,85,2000,0.59,0.10,62,140,,,,,,,,4000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1J470MED,EOL,63.0,47.00,6.3,11.0,-40,85,2000,0.59,0.10,89,170,,,,,,,,4000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1J680MPD,MP,63.0,68.00,8.0,11.5,-40,85,2000,1.19,0.10,129,220,,,,,,,,3000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1J101MPD,MP,63.0,100.00,8.0,11.5,-40,85,2000,1.19,0.10,189,280,,,,,,,,3000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1J221MPD,MP,63.0,220.00,10.0,16.0,-40,85,2000,1.77,0.10,416,490,,,,,,,,1800,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1J331MPD,MP,63.0,330.00,10.0,20.0,-40,85,2000,2.34,0.10,624,710,,,,,,,,1400,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1J471MHD,MP,63.0,470.00,12.5,20.0,-40,85,2000,3.43,0.10,888,900,,,,,,,,1000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1J102MHD,MP,63.0,1000.00,16.0,25.0,-40,85,2000,8.20,0.10,1890,1300,,,,,,,,400,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1J222MHD,MP,63.0,2200.00,18.0,35.5,-40,85,2000,14.20,0.12,4158,2300,,,,,,,,250,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1J332MRD,EOL,63.0,3300.00,20.0,40.0,-40,85,2000,19.60,0.14,6237,2700,,,,,,,,150,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1J472MRD,EOL,63.0,4700.00,22.0,50.0,-40,85,2000,27.40,0.16,8883,3400,,,,,,,,250,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK1J682MRD,EOL,63.0,6800.00,25.0,50.0,-40,85,2000,38.80,0.20,12852,3900,,,,,,,,140,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2A2R2MDD,EOL,100.0,2.20,5.0,11.0,-40,85,2000,0.44,0.08,7,30,,,,,,,,6000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2A3R3MDD,EOL,100.0,3.30,5.0,11.0,-40,85,2000,0.44,0.08,10,40,,,,,,,,6000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2A4R7MDD,EOL,100.0,4.70,5.0,11.0,-40,85,2000,0.44,0.08,14,45,,,,,,,,6000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2A100MDD,EOL,100.0,10.00,5.0,11.0,-40,85,2000,0.44,0.08,30,70,,,,,,,,6000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2A220MED,EOL,100.0,22.00,6.3,11.0,-40,85,2000,0.59,0.08,66,130,,,,,,,,4000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2A330MPD,MP,100.0,33.00,8.0,11.5,-40,85,2000,1.19,0.08,99,180,,,,,,,,3000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2A470MPD,MP,100.0,47.00,8.0,11.5,-40,85,2000,1.19,0.08,141,200,,,,,,,,3000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2A680MPD,MP,100.0,68.00,10.0,12.5,-40,85,2000,1.49,0.08,204,270,,,,,,,,2000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2A101MPD,MP,100.0,100.00,10.0,16.0,-40,85,2000,1.77,0.08,300,340,,,,,,,,1800,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2A221MHD,MP,100.0,220.00,12.5,20.0,-40,85,2000,3.43,0.08,660,550,,,,,,,,1000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2A331MHD,MP,100.0,330.00,12.5,25.0,-40,85,2000,4.56,0.08,990,760,,,,,,,,800,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2A471MHD,MP,100.0,470.00,16.0,25.0,-40,85,2000,8.20,0.08,1410,1000,,,,,,,,400,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2A102MHD,MP,100.0,1000.00,18.0,35.5,-40,85,2000,14.20,0.08,3000,1350,,,,,,,,250,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2A222MRD,EOL,100.0,2200.00,22.0,50.0,-40,85,2000,27.40,0.10,6600,2400,,,,,,,,250,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2A332MRD,EOL,100.0,3300.00,25.0,50.0,-40,85,2000,38.80,0.12,9900,2900,,,,,,,,140,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2C100MPD,MP,160.0,10.00,8.0,11.5,-40,85,2000,1.19,0.20,164,80,,,,,,,,3000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2C220MPD,MP,160.0,22.00,10.0,12.5,-40,85,2000,1.49,0.20,241,130,,,,,,,,2000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2C330MPD,MP,160.0,33.00,10.0,16.0,-40,85,2000,1.77,0.20,311,180,,,,,,,,1800,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2C470MPD,MP,160.0,47.00,10.0,20.0,-40,85,2000,2.34,0.20,401,210,,,,,,,,1400,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2C680MHD,MP,160.0,68.00,12.5,20.0,-40,85,2000,3.43,0.20,535,350,,,,,,,,1000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2C101MHD,MP,160.0,100.00,12.5,25.0,-40,85,2000,4.56,0.20,740,430,,,,,,,,800,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2C221MHD,MP,160.0,220.00,16.0,30.5,-40,85,2000,9.60,0.20,1508,580,,,,,,,,300,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2C331MHD,MP,160.0,330.00,18.0,35.5,-40,85,2000,14.20,0.20,2212,800,,,,,,,,250,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2C471MHD,MP,160.0,470.00,18.0,40.0,-40,85,2000,17.70,0.20,3108,1200,,,,,,,,200,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2C102MRD,EOL,160.0,1000.00,25.0,50.0,-40,85,2000,38.80,0.20,6500,1900,,,,,,,,140,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2DR47MED,EOL,200.0,0.47,6.3,11.0,-40,85,2000,0.59,0.20,49,15,,,,,,,,4000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2D010MED,EOL,200.0,1.00,6.3,11.0,-40,85,2000,0.59,0.20,60,22,,,,,,,,4000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2D2R2MED,EOL,200.0,2.20,6.3,11.0,-40,85,2000,0.59,0.20,84,33,,,,,,,,4000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2D3R3MED,EOL,200.0,3.30,6.3,11.0,-40,85,2000,0.59,0.20,106,40,,,,,,,,4000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2D4R7MED,EOL,200.0,4.70,6.3,11.0,-40,85,2000,0.59,0.20,134,50,,,,,,,,4000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2D100MPD,MP,200.0,10.00,8.0,11.5,-40,85,2000,1.19,0.20,180,80,,,,,,,,3000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2D220MPD,MP,200.0,22.00,10.0,16.0,-40,85,2000,1.77,0.20,276,150,,,,,,,,1800,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2D330MPD,MP,200.0,33.00,10.0,20.0,-40,85,2000,2.34,0.20,364,200,,,,,,,,1400,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2D470MHD,MP,200.0,47.00,12.5,20.0,-40,85,2000,3.43,0.20,476,270,,,,,,,,1000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2D680MHD,MP,200.0,68.00,12.5,25.0,-40,85,2000,4.56,0.20,644,350,,,,,,,,800,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2D101MHD,MP,200.0,100.00,16.0,25.0,-40,85,2000,8.20,0.20,900,450,,,,,,,,400,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2D221MHD,MP,200.0,220.00,16.0,35.5,-40,85,2000,11.80,0.20,1860,700,,,,,,,,300,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2D331MHD,MP,200.0,330.00,18.0,40.0,-40,85,2000,17.70,0.20,2740,950,,,,,,,,200,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2D471MRD,EOL,200.0,470.00,22.0,40.0,-40,85,2000,23.80,0.20,3860,1300,,,,,,,,250,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2E3R3MED,EOL,250.0,3.30,6.3,11.0,-40,85,2000,0.59,0.20,123,40,,,,,,,,4000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2E4R7MED,EOL,250.0,4.70,6.3,11.0,-40,85,2000,0.59,0.20,147,50,,,,,,,,4000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2E100MPD,MP,250.0,10.00,10.0,12.5,-40,85,2000,1.49,0.20,200,100,,,,,,,,2000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2E220MPD,MP,250.0,22.00,10.0,20.0,-40,85,2000,2.34,0.20,320,150,,,,,,,,1400,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2E330MPD,MP,250.0,33.00,10.0,20.0,-40,85,2000,2.34,0.20,430,200,,,,,,,,1400,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2E470MHD,MP,250.0,47.00,12.5,20.0,-40,85,2000,3.43,0.20,570,270,,,,,,,,1000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2E680MHD,MP,250.0,68.00,16.0,25.0,-40,85,2000,8.20,0.20,780,380,,,,,,,,400,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2E101MHD,MP,250.0,100.00,16.0,25.0,-40,85,2000,8.20,0.20,1100,440,,,,,,,,400,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2E221MHD,MP,250.0,220.00,18.0,35.5,-40,85,2000,14.20,0.20,2300,680,,,,,,,,250,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2E331MRD,EOL,250.0,330.00,20.0,40.0,-40,85,2000,19.60,0.20,3400,1000,,,,,,,,150,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2E471MRD,EOL,250.0,470.00,22.0,50.0,-40,85,2000,27.40,0.20,4800,1400,,,,,,,,250,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2V2R2MED,EOL,350.0,2.20,6.3,11.0,-40,85,2000,0.59,0.25,117,30,,,,,,,,4000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2V3R3MPD,MP,350.0,3.30,8.0,11.5,-40,85,2000,1.19,0.25,146,43,,,,,,,,3000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2V4R7MPD,MP,350.0,4.70,8.0,11.5,-40,85,2000,1.19,0.25,166,55,,,,,,,,3000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2V100MPD,MP,350.0,10.00,10.0,12.5,-40,85,2000,1.49,0.25,240,90,,,,,,,,2000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2V220MHD,MP,350.0,22.00,12.5,20.0,-40,85,2000,3.43,0.25,408,150,,,,,,,,1000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2V330MHD,MP,350.0,33.00,12.5,25.0,-40,85,2000,4.56,0.25,562,240,,,,,,,,800,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2V470MHD,MP,350.0,47.00,16.0,25.0,-40,85,2000,8.20,0.25,758,300,,,,,,,,400,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2V680MHD,MP,350.0,68.00,16.0,25.0,-40,85,2000,8.20,0.25,1052,400,,,,,,,,400,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2V101MHD,MP,350.0,100.00,18.0,35.5,-40,85,2000,14.20,0.25,1500,520,,,,,,,,250,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2V221MRD,EOL,350.0,220.00,22.0,50.0,-40,85,2000,27.40,0.25,3180,760,,,,,,,,250,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2V331MRD,EOL,350.0,330.00,25.0,50.0,-40,85,2000,38.80,0.25,4720,1000,,,,,,,,140,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2GR47MED,EOL,400.0,0.47,6.3,11.0,-40,85,2000,0.59,0.25,59,12,,,,,,,,4000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2G010MED,EOL,400.0,1.00,6.3,11.0,-40,85,2000,0.59,0.25,80,20,,,,,,,,4000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2G2R2MPD,MP,400.0,2.20,8.0,11.5,-40,85,2000,1.19,0.25,128,38,,,,,,,,3000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2G3R3MPD,MP,400.0,3.30,8.0,11.5,-40,85,2000,1.19,0.25,153,48,,,,,,,,3000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2G4R7MPD,MP,400.0,4.70,10.0,12.5,-40,85,2000,1.49,0.25,175,60,,,,,,,,2000,Radial Lead,Miniaturized,Uni-Polar,Normal
