Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Rated Ripple1(mArms),Rated Ripple2(mArms),ESR(mΩ)（20℃/100kHz）,ESR(mΩ) (-40℃/100kHz）,ESR(mΩ) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (mΩ)(-10℃/100kHz),Impedance (mΩ)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UPT2D680MPD,MP,200.0,68.00,10.0,30.5,-40,105,5000,3.21,0.12,826,350,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UPT2D820MHD,MP,200.0,82.00,12.5,25.0,-40,105,5000,4.56,0.12,994,410,,,,,,,,800,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UPT2D101MHD,MP,200.0,100.00,12.5,30.5,-40,105,5000,6.01,0.12,1210,480,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UPT2D121MHD,MP,200.0,120.00,12.5,30.5,-40,105,5000,6.01,0.12,1450,530,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UPT2D151MHD,MP,200.0,150.00,12.5,35.5,-40,105,5000,7.06,0.12,1810,620,,,,,,,,500,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UPT2D181MHD,MP,200.0,180.00,12.5,40.0,-40,105,5000,7.57,0.12,2170,700,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UPT2D221MHD,MP,200.0,220.00,16.0,30.5,-40,105,5000,9.60,0.12,2650,760,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UPT2D221MHD6,MP,200.0,220.00,18.0,30.5,-40,105,5000,13.10,0.12,2650,810,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UPT2D271MHD,MP,200.0,270.00,16.0,35.5,-40,105,5000,11.80,0.12,3250,880,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UPT2D271MHD6,MP,200.0,270.00,18.0,30.5,-40,105,5000,13.10,0.12,3250,870,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UPT2D331MHD,MP,200.0,330.00,18.0,35.5,-40,105,5000,14.20,0.12,3970,1010,,,,,,,,250,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UPT2D391MHD,MP,200.0,390.00,18.0,40.0,-40,105,5000,17.70,0.12,4690,1130,,,,,,,,200,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UPT2D471MRD,EOL,200.0,470.00,22.0,40.0,-40,105,5000,23.80,0.12,5650,1200,,,,,,,,250,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UPT2D681MRD,EOL,200.0,680.00,22.0,50.0,-40,105,5000,27.40,0.12,8170,1500,,,,,,,,250,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UPT2D681MRD6,EOL,200.0,680.00,25.0,40.0,-40,105,5000,27.40,0.12,8170,1500,,,,,,,,180,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UPT2D821MRD,EOL,200.0,820.00,25.0,50.0,-40,105,5000,38.80,0.12,9850,1600,,,,,,,,140,Radial Lead,Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
