Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Rated Ripple1(mArms),Rated Ripple2(mArms),ESR(mΩ)（20℃/100kHz）,ESR(mΩ) (-40℃/100kHz）,ESR(mΩ) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (mΩ)(-10℃/100kHz),Impedance (mΩ)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UPH2G330MPD,MP,400.0,33.00,10.0,31.5,-40,105,2000,3.21,0.15,628,330,,,,,,,,1000,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPH2G560MHD,MP,400.0,56.00,12.5,31.5,-40,105,2000,6.01,0.15,996,470,,,,,,,,600,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPH2G680MHD,MP,400.0,68.00,12.5,35.5,-40,105,2000,7.06,0.15,1188,540,,,,,,,,500,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPH2G820MHD,MP,400.0,82.00,12.5,40.0,-40,105,2000,7.57,0.15,1412,620,,,,,,,,400,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPH2G101MHD,MP,400.0,100.00,16.0,31.5,-40,105,2000,11.60,0.15,1700,710,,,,,,,,300,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPH2G121MHD,MP,400.0,120.00,16.0,35.5,-40,105,2000,11.80,0.15,2020,800,,,,,,,,300,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPH2G151MHD,MP,400.0,150.00,16.0,40.0,-40,105,2000,14.10,0.15,2500,920,,,,,,,,300,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPH2G151MHD6,MP,400.0,150.00,18.0,31.5,-40,105,2000,13.80,0.15,2500,890,,,,,,,,300,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPH2G181MHD,MP,400.0,180.00,18.0,40.0,-40,105,2000,17.70,0.15,2980,1060,,,,,,,,200,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPH2G221MHD,MP,400.0,220.00,18.0,46.0,-40,105,2000,20.90,0.15,3620,1200,,,,,,,,200,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPHW6330MPD,MP,420.0,33.00,10.0,31.5,-40,105,2000,3.21,0.20,654,320,,,,,,,,1000,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPHW6560MHD,MP,420.0,56.00,12.5,31.5,-40,105,2000,6.01,0.20,1041,460,,,,,,,,600,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPHW6101MHD,MP,420.0,100.00,16.0,31.5,-40,105,2000,11.60,0.20,1780,690,,,,,,,,300,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPHW6121MHD,MP,420.0,120.00,16.0,35.5,-40,105,2000,11.80,0.20,2116,780,,,,,,,,300,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPHW6121MHD6,MP,420.0,120.00,18.0,31.5,-40,105,2000,13.80,0.20,2116,800,,,,,,,,300,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPHW6151MHD,MP,420.0,150.00,18.0,35.5,-40,105,2000,14.20,0.20,2620,920,,,,,,,,250,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPHW6181MHD,MP,420.0,180.00,18.0,40.0,-40,105,2000,17.70,0.20,3124,1040,,,,,,,,200,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPH2W270MPD,MP,450.0,27.00,10.0,31.5,-40,105,2000,3.21,0.20,586,300,,,,,,,,1000,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPH2W470MHD,MP,450.0,47.00,12.5,31.5,-40,105,2000,6.01,0.20,946,430,,,,,,,,600,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPH2W560MHD,MP,450.0,56.00,12.5,35.5,-40,105,2000,7.06,0.20,1108,490,,,,,,,,500,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPH2W680MHD,MP,450.0,68.00,12.5,40.0,-40,105,2000,7.57,0.20,1324,560,,,,,,,,400,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPH2W820MHD,MP,450.0,82.00,16.0,31.5,-40,105,2000,11.60,0.20,1576,640,,,,,,,,300,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPH2W101MHD,MP,450.0,100.00,16.0,35.5,-40,105,2000,11.80,0.20,1900,730,,,,,,,,300,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPH2W121MHD,MP,450.0,120.00,16.0,40.0,-40,105,2000,14.10,0.20,2260,820,,,,,,,,300,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPH2W121MHD6,MP,450.0,120.00,18.0,31.5,-40,105,2000,13.80,0.20,2260,800,,,,,,,,300,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPH2W151MHD,MP,450.0,150.00,18.0,40.0,-40,105,2000,17.70,0.20,2800,970,,,,,,,,200,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
UPH2W181MHD,MP,450.0,180.00,18.0,46.0,-40,105,2000,20.90,0.20,3340,1090,,,,,,,,200,Radial Lead,Hi-Volt. MiniatureSized,Uni-Polar,Normal
