Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Rated Ripple1(mArms),Rated Ripple2(mArms),ESR(mΩ)（20℃/100kHz）,ESR(mΩ) (-40℃/100kHz）,ESR(mΩ) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (mΩ)(-10℃/100kHz),Impedance (mΩ)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UBY1E202MHL,MP,25.0,2000.00,12.5,20.0,-40,135,3000,3.43,0.16,1500,1690,2760,42,480,,,,,1000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1E302MHL,MP,25.0,3000.00,12.5,25.0,-40,135,3000,4.56,0.18,2250,2010,3480,33,300,,,,,800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1E332MHL,MP,25.0,3300.00,16.0,20.0,-40,135,3000,6.60,0.18,2475,1860,3040,31,270,,,,,600,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1E362MHL,MP,25.0,3600.00,12.5,30.5,-40,135,3000,6.01,0.18,2700,2900,4490,28,240,,,,,600,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1E432MHL,MP,25.0,4300.00,18.0,20.0,-40,135,3000,9.00,0.20,3225,1870,3250,30,220,,,,,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1E472MHL,MP,25.0,4700.00,16.0,25.0,-40,135,3000,8.20,0.20,3525,2870,4260,26,220,,,,,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1E512MHL,MP,25.0,5100.00,12.5,40.0,-40,135,3000,7.57,0.22,3825,3470,5810,24,190,,,,,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1E622MHL,MP,25.0,6200.00,16.0,30.5,-40,135,3000,9.60,0.24,4650,3400,5480,23,180,,,,,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1E622MHL6,MP,25.0,6200.00,18.0,25.0,-40,135,3000,10.60,0.24,4650,2900,4500,25,190,,,,,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1E752MHL,MP,25.0,7500.00,16.0,35.5,-40,135,3000,11.80,0.26,5625,3630,6070,20,140,,,,,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1E822MHL,MP,25.0,8200.00,18.0,30.5,-40,135,3000,13.10,0.28,6150,3470,5600,22,160,,,,,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1E912MHL,MP,25.0,9100.00,16.0,40.0,-40,135,3000,14.10,0.30,6825,3930,6810,19,120,,,,,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1E103MHL,MP,25.0,10000.00,18.0,35.5,-40,135,3000,14.20,0.32,7500,3750,6280,19,120,,,,,250,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1E123MHL,MP,25.0,12000.00,18.0,40.0,-40,135,3000,17.70,0.36,9000,4080,7070,18,100,,,,,200,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1V132MHL,MP,35.0,1300.00,12.5,20.0,-40,135,3000,3.43,0.12,1365,1690,2760,42,480,,,,,1000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1V182MHL,MP,35.0,1800.00,12.5,25.0,-40,135,3000,4.56,0.12,1890,2010,3480,33,300,,,,,800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1V222MHL,MP,35.0,2200.00,12.5,30.5,-40,135,3000,6.01,0.14,2310,2900,4490,28,240,,,,,600,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1V222MHL6,MP,35.0,2200.00,16.0,20.0,-40,135,3000,6.60,0.14,2310,1860,3040,31,270,,,,,600,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1V272MHL,MP,35.0,2700.00,12.5,35.5,-40,135,3000,7.06,0.14,2835,3190,5140,25,210,,,,,500,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1V272MHL6,MP,35.0,2700.00,18.0,20.0,-40,135,3000,9.00,0.14,2835,1870,3250,30,220,,,,,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1V302MHL,MP,35.0,3000.00,16.0,25.0,-40,135,3000,8.20,0.16,3150,2870,4260,26,220,,,,,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1V332MHL,MP,35.0,3300.00,12.5,40.0,-40,135,3000,7.57,0.16,3465,3470,5810,24,190,,,,,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1V392MHL,MP,35.0,3900.00,16.0,30.5,-40,135,3000,9.60,0.16,4095,3400,5480,23,180,,,,,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1V392MHL6,MP,35.0,3900.00,18.0,25.0,-40,135,3000,10.60,0.16,4095,2900,4500,25,190,,,,,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1V472MHL,MP,35.0,4700.00,16.0,35.5,-40,135,3000,11.80,0.18,4935,3630,6070,20,140,,,,,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBY1V512MHL,MP,35.0,5100.00,18.0,30.5,-40,135,3000,13.10,0.20,5355,3470,5600,22,160,,,,,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
