Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Ripple Rating (105℃/120Hz),Rated Ripple2(mArms),ESR(Ω)（20℃/100kHz）,ESR(Ω) (-40℃/100kHz）,ESR(Ω) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (Ω)(-10℃/100kHz),Impedance (Ω)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UVZ1H4R7MDD,EOL,50.0,4.70,5.0,11.0,-55,105,1000,0.44,0.12,7,30,,,,,,,,6000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1H100MDD,EOL,50.0,10.00,5.0,11.0,-55,105,1000,0.44,0.12,15,46,,,,,,,,6000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1H220MDD,EOL,50.0,22.00,5.0,11.0,-55,105,1000,0.44,0.12,33,68,,,,,,,,6000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1H330MDD,EOL,50.0,33.00,5.0,11.0,-55,105,1000,0.44,0.12,50,90,,,,,,,,6000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1H470MED,EOL,50.0,47.00,6.3,11.0,-55,105,1000,0.59,0.12,71,115,,,,,,,,4000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1H101MPD,MP,50.0,100.00,8.0,11.5,-55,105,1000,1.19,0.12,150,190,,,,,,,,3000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1H221MPD,MP,50.0,220.00,10.0,12.5,-55,105,2000,1.49,0.12,330,300,,,,,,,,2000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1H331MPD,MP,50.0,330.00,10.0,16.0,-55,105,2000,1.77,0.12,495,410,,,,,,,,1800,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1H471MHD,MP,50.0,470.00,12.5,20.0,-55,105,2000,3.43,0.12,705,530,,,,,,,,1000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1H102MHD,MP,50.0,1000.00,12.5,25.0,-55,105,2000,4.56,0.12,1500,950,,,,,,,,800,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1H222MHD,MP,50.0,2200.00,16.0,35.5,-55,105,2000,11.80,0.14,3300,1470,,,,,,,,300,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1H332MHD,MP,50.0,3300.00,18.0,35.5,-55,105,2000,14.20,0.16,4950,1770,,,,,,,,250,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1H472MRD,EOL,50.0,4700.00,20.0,40.0,-55,105,2000,19.60,0.18,7050,2100,,,,,,,,150,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1H682MRD,EOL,50.0,6800.00,22.0,50.0,-55,105,2000,27.40,0.22,10200,2500,,,,,,,,250,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1H103MRD,EOL,50.0,10000.00,25.0,50.0,-55,105,2000,38.80,0.30,15000,2850,,,,,,,,140,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1J100MDD,EOL,63.0,10.00,5.0,11.0,-55,105,1000,0.44,0.10,19,46,,,,,,,,6000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1J220MDD,EOL,63.0,22.00,5.0,11.0,-55,105,1000,0.44,0.10,42,71,,,,,,,,6000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1J330MED,EOL,63.0,33.00,6.3,11.0,-55,105,1000,0.59,0.10,62,100,,,,,,,,4000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1J470MED,EOL,63.0,47.00,6.3,11.0,-55,105,1000,0.59,0.10,89,120,,,,,,,,4000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1J101MPD,MP,63.0,100.00,10.0,12.5,-55,105,2000,1.49,0.10,189,215,,,,,,,,2000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1J221MPD,MP,63.0,220.00,10.0,16.0,-55,105,2000,1.77,0.10,416,335,,,,,,,,1800,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1J331MPD,MP,63.0,330.00,10.0,20.0,-55,105,2000,2.34,0.10,624,510,,,,,,,,1400,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1J471MHD,MP,63.0,470.00,12.5,20.0,-55,105,2000,3.43,0.10,888,640,,,,,,,,1000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1J102MHD,MP,63.0,1000.00,16.0,25.0,-55,105,2000,8.20,0.10,1890,930,,,,,,,,400,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
