Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Ripple Rating (105℃/100kHz),Rated Ripple2(mArms),ESR(Ω)（20℃/100kHz）,ESR(Ω) (-40℃/100kHz）,ESR(Ω) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (Ω)(-10℃/100kHz),Impedance (Ω)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UPS1C151MED,EOL,16.0,150.00,6.3,11.0,-55,105,2000,0.59,0.16,72,250,,,,,,,0.5,4000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1C221MPD,MP,16.0,220.00,8.0,11.5,-55,105,2000,1.19,0.16,106,410,,,,,,,0.28,3000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1C331MPD,MP,16.0,330.00,8.0,11.5,-55,105,2000,1.19,0.16,158,410,,,,,,,0.28,3000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1C471MPD,MP,16.0,470.00,10.0,12.5,-55,105,2000,1.49,0.16,226,600,,,,,,,0.19,2000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1C681MPD,MP,16.0,680.00,10.0,16.0,-55,105,2000,1.77,0.16,326,800,,,,,,,0.14,1800,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1C102MPD,MP,16.0,1000.00,10.0,20.0,-55,105,2000,2.34,0.16,480,1000,,,,,,,0.11,1400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1C152MHD,MP,16.0,1500.00,12.5,20.0,-55,105,3000,3.43,0.16,720,1250,,,,,,,0.075,1000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1C222MHD,MP,16.0,2200.00,12.5,25.0,-55,105,3000,4.56,0.18,1056,1550,,,,,,,0.057,800,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1C332MHD,MP,16.0,3300.00,16.0,25.0,-55,105,3000,8.20,0.20,1584,1900,,,,,,,0.038,400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1C472MHD,MP,16.0,4700.00,16.0,30.5,-55,105,3000,9.60,0.22,2256,2350,,,,,,,0.033,300,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1C682MHD,MP,16.0,6800.00,18.0,35.5,-55,105,3000,14.20,0.26,3264,2700,,,,,,,0.03,250,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1C103MHD,MP,16.0,10000.00,18.0,40.0,-55,105,3000,17.70,0.34,4800,3300,,,,,,,0.027,200,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1E4R7MDD,EOL,25.0,4.70,5.0,11.0,-55,105,2000,0.44,0.14,4,160,,,,,,,1.5,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1E100MDD,EOL,25.0,10.00,5.0,11.0,-55,105,2000,0.44,0.14,8,160,,,,,,,1.5,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1E220MDD,EOL,25.0,22.00,5.0,11.0,-55,105,2000,0.44,0.14,17,160,,,,,,,1.5,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1E330MDD,EOL,25.0,33.00,5.0,11.0,-55,105,2000,0.44,0.14,25,160,,,,,,,1.5,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1E470MDD,EOL,25.0,47.00,5.0,11.0,-55,105,2000,0.44,0.14,35,160,,,,,,,1.5,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1E101MED,EOL,25.0,100.00,6.3,11.0,-55,105,2000,0.59,0.14,75,250,,,,,,,0.5,4000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1E151MPD,MP,25.0,150.00,8.0,11.5,-55,105,2000,1.19,0.14,113,410,,,,,,,0.28,3000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1E221MPD,MP,25.0,220.00,8.0,11.5,-55,105,2000,1.19,0.14,165,410,,,,,,,0.28,3000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1E331MPD,MP,25.0,330.00,10.0,12.5,-55,105,2000,1.49,0.14,248,600,,,,,,,0.19,2000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1E471MPD,MP,25.0,470.00,10.0,16.0,-55,105,2000,1.77,0.14,353,800,,,,,,,0.14,1800,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1E681MPD,MP,25.0,680.00,10.0,20.0,-55,105,2000,2.34,0.14,510,1000,,,,,,,0.11,1400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1E102MHD,MP,25.0,1000.00,12.5,20.0,-55,105,3000,3.43,0.14,750,1250,,,,,,,0.075,1000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1E152MHD,MP,25.0,1500.00,16.0,25.0,-55,105,3000,8.20,0.14,1125,1900,,,,,,,0.038,400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1E222MHD,MP,25.0,2200.00,16.0,25.0,-55,105,3000,8.20,0.16,1650,1900,,,,,,,0.038,400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1E332MHD,MP,25.0,3300.00,16.0,30.5,-55,105,3000,9.60,0.18,2475,2350,,,,,,,0.033,300,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1E472MHD,MP,25.0,4700.00,18.0,35.5,-55,105,3000,14.20,0.20,3525,2700,,,,,,,0.03,250,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1E682MHD,MP,25.0,6800.00,18.0,40.0,-55,105,3000,17.70,0.24,5100,3300,,,,,,,0.027,200,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1V4R7MDD,EOL,35.0,4.70,5.0,11.0,-55,105,2000,0.44,0.12,5,160,,,,,,,1.5,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1V100MDD,EOL,35.0,10.00,5.0,11.0,-55,105,2000,0.44,0.12,11,160,,,,,,,1.5,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1V220MDD,EOL,35.0,22.00,5.0,11.0,-55,105,2000,0.44,0.12,23,160,,,,,,,1.5,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1V330MDD,EOL,35.0,33.00,5.0,11.0,-55,105,2000,0.44,0.12,35,160,,,,,,,1.5,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1V470MED,EOL,35.0,47.00,6.3,11.0,-55,105,2000,0.59,0.12,49,250,,,,,,,0.5,4000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1V101MPD,MP,35.0,100.00,8.0,11.5,-55,105,2000,1.19,0.12,105,410,,,,,,,0.28,3000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1V151MPD,MP,35.0,150.00,8.0,11.5,-55,105,2000,1.19,0.12,158,410,,,,,,,0.28,3000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1V221MPD,MP,35.0,220.00,10.0,12.5,-55,105,2000,1.49,0.12,231,600,,,,,,,0.19,2000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1V331MPD,MP,35.0,330.00,10.0,16.0,-55,105,2000,1.77,0.12,347,800,,,,,,,0.14,1800,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1V471MPD,MP,35.0,470.00,10.0,20.0,-55,105,2000,2.34,0.12,494,100,,,,,,,0.11,1400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1V681MHD,MP,35.0,680.00,12.5,20.0,-55,105,3000,3.43,0.12,714,1250,,,,,,,0.075,1000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1V102MHD,MP,35.0,1000.00,12.5,25.0,-55,105,3000,4.56,0.12,1050,1550,,,,,,,0.057,800,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1V152MHD,MP,35.0,1500.00,16.0,25.0,-55,105,3000,8.20,0.12,1575,1900,,,,,,,0.038,400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1V222MHD,MP,35.0,2200.00,16.0,30.5,-55,105,3000,9.60,0.14,2310,2350,,,,,,,0.033,300,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1V332MHD,MP,35.0,3300.00,18.0,35.5,-55,105,3000,14.20,0.16,3465,2700,,,,,,,0.03,250,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1V472MHD,MP,35.0,4700.00,18.0,40.0,-55,105,3000,17.70,0.18,4935,3300,,,,,,,0.027,200,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1H2R2MDD,EOL,50.0,2.20,5.0,11.0,-55,105,2000,0.44,0.10,4,55,,,,,,,4.5,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1H3R3MDD,EOL,50.0,3.30,5.0,11.0,-55,105,2000,0.44,0.10,5,65,,,,,,,3.9,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1H4R7MDD,EOL,50.0,4.70,5.0,11.0,-55,105,2000,0.44,0.10,7,90,,,,,,,3.5,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1H100MDD,EOL,50.0,10.00,5.0,11.0,-55,105,2000,0.44,0.10,15,120,,,,,,,2.1,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1H220MDD,EOL,50.0,22.00,5.0,11.0,-55,105,2000,0.44,0.10,33,150,,,,,,,1.8,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1H330MED,EOL,50.0,33.00,6.3,11.0,-55,105,2000,0.59,0.10,50,250,,,,,,,0.65,4000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1H470MED,EOL,50.0,47.00,6.3,11.0,-55,105,2000,0.59,0.10,71,250,,,,,,,0.65,4000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1H101MPD,MP,50.0,100.00,8.0,11.5,-55,105,2000,1.19,0.10,150,340,,,,,,,0.36,3000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1H151MPD,MP,50.0,150.00,10.0,12.5,-55,105,2000,1.49,0.10,225,490,,,,,,,0.26,2000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1H221MPD,MP,50.0,220.00,10.0,16.0,-55,105,2000,1.77,0.10,330,650,,,,,,,0.18,1800,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1H331MPD,MP,50.0,330.00,10.0,20.0,-55,105,2000,2.34,0.10,495,810,,,,,,,0.15,1400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1H471MHD,MP,50.0,470.00,12.5,20.0,-55,105,3000,3.43,0.10,705,1100,,,,,,,0.13,1000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1H681MHD,MP,50.0,680.00,12.5,25.0,-55,105,3000,4.56,0.10,1020,1200,,,,,,,0.1,800,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1H102MHD,MP,50.0,1000.00,16.0,25.0,-55,105,3000,8.20,0.10,1500,1600,,,,,,,0.058,400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1H152MHD,MP,50.0,1500.00,16.0,30.5,-55,105,3000,9.60,0.10,2250,2000,,,,,,,0.04,300,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1H222MHD,MP,50.0,2200.00,18.0,35.5,-55,105,3000,14.20,0.12,3300,2300,,,,,,,0.035,250,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1J4R7MDD,EOL,63.0,4.70,5.0,11.0,-55,105,2000,0.44,0.09,9,68,,,,,,,4.7,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1J100MDD,EOL,63.0,10.00,5.0,11.0,-55,105,2000,0.44,0.09,19,110,,,,,,,2.1,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1J220MED,EOL,63.0,22.00,6.3,11.0,-55,105,2000,0.59,0.09,42,180,,,,,,,0.98,4000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1J330MED,EOL,63.0,33.00,6.3,11.0,-55,105,2000,0.59,0.09,62,220,,,,,,,0.71,4000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1J470MPD,MP,63.0,47.00,8.0,11.5,-55,105,2000,1.19,0.09,89,310,,,,,,,0.65,3000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1J101MPD,MP,63.0,100.00,10.0,12.5,-55,105,2000,1.49,0.09,189,390,,,,,,,0.31,2000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1J151MPD,MP,63.0,150.00,10.0,16.0,-55,105,2000,1.77,0.09,284,440,,,,,,,0.25,1800,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1J221MPD,MP,63.0,220.00,10.0,20.0,-55,105,2000,2.34,0.09,416,700,,,,,,,0.2,1400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1J331MHD,MP,63.0,330.00,12.5,20.0,-55,105,3000,3.43,0.09,624,980,,,,,,,0.12,1000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1J471MHD,MP,63.0,470.00,12.5,25.0,-55,105,3000,4.56,0.09,888,1200,,,,,,,0.081,800,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1J681MHD,MP,63.0,680.00,16.0,25.0,-55,105,3000,8.20,0.09,1285,1300,,,,,,,0.058,400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1J102MHD,MP,63.0,1000.00,16.0,30.5,-55,105,3000,9.60,0.09,1890,1380,,,,,,,0.049,300,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1J152MHD,MP,63.0,1500.00,18.0,35.5,-55,105,3000,14.20,0.09,2835,1750,,,,,,,0.038,250,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS1J222MHD,MP,63.0,2200.00,18.0,40.0,-55,105,3000,17.70,0.11,4158,2120,,,,,,,0.032,200,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS2A2R2MDD,EOL,100.0,2.20,5.0,11.0,-55,105,2000,0.44,0.08,7,44,,,,,,,9.8,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS2A3R3MDD,EOL,100.0,3.30,5.0,11.0,-55,105,2000,0.44,0.08,10,58,,,,,,,6.6,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS2A4R7MDD,EOL,100.0,4.70,5.0,11.0,-55,105,2000,0.44,0.08,14,74,,,,,,,4.6,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS2A100MED,EOL,100.0,10.00,6.3,11.0,-55,105,2000,0.59,0.08,30,130,,,,,,,1.8,4000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS2A220MPD,MP,100.0,22.00,8.0,11.5,-55,105,2000,1.19,0.08,66,230,,,,,,,0.68,3000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS2A330MPD,MP,100.0,33.00,10.0,12.5,-55,105,2000,1.49,0.08,99,320,,,,,,,0.46,2000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS2A470MPD,MP,100.0,47.00,10.0,16.0,-55,105,2000,1.77,0.08,141,420,,,,,,,0.37,1800,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS2A101MHD,MP,100.0,100.00,12.5,20.0,-55,105,3000,3.43,0.08,300,580,,,,,,,0.18,1000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS2A151MHD,MP,100.0,150.00,12.5,25.0,-55,105,3000,4.56,0.08,450,710,,,,,,,0.13,800,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS2A221MHD,MP,100.0,220.00,16.0,25.0,-55,105,3000,8.20,0.08,660,890,,,,,,,0.1,400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS2A331MHD,MP,100.0,330.00,16.0,25.0,-55,105,3000,8.20,0.08,990,1080,,,,,,,0.09,400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS2A471MHD,MP,100.0,470.00,16.0,30.5,-55,105,3000,9.60,0.08,1410,1310,,,,,,,0.076,300,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS2A681MHD,MP,100.0,680.00,16.0,35.5,-55,105,3000,11.80,0.08,2040,1410,,,,,,,0.064,300,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPS2A102MHD,MP,100.0,1000.00,18.0,40.0,-40,105,3000,17.70,0.08,3000,1520,,,,,,,0.047,200,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
