Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Rated Ripple1(mArms),Rated Ripple2(mArms),ESR(mΩ)（20℃/100kHz）,ESR(mΩ) (-40℃/100kHz）,ESR(mΩ) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (mΩ)(-10℃/100kHz),Impedance (mΩ)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UVR0J220MDD,EOL,6.3,22.00,5.0,11.0,-40,85,2000,0.44,0.28,4,65,,,,,,,,6000,Radial Lead,Standard,Uni-Polar,Normal
UVR0J330MDD,EOL,6.3,33.00,5.0,11.0,-40,85,2000,0.44,0.28,6,80,,,,,,,,6000,Radial Lead,Standard,Uni-Polar,Normal
UVR0J470MDD,EOL,6.3,47.00,5.0,11.0,-40,85,2000,0.44,0.28,9,95,,,,,,,,6000,Radial Lead,Standard,Uni-Polar,Normal
UVR0J101MDD,EOL,6.3,100.00,5.0,11.0,-40,85,2000,0.44,0.28,19,135,,,,,,,,6000,Radial Lead,Standard,Uni-Polar,Normal
UVR0J221MDD,EOL,6.3,220.00,5.0,11.0,-40,85,2000,0.44,0.28,42,200,,,,,,,,6000,Radial Lead,Standard,Uni-Polar,Normal
UVR0J331MED,EOL,6.3,330.00,6.3,11.0,-40,85,2000,0.59,0.28,62,270,,,,,,,,4000,Radial Lead,Standard,Uni-Polar,Normal
UVR0J471MED,EOL,6.3,470.00,6.3,11.0,-40,85,2000,0.59,0.28,89,320,,,,,,,,4000,Radial Lead,Standard,Uni-Polar,Normal
UVR0J102MPD,MP,6.3,1000.00,8.0,11.5,-40,85,2000,1.19,0.28,189,540,,,,,,,,3000,Radial Lead,Standard,Uni-Polar,Normal
UVR0J222MPD,MP,6.3,2200.00,10.0,20.0,-40,85,2000,2.34,0.30,416,1000,,,,,,,,1400,Radial Lead,Standard,Uni-Polar,Normal
UVR0J332MPD,MP,6.3,3300.00,10.0,20.0,-40,85,2000,2.34,0.32,624,1190,,,,,,,,1400,Radial Lead,Standard,Uni-Polar,Normal
UVR0J472MHD,MP,6.3,4700.00,12.5,20.0,-40,85,2000,3.43,0.34,888,1550,,,,,,,,1000,Radial Lead,Standard,Uni-Polar,Normal
UVR0J682MHD,MP,6.3,6800.00,12.5,25.0,-40,85,2000,4.56,0.38,1285,1920,,,,,,,,800,Radial Lead,Standard,Uni-Polar,Normal
UVR0J103MHD,MP,6.3,10000.00,16.0,25.0,-40,85,2000,8.20,0.46,1890,2350,,,,,,,,400,Radial Lead,Standard,Uni-Polar,Normal
UVR0J153MHD,MP,6.3,15000.00,16.0,35.5,-40,85,2000,11.80,0.56,2835,2850,,,,,,,,300,Radial Lead,Standard,Uni-Polar,Normal
UVR0J223MHD,MP,6.3,22000.00,18.0,40.0,-40,85,2000,17.70,0.70,4158,3350,,,,,,,,200,Radial Lead,Standard,Uni-Polar,Normal
