Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Rated Ripple1(mArms),Rated Ripple2(mArms),ESR(mΩ)（20℃/100kHz）,ESR(mΩ) (-40℃/100kHz）,ESR(mΩ) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (mΩ)(-10℃/100kHz),Impedance (mΩ)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UPM0J101MDD,EOL,6.3,100.00,5.0,11.0,-55,105,2000,0.44,0.22,19,99,,,,,,1700,850,6000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J121MDD,EOL,6.3,120.00,5.0,11.0,-55,105,2000,0.44,0.22,23,115,,,,,,1300,650,6000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J151MED,EOL,6.3,150.00,6.3,11.0,-55,105,2000,0.59,0.22,28,155,,,,,,980,490,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J181MED,EOL,6.3,180.00,6.3,11.0,-55,105,2000,0.59,0.22,34,175,,,,,,780,390,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J221MED,EOL,6.3,220.00,6.3,11.0,-55,105,2000,0.59,0.22,42,205,,,,,,600,300,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J271MED,EOL,6.3,270.00,6.3,15.0,-55,105,2000,0.72,0.22,51,275,,,,,,480,240,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J331MED,EOL,6.3,330.00,6.3,15.0,-55,105,2000,0.72,0.22,62,310,,,,,,400,200,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J391MPD,MP,6.3,390.00,8.0,11.5,-55,105,3000,1.19,0.22,74,345,,,,,,340,170,3000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J471MPD,MP,6.3,470.00,8.0,15.0,-55,105,3000,1.36,0.22,89,440,,,,,,280,140,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J471MPD6,MP,6.3,470.00,10.0,12.5,-55,105,5000,1.49,0.22,89,505,,,,,,280,140,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J561MPD,MP,6.3,560.00,8.0,15.0,-55,105,3000,1.36,0.22,106,485,,,,,,240,120,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J561MPD6,MP,6.3,560.00,10.0,12.5,-55,105,5000,1.49,0.22,106,545,,,,,,260,130,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J681MPD,MP,6.3,680.00,8.0,20.0,-55,105,3000,1.66,0.22,129,605,,,,,,200,100,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPM0J681MPD6,MP,6.3,680.00,10.0,16.0,-55,105,5000,1.77,0.22,129,685,,,,,,220,110,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
