Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Ripple Rating (105℃/100kHz),Rated Ripple2(mArms),ESR(Ω)（20℃/100kHz）,ESR(Ω) (-40℃/100kHz）,ESR(Ω) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (Ω)(-10℃/100kHz),Impedance (Ω)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
RS80E331MCN1,MP,2.5,330.00,6.3,8.0,-55,105,2000,0.52,0.10,500,5600,,0.007,,,2.0,,,3200,Radial Lead,Lo-ESR/ESL and Lo-Profile (φ5),Uni-Polar,Normal
RS80E331MCNASQ,MP,2.5,330.00,6.3,8.0,-55,105,5000,0.52,0.10,500,5600,,0.007,,,2.0,,,3200,Radial Lead,Lo-ESR/ESL and Lo-Profile (φ5),Uni-Polar,Normal
RS80E331MDN1,MP,2.5,330.00,6.3,8.0,-55,105,2000,0.52,0.10,500,5600,,0.007,,,2.0,,,3200,Radial Lead,Lo-ESR/ESL and Lo-Profile (φ5),Uni-Polar,Normal
RS80E331MDNASQ,MP,2.5,330.00,6.3,8.0,-55,105,5000,0.52,0.10,500,5600,,0.007,,,2.0,,,3200,Radial Lead,Lo-ESR/ESL and Lo-Profile (φ5),Uni-Polar,Normal
RS80E471MCN1,MP,2.5,470.00,6.3,8.0,-55,105,2000,0.52,0.10,500,5600,,0.007,,,2.0,,,3200,Radial Lead,Lo-ESR/ESL and Lo-Profile (φ5),Uni-Polar,Normal
RS80E471MCNASQ,MP,2.5,470.00,6.3,8.0,-55,105,5000,0.52,0.10,500,5600,,0.007,,,2.0,,,3200,Radial Lead,Lo-ESR/ESL and Lo-Profile (φ5),Uni-Polar,Normal
RS80E471MDN1,MP,2.5,470.00,6.3,8.0,-55,105,2000,0.52,0.10,500,5600,,0.007,,,2.0,,,3200,Radial Lead,Lo-ESR/ESL and Lo-Profile (φ5),Uni-Polar,Normal
RS80E471MDNASQ,MP,2.5,470.00,6.3,8.0,-55,105,5000,0.52,0.10,500,5600,,0.007,,,2.0,,,3200,Radial Lead,Lo-ESR/ESL and Lo-Profile (φ5),Uni-Polar,Normal
RS80E561MCN1,MP,2.5,560.00,6.3,8.0,-55,105,2000,0.52,0.10,500,5600,,0.007,,,2.0,,,3200,Radial Lead,Lo-ESR/ESL and Lo-Profile (φ5),Uni-Polar,Normal
RS80E561MCNASQ,MP,2.5,560.00,6.3,8.0,-55,105,5000,0.52,0.10,500,5600,,0.007,,,2.0,,,3200,Radial Lead,Lo-ESR/ESL and Lo-Profile (φ5),Uni-Polar,Normal
RS80E561MDN1,MP,2.5,560.00,6.3,8.0,-55,105,2000,0.52,0.10,500,5600,,0.007,,,2.0,,,3200,Radial Lead,Lo-ESR/ESL and Lo-Profile (φ5),Uni-Polar,Normal
RS80E561MDNASQ,MP,2.5,560.00,6.3,8.0,-55,105,5000,0.52,0.10,500,5600,,0.007,,,2.0,,,3200,Radial Lead,Lo-ESR/ESL and Lo-Profile (φ5),Uni-Polar,Normal
RS80E821MCN1,MP,2.5,820.00,6.3,8.0,-55,105,2000,0.52,0.10,512,5600,,0.007,,,2.0,,,3200,Radial Lead,Lo-ESR/ESL and Lo-Profile (φ5),Uni-Polar,Normal
RS80E821MCNASQ,MP,2.5,820.00,6.3,8.0,-55,105,5000,0.52,0.10,512,5600,,0.007,,,2.0,,,3200,Radial Lead,Lo-ESR/ESL and Lo-Profile (φ5),Uni-Polar,Normal
RS80E821MDN1,MP,2.5,820.00,6.3,8.0,-55,105,2000,0.52,0.10,512,5600,,0.007,,,2.0,,,3200,Radial Lead,Lo-ESR/ESL and Lo-Profile (φ5),Uni-Polar,Normal
RS80E821MDNASQ,MP,2.5,820.00,6.3,8.0,-55,105,5000,0.52,0.10,512,5600,,0.007,,,2.0,,,3200,Radial Lead,Lo-ESR/ESL and Lo-Profile (φ5),Uni-Polar,Normal
