Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Rated Ripple1(mArms),Rated Ripple2(mArms),ESR(mΩ)（20℃/100kHz）,ESR(mΩ) (-40℃/100kHz）,ESR(mΩ) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (mΩ)(-10℃/100kHz),Impedance (mΩ)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
RR70E681MDN1,MP,2.5,680.00,8.0,11.5,-55,105,2000,0.93,0.08,425,5600,,7,,,,,,2000,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR70E821MDN1,MP,2.5,820.00,8.0,11.5,-55,105,2000,0.93,0.08,512,5600,,7,,,,,,2000,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR70E152MDN1,MP,2.5,1500.00,10.0,12.5,-55,105,2000,1.35,0.08,937,6100,,7,,,,,,1600,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR70G561MDN1,MP,4.0,560.00,8.0,11.5,-55,105,2000,0.93,0.08,224,5600,,7,,,,,,2000,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR70G821MDN1,MP,4.0,820.00,10.0,12.5,-55,105,2000,1.35,0.08,328,6100,,7,,,,,,1600,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR70G122MDN1,MP,4.0,1200.00,10.0,12.5,-55,105,2000,1.35,0.15,960,6100,,7,,,,,,1600,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR70J151MDN1,MP,6.3,150.00,8.0,11.5,-55,105,2000,0.93,0.07,47,5600,,7,,,,,,2000,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR70J221MDN1,MP,6.3,220.00,8.0,11.5,-55,105,2000,0.93,0.07,69,5600,,7,,,,,,2000,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR70J331MDN1,MP,6.3,330.00,10.0,12.5,-55,105,2000,1.35,0.07,103,6100,,7,,,,,,1600,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR70J391MDN1,MP,6.3,390.00,8.0,11.5,-55,105,2000,0.93,0.08,245,5600,,7,,,,,,2000,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR70J681MDN1,MP,6.3,680.00,10.0,12.5,-55,105,2000,1.35,0.08,428,6100,,7,,,,,,1600,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR70J821MDN1,MP,6.3,820.00,10.0,12.5,-55,105,2000,1.35,0.12,516,6100,,7,,,,,,1600,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR70J102MDN1,MP,6.3,1000.00,10.0,12.5,-55,105,2000,1.35,0.12,630,6100,,7,,,,,,1600,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR71A101MDN1,MP,10.0,100.00,8.0,11.5,-55,105,2000,0.93,0.07,50,5600,,7,,,,,,2000,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR71A221MDN1,MP,10.0,220.00,10.0,12.5,-55,105,2000,1.35,0.07,110,6100,,7,,,,,,1600,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR71A471MDN1,MP,10.0,470.00,10.0,12.5,-55,105,2000,1.35,0.08,470,6100,,7,,,,,,1600,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR71A681MDN1,MP,10.0,680.00,10.0,12.5,-55,105,2000,1.35,0.10,1360,6100,,7,,,,,,1600,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR71C680MDN1,MP,16.0,68.00,8.0,11.5,-55,105,2000,0.93,0.06,54,5600,,7,,,,,,2000,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR71C101MDN1,MP,16.0,100.00,8.0,11.5,-55,105,2000,0.93,0.06,80,5600,,7,,,,,,2000,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR71C151MDN1,MP,16.0,150.00,10.0,12.5,-55,105,2000,1.35,0.06,120,6100,,7,,,,,,1600,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR71C271MDN1,MP,16.0,270.00,10.0,12.5,-55,105,2000,1.35,0.08,648,6100,,7,,,,,,1600,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR71C331MDN1,MP,16.0,330.00,10.0,12.5,-55,105,2000,1.35,0.08,792,6100,,7,,,,,,1600,Radial Lead,Lo-ESR,Uni-Polar,Normal
RR71C331MDNASQ,MP,16.0,330.00,10.0,12.5,-55,105,5000,1.35,0.08,792,6100,,7,,,,,,1600,Radial Lead,Lo-ESR,Uni-Polar,Normal
