Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Rated Ripple1(mArms),Rated Ripple2(mArms),ESR(mΩ)（20℃/100kHz）,ESR(mΩ) (-40℃/100kHz）,ESR(mΩ) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (mΩ)(-10℃/100kHz),Impedance (mΩ)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UKW1A331MED,EOL,10.0,330.00,6.3,11.0,-40,85,2000,0.59,0.24,99,270,,,,,,,,4000,Radial Lead,Standard,Uni-Polar,Normal
UKW1A471MED,EOL,10.0,470.00,6.3,11.0,-40,85,2000,0.59,0.24,141,330,,,,,,,,4000,Radial Lead,Standard,Uni-Polar,Normal
UKW1A102MPD,MP,10.0,1000.00,10.0,12.5,-40,85,2000,1.49,0.24,300,630,,,,,,,,2000,Radial Lead,Standard,Uni-Polar,Normal
UKW1A222MPD,MP,10.0,2200.00,10.0,20.0,-40,85,2000,2.34,0.26,660,1050,,,,,,,,1400,Radial Lead,Standard,Uni-Polar,Normal
UKW1A332MHD,MP,10.0,3300.00,12.5,20.0,-40,85,2000,3.43,0.28,990,1420,,,,,,,,1000,Radial Lead,Standard,Uni-Polar,Normal
UKW1A472MHD,MP,10.0,4700.00,12.5,25.0,-40,85,2000,4.56,0.30,1410,1800,,,,,,,,800,Radial Lead,Standard,Uni-Polar,Normal
UKW1A682MHD,MP,10.0,6800.00,16.0,25.0,-40,85,2000,8.20,0.34,2040,2150,,,,,,,,400,Radial Lead,Standard,Uni-Polar,Normal
UKW1A103MHD,MP,10.0,10000.00,16.0,35.5,-40,85,2000,11.80,0.42,3000,2500,,,,,,,,300,Radial Lead,Standard,Uni-Polar,Normal
UKW1A153MHD,MP,10.0,15000.00,18.0,35.5,-40,85,2000,14.20,0.52,4500,2720,,,,,,,,250,Radial Lead,Standard,Uni-Polar,Normal
UKW1A223MRD,EOL,10.0,22000.00,20.0,40.0,-40,85,2000,19.60,0.66,6600,3700,,,,,,,,150,Radial Lead,Standard,Uni-Polar,Normal
UKW1A333MRD,EOL,10.0,33000.00,22.0,50.0,-40,85,2000,27.40,0.88,9900,4500,,,,,,,,250,Radial Lead,Standard,Uni-Polar,Normal
UKW1C101MDD,EOL,16.0,100.00,5.0,11.0,-40,85,2000,0.44,0.20,48,155,,,,,,,,6000,Radial Lead,Standard,Uni-Polar,Normal
UKW1C221MED,EOL,16.0,220.00,6.3,11.0,-40,85,2000,0.59,0.20,106,250,,,,,,,,4000,Radial Lead,Standard,Uni-Polar,Normal
UKW1C331MPD,MP,16.0,330.00,8.0,11.5,-40,85,2000,1.19,0.20,158,360,,,,,,,,3000,Radial Lead,Standard,Uni-Polar,Normal
UKW1C471MPD,MP,16.0,470.00,8.0,11.5,-40,85,2000,1.19,0.20,226,420,,,,,,,,3000,Radial Lead,Standard,Uni-Polar,Normal
UKW1C102MPD,MP,16.0,1000.00,10.0,16.0,-40,85,2000,1.77,0.20,480,770,,,,,,,,1800,Radial Lead,Standard,Uni-Polar,Normal
UKW1C222MHD,MP,16.0,2200.00,12.5,20.0,-40,85,2000,3.43,0.22,1056,1250,,,,,,,,1000,Radial Lead,Standard,Uni-Polar,Normal
UKW1C332MHD,MP,16.0,3300.00,12.5,25.0,-40,85,2000,4.56,0.24,1584,1700,,,,,,,,800,Radial Lead,Standard,Uni-Polar,Normal
UKW1C472MHD,MP,16.0,4700.00,16.0,25.0,-40,85,2000,8.20,0.26,2256,2100,,,,,,,,400,Radial Lead,Standard,Uni-Polar,Normal
UKW1C682MHD,MP,16.0,6800.00,16.0,35.5,-40,85,2000,11.80,0.30,3264,2500,,,,,,,,300,Radial Lead,Standard,Uni-Polar,Normal
UKW1C103MHD,MP,16.0,10000.00,18.0,35.5,-40,85,2000,14.20,0.38,4800,2640,,,,,,,,250,Radial Lead,Standard,Uni-Polar,Normal
UKW1C153MRD,EOL,16.0,15000.00,20.0,40.0,-40,85,2000,19.60,0.48,7200,3400,,,,,,,,150,Radial Lead,Standard,Uni-Polar,Normal
UKW1C223MRD,EOL,16.0,22000.00,22.0,50.0,-40,85,2000,27.40,0.62,10560,4200,,,,,,,,250,Radial Lead,Standard,Uni-Polar,Normal
UKW1C333MRD,EOL,16.0,33000.00,25.0,50.0,-40,85,2000,38.80,0.84,15840,4800,,,,,,,,140,Radial Lead,Standard,Uni-Polar,Normal
UKW1E470MDD,EOL,25.0,47.00,5.0,11.0,-40,85,2000,0.44,0.16,35,115,,,,,,,,6000,Radial Lead,Standard,Uni-Polar,Normal
UKW1E101MED,EOL,25.0,100.00,6.3,11.0,-40,85,2000,0.59,0.16,75,185,,,,,,,,4000,Radial Lead,Standard,Uni-Polar,Normal
UKW1E221MPD,MP,25.0,220.00,8.0,11.5,-40,85,2000,1.19,0.16,165,320,,,,,,,,3000,Radial Lead,Standard,Uni-Polar,Normal
UKW1E331MPD,MP,25.0,330.00,10.0,12.5,-40,85,2000,1.49,0.16,248,420,,,,,,,,2000,Radial Lead,Standard,Uni-Polar,Normal
UKW1E471MPD,MP,25.0,470.00,10.0,12.5,-40,85,2000,1.49,0.16,353,530,,,,,,,,2000,Radial Lead,Standard,Uni-Polar,Normal
UKW1E102MPD,MP,25.0,1000.00,10.0,20.0,-40,85,2000,2.34,0.16,750,950,,,,,,,,1400,Radial Lead,Standard,Uni-Polar,Normal
UKW1E222MHD,MP,25.0,2200.00,12.5,25.0,-40,85,2000,4.56,0.18,1650,1550,,,,,,,,800,Radial Lead,Standard,Uni-Polar,Normal
UKW1E332MHD,MP,25.0,3300.00,16.0,25.0,-40,85,2000,8.20,0.20,2475,1950,,,,,,,,400,Radial Lead,Standard,Uni-Polar,Normal
UKW1E472MHD,MP,25.0,4700.00,16.0,30.5,-40,85,2000,9.60,0.22,3525,2360,,,,,,,,300,Radial Lead,Standard,Uni-Polar,Normal
UKW1E682MHD,MP,25.0,6800.00,18.0,35.5,-40,85,2000,14.20,0.26,5100,2590,,,,,,,,250,Radial Lead,Standard,Uni-Polar,Normal
UKW1E103MRD,EOL,25.0,10000.00,20.0,40.0,-40,85,2000,19.60,0.34,7500,3000,,,,,,,,150,Radial Lead,Standard,Uni-Polar,Normal
UKW1E153MRD,EOL,25.0,15000.00,22.0,50.0,-40,85,2000,27.40,0.44,11250,3800,,,,,,,,250,Radial Lead,Standard,Uni-Polar,Normal
UKW1E223MRD,EOL,25.0,22000.00,25.0,50.0,-40,85,2000,38.80,0.58,16500,4500,,,,,,,,140,Radial Lead,Standard,Uni-Polar,Normal
UKW1V330MDD,EOL,35.0,33.00,5.0,11.0,-40,85,2000,0.44,0.14,35,105,,,,,,,,6000,Radial Lead,Standard,Uni-Polar,Normal
UKW1V470MDD,EOL,35.0,47.00,5.0,11.0,-40,85,2000,0.44,0.14,49,120,,,,,,,,6000,Radial Lead,Standard,Uni-Polar,Normal
UKW1V101MED,EOL,35.0,100.00,6.3,11.0,-40,85,2000,0.59,0.14,105,200,,,,,,,,4000,Radial Lead,Standard,Uni-Polar,Normal
UKW1V221MPD,MP,35.0,220.00,10.0,12.5,-40,85,2000,1.49,0.14,231,370,,,,,,,,2000,Radial Lead,Standard,Uni-Polar,Normal
UKW1V331MPD,MP,35.0,330.00,10.0,12.5,-40,85,2000,1.49,0.14,347,470,,,,,,,,2000,Radial Lead,Standard,Uni-Polar,Normal
UKW1V471MPD,MP,35.0,470.00,10.0,16.0,-40,85,2000,1.77,0.14,494,630,,,,,,,,1800,Radial Lead,Standard,Uni-Polar,Normal
UKW1V102MHD,MP,35.0,1000.00,12.5,20.0,-40,85,2000,3.43,0.14,1050,1100,,,,,,,,1000,Radial Lead,Standard,Uni-Polar,Normal
UKW1V222MHD,MP,35.0,2200.00,16.0,25.0,-40,85,2000,8.20,0.16,2310,1800,,,,,,,,400,Radial Lead,Standard,Uni-Polar,Normal
UKW1V332MHD,MP,35.0,3300.00,16.0,35.5,-40,85,2000,11.80,0.18,3465,2220,,,,,,,,300,Radial Lead,Standard,Uni-Polar,Normal
UKW1V472MHD,MP,35.0,4700.00,18.0,35.5,-40,85,2000,14.20,0.20,4935,2490,,,,,,,,250,Radial Lead,Standard,Uni-Polar,Normal
UKW1V682MRD,EOL,35.0,6800.00,20.0,40.0,-40,85,2000,19.60,0.24,7140,3000,,,,,,,,150,Radial Lead,Standard,Uni-Polar,Normal
UKW1V103MRD,EOL,35.0,10000.00,22.0,50.0,-40,85,2000,27.40,0.32,10500,3700,,,,,,,,250,Radial Lead,Standard,Uni-Polar,Normal
UKW1V153MRD,EOL,35.0,15000.00,25.0,50.0,-40,85,2000,38.80,0.42,15750,4300,,,,,,,,140,Radial Lead,Standard,Uni-Polar,Normal
UKW1H2R2MDD,EOL,50.0,2.20,5.0,11.0,-40,85,2000,0.44,0.12,4,23,,,,,,,,6000,Radial Lead,Standard,Uni-Polar,Normal
UKW1H3R3MDD,EOL,50.0,3.30,5.0,11.0,-40,85,2000,0.44,0.12,5,35,,,,,,,,6000,Radial Lead,Standard,Uni-Polar,Normal
UKW1H4R7MDD,EOL,50.0,4.70,5.0,11.0,-40,85,2000,0.44,0.12,7,40,,,,,,,,6000,Radial Lead,Standard,Uni-Polar,Normal
UKW1H100MDD,EOL,50.0,10.00,5.0,11.0,-40,85,2000,0.44,0.12,15,65,,,,,,,,6000,Radial Lead,Standard,Uni-Polar,Normal
UKW1H220MDD,EOL,50.0,22.00,5.0,11.0,-40,85,2000,0.44,0.12,33,95,,,,,,,,6000,Radial Lead,Standard,Uni-Polar,Normal
UKW1H330MDD,EOL,50.0,33.00,5.0,11.0,-40,85,2000,0.44,0.12,50,120,,,,,,,,6000,Radial Lead,Standard,Uni-Polar,Normal
UKW1H470MED,EOL,50.0,47.00,6.3,11.0,-40,85,2000,0.59,0.12,71,150,,,,,,,,4000,Radial Lead,Standard,Uni-Polar,Normal
UKW1H101MPD,MP,50.0,100.00,8.0,11.5,-40,85,2000,1.19,0.12,150,250,,,,,,,,3000,Radial Lead,Standard,Uni-Polar,Normal
UKW1H221MPD,MP,50.0,220.00,10.0,12.5,-40,85,2000,1.49,0.12,330,410,,,,,,,,2000,Radial Lead,Standard,Uni-Polar,Normal
UKW1H331MPD,MP,50.0,330.00,10.0,16.0,-40,85,2000,1.77,0.12,495,570,,,,,,,,1800,Radial Lead,Standard,Uni-Polar,Normal
UKW1H471MHD,MP,50.0,470.00,12.5,20.0,-40,85,2000,3.43,0.12,705,760,,,,,,,,1000,Radial Lead,Standard,Uni-Polar,Normal
UKW1H102MHD,MP,50.0,1000.00,12.5,25.0,-40,85,2000,4.56,0.12,1500,1300,,,,,,,,800,Radial Lead,Standard,Uni-Polar,Normal
UKW1H222MHD,MP,50.0,2200.00,16.0,35.5,-40,85,2000,11.80,0.14,3300,2090,,,,,,,,300,Radial Lead,Standard,Uni-Polar,Normal
UKW1H332MHD,MP,50.0,3300.00,18.0,35.5,-40,85,2000,14.20,0.16,4950,2360,,,,,,,,250,Radial Lead,Standard,Uni-Polar,Normal
UKW1H472MRD,EOL,50.0,4700.00,20.0,40.0,-40,85,2000,19.60,0.18,7050,2900,,,,,,,,150,Radial Lead,Standard,Uni-Polar,Normal
UKW1H682MRD,EOL,50.0,6800.00,22.0,50.0,-40,85,2000,27.40,0.22,10200,3500,,,,,,,,250,Radial Lead,Standard,Uni-Polar,Normal
UKW1H103MRD,EOL,50.0,10000.00,25.0,50.0,-40,85,2000,38.80,0.30,15000,4000,,,,,,,,140,Radial Lead,Standard,Uni-Polar,Normal
UKW1J100MDD,EOL,63.0,10.00,5.0,11.0,-40,85,2000,0.44,0.10,19,70,,,,,,,,6000,Radial Lead,Standard,Uni-Polar,Normal
UKW1J220MDD,EOL,63.0,22.00,5.0,11.0,-40,85,2000,0.44,0.10,42,100,,,,,,,,6000,Radial Lead,Standard,Uni-Polar,Normal
UKW1J330MED,EOL,63.0,33.00,6.3,11.0,-40,85,2000,0.59,0.10,62,140,,,,,,,,4000,Radial Lead,Standard,Uni-Polar,Normal
UKW1J470MED,EOL,63.0,47.00,6.3,11.0,-40,85,2000,0.59,0.10,89,165,,,,,,,,4000,Radial Lead,Standard,Uni-Polar,Normal
UKW1J101MPD,MP,63.0,100.00,10.0,12.5,-40,85,2000,1.49,0.10,189,300,,,,,,,,2000,Radial Lead,Standard,Uni-Polar,Normal
UKW1J221MPD,MP,63.0,220.00,10.0,16.0,-40,85,2000,1.77,0.10,416,470,,,,,,,,1800,Radial Lead,Standard,Uni-Polar,Normal
UKW1J331MPD,MP,63.0,330.00,10.0,20.0,-40,85,2000,2.34,0.10,624,650,,,,,,,,1400,Radial Lead,Standard,Uni-Polar,Normal
UKW1J471MHD,MP,63.0,470.00,12.5,20.0,-40,85,2000,3.43,0.10,888,880,,,,,,,,1000,Radial Lead,Standard,Uni-Polar,Normal
UKW1J102MHD,MP,63.0,1000.00,16.0,25.0,-40,85,2000,8.20,0.10,1890,1300,,,,,,,,400,Radial Lead,Standard,Uni-Polar,Normal
UKW1J222MHD,MP,63.0,2200.00,18.0,35.5,-40,85,2000,14.20,0.12,4158,2200,,,,,,,,250,Radial Lead,Standard,Uni-Polar,Normal
UKW1J332MRD,EOL,63.0,3300.00,20.0,40.0,-40,85,2000,19.60,0.14,6237,2700,,,,,,,,150,Radial Lead,Standard,Uni-Polar,Normal
UKW1J472MRD,EOL,63.0,4700.00,22.0,50.0,-40,85,2000,27.40,0.16,8883,3400,,,,,,,,250,Radial Lead,Standard,Uni-Polar,Normal
UKW1J682MRD,EOL,63.0,6800.00,25.0,50.0,-40,85,2000,38.80,0.20,12852,3500,,,,,,,,140,Radial Lead,Standard,Uni-Polar,Normal
UKW2A2R2MDD,EOL,100.0,2.20,5.0,11.0,-40,85,2000,0.44,0.08,7,30,,,,,,,,6000,Radial Lead,Standard,Uni-Polar,Normal
UKW2A3R3MDD,EOL,100.0,3.30,5.0,11.0,-40,85,2000,0.44,0.08,10,40,,,,,,,,6000,Radial Lead,Standard,Uni-Polar,Normal
UKW2A4R7MDD,EOL,100.0,4.70,5.0,11.0,-40,85,2000,0.44,0.08,14,45,,,,,,,,6000,Radial Lead,Standard,Uni-Polar,Normal
UKW2A100MED,EOL,100.0,10.00,6.3,11.0,-40,85,2000,0.59,0.08,30,75,,,,,,,,4000,Radial Lead,Standard,Uni-Polar,Normal
UKW2A220MED,EOL,100.0,22.00,6.3,11.0,-40,85,2000,0.59,0.08,66,120,,,,,,,,4000,Radial Lead,Standard,Uni-Polar,Normal
UKW2A330MPD,MP,100.0,33.00,8.0,11.5,-40,85,2000,1.19,0.08,99,160,,,,,,,,3000,Radial Lead,Standard,Uni-Polar,Normal
UKW2A470MPD,MP,100.0,47.00,10.0,12.5,-40,85,2000,1.49,0.08,141,210,,,,,,,,2000,Radial Lead,Standard,Uni-Polar,Normal
UKW2A101MPD,MP,100.0,100.00,10.0,20.0,-40,85,2000,2.34,0.08,300,350,,,,,,,,1400,Radial Lead,Standard,Uni-Polar,Normal
UKW2A221MHD,MP,100.0,220.00,12.5,25.0,-40,85,2000,4.56,0.08,660,600,,,,,,,,800,Radial Lead,Standard,Uni-Polar,Normal
UKW2A331MHD,MP,100.0,330.00,12.5,25.0,-40,85,2000,4.56,0.08,990,750,,,,,,,,800,Radial Lead,Standard,Uni-Polar,Normal
UKW2A471MHD,MP,100.0,470.00,16.0,25.0,-40,85,2000,8.20,0.08,1410,1000,,,,,,,,400,Radial Lead,Standard,Uni-Polar,Normal
UKW2A102MHD,MP,100.0,1000.00,18.0,40.0,-40,85,2000,17.70,0.08,3000,1370,,,,,,,,200,Radial Lead,Standard,Uni-Polar,Normal
UKW2A222MRD,EOL,100.0,2200.00,22.0,50.0,-40,85,2000,27.40,0.10,6600,2400,,,,,,,,250,Radial Lead,Standard,Uni-Polar,Normal
UKW2A332MRD,EOL,100.0,3300.00,25.0,50.0,-40,85,2000,38.80,0.12,9900,2900,,,,,,,,140,Radial Lead,Standard,Uni-Polar,Normal
