Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Rated Ripple1(mArms),Rated Ripple2(mArms),ESR(mΩ)（20℃/100kHz）,ESR(mΩ) (-40℃/100kHz）,ESR(mΩ) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (mΩ)(-10℃/100kHz),Impedance (mΩ)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UPW0J220MDD,EOL,6.3,22.00,5.0,11.0,-55,105,2000,0.44,0.22,4,180,,,,,,1200,600,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J330MDD,EOL,6.3,33.00,5.0,11.0,-55,105,2000,0.44,0.22,6,180,,,,,,1200,600,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J470MDD,EOL,6.3,47.00,5.0,11.0,-55,105,2000,0.44,0.22,9,180,,,,,,1200,600,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J101MDD,EOL,6.3,100.00,5.0,11.0,-55,105,2000,0.44,0.22,19,180,,,,,,1200,600,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J151MED,EOL,6.3,150.00,6.3,11.0,-55,105,2000,0.59,0.22,28,290,,,,,,500,250,4000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J221MED,EOL,6.3,220.00,6.3,11.0,-55,105,2000,0.59,0.22,42,290,,,,,,500,250,4000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J331MED,EOL,6.3,330.00,6.3,11.0,-55,105,2000,0.59,0.22,62,290,,,,,,500,250,4000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J331MED6,EOL,6.3,330.00,6.3,15.0,-55,105,2000,0.72,0.22,62,430,,,,,,460,230,4000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J471MPD,MP,6.3,470.00,8.0,11.5,-55,105,3000,1.19,0.22,89,555,,,,,,234,117,3000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J561MPD,MP,6.3,560.00,8.0,11.5,-55,105,3000,1.19,0.22,106,555,,,,,,234,117,3000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J681MPD,MP,6.3,680.00,10.0,12.5,-55,105,5000,1.49,0.22,129,755,,,,,,180,90,2000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J821MPD,MP,6.3,820.00,8.0,15.0,-55,105,3000,1.36,0.22,155,730,,,,,,170,85,2000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J821MPD6,MP,6.3,820.00,10.0,12.5,-55,105,5000,1.49,0.22,155,755,,,,,,180,90,2000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J102MPD,MP,6.3,1000.00,10.0,12.5,-55,105,5000,1.49,0.22,189,755,,,,,,180,90,2000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J122MPD,MP,6.3,1200.00,8.0,20.0,-55,105,3000,1.66,0.22,227,995,,,,,,130,65,2000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J122MPD6,MP,6.3,1200.00,10.0,16.0,-55,105,5000,1.77,0.22,227,1050,,,,,,136,68,1800,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J152MPD,MP,6.3,1500.00,10.0,20.0,-55,105,5000,2.34,0.22,284,1220,,,,,,104,52,1400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J222MPD6,MP,6.3,2200.00,10.0,25.0,-55,105,5000,3.07,0.24,416,1440,,,,,,90,45,1200,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J222MHD,MP,6.3,2200.00,12.5,20.0,-55,105,7000,3.43,0.24,416,1655,,,,,,76,38,1000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J272MPD,MP,6.3,2700.00,10.0,30.5,-55,105,5000,3.21,0.24,510,1815,,,,,,70,35,1000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J332MHD,MP,6.3,3300.00,12.5,20.0,-55,105,7000,3.43,0.26,624,1655,,,,,,76,38,1000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J392MHD,MP,6.3,3900.00,12.5,25.0,-55,105,7000,4.56,0.26,737,1945,,,,,,60,30,800,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J472MHD6,MP,6.3,4700.00,12.5,30.5,-55,105,7000,6.01,0.28,888,2310,,,,,,50,25,600,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J472MHD,MP,6.3,4700.00,16.0,25.0,-55,105,8000,8.20,0.28,888,2555,,,,,,44,22,400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J562MHD,MP,6.3,5600.00,12.5,35.5,-55,105,7000,7.06,0.30,1058,2510,,,,,,44,22,500,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J562MHD6,MP,6.3,5600.00,16.0,20.0,-55,105,8000,6.60,0.30,1058,2210,,,,,,58,29,600,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J682MHD,MP,6.3,6800.00,16.0,25.0,-55,105,8000,8.20,0.32,1285,2560,,,,,,44,22,400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J682MHD6,MP,6.3,6800.00,18.0,20.0,-55,105,8000,9.00,0.32,1285,2490,,,,,,56,28,400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J822MHD,MP,6.3,8200.00,16.0,30.5,-55,105,8000,9.60,0.36,1550,3010,,,,,,36,18,300,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J103MHD,MP,6.3,10000.00,16.0,30.5,-55,105,8000,9.60,0.40,1890,3150,,,,,,32,16,300,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J103MHD6,MP,6.3,10000.00,18.0,25.0,-55,105,8000,10.60,0.40,1890,2740,,,,,,40,20,300,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J123MHD,MP,6.3,12000.00,18.0,30.5,-55,105,8000,13.10,0.44,2268,3635,,,,,,32,16,300,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW0J153MHD,MP,6.3,15000.00,18.0,35.5,-55,105,8000,14.20,0.50,2835,3680,,,,,,30,15,250,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A220MDD,EOL,10.0,22.00,5.0,11.0,-55,105,2000,0.44,0.19,7,180,,,,,,1200,600,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A330MDD,EOL,10.0,33.00,5.0,11.0,-55,105,2000,0.44,0.19,10,180,,,,,,1200,600,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A470MDD,EOL,10.0,47.00,5.0,11.0,-55,105,2000,0.44,0.19,14,180,,,,,,1200,600,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A820MDD,EOL,10.0,82.00,5.0,11.0,-55,105,2000,0.44,0.19,25,180,,,,,,1200,600,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A101MDD,EOL,10.0,100.00,5.0,11.0,-55,105,2000,0.44,0.19,30,180,,,,,,1200,600,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A151MED,EOL,10.0,150.00,6.3,11.0,-55,105,2000,0.59,0.19,45,290,,,,,,500,250,4000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A181MED,EOL,10.0,180.00,6.3,11.0,-55,105,2000,0.59,0.19,54,290,,,,,,500,250,4000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A221MED,EOL,10.0,220.00,6.3,11.0,-55,105,2000,0.59,0.19,66,290,,,,,,500,250,4000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A221MED6,EOL,10.0,220.00,6.3,15.0,-55,105,2000,0.72,0.19,66,430,,,,,,460,230,4000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A331MPD,MP,10.0,330.00,8.0,11.5,-55,105,3000,1.19,0.19,99,555,,,,,,234,117,3000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A471MPD,MP,10.0,470.00,8.0,11.5,-55,105,3000,1.19,0.19,141,555,,,,,,234,117,3000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A681MPD6,MP,10.0,680.00,8.0,15.0,-55,105,3000,1.36,0.19,204,730,,,,,,170,85,2000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A681MPD,MP,10.0,680.00,10.0,12.5,-55,105,5000,1.49,0.19,204,760,,,,,,180,90,2000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A102MPD6,MP,10.0,1000.00,8.0,20.0,-55,105,3000,1.66,0.19,300,995,,,,,,130,65,2000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A102MPD,MP,10.0,1000.00,10.0,16.0,-55,105,5000,1.77,0.19,300,1050,,,,,,136,68,1800,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A122MPD,MP,10.0,1200.00,10.0,20.0,-55,105,5000,2.34,0.19,360,1220,,,,,,104,52,1400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A152MPD,MP,10.0,1500.00,10.0,20.0,-55,105,5000,2.34,0.19,450,1220,,,,,,104,52,1400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A152MPD6,MP,10.0,1500.00,10.0,25.0,-55,105,5000,3.07,0.19,450,1440,,,,,,90,45,1200,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A222MPD6,MP,10.0,2200.00,10.0,30.5,-55,105,5000,3.21,0.21,660,1815,,,,,,70,35,1000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A222MHD,MP,10.0,2200.00,12.5,20.0,-55,105,7000,3.43,0.21,660,1655,,,,,,76,38,1000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A272MHD,MP,10.0,2700.00,12.5,25.0,-55,105,7000,4.56,0.21,810,1945,,,,,,60,30,800,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A332MHD,MP,10.0,3300.00,12.5,25.0,-55,105,7000,4.56,0.23,990,1950,,,,,,60,30,800,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A332MHD6,MP,10.0,3300.00,12.5,30.5,-55,105,7000,6.01,0.23,990,2310,,,,,,50,25,600,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A392MHD,MP,10.0,3900.00,12.5,35.5,-55,105,7000,7.06,0.23,1170,2510,,,,,,44,22,500,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A392MHD6,MP,10.0,3900.00,16.0,20.0,-55,105,8000,6.60,0.23,1170,2210,,,,,,58,29,600,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A472MHD,MP,10.0,4700.00,16.0,25.0,-55,105,8000,8.20,0.25,1410,2555,,,,,,44,22,400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A562MHD,MP,10.0,5600.00,16.0,25.0,-55,105,8000,8.20,0.27,1680,2560,,,,,,44,22,400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A562MHD6,MP,10.0,5600.00,18.0,20.0,-55,105,8000,9.00,0.27,1680,2490,,,,,,56,28,400,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A682MHD,MP,10.0,6800.00,16.0,30.5,-55,105,8000,9.60,0.29,2040,3010,,,,,,36,18,300,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A682MHD6,MP,10.0,6800.00,18.0,25.0,-55,105,8000,10.60,0.29,2040,2740,,,,,,40,20,300,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A822MHD,MP,10.0,8200.00,16.0,35.5,-55,105,8000,11.80,0.33,2460,3150,,,,,,32,16,300,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A822MHD6,MP,10.0,8200.00,18.0,30.5,-55,105,8000,13.10,0.33,2460,3635,,,,,,32,16,300,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A103MHD,MP,10.0,10000.00,18.0,35.5,-55,105,8000,14.20,0.37,3000,3680,,,,,,30,15,250,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1A153MHD,MP,10.0,15000.00,18.0,40.0,-55,105,8000,17.70,0.47,4500,3800,,,,,,28,14,200,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1C100MDD,EOL,16.0,10.00,5.0,11.0,-55,105,2000,0.44,0.16,5,180,,,,,,1200,600,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1C220MDD,EOL,16.0,22.00,5.0,11.0,-55,105,2000,0.44,0.16,11,180,,,,,,1200,600,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1C330MDD,EOL,16.0,33.00,5.0,11.0,-55,105,2000,0.44,0.16,16,180,,,,,,1200,600,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1C470MDD,EOL,16.0,47.00,5.0,11.0,-55,105,2000,0.44,0.16,23,180,,,,,,1200,600,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1C560MDD,EOL,16.0,56.00,5.0,11.0,-55,105,2000,0.44,0.16,27,180,,,,,,1200,600,6000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1C101MED,EOL,16.0,100.00,6.3,11.0,-55,105,2000,0.59,0.16,48,290,,,,,,500,250,4000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1C121MED,EOL,16.0,120.00,6.3,11.0,-55,105,2000,0.59,0.16,58,290,,,,,,500,250,4000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1C151MED,EOL,16.0,150.00,6.3,11.0,-55,105,2000,0.59,0.16,72,290,,,,,,500,250,4000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1C181MED,EOL,16.0,180.00,6.3,15.0,-55,105,2000,0.72,0.16,86,430,,,,,,460,230,4000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1C221MPD,MP,16.0,220.00,8.0,11.5,-55,105,3000,1.19,0.16,106,555,,,,,,234,117,3000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPW1C331MPD,MP,16.0,330.00,8.0,11.5,-55,105,3000,1.19,0.16,158,555,,,,,,234,117,3000,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,Uni-Polar,Normal
