Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Rated Ripple1(mArms),Rated Ripple2(mArms),ESR(mΩ)（20℃/100kHz）,ESR(mΩ) (-40℃/100kHz）,ESR(mΩ) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (mΩ)(-10℃/100kHz),Impedance (mΩ)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UHW0J153MHD,MP,6.3,15000.00,16.0,35.5,-40,105,10000,11.80,0.49,945,4200,,,,,,30,10,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1A151MDD,EOL,10.0,150.00,5.0,11.0,-40,105,7000,0.44,0.18,15,450,,,,,,1500,470,6000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1A331MED,EOL,10.0,330.00,6.3,11.0,-40,105,7000,0.59,0.18,33,700,,,,,,660,200,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1A561MPD,MP,10.0,560.00,8.0,11.5,-40,105,9000,1.19,0.18,56,1200,,,,,,360,100,3000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1A821MPD,MP,10.0,820.00,8.0,15.0,-40,105,10000,1.36,0.18,82,1600,,,,,,170,54,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1A102MPD,MP,10.0,1000.00,10.0,12.5,-40,105,10000,1.49,0.18,100,1700,,,,,,150,48,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1A122MPD6,MP,10.0,1200.00,8.0,20.0,-40,105,10000,1.66,0.18,120,1960,,,,,,120,38,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1A122MPD,MP,10.0,1200.00,10.0,16.0,-40,105,10000,1.77,0.18,120,2000,,,,,,90,30,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1A152MPD,MP,10.0,1500.00,10.0,16.0,-40,105,10000,1.77,0.18,150,2000,,,,,,90,30,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1A182MPD,MP,10.0,1800.00,10.0,20.0,-40,105,10000,2.34,0.18,180,2500,,,,,,60,20,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1A222MPD,MP,10.0,2200.00,10.0,25.0,-40,105,10000,3.07,0.20,220,2900,,,,,,51,17,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1A272MHD,MP,10.0,2700.00,12.5,20.0,-40,105,10000,3.43,0.20,270,2600,,,,,,51,17,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1A332MHD,MP,10.0,3300.00,12.5,20.0,-40,105,10000,3.43,0.22,330,2600,,,,,,51,17,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1A392MHD,MP,10.0,3900.00,12.5,25.0,-40,105,10000,4.56,0.22,390,3200,,,,,,45,15,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1A472MHD,MP,10.0,4700.00,12.5,30.5,-40,105,10000,6.01,0.24,470,3795,,,,,,36,12,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1A472MHD6,MP,10.0,4700.00,16.0,20.0,-40,105,10000,6.60,0.24,470,3575,,,,,,45,15,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1A562MHD,MP,10.0,5600.00,12.5,35.5,-40,105,10000,7.06,0.26,560,4120,,,,,,33,11,500,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1A562MHD6,MP,10.0,5600.00,16.0,25.0,-40,105,10000,8.20,0.26,560,3810,,,,,,39,13,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1A682MHD,MP,10.0,6800.00,16.0,25.0,-40,105,10000,8.20,0.28,680,3810,,,,,,39,13,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1A822MHD,MP,10.0,8200.00,16.0,30.5,-40,105,10000,9.60,0.32,820,4000,,,,,,33,11,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1A103MHD,MP,10.0,10000.00,16.0,30.5,-40,105,10000,9.60,0.36,1000,4000,,,,,,33,11,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1A123MHD,MP,10.0,12000.00,16.0,35.5,-40,105,10000,11.80,0.40,1200,4200,,,,,,30,10,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C121MDD,EOL,16.0,120.00,5.0,11.0,-40,105,7000,0.44,0.15,19,450,,,,,,1500,470,6000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C271MED,EOL,16.0,270.00,6.3,11.0,-40,105,7000,0.59,0.15,43,700,,,,,,660,200,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C471MPD,MP,16.0,470.00,8.0,11.5,-40,105,9000,1.19,0.15,75,1200,,,,,,360,100,3000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C561MPD,MP,16.0,560.00,8.0,15.0,-40,105,10000,1.36,0.15,90,1600,,,,,,170,54,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C681MPD,MP,16.0,680.00,10.0,12.5,-40,105,10000,1.49,0.15,109,1700,,,,,,150,48,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C821MPD6,MP,16.0,820.00,8.0,20.0,-40,105,10000,1.66,0.15,131,1960,,,,,,120,38,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C821MPD,MP,16.0,820.00,10.0,16.0,-40,105,10000,1.77,0.15,131,2000,,,,,,90,30,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C102MPD6,MP,16.0,1000.00,8.0,20.0,-40,105,10000,1.66,0.15,160,1960,,,,,,120,38,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C102MPD,MP,16.0,1000.00,10.0,16.0,-40,105,10000,1.77,0.15,160,2000,,,,,,90,30,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C122MPD6,MP,16.0,1200.00,10.0,16.0,-40,105,10000,1.77,0.15,192,2000,,,,,,90,30,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C122MPD,MP,16.0,1200.00,10.0,20.0,-40,105,10000,2.34,0.15,192,2500,,,,,,60,20,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C152MPD,MP,16.0,1500.00,10.0,20.0,-40,105,10000,2.34,0.15,240,2500,,,,,,60,20,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C182MPD,MP,16.0,1800.00,10.0,25.0,-40,105,10000,3.07,0.15,288,2900,,,,,,51,17,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C222MHD,MP,16.0,2200.00,12.5,20.0,-40,105,10000,3.43,0.17,352,2600,,,,,,51,17,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C272MHD,MP,16.0,2700.00,12.5,25.0,-40,105,10000,4.56,0.17,432,3200,,,,,,45,15,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C332MHD,MP,16.0,3300.00,12.5,25.0,-40,105,10000,4.56,0.19,528,3200,,,,,,45,15,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C332MHD6,MP,16.0,3300.00,16.0,20.0,-40,105,10000,6.60,0.19,528,3575,,,,,,45,15,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C392MHD,MP,16.0,3900.00,12.5,30.5,-40,105,10000,6.01,0.19,624,3795,,,,,,36,12,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C392MHD6,MP,16.0,3900.00,16.0,20.0,-40,105,10000,6.60,0.19,624,3575,,,,,,45,15,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C472MHD,MP,16.0,4700.00,12.5,35.5,-40,105,10000,7.06,0.21,752,4120,,,,,,33,11,500,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C472MHD6,MP,16.0,4700.00,16.0,25.0,-40,105,10000,8.20,0.21,752,3810,,,,,,39,13,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C562MHD,MP,16.0,5600.00,16.0,25.0,-40,105,10000,8.20,0.23,896,3810,,,,,,39,13,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C682MHD,MP,16.0,6800.00,16.0,30.5,-40,105,10000,9.60,0.25,1088,4000,,,,,,33,11,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1C822MHD,MP,16.0,8200.00,16.0,35.5,-40,105,10000,11.80,0.29,1312,4200,,,,,,30,10,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E680MDD,EOL,25.0,68.00,5.0,11.0,-40,105,7000,0.44,0.13,17,450,,,,,,1500,470,6000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E151MED,EOL,25.0,150.00,6.3,11.0,-40,105,7000,0.59,0.13,38,700,,,,,,660,200,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E181MED,EOL,25.0,180.00,6.3,11.0,-40,105,7000,0.59,0.13,45,700,,,,,,660,200,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E331MPD,MP,25.0,330.00,8.0,11.5,-40,105,9000,1.19,0.13,83,1200,,,,,,360,100,3000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E391MPD,MP,25.0,390.00,8.0,15.0,-40,105,10000,1.36,0.13,98,1600,,,,,,170,54,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E471MPD,MP,25.0,470.00,10.0,12.5,-40,105,10000,1.49,0.13,118,1700,,,,,,150,48,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E561MPD,MP,25.0,560.00,8.0,20.0,-40,105,10000,1.66,0.13,140,1960,,,,,,120,38,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E681MPD,MP,25.0,680.00,10.0,16.0,-40,105,10000,1.77,0.13,170,2000,,,,,,90,30,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E821MPD6,MP,25.0,820.00,10.0,16.0,-40,105,10000,1.77,0.13,205,2000,,,,,,90,30,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E821MPD,MP,25.0,820.00,10.0,20.0,-40,105,10000,2.34,0.13,205,2500,,,,,,60,20,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E102MPD,MP,25.0,1000.00,10.0,20.0,-40,105,10000,2.34,0.13,250,2500,,,,,,60,20,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E122MPD,MP,25.0,1200.00,10.0,25.0,-40,105,10000,3.07,0.13,300,2900,,,,,,51,17,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E152MHD,MP,25.0,1500.00,12.5,20.0,-40,105,10000,3.43,0.13,375,2600,,,,,,51,17,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E182MHD,MP,25.0,1800.00,12.5,25.0,-40,105,10000,4.56,0.13,450,3200,,,,,,45,15,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E222MHD,MP,25.0,2200.00,12.5,25.0,-40,105,10000,4.56,0.15,550,3200,,,,,,45,15,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E222MHD6,MP,25.0,2200.00,16.0,20.0,-40,105,10000,6.60,0.15,550,3575,,,,,,45,15,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E272MHD,MP,25.0,2700.00,12.5,30.5,-40,105,10000,6.01,0.15,675,3795,,,,,,36,12,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E272MHD6,MP,25.0,2700.00,16.0,20.0,-40,105,10000,6.60,0.15,675,3575,,,,,,45,15,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E332MHD,MP,25.0,3300.00,12.5,35.5,-40,105,10000,7.06,0.17,825,4120,,,,,,33,11,500,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E332MHD6,MP,25.0,3300.00,16.0,25.0,-40,105,10000,8.20,0.17,825,3810,,,,,,39,13,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E392MHD,MP,25.0,3900.00,16.0,25.0,-40,105,10000,8.20,0.17,975,3810,,,,,,39,13,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E472MHD,MP,25.0,4700.00,16.0,30.5,-40,105,10000,9.60,0.19,1175,4000,,,,,,33,11,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1E562MHD,MP,25.0,5600.00,16.0,35.5,-40,105,10000,11.80,0.21,1400,4200,,,,,,30,10,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V470MDD,EOL,35.0,47.00,5.0,11.0,-40,105,7000,0.44,0.11,16,450,,,,,,1500,470,6000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V101MED,EOL,35.0,100.00,6.3,11.0,-40,105,7000,0.59,0.11,35,700,,,,,,660,200,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V181MPD,MP,35.0,180.00,8.0,11.5,-40,105,9000,1.19,0.11,63,1200,,,,,,360,100,3000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V221MPD,MP,35.0,220.00,8.0,15.0,-40,105,10000,1.36,0.11,77,1600,,,,,,170,54,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V271MPD,MP,35.0,270.00,8.0,15.0,-40,105,10000,1.36,0.11,95,1600,,,,,,170,54,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V271MPD6,MP,35.0,270.00,10.0,12.5,-40,105,10000,1.49,0.11,95,1700,,,,,,150,48,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V331MPD,MP,35.0,330.00,10.0,12.5,-40,105,10000,1.49,0.11,116,1700,,,,,,150,48,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V391MPD6,MP,35.0,390.00,8.0,20.0,-40,105,10000,1.66,0.11,137,1960,,,,,,120,38,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V391MPD,MP,35.0,390.00,10.0,16.0,-40,105,10000,1.77,0.11,137,2000,,,,,,90,30,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V471MPD,MP,35.0,470.00,10.0,16.0,-40,105,10000,1.77,0.11,165,2000,,,,,,90,30,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V561MPD,MP,35.0,560.00,10.0,20.0,-40,105,10000,2.34,0.11,196,2500,,,,,,60,20,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V681MPD6,MP,35.0,680.00,10.0,20.0,-40,105,10000,2.34,0.11,238,2500,,,,,,60,20,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V681MPD,MP,35.0,680.00,10.0,25.0,-40,105,10000,3.07,0.11,238,2900,,,,,,51,17,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V821MPD,MP,35.0,820.00,10.0,25.0,-40,105,10000,3.07,0.11,287,2900,,,,,,51,17,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V821MHD6,MP,35.0,820.00,12.5,20.0,-40,105,10000,3.43,0.11,287,2600,,,,,,51,17,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V102MHD,MP,35.0,1000.00,12.5,20.0,-40,105,10000,3.43,0.11,350,2600,,,,,,51,17,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V122MHD,MP,35.0,1200.00,12.5,25.0,-40,105,10000,4.56,0.11,420,3200,,,,,,45,15,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V152MHD,MP,35.0,1500.00,16.0,20.0,-40,105,10000,6.60,0.11,525,3575,,,,,,45,15,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V182MHD,MP,35.0,1800.00,12.5,30.5,-40,105,10000,6.01,0.11,630,3795,,,,,,36,12,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V182MHD6,MP,35.0,1800.00,16.0,25.0,-40,105,10000,8.20,0.11,630,3810,,,,,,39,13,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V222MHD,MP,35.0,2200.00,12.5,35.5,-40,105,10000,7.06,0.13,770,4120,,,,,,33,11,500,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V222MHD6,MP,35.0,2200.00,16.0,25.0,-40,105,10000,8.20,0.13,770,3810,,,,,,39,13,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V332MHD,MP,35.0,3300.00,16.0,30.5,-40,105,10000,9.60,0.15,1155,4000,,,,,,33,11,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1V392MHD,MP,35.0,3900.00,16.0,35.5,-40,105,10000,11.80,0.15,1365,4200,,,,,,30,10,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H270MDD,EOL,50.0,27.00,5.0,11.0,-40,105,7000,0.44,0.10,14,450,,,,,,1500,470,6000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H560MED,EOL,50.0,56.00,6.3,11.0,-40,105,7000,0.59,0.10,28,700,,,,,,660,200,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H101MPD,MP,50.0,100.00,8.0,11.5,-40,105,9000,1.19,0.10,50,1200,,,,,,360,100,3000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H121MPD,MP,50.0,120.00,8.0,11.5,-40,105,9000,1.19,0.10,60,1200,,,,,,360,100,3000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H151MPD,MP,50.0,150.00,8.0,15.0,-40,105,10000,1.36,0.10,75,1600,,,,,,170,54,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H181MPD,MP,50.0,180.00,10.0,12.5,-40,105,10000,1.49,0.10,90,1700,,,,,,150,48,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H221MPD6,MP,50.0,220.00,10.0,12.5,-40,105,10000,1.49,0.10,110,1700,,,,,,150,48,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H221MPD,MP,50.0,220.00,10.0,16.0,-40,105,10000,1.77,0.10,110,1650,,,,,,126,42,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H271MPD6,MP,50.0,270.00,8.0,20.0,-40,105,10000,1.66,0.10,135,1960,,,,,,120,38,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H271MPD,MP,50.0,270.00,10.0,20.0,-40,105,10000,2.34,0.10,135,2060,,,,,,90,30,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H331MPD,MP,50.0,330.00,10.0,20.0,-40,105,10000,2.34,0.10,165,2060,,,,,,90,30,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H391MPD6,MP,50.0,390.00,10.0,20.0,-40,105,10000,2.34,0.10,195,2060,,,,,,90,30,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H391MPD,MP,50.0,390.00,10.0,25.0,-40,105,10000,3.07,0.10,195,2420,,,,,,84,28,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H471MPD,MP,50.0,470.00,10.0,25.0,-40,105,10000,3.07,0.10,235,2420,,,,,,84,28,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H471MHD6,MP,50.0,470.00,12.5,20.0,-40,105,10000,3.43,0.10,235,2300,,,,,,81,27,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H561MHD,MP,50.0,560.00,12.5,20.0,-40,105,10000,3.43,0.10,280,2300,,,,,,81,27,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H681MHD,MP,50.0,680.00,12.5,25.0,-40,105,10000,4.56,0.10,340,2800,,,,,,69,23,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H821MHD,MP,50.0,820.00,12.5,25.0,-40,105,10000,4.56,0.10,410,2800,,,,,,69,23,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H821MHD6,MP,50.0,820.00,16.0,20.0,-40,105,10000,6.60,0.10,410,3070,,,,,,69,23,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H102MHD,MP,50.0,1000.00,12.5,30.5,-40,105,10000,6.01,0.10,500,3500,,,,,,60,20,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H102MHD6,MP,50.0,1000.00,16.0,25.0,-40,105,10000,8.20,0.10,500,3270,,,,,,63,21,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H122MHD,MP,50.0,1200.00,16.0,25.0,-40,105,10000,8.20,0.10,600,3270,,,,,,63,21,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H152MHD,MP,50.0,1500.00,12.5,35.5,-40,105,10000,7.06,0.10,750,3810,,,,,,57,19,500,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UHW1H152MHD6,MP,50.0,1500.00,16.0,25.0,-40,105,10000,8.20,0.10,750,3270,,,,,,63,21,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
