Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Rated Ripple1(mArms),Rated Ripple2(mArms),ESR(mΩ)（20℃/100kHz）,ESR(mΩ) (-40℃/100kHz）,ESR(mΩ) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (mΩ)(-10℃/100kHz),Impedance (mΩ)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
URS1V331MPD,MP,35.0,330.00,10.0,12.5,-40,85,2000,1.49,0.14,347,480,,,,,,,,2000,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1V471MHD,MP,35.0,470.00,12.5,12.5,-40,85,2000,2.80,0.14,494,590,,,,,,,,1500,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1V102MHD,MP,35.0,1000.00,16.0,15.0,-40,85,2000,4.74,0.14,1050,1010,,,,,,,,700,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1V222MHD,MP,35.0,2200.00,18.0,20.0,-40,85,2000,9.00,0.16,2310,1560,,,,,,,,400,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1V332MRD,EOL,35.0,3300.00,20.0,25.0,-40,85,2000,11.50,0.18,3465,2000,,,,,,,,250,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1H221MPD,MP,50.0,220.00,10.0,12.5,-40,85,2000,1.49,0.12,330,420,,,,,,,,2000,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1H331MHD,MP,50.0,330.00,12.5,12.5,-40,85,2000,2.80,0.12,495,530,,,,,,,,1500,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1H471MHD,MP,50.0,470.00,16.0,15.0,-40,85,2000,4.74,0.12,705,750,,,,,,,,700,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1H102MHD,MP,50.0,1000.00,18.0,20.0,-40,85,2000,9.00,0.12,1500,1160,,,,,,,,400,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1H222MRD,EOL,50.0,2200.00,20.0,25.0,-40,85,2000,11.50,0.14,3300,1750,,,,,,,,250,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1J221MHD,MP,63.0,220.00,12.5,12.5,-40,85,2000,2.80,0.10,416,490,,,,,,,,1500,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1J331MHD,MP,63.0,330.00,12.5,15.0,-40,85,2000,2.96,0.10,624,710,,,,,,,,1200,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1J471MHD,MP,63.0,470.00,16.0,15.0,-40,85,2000,4.74,0.10,888,900,,,,,,,,700,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2A470MPD,MP,100.0,47.00,10.0,12.5,-40,85,2000,1.49,0.08,141,230,,,,,,,,2000,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2A101MHD,MP,100.0,100.00,12.5,15.0,-40,85,2000,2.96,0.08,300,370,,,,,,,,1200,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2A221MHD,MP,100.0,220.00,16.0,15.0,-40,85,2000,4.74,0.08,660,620,,,,,,,,700,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2A331MHD,MP,100.0,330.00,18.0,15.0,-40,85,2000,6.31,0.08,990,760,,,,,,,,400,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2C470MHD,LTB,160.0,47.00,16.0,15.0,-40,85,2000,4.74,0.20,401,420,,,,,,,,700,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2C680MHD6,LTB,160.0,68.00,16.0,20.0,-40,85,2000,6.60,0.20,535,490,,,,,,,,600,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2C680MHD,LTB,160.0,68.00,18.0,15.0,-40,85,2000,6.31,0.20,535,490,,,,,,,,400,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2C101MHD,LTB,160.0,100.00,18.0,20.0,-40,85,2000,9.00,0.20,740,590,,,,,,,,400,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2C101MRD6,EOL,160.0,100.00,20.0,15.0,-40,85,2000,7.32,0.20,740,590,,,,,,,,300,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2C151MHD,LTB,160.0,150.00,18.0,25.0,-40,85,2000,10.60,0.20,1060,710,,,,,,,,300,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2C151MRD6,EOL,160.0,150.00,20.0,20.0,-40,85,2000,9.81,0.20,1060,710,,,,,,,,250,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2C221MRD,EOL,160.0,220.00,20.0,25.0,-40,85,2000,11.50,0.20,1508,770,,,,,,,,250,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2D330MHD,LTB,200.0,33.00,16.0,15.0,-40,85,2000,4.74,0.20,364,350,,,,,,,,700,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2D470MHD6,LTB,200.0,47.00,16.0,20.0,-40,85,2000,6.60,0.20,476,420,,,,,,,,600,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2D470MHD,LTB,200.0,47.00,18.0,15.0,-40,85,2000,6.31,0.20,476,420,,,,,,,,400,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2D680MHD,LTB,200.0,68.00,18.0,20.0,-40,85,2000,9.00,0.20,644,490,,,,,,,,400,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2D680MRD6,EOL,200.0,68.00,20.0,15.0,-40,85,2000,7.32,0.20,644,490,,,,,,,,300,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2D101MHD,LTB,200.0,100.00,18.0,25.0,-40,85,2000,10.60,0.20,900,590,,,,,,,,300,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2D101MRD6,EOL,200.0,100.00,20.0,20.0,-40,85,2000,9.81,0.20,900,590,,,,,,,,250,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2D151MHD,LTB,200.0,150.00,18.0,25.0,-40,85,2000,10.60,0.20,1300,710,,,,,,,,300,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2E220MHD,LTB,250.0,22.00,16.0,15.0,-40,85,2000,4.74,0.20,320,280,,,,,,,,700,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2E330MHD6,LTB,250.0,33.00,16.0,20.0,-40,85,2000,6.60,0.20,430,350,,,,,,,,600,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2E330MHD,LTB,250.0,33.00,18.0,15.0,-40,85,2000,6.31,0.20,430,350,,,,,,,,400,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2E470MHD,LTB,250.0,47.00,18.0,20.0,-40,85,2000,9.00,0.20,570,420,,,,,,,,400,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2E470MRD6,EOL,250.0,47.00,20.0,15.0,-40,85,2000,7.32,0.20,570,420,,,,,,,,300,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2E680MHD,LTB,250.0,68.00,18.0,20.0,-40,85,2000,9.00,0.20,780,490,,,,,,,,400,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2E101MHD,LTB,250.0,100.00,18.0,25.0,-40,85,2000,10.60,0.20,1100,590,,,,,,,,300,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2G100MHD,LTB,400.0,10.00,16.0,15.0,-40,85,2000,4.74,0.25,260,140,,,,,,,,700,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2G220MHD6,LTB,400.0,22.00,16.0,20.0,-40,85,2000,6.60,0.25,452,280,,,,,,,,600,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2G220MHD,LTB,400.0,22.00,18.0,15.0,-40,85,2000,6.31,0.25,452,280,,,,,,,,400,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2G330MHD,LTB,400.0,33.00,18.0,20.0,-40,85,2000,9.00,0.25,628,350,,,,,,,,400,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2G470MHD,LTB,400.0,47.00,18.0,25.0,-40,85,2000,10.60,0.25,852,420,,,,,,,,300,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2G470MRD6,EOL,400.0,47.00,20.0,20.0,-40,85,2000,9.81,0.25,852,420,,,,,,,,250,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS2G680MRD,EOL,400.0,68.00,20.0,25.0,-40,85,2000,11.50,0.25,1188,490,,,,,,,,250,Radial Lead,Lo-Profile,Uni-Polar,Normal
