Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Rated Ripple1(mArms),Rated Ripple2(mArms),ESR(mΩ)（20℃/100kHz）,ESR(mΩ) (-40℃/100kHz）,ESR(mΩ) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (mΩ)(-10℃/100kHz),Impedance (mΩ)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
URS0J222MHD,LTB,6.3,2200.00,12.5,15.0,-40,85,2000,2.96,0.30,416,890,,,,,,,,1200,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS0J332MHD,LTB,6.3,3300.00,16.0,15.0,-40,85,2000,4.74,0.32,624,1200,,,,,,,,700,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS0J472MHD,LTB,6.3,4700.00,16.0,15.0,-40,85,2000,4.74,0.34,888,1410,,,,,,,,700,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS0J682MHD,LTB,6.3,6800.00,18.0,15.0,-40,85,2000,6.31,0.38,1285,1660,,,,,,,,400,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS0J103MHD,LTB,6.3,10000.00,18.0,20.0,-40,85,2000,9.00,0.46,1890,2020,,,,,,,,400,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1A102MPD,LTB,10.0,1000.00,10.0,12.5,-40,85,2000,1.49,0.24,300,620,,,,,,,,2000,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1A222MHD,LTB,10.0,2200.00,12.5,15.0,-40,85,2000,2.96,0.26,660,960,,,,,,,,1200,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1A332MHD,LTB,10.0,3300.00,16.0,15.0,-40,85,2000,4.74,0.28,990,1300,,,,,,,,700,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1A472MHD,LTB,10.0,4700.00,18.0,15.0,-40,85,2000,6.31,0.30,1410,1550,,,,,,,,400,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1A682MHD,LTB,10.0,6800.00,18.0,20.0,-40,85,2000,9.00,0.34,2040,1850,,,,,,,,400,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1A103MHD,LTB,10.0,10000.00,18.0,25.0,-40,85,2000,10.60,0.42,3000,2350,,,,,,,,300,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1C102MHD,MP,16.0,1000.00,12.5,12.5,-40,85,2000,2.80,0.20,480,720,,,,,,,,1500,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1C222MHD,MP,16.0,2200.00,16.0,15.0,-40,85,2000,4.74,0.22,1056,1160,,,,,,,,700,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1C332MHD,MP,16.0,3300.00,18.0,15.0,-40,85,2000,6.31,0.24,1584,1460,,,,,,,,400,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1C472MHD,MP,16.0,4700.00,18.0,20.0,-40,85,2000,9.00,0.26,2256,1770,,,,,,,,400,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1C682MHD,MP,16.0,6800.00,18.0,25.0,-40,85,2000,10.60,0.30,3264,2170,,,,,,,,300,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1E471MPD,MP,25.0,470.00,10.0,12.5,-40,85,2000,1.49,0.16,353,530,,,,,,,,2000,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1E102MHD,MP,25.0,1000.00,12.5,15.0,-40,85,2000,2.96,0.16,750,830,,,,,,,,1200,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1E222MHD,MP,25.0,2200.00,18.0,15.0,-40,85,2000,6.31,0.18,1650,1360,,,,,,,,400,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1E332MHD,MP,25.0,3300.00,18.0,20.0,-40,85,2000,9.00,0.20,2475,1720,,,,,,,,400,Radial Lead,Lo-Profile,Uni-Polar,Normal
URS1E472MHD,MP,25.0,4700.00,18.0,25.0,-40,85,2000,10.60,0.22,3525,2050,,,,,,,,300,Radial Lead,Lo-Profile,Uni-Polar,Normal
