Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Rated Ripple1(mArms),Rated Ripple2(mArms),ESR(mΩ)（20℃/100kHz）,ESR(mΩ) (-40℃/100kHz）,ESR(mΩ) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (mΩ)(-10℃/100kHz),Impedance (mΩ)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
ULD1H330MED,EOL,50.0,33.00,6.3,11.0,-40,105,10000,0.59,0.19,17,190,,,,,,,,4000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD1H470MED,EOL,50.0,47.00,6.3,11.0,-40,105,10000,0.59,0.19,24,190,,,,,,,,4000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD1H101MPD,MP,50.0,100.00,8.0,11.5,-40,105,10000,1.19,0.19,50,270,,,,,,,,3000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD1J100MDD,EOL,63.0,10.00,5.0,11.0,-40,105,10000,0.44,0.17,6,80,,,,,,,,6000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD1J220MED,EOL,63.0,22.00,6.3,11.0,-40,105,10000,0.59,0.17,14,170,,,,,,,,4000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD1J330MED,EOL,63.0,33.00,6.3,11.0,-40,105,10000,0.59,0.17,21,170,,,,,,,,4000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD1J470MPD,MP,63.0,47.00,8.0,11.5,-40,105,10000,1.19,0.17,30,240,,,,,,,,3000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2A4R7MDD,EOL,100.0,4.70,5.0,11.0,-40,105,10000,0.44,0.15,5,70,,,,,,,,6000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2A6R8MDD,EOL,100.0,6.80,5.0,11.0,-40,105,10000,0.44,0.15,7,70,,,,,,,,6000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2A100MED,EOL,100.0,10.00,6.3,11.0,-40,105,10000,0.59,0.15,10,150,,,,,,,,4000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2A220MPD,MP,100.0,22.00,8.0,11.5,-40,105,10000,1.19,0.15,22,230,,,,,,,,3000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2C5R6MED,EOL,160.0,5.60,6.3,11.0,-40,105,12000,0.59,0.24,130,52,,,,,,,,4000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2C6R8MED,EOL,160.0,6.80,6.3,11.0,-40,105,12000,0.59,0.24,144,55,,,,,,,,4000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2C150MPD,MP,160.0,15.00,8.0,11.5,-40,105,15000,1.19,0.24,196,92,,,,,,,,3000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2C220MPD,MP,160.0,22.00,10.0,12.5,-40,105,15000,1.49,0.24,241,121,,,,,,,,2000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2C330MPD,MP,160.0,33.00,10.0,16.0,-40,105,20000,1.77,0.24,311,158,,,,,,,,1800,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2D2R2MED,EOL,200.0,2.20,6.3,11.0,-40,105,12000,0.59,0.24,84,36,,,,,,,,4000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2D3R3MED,EOL,200.0,3.30,6.3,11.0,-40,105,12000,0.59,0.24,106,42,,,,,,,,4000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2D4R7MED,EOL,200.0,4.70,6.3,11.0,-40,105,12000,0.59,0.24,134,49,,,,,,,,4000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2D5R6MED,EOL,200.0,5.60,6.3,11.0,-40,105,12000,0.59,0.24,145,50,,,,,,,,4000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2D100MPD,MP,200.0,10.00,8.0,11.5,-40,105,15000,1.19,0.24,180,80,,,,,,,,3000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2D180MPD,MP,200.0,18.00,10.0,12.5,-40,105,15000,1.49,0.24,244,113,,,,,,,,2000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2D270MPD,MP,200.0,27.00,10.0,16.0,-40,105,20000,1.77,0.24,316,149,,,,,,,,1800,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2E1R8MED,EOL,250.0,1.80,6.3,11.0,-40,105,12000,0.59,0.24,85,33,,,,,,,,4000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2E2R2MED,EOL,250.0,2.20,6.3,11.0,-40,105,12000,0.59,0.24,95,36,,,,,,,,4000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2E3R3MED,EOL,250.0,3.30,6.3,11.0,-40,105,12000,0.59,0.24,123,42,,,,,,,,4000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2E5R6MPD,LTB,250.0,5.60,8.0,11.5,-40,105,15000,1.19,0.24,156,62,,,,,,,,3000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2E6R8MPD,LTB,250.0,6.80,8.0,11.5,-40,105,15000,1.19,0.24,168,68,,,,,,,,3000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2E100MPD,LTB,250.0,10.00,10.0,12.5,-40,105,15000,1.49,0.24,200,90,,,,,,,,2000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2E120MPD,LTB,250.0,12.00,10.0,12.5,-40,105,15000,1.49,0.24,220,97,,,,,,,,2000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2E180MPD,LTB,250.0,18.00,10.0,16.0,-40,105,20000,1.77,0.24,280,129,,,,,,,,1800,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2G010MED,EOL,400.0,1.00,6.3,11.0,-40,105,12000,0.59,0.24,80,24,,,,,,,,4000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2G1R5MED,EOL,400.0,1.50,6.3,11.0,-40,105,12000,0.59,0.24,100,29,,,,,,,,4000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2G2R2MPD,MP,400.0,2.20,8.0,11.5,-40,105,15000,1.19,0.24,128,40,,,,,,,,3000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2G2R7MPD,MP,400.0,2.70,8.0,11.5,-40,105,15000,1.19,0.24,143,43,,,,,,,,3000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2G3R3MPD,MP,400.0,3.30,8.0,11.5,-40,105,15000,1.19,0.24,153,47,,,,,,,,3000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2G3R9MPD,MP,400.0,3.90,10.0,12.5,-40,105,15000,1.49,0.24,162,57,,,,,,,,2000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2G4R7MPD,MP,400.0,4.70,10.0,12.5,-40,105,15000,1.49,0.24,175,61,,,,,,,,2000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2G5R6MPD,MP,400.0,5.60,10.0,12.5,-40,105,15000,1.49,0.24,190,64,,,,,,,,2000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2G6R8MPD,MP,400.0,6.80,10.0,16.0,-40,105,20000,1.77,0.24,209,85,,,,,,,,1800,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2G8R2MPD,MP,400.0,8.20,10.0,16.0,-40,105,20000,1.77,0.24,231,88,,,,,,,,1800,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2W5R6MPD,MP,450.0,5.60,10.0,16.0,-40,105,20000,1.77,0.24,201,58,,,,,,,,1800,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2W6R8MPD,MP,450.0,6.80,10.0,16.0,-40,105,20000,1.77,0.24,222,62,,,,,,,,1800,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2W8R2MPD,MP,450.0,8.20,10.0,20.0,-40,105,20000,2.34,0.24,248,88,,,,,,,,1400,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2W100MPD,MP,450.0,10.00,10.0,20.0,-40,105,20000,2.34,0.24,280,92,,,,,,,,1400,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2W150MHD,MP,450.0,15.00,12.5,20.0,-40,105,20000,3.43,0.24,370,140,,,,,,,,1000,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2W220MHD,MP,450.0,22.00,12.5,25.0,-40,105,20000,4.56,0.24,496,240,,,,,,,,800,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2W220MHD6,MP,450.0,22.00,16.0,20.0,-40,105,20000,6.60,0.24,496,292,,,,,,,,600,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2W270MHD,MP,450.0,27.00,16.0,20.0,-40,105,20000,6.60,0.24,586,305,,,,,,,,600,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2W330MHD,MP,450.0,33.00,16.0,25.0,-40,105,20000,8.20,0.24,694,392,,,,,,,,400,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2W330MHD6,MP,450.0,33.00,18.0,20.0,-40,105,20000,9.00,0.24,694,312,,,,,,,,400,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2W470MHD,MP,450.0,47.00,18.0,25.0,-40,105,20000,10.60,0.24,946,480,,,,,,,,300,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
ULD2W680MHD,MP,450.0,68.00,18.0,30.5,-40,105,20000,13.10,0.24,1324,520,,,,,,,,300,Radial Lead,Minitualized Long Life,Uni-Polar,Normal
