Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Rated Ripple1(mArms),Rated Ripple2(mArms),ESR(mΩ)（20℃/100kHz）,ESR(mΩ) (-40℃/100kHz）,ESR(mΩ) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (mΩ)(-10℃/100kHz),Impedance (mΩ)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UKL0J471KPD,LTB,6.3,470.00,10.0,12.5,-40,85,2000,1.49,0.18,6,390,,,,,,,,2000,Radial Lead,Lo-Leakage Cur.,Uni-Polar,Normal
UKL0J471MPD,LTB,6.3,470.00,10.0,12.5,-40,85,2000,1.49,0.18,6,390,,,,,,,,2000,Radial Lead,Lo-Leakage Cur.,Uni-Polar,Normal
UKL0J681KPD,LTB,6.3,680.00,10.0,16.0,-40,85,2000,1.77,0.21,9,480,,,,,,,,1800,Radial Lead,Lo-Leakage Cur.,Uni-Polar,Normal
UKL0J681MPD,LTB,6.3,680.00,10.0,16.0,-40,85,2000,1.77,0.21,9,480,,,,,,,,1800,Radial Lead,Lo-Leakage Cur.,Uni-Polar,Normal
UKL0J102KPD,LTB,6.3,1000.00,10.0,20.0,-40,85,2000,2.34,0.21,13,650,,,,,,,,1400,Radial Lead,Lo-Leakage Cur.,Uni-Polar,Normal
UKL0J102MPD,LTB,6.3,1000.00,10.0,20.0,-40,85,2000,2.34,0.21,13,650,,,,,,,,1400,Radial Lead,Lo-Leakage Cur.,Uni-Polar,Normal
UKL0J152KHD,LTB,6.3,1500.00,12.5,25.0,-40,85,2000,4.56,0.21,19,910,,,,,,,,800,Radial Lead,Lo-Leakage Cur.,Uni-Polar,Normal
UKL0J152MHD,LTB,6.3,1500.00,12.5,25.0,-40,85,2000,4.56,0.21,19,910,,,,,,,,800,Radial Lead,Lo-Leakage Cur.,Uni-Polar,Normal
UKL0J222KHD,LTB,6.3,2200.00,12.5,25.0,-40,85,2000,4.56,0.23,28,1060,,,,,,,,800,Radial Lead,Lo-Leakage Cur.,Uni-Polar,Normal
UKL0J222MHD,LTB,6.3,2200.00,12.5,25.0,-40,85,2000,4.56,0.23,28,1060,,,,,,,,800,Radial Lead,Lo-Leakage Cur.,Uni-Polar,Normal
UKL0J332KHD,LTB,6.3,3300.00,16.0,25.0,-40,85,2000,8.20,0.25,42,1270,,,,,,,,400,Radial Lead,Lo-Leakage Cur.,Uni-Polar,Normal
UKL0J332MHD,LTB,6.3,3300.00,16.0,25.0,-40,85,2000,8.20,0.25,42,1270,,,,,,,,400,Radial Lead,Lo-Leakage Cur.,Uni-Polar,Normal
UKL0J472KHD,LTB,6.3,4700.00,16.0,30.5,-40,85,2000,9.60,0.27,59,1500,,,,,,,,300,Radial Lead,Lo-Leakage Cur.,Uni-Polar,Normal
UKL0J472MHD,LTB,6.3,4700.00,16.0,30.5,-40,85,2000,9.60,0.27,59,1500,,,,,,,,300,Radial Lead,Lo-Leakage Cur.,Uni-Polar,Normal
