Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Rated Ripple1(mArms),Rated Ripple2(mArms),ESR(mΩ)（20℃/100kHz）,ESR(mΩ) (-40℃/100kHz）,ESR(mΩ) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (mΩ)(-10℃/100kHz),Impedance (mΩ)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
RNL1C681MDS1,MP,16.0,680.00,8.0,16.0,-55,105,2000,1.33,0.12,1088,7000,,8,,,,,,1600,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C821MDS6,MP,16.0,820.00,8.0,16.0,-55,105,2000,1.33,0.12,1312,7000,,8,,,,,,1600,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C821MDSBSQ,MP,16.0,820.00,8.0,16.0,-55,105,5000,1.33,0.12,1312,7000,,8,,,,,,1600,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C821MDS1,MP,16.0,820.00,8.0,20.0,-55,105,2000,1.47,0.12,1312,7500,,8,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C821MDSASQ,MP,16.0,820.00,8.0,20.0,-55,105,5000,1.47,0.12,1312,7500,,8,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C102MDS1,MP,16.0,1000.00,8.0,20.0,-55,105,2000,1.47,0.12,1600,7500,,8,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C102MDSASQ,MP,16.0,1000.00,8.0,20.0,-55,105,5000,1.47,0.12,1600,7500,,8,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C102MDS4,MP,16.0,1000.00,10.0,16.0,-55,105,2000,1.73,0.12,1600,7700,,8,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C102MDSBSQ,MP,16.0,1000.00,10.0,16.0,-55,105,5000,1.73,0.12,1600,7700,,8,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C122MDS1,MP,16.0,1200.00,8.0,20.0,-55,105,2000,1.47,0.12,1920,7500,,8,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C122MDSASQ,MP,16.0,1200.00,8.0,20.0,-55,105,5000,1.47,0.12,1920,7500,,8,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C122MDS4,MP,16.0,1200.00,10.0,16.0,-55,105,2000,1.73,0.12,1920,7700,,8,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C122MDSBSQ,MP,16.0,1200.00,10.0,16.0,-55,105,5000,1.73,0.12,1920,7700,,8,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C152MDS6,MP,16.0,1500.00,8.0,20.0,-55,105,2000,1.47,0.12,2400,7500,,8,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C152MDS4,MP,16.0,1500.00,10.0,16.0,-55,105,2000,1.73,0.12,2400,7700,,8,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C152MDSBSQ,MP,16.0,1500.00,10.0,16.0,-55,105,5000,1.73,0.12,2400,7700,,8,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C152MDS1,MP,16.0,1500.00,10.0,20.0,-55,105,2000,2.26,0.12,2400,8100,,8,,,,,,800,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C152MDSASQ,MP,16.0,1500.00,10.0,20.0,-55,105,5000,2.26,0.12,2400,8100,,8,,,,,,800,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C182MDS4,MP,16.0,1800.00,10.0,16.0,-55,105,2000,1.73,0.12,2880,7700,,8,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C182MDSBSQ,MP,16.0,1800.00,10.0,16.0,-55,105,5000,1.73,0.12,2880,7700,,8,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C182MDS1,MP,16.0,1800.00,10.0,20.0,-55,105,2000,2.26,0.12,2880,8100,,8,,,,,,800,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C182MDSASQ,MP,16.0,1800.00,10.0,20.0,-55,105,5000,2.26,0.12,2880,8100,,8,,,,,,800,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C222MDS1,MP,16.0,2200.00,10.0,20.0,-55,105,2000,2.26,0.12,3520,8100,,8,,,,,,800,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C222MDSASQ,MP,16.0,2200.00,10.0,20.0,-55,105,5000,2.26,0.12,3520,8100,,8,,,,,,800,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C242MDS1,MP,16.0,2400.00,10.0,20.0,-55,105,2000,2.26,0.12,3840,8100,,8,,,,,,800,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1C242MDSASQ,MP,16.0,2400.00,10.0,20.0,-55,105,5000,2.26,0.12,3840,8100,,8,,,,,,800,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1E271MDS1,MP,25.0,270.00,8.0,16.0,-55,105,2000,1.33,0.12,675,5800,,10,,,,,,1600,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1E331MDS1,MP,25.0,330.00,8.0,16.0,-55,105,2000,1.33,0.12,825,5800,,10,,,,,,1600,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1E391MDS1,MP,25.0,390.00,8.0,16.0,-55,105,2000,1.33,0.12,975,5800,,10,,,,,,1600,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1E471MDS1,MP,25.0,470.00,8.0,16.0,-55,105,2000,1.33,0.12,1175,5800,,10,,,,,,1600,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1E561MDS1,MP,25.0,560.00,8.0,16.0,-55,105,2000,1.33,0.12,1400,5800,,10,,,,,,1600,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1E561MDS4,MP,25.0,560.00,10.0,16.0,-55,105,2000,1.73,0.12,1400,5800,,10,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1E561MDSBSQ,MP,25.0,560.00,10.0,16.0,-55,105,5000,1.73,0.12,1400,5800,,10,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1E681MDS4,MP,25.0,680.00,10.0,16.0,-55,105,2000,1.73,0.12,1700,5800,,10,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1E681MDSBSQ,MP,25.0,680.00,10.0,16.0,-55,105,5000,1.73,0.12,1700,5800,,10,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1E681MDS9,MP,25.0,680.00,10.0,20.0,-55,105,2000,2.26,0.12,1700,8100,,10,,,,,,800,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1E681MDSCSQ,MP,25.0,680.00,10.0,20.0,-55,105,5000,2.26,0.12,1700,8100,,10,,,,,,800,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1E821MDS4,MP,25.0,820.00,10.0,16.0,-55,105,2000,1.73,0.12,2050,5800,,10,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1E821MDSBSQ,MP,25.0,820.00,10.0,16.0,-55,105,5000,1.73,0.12,2050,5800,,10,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1E821MDS1,MP,25.0,820.00,10.0,20.0,-55,105,2000,2.26,0.12,2050,8100,,10,,,,,,800,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1E821MDSASQ,MP,25.0,820.00,10.0,20.0,-55,105,5000,2.26,0.12,2050,8100,,10,,,,,,800,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1E102MDS4,MP,25.0,1000.00,10.0,16.0,-55,105,2000,1.73,0.12,2500,5800,,10,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1E102MDSBSQ,MP,25.0,1000.00,10.0,16.0,-55,105,5000,1.73,0.12,2500,5800,,10,,,,,,1200,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1E102MDS1,MP,25.0,1000.00,10.0,20.0,-55,105,2000,2.26,0.12,2500,8100,,10,,,,,,800,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
RNL1E102MDSASQ,MP,25.0,1000.00,10.0,20.0,-55,105,5000,2.26,0.12,2500,8100,,10,,,,,,800,Radial Lead,Large Sized Hi-Cap.,Uni-Polar,Normal
