Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Rated Ripple1(mArms),Rated Ripple2(mArms),ESR(mΩ)（20℃/100kHz）,ESR(mΩ) (-40℃/100kHz）,ESR(mΩ) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (mΩ)(-10℃/100kHz),Impedance (mΩ)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UCS2D331MHD,MP,200.0,330.00,18.0,35.5,-40,105,10000,14.20,0.20,2740,3220,,,,,,,,250,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2E100MPD,MP,250.0,10.00,10.0,20.0,-40,105,8000,2.34,0.20,200,350,,,,,,,,1400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2E220MPD,MP,250.0,22.00,10.0,20.0,-40,105,8000,2.34,0.20,320,500,,,,,,,,1400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2E330MHD,MP,250.0,33.00,12.5,20.0,-40,105,10000,3.43,0.20,430,800,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2E470MHD,MP,250.0,47.00,12.5,20.0,-40,105,10000,3.43,0.20,570,980,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2E680MHD,MP,250.0,68.00,16.0,20.0,-40,105,10000,6.60,0.20,780,1300,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2E820MND9,LTB,250.0,82.00,10.0,40.0,-40,105,10000,5.24,0.20,920,1220,,,,,,,,500,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2E820MHD,MP,250.0,82.00,16.0,20.0,-40,105,10000,6.60,0.20,920,1380,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2E101MND9,LTB,250.0,100.00,10.0,50.0,-40,105,10000,6.45,0.20,1100,1360,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2E101MHD,MP,250.0,100.00,16.0,25.0,-40,105,10000,8.20,0.20,1100,1530,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2E151MHD,MP,250.0,150.00,18.0,25.0,-40,105,10000,10.60,0.20,1600,1940,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2E181MNY9,LTB,250.0,180.00,12.5,50.0,-40,105,10000,10.40,0.20,1900,2070,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2E221MHD,MP,250.0,220.00,18.0,30.5,-40,105,10000,13.10,0.20,2300,3130,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2V6R8MPD,MP,350.0,6.80,10.0,16.0,-40,105,8000,1.77,0.24,195,280,,,,,,,,1800,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2V100MPD,MP,350.0,10.00,10.0,20.0,-40,105,8000,2.34,0.24,240,350,,,,,,,,1400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2V220MHD,MP,350.0,22.00,12.5,20.0,-40,105,10000,3.43,0.24,408,650,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2V330MHD,MP,350.0,33.00,16.0,20.0,-40,105,10000,6.60,0.24,562,900,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2V470MHD,MP,350.0,47.00,16.0,20.0,-40,105,10000,6.60,0.24,758,1080,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2V680MHD,MP,350.0,68.00,16.0,25.0,-40,105,10000,8.20,0.24,1052,1400,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2V680MHD6,MP,350.0,68.00,18.0,20.0,-40,105,10000,9.00,0.24,1052,1375,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2V820MHD,MP,350.0,82.00,18.0,25.0,-40,105,10000,10.60,0.24,1248,1530,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2V101MHD,MP,350.0,100.00,18.0,25.0,-40,105,10000,10.60,0.24,1500,1575,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2G6R8MPD,MP,400.0,6.80,10.0,16.0,-40,105,8000,1.77,0.24,209,280,,,,,,,,1800,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2G100MPD,MP,400.0,10.00,10.0,20.0,-40,105,8000,2.34,0.24,260,350,,,,,,,,1400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2G150MHD,MP,400.0,15.00,12.5,20.0,-40,105,10000,3.43,0.24,340,550,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2G220MHD,MP,400.0,22.00,12.5,20.0,-40,105,10000,3.43,0.24,452,760,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2G330MHD,MP,400.0,33.00,16.0,20.0,-40,105,10000,6.60,0.24,628,900,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2G390MND9,LTB,400.0,39.00,10.0,40.0,-40,105,10000,5.24,0.24,724,800,,,,,,,,500,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2G470MHD,MP,400.0,47.00,16.0,25.0,-40,105,10000,8.20,0.24,852,1180,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2G470MHD6,MP,400.0,47.00,18.0,20.0,-40,105,10000,9.00,0.24,852,1180,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2G560MND9,LTB,400.0,56.00,10.0,50.0,-40,105,10000,6.45,0.24,996,1040,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2G680MHD,MP,400.0,68.00,18.0,25.0,-40,105,10000,10.60,0.24,1188,1470,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2G820MNY9,LTB,400.0,82.00,12.5,50.0,-40,105,10000,10.40,0.24,1412,1400,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2G820MHD,MP,400.0,82.00,18.0,25.0,-40,105,10000,10.60,0.24,1412,1525,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2W6R8MPD,MP,450.0,6.80,10.0,20.0,-40,105,8000,2.34,0.24,222,280,,,,,,,,1400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2W100MHD,MP,450.0,10.00,12.5,20.0,-40,105,10000,3.43,0.24,280,450,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2W150MHD,MP,450.0,15.00,12.5,25.0,-40,105,10000,4.56,0.24,370,600,,,,,,,,800,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2W220MHD,MP,450.0,22.00,16.0,20.0,-40,105,10000,6.60,0.24,496,730,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2W270MND9,LTB,450.0,27.00,10.0,40.0,-40,105,10000,5.24,0.24,586,580,,,,,,,,500,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2W330MND9,LTB,450.0,33.00,10.0,40.0,-40,105,10000,5.24,0.24,694,720,,,,,,,,500,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2W330MHD,MP,450.0,33.00,16.0,25.0,-40,105,10000,8.20,0.24,694,980,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2W330MHD6,MP,450.0,33.00,18.0,20.0,-40,105,10000,9.00,0.24,694,980,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2W390MND9,LTB,450.0,39.00,10.0,50.0,-40,105,10000,6.45,0.24,802,820,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2W470MHD,MP,450.0,47.00,18.0,25.0,-40,105,10000,10.60,0.24,946,1200,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2W680MNY9,LTB,450.0,68.00,12.5,50.0,-40,105,10000,10.40,0.24,1324,1340,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCS2W680MHD,MP,450.0,68.00,18.0,30.5,-40,105,10000,13.10,0.24,1324,1575,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
