Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Rated Ripple1(mArms),Rated Ripple2(mArms),ESR(mΩ)（20℃/100kHz）,ESR(mΩ) (-40℃/100kHz）,ESR(mΩ) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (mΩ)(-10℃/100kHz),Impedance (mΩ)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UTH2G560MND,MP,400.0,56.00,16.0,20.0,-40,105,5000,6.60,0.20,996,480,,,,,,,,600,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTH2G750MND,MP,400.0,75.00,18.0,20.0,-40,105,5000,9.00,0.20,1300,550,,,,,,,,400,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTH2G820MND,MP,400.0,82.00,16.0,26.0,-40,105,5000,9.85,0.20,1412,620,,,,,,,,400,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTH2G121MND,MP,400.0,120.00,16.0,31.5,-40,105,5000,11.60,0.20,2020,790,,,,,,,,300,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTH2G121MND6,MP,400.0,120.00,18.0,26.0,-40,105,5000,12.50,0.20,2020,755,,,,,,,,300,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTH2G141MND,MP,400.0,140.00,16.0,36.0,-40,105,5000,13.30,0.20,2340,870,,,,,,,,300,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTH2G151MND,MP,400.0,150.00,18.0,31.5,-40,105,5000,13.80,0.20,2500,915,,,,,,,,300,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTH2G161MND,MP,400.0,160.00,16.0,40.0,-40,105,5000,14.10,0.20,2660,920,,,,,,,,300,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTH2G181MND,MP,400.0,180.00,18.0,36.0,-40,105,5000,16.90,0.20,2980,950,,,,,,,,250,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTH2G201MND,MP,400.0,200.00,18.0,40.0,-40,105,5000,17.70,0.20,3300,1050,,,,,,,,200,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTHW6530MND,MP,420.0,53.00,16.0,20.0,-40,105,5000,6.60,0.20,990,480,,,,,,,,600,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTHW6680MND,MP,420.0,68.00,18.0,20.0,-40,105,5000,9.00,0.20,1242,540,,,,,,,,400,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTHW6820MND,MP,420.0,82.00,16.0,26.0,-40,105,5000,9.85,0.20,1478,620,,,,,,,,400,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTHW6101MND,MP,420.0,100.00,16.0,31.5,-40,105,5000,11.60,0.20,1780,750,,,,,,,,300,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTHW6111MND,MP,420.0,110.00,18.0,26.0,-40,105,5000,12.50,0.20,1948,740,,,,,,,,300,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTHW6121MND,MP,420.0,120.00,16.0,36.0,-40,105,5000,13.30,0.20,2116,820,,,,,,,,300,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTHW6131MND,MP,420.0,130.00,18.0,31.5,-40,105,5000,13.80,0.20,2284,860,,,,,,,,300,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTHW6141MND,MP,420.0,140.00,16.0,40.0,-40,105,5000,14.10,0.20,2452,910,,,,,,,,300,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTHW6161MND,MP,420.0,160.00,18.0,36.0,-40,105,5000,16.90,0.20,2788,920,,,,,,,,250,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTHW6181MND,MP,420.0,180.00,18.0,40.0,-40,105,5000,17.70,0.20,3124,1040,,,,,,,,200,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTH2W470MND,MP,450.0,47.00,16.0,20.0,-40,105,5000,6.60,0.20,946,430,,,,,,,,600,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTH2W620MND,MP,450.0,62.00,18.0,20.0,-40,105,5000,9.00,0.20,1216,520,,,,,,,,400,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTH2W750MND,MP,450.0,75.00,16.0,26.0,-40,105,5000,9.85,0.20,1450,570,,,,,,,,400,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTH2W101MND,MP,450.0,100.00,16.0,31.5,-40,105,5000,11.60,0.20,1900,720,,,,,,,,300,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTH2W101MND6,MP,450.0,100.00,18.0,26.0,-40,105,5000,12.50,0.20,1900,690,,,,,,,,300,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTH2W121MND,MP,450.0,120.00,16.0,36.0,-40,105,5000,13.30,0.20,2260,810,,,,,,,,300,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTH2W131MND,MP,450.0,130.00,16.0,40.0,-40,105,5000,14.10,0.20,2440,860,,,,,,,,300,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTH2W131MND6,MP,450.0,130.00,18.0,31.5,-40,105,5000,13.80,0.20,2440,815,,,,,,,,300,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTH2W141MND,MP,450.0,140.00,18.0,36.0,-40,105,5000,16.90,0.20,2620,900,,,,,,,,250,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
UTH2W161MND,MP,450.0,160.00,18.0,40.0,-40,105,5000,17.70,0.20,2980,980,,,,,,,,200,Radial Lead,Hi-Volt. Minitualized Hi-Ripple Cur. Long Life,Uni-Polar,Normal
