Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Rated Ripple1(mArms),Rated Ripple2(mArms),ESR(mΩ)（20℃/100kHz）,ESR(mΩ) (-40℃/100kHz）,ESR(mΩ) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (mΩ)(-10℃/100kHz),Impedance (mΩ)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UBX1V100MPL,EOL,35.0,10.00,10.0,12.5,-55,150,1000,1.49,0.12,11,175,,,,,,,,2000,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1V220MPL,EOL,35.0,22.00,10.0,12.5,-55,150,1000,1.49,0.12,23,200,,,,,,,,2000,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1V330MPL,EOL,35.0,33.00,10.0,12.5,-55,150,1000,1.49,0.12,35,225,,,,,,,,2000,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1V470MPL,EOL,35.0,47.00,10.0,12.5,-55,150,1000,1.49,0.12,49,250,,,,,,,,2000,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1V101MPL,EOL,35.0,100.00,10.0,20.0,-55,150,1000,2.34,0.12,105,400,,,,,,,,1400,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1V221MHL,MP,35.0,220.00,12.5,25.0,-55,150,1000,4.56,0.12,231,600,,,,,,,,800,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1V331MHL,MP,35.0,330.00,16.0,25.0,-55,150,2000,8.20,0.12,347,800,,,,,,,,400,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1V471MHL,MP,35.0,470.00,16.0,30.5,-55,150,2000,9.60,0.12,494,1000,,,,,,,,300,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1V102MHL,MP,35.0,1000.00,18.0,40.0,-55,150,2000,17.70,0.12,1050,1300,,,,,,,,200,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1H101MPL,EOL,50.0,100.00,10.0,12.5,-55,150,1000,1.49,0.10,150,380,,,,,,,,2000,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1H221MPL,EOL,50.0,220.00,10.0,20.0,-55,150,1000,2.34,0.10,330,640,,,,,,,,1400,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1H331MHL,MP,50.0,330.00,12.5,20.0,-55,150,1000,3.43,0.10,495,770,,,,,,,,1000,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1H471MHL,MP,50.0,470.00,12.5,25.0,-55,150,1000,4.56,0.10,705,960,,,,,,,,800,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1H561MHL,MP,50.0,560.00,12.5,30.5,-55,150,1000,6.01,0.10,840,1080,,,,,,,,600,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1H681MHL,MP,50.0,680.00,16.0,25.0,-55,150,2000,8.20,0.10,1020,1190,,,,,,,,400,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1H102MHL,MP,50.0,1000.00,16.0,30.5,-55,150,2000,9.60,0.10,1500,1420,,,,,,,,300,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1J560MPL,EOL,63.0,56.00,10.0,12.5,-55,150,1000,1.49,0.10,106,430,,,,,,,,2000,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1J680MPL,EOL,63.0,68.00,10.0,16.0,-55,150,1000,1.77,0.10,129,560,,,,,,,,1800,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1J101MPL,EOL,63.0,100.00,10.0,20.0,-55,150,1000,2.34,0.10,189,710,,,,,,,,1400,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1J221MHL,MP,63.0,220.00,12.5,25.0,-55,150,1000,4.56,0.10,416,1040,,,,,,,,800,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1J331MHL,MP,63.0,330.00,12.5,30.5,-55,150,1000,6.01,0.10,624,1170,,,,,,,,600,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1J471MHL,MP,63.0,470.00,16.0,25.0,-55,150,2000,8.20,0.10,888,1280,,,,,,,,400,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1J561MHL,MP,63.0,560.00,16.0,30.5,-55,150,2000,9.60,0.10,1058,1520,,,,,,,,300,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1J681MHL,MP,63.0,680.00,16.0,35.5,-55,150,2000,11.80,0.10,1285,1520,,,,,,,,300,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1K330MPL,EOL,80.0,33.00,10.0,12.5,-55,150,1000,1.49,0.08,79,420,,,,,,,,2000,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1K470MPL,EOL,80.0,47.00,10.0,16.0,-55,150,1000,1.77,0.08,113,550,,,,,,,,1800,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1K560MPL,EOL,80.0,56.00,10.0,20.0,-55,150,1000,2.34,0.08,134,690,,,,,,,,1400,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1K680MPL,EOL,80.0,68.00,10.0,20.0,-55,150,1000,2.34,0.08,163,690,,,,,,,,1400,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1K101MHL,MP,80.0,100.00,12.5,20.0,-55,150,1000,3.43,0.08,240,820,,,,,,,,1000,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1K221MHL,MP,80.0,220.00,16.0,25.0,-55,150,2000,8.20,0.08,528,1250,,,,,,,,400,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1K331MHL,MP,80.0,330.00,16.0,30.5,-55,150,2000,9.60,0.08,792,1480,,,,,,,,300,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX1K471MHL,MP,80.0,470.00,18.0,30.5,-55,150,2000,13.10,0.08,1128,1530,,,,,,,,300,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2A220MPL,EOL,100.0,22.00,10.0,12.5,-55,150,1000,1.49,0.08,66,390,,,,,,,,2000,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2A330MPL,EOL,100.0,33.00,10.0,16.0,-55,150,1000,1.77,0.08,99,510,,,,,,,,1800,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2A470MPL,EOL,100.0,47.00,10.0,20.0,-55,150,1000,2.34,0.08,141,640,,,,,,,,1400,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2A560MPL,EOL,100.0,56.00,10.0,20.0,-55,150,1000,2.34,0.08,168,640,,,,,,,,1400,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2A680MHL,MP,100.0,68.00,12.5,20.0,-55,150,1000,3.43,0.08,204,760,,,,,,,,1000,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2A101MHL,MP,100.0,100.00,12.5,25.0,-55,150,1000,4.56,0.08,300,950,,,,,,,,800,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2A221MHL,MP,100.0,220.00,16.0,30.5,-55,150,2000,9.60,0.08,660,1380,,,,,,,,300,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2A331MHL,MP,100.0,330.00,18.0,30.5,-55,150,2000,13.10,0.08,990,1430,,,,,,,,300,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2C100MPL,EOL,160.0,10.00,10.0,12.5,-40,150,1000,1.49,0.20,164,110,,,,,,,,2000,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2C150MPL,EOL,160.0,15.00,10.0,12.5,-40,150,1000,1.49,0.20,196,110,,,,,,,,2000,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2C220MPL,EOL,160.0,22.00,10.0,16.0,-40,150,1000,1.77,0.20,241,160,,,,,,,,1800,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2C330MHL,MP,160.0,33.00,12.5,20.0,-40,150,1000,3.43,0.20,311,230,,,,,,,,1000,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2C470MHL,MP,160.0,47.00,12.5,20.0,-40,150,1000,3.43,0.20,401,250,,,,,,,,1000,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2C560MHL,MP,160.0,56.00,12.5,25.0,-40,150,1000,4.56,0.20,458,270,,,,,,,,800,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2C680MHL,MP,160.0,68.00,16.0,20.0,-40,150,2000,6.60,0.20,535,290,,,,,,,,600,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2C101MHL,MP,160.0,100.00,16.0,25.0,-40,150,2000,8.20,0.20,740,300,,,,,,,,400,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2D6R8MPL,EOL,200.0,6.80,10.0,12.5,-40,150,1000,1.49,0.20,154,83,,,,,,,,2000,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2D100MPL,EOL,200.0,10.00,10.0,12.5,-40,150,1000,1.49,0.20,180,83,,,,,,,,2000,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2D150MPL,EOL,200.0,15.00,10.0,16.0,-40,150,1000,1.77,0.20,220,130,,,,,,,,1800,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2D220MPL,EOL,200.0,22.00,10.0,20.0,-40,150,1000,2.34,0.20,276,170,,,,,,,,1400,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2D330MHL,MP,200.0,33.00,12.5,20.0,-40,150,1000,3.43,0.20,364,210,,,,,,,,1000,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2D470MHL,MP,200.0,47.00,12.5,25.0,-40,150,1000,4.56,0.20,476,250,,,,,,,,800,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2D560MHL,MP,200.0,56.00,16.0,20.0,-40,150,2000,6.60,0.20,548,270,,,,,,,,600,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2D680MHL,MP,200.0,68.00,16.0,25.0,-40,150,2000,8.20,0.20,644,290,,,,,,,,400,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2V4R7MPL,EOL,350.0,4.70,10.0,16.0,-25,150,1000,1.77,0.24,166,77,,,,,,,,1800,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2V6R8MPL,EOL,350.0,6.80,10.0,20.0,-25,150,1000,2.34,0.24,195,110,,,,,,,,1400,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2V100MHL,MP,350.0,10.00,12.5,20.0,-25,150,1000,3.43,0.24,240,120,,,,,,,,1000,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2V150MHL,MP,350.0,15.00,12.5,25.0,-25,150,1000,4.56,0.24,310,130,,,,,,,,800,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2G4R7MPL,EOL,400.0,4.70,10.0,20.0,-25,150,1000,2.34,0.24,175,83,,,,,,,,1400,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2G6R8MHL,MP,400.0,6.80,12.5,20.0,-25,150,1000,3.43,0.24,209,88,,,,,,,,1000,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2G100MHL,MP,400.0,10.00,12.5,25.0,-25,150,1000,4.56,0.24,260,105,,,,,,,,800,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
UBX2G150MHL,MP,400.0,15.00,12.5,25.0,-25,150,1000,4.56,0.24,340,105,,,,,,,,800,Radial Lead,Hi-Temp.(150degC) For Automotive,Uni-Polar,Normal
