Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Ripple Rating (105℃/100kHz),Rated Ripple2(mArms),ESR(Ω)（20℃/100kHz）,ESR(Ω) (-40℃/100kHz）,ESR(Ω) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (Ω)(-10℃/100kHz),Impedance (Ω)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
RL80G561MDN1,MP,4.0,560.00,8.0,8.0,-55,105,2000,0.71,0.12,560,6100,,0.006,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80G561MDNASQ,MP,4.0,560.00,8.0,8.0,-55,105,5000,0.71,0.12,560,6100,,0.006,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80G821MCN1,MP,4.0,820.00,8.0,8.0,-55,105,2000,0.71,0.12,820,6100,,0.006,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80G821MCNASQ,MP,4.0,820.00,8.0,8.0,-55,105,5000,0.71,0.12,820,6100,,0.006,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80G821MDN1,MP,4.0,820.00,8.0,8.0,-55,105,2000,0.71,0.12,820,6100,,0.006,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80G821MDNASQ,MP,4.0,820.00,8.0,8.0,-55,105,5000,0.71,0.12,820,6100,,0.006,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80J471MCN1,MP,6.3,470.00,8.0,8.0,-55,105,2000,0.71,0.12,592,5700,,0.008,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80J471MCNASQ,MP,6.3,470.00,8.0,8.0,-55,105,5000,0.71,0.12,592,5700,,0.008,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80J471MDN1,MP,6.3,470.00,8.0,8.0,-55,105,2000,0.71,0.12,592,5700,,0.008,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80J471MDNASQ,MP,6.3,470.00,8.0,8.0,-55,105,5000,0.71,0.12,592,5700,,0.008,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80J561MCN1,MP,6.3,560.00,8.0,8.0,-55,105,2000,0.71,0.12,706,5700,,0.008,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80J561MCNASQ,MP,6.3,560.00,8.0,8.0,-55,105,5000,0.71,0.12,706,5700,,0.008,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80J561MDN1,MP,6.3,560.00,8.0,8.0,-55,105,2000,0.71,0.12,706,5700,,0.008,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80J561MDNASQ,MP,6.3,560.00,8.0,8.0,-55,105,5000,0.71,0.12,706,5700,,0.008,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80J681MCN1,MP,6.3,680.00,8.0,8.0,-55,105,2000,0.71,0.12,856,5700,,0.008,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80J681MCNASQ,MP,6.3,680.00,8.0,8.0,-55,105,5000,0.71,0.12,856,5700,,0.008,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80J681MDN1,MP,6.3,680.00,8.0,8.0,-55,105,2000,0.71,0.12,856,5700,,0.008,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80J681MDNASQ,MP,6.3,680.00,8.0,8.0,-55,105,5000,0.71,0.12,856,5700,,0.008,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80J821MCN1,MP,6.3,820.00,8.0,8.0,-55,105,2000,0.71,0.12,1033,5700,,0.008,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80J821MCNASQ,MP,6.3,820.00,8.0,8.0,-55,105,5000,0.71,0.12,1033,5700,,0.008,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80J821MDN1,MP,6.3,820.00,8.0,8.0,-55,105,2000,0.71,0.12,1033,5700,,0.008,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80J821MDNASQ,MP,6.3,820.00,8.0,8.0,-55,105,5000,0.71,0.12,1033,5700,,0.008,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80J102MCN1,MP,6.3,1000.00,8.0,8.0,-55,105,2000,0.71,0.12,1260,5700,,0.009,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80J102MCNASQ,MP,6.3,1000.00,8.0,8.0,-55,105,5000,0.71,0.12,1260,5700,,0.009,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80J102MDN1,MP,6.3,1000.00,8.0,8.0,-55,105,2000,0.71,0.12,1260,5700,,0.009,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL80J102MDNASQ,MP,6.3,1000.00,8.0,8.0,-55,105,5000,0.71,0.12,1260,5700,,0.009,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C101MCN1,MP,16.0,100.00,8.0,8.0,-55,105,2000,0.71,0.12,320,5000,,0.012,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C101MCNASQ,MP,16.0,100.00,8.0,8.0,-55,105,5000,0.71,0.12,320,5000,,0.012,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C101MDN1,MP,16.0,100.00,8.0,8.0,-55,105,2000,0.71,0.12,320,5000,,0.012,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C101MDNASQ,MP,16.0,100.00,8.0,8.0,-55,105,5000,0.71,0.12,320,5000,,0.012,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C181MCN1,MP,16.0,180.00,8.0,8.0,-55,105,2000,0.71,0.12,576,5000,,0.012,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C181MCNASQ,MP,16.0,180.00,8.0,8.0,-55,105,5000,0.71,0.12,576,5000,,0.012,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C181MDN1,MP,16.0,180.00,8.0,8.0,-55,105,2000,0.71,0.12,576,5000,,0.012,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C181MDNASQ,MP,16.0,180.00,8.0,8.0,-55,105,5000,0.71,0.12,576,5000,,0.012,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C221MCN1,MP,16.0,220.00,8.0,8.0,-55,105,2000,0.71,0.12,704,5000,,0.012,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C221MCNASQ,MP,16.0,220.00,8.0,8.0,-55,105,5000,0.71,0.12,704,5000,,0.012,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C221MDN1,MP,16.0,220.00,8.0,8.0,-55,105,2000,0.71,0.12,704,5000,,0.012,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C221MDNASQ,MP,16.0,220.00,8.0,8.0,-55,105,5000,0.71,0.12,704,5000,,0.012,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C271MCN1,MP,16.0,270.00,8.0,8.0,-55,105,2000,0.71,0.12,864,5000,,0.01,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C271MCNASQ,MP,16.0,270.00,8.0,8.0,-55,105,5000,0.71,0.12,864,5000,,0.01,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C271MDN1,MP,16.0,270.00,8.0,8.0,-55,105,2000,0.71,0.12,864,5000,,0.01,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C271MDNASQ,MP,16.0,270.00,8.0,8.0,-55,105,5000,0.71,0.12,864,5000,,0.01,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C331MCN1,MP,16.0,330.00,8.0,8.0,-55,105,2000,0.71,0.12,1056,5000,,0.012,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C331MCNASQ,MP,16.0,330.00,8.0,8.0,-55,105,5000,0.71,0.12,1056,5000,,0.012,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C331MDN1,MP,16.0,330.00,8.0,8.0,-55,105,2000,0.71,0.12,1056,5000,,0.012,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C331MDNASQ,MP,16.0,330.00,8.0,8.0,-55,105,5000,0.71,0.12,1056,5000,,0.012,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C471MCN1,MP,16.0,470.00,8.0,8.0,-55,105,2000,0.71,0.12,1504,4000,,0.016,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C471MDN1,MP,16.0,470.00,8.0,8.0,-55,105,2000,0.71,0.12,1504,4000,,0.016,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C471MDNASQ,MP,16.0,470.00,8.0,8.0,-55,105,5000,0.71,0.12,1504,4000,,0.016,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81C471MCNASQ,MP,16.0,470.00,8.0,8.0,-55,105,5000,0.71,0.12,1504,4000,,0.016,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81D331MCNASQ,MP,20.0,330.00,8.0,8.0,-55,105,5000,0.71,0.12,1320,3880,,0.017,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81V101MCN1,MP,35.0,100.00,8.0,8.0,-55,105,2000,0.71,0.12,700,3000,,0.025,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
RL81V101MDN1,MP,35.0,100.00,8.0,8.0,-55,105,2000,0.71,0.12,700,3000,,0.025,,,,,,3200,Radial Lead,Lo-ESR and Lo-Profile (φ8),Uni-Polar,Normal
