Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Ripple Rating (105℃/100kHz),Rated Ripple2(mArms),ESR(Ω)（20℃/100kHz）,ESR(Ω) (-40℃/100kHz）,ESR(Ω) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (Ω)(-10℃/100kHz),Impedance (Ω)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UCA2E151MHD,EOL,250.0,150.00,18.0,30.5,-25,105,12000,13.10,0.15,1600,1500,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2V6R8MPD,EOL,350.0,6.80,10.0,16.0,-25,105,10000,1.77,0.20,195,220,,,,,,,,1800,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2V100MPD,EOL,350.0,10.00,10.0,20.0,-25,105,10000,2.34,0.20,240,280,,,,,,,,1400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2V220MHD,EOL,350.0,22.00,12.5,20.0,-25,105,12000,3.43,0.20,408,350,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2V330MHD,EOL,350.0,33.00,16.0,20.0,-25,105,12000,6.60,0.20,562,600,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2V470MHD,EOL,350.0,47.00,16.0,25.0,-25,105,12000,8.20,0.20,758,700,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2V470MHD6,EOL,350.0,47.00,18.0,20.0,-25,105,12000,9.00,0.20,758,750,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2V680MHD,EOL,350.0,68.00,16.0,30.5,-25,105,12000,9.60,0.20,1052,1100,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2V680MHD6,EOL,350.0,68.00,18.0,25.0,-25,105,12000,10.60,0.20,1052,875,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2G6R8MPD,EOL,400.0,6.80,10.0,16.0,-25,105,10000,1.77,0.20,209,220,,,,,,,,1800,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2G100MPD,EOL,400.0,10.00,10.0,20.0,-25,105,10000,2.34,0.20,260,280,,,,,,,,1400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2G220MHD,EOL,400.0,22.00,12.5,20.0,-25,105,12000,3.43,0.20,452,430,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2G220MHD6,EOL,400.0,22.00,16.0,20.0,-25,105,12000,6.60,0.20,452,600,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2G330MHD,EOL,400.0,33.00,16.0,25.0,-25,105,12000,8.20,0.20,628,640,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2G330MHD6,EOL,400.0,33.00,18.0,20.0,-25,105,12000,9.00,0.20,628,640,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2G470MHD,EOL,400.0,47.00,16.0,30.5,-25,105,12000,9.60,0.20,852,840,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2G470MHD6,EOL,400.0,47.00,18.0,25.0,-25,105,12000,10.60,0.20,852,840,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2G680MHD,EOL,400.0,68.00,18.0,30.5,-25,105,12000,13.10,0.20,1188,1000,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2W6R8MPD,EOL,450.0,6.80,10.0,20.0,-25,105,10000,2.34,0.20,222,150,,,,,,,,1400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2W100MHD,EOL,450.0,10.00,12.5,20.0,-25,105,12000,3.43,0.20,280,320,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2W220MHD,EOL,450.0,22.00,16.0,25.0,-25,105,12000,8.20,0.20,496,560,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2W220MHD6,EOL,450.0,22.00,18.0,20.0,-25,105,12000,9.00,0.20,496,560,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2W330MHD,EOL,450.0,33.00,16.0,30.5,-25,105,12000,9.60,0.20,694,700,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2W330MHD6,EOL,450.0,33.00,18.0,25.0,-25,105,12000,10.60,0.20,694,700,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2W470MHD,EOL,450.0,47.00,18.0,30.5,-25,105,12000,13.10,0.20,946,900,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
