Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Ripple Rating (105℃/100kHz),Rated Ripple2(mArms),ESR(Ω)（20℃/100kHz）,ESR(Ω) (-40℃/100kHz）,ESR(Ω) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (Ω)(-10℃/100kHz),Impedance (Ω)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UCA2C100MPD,EOL,160.0,10.00,10.0,16.0,-25,105,10000,1.77,0.15,164,250,,,,,,,,1800,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2C220MPD,EOL,160.0,22.00,10.0,20.0,-25,105,10000,2.34,0.15,241,500,,,,,,,,1400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2C330MPD,EOL,160.0,33.00,10.0,20.0,-25,105,10000,2.34,0.15,311,565,,,,,,,,1400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2C470MHD,EOL,160.0,47.00,12.5,20.0,-25,105,12000,3.43,0.15,401,725,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2C680MHD,EOL,160.0,68.00,12.5,25.0,-25,105,12000,4.56,0.15,535,950,,,,,,,,800,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2C680MHD6,EOL,160.0,68.00,16.0,20.0,-25,105,12000,6.60,0.15,535,970,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2C101MHD,EOL,160.0,100.00,16.0,25.0,-25,105,12000,8.20,0.15,740,1280,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2C101MHD6,EOL,160.0,100.00,18.0,20.0,-25,105,12000,9.00,0.15,740,1180,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2C151MHD,EOL,160.0,150.00,16.0,30.5,-25,105,12000,9.60,0.15,1060,1360,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2C151MHD6,EOL,160.0,150.00,18.0,25.0,-25,105,12000,10.60,0.15,1060,1360,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2C221MHD,EOL,160.0,220.00,16.0,30.5,-25,105,12000,9.60,0.15,1508,1400,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2C221MHD6,EOL,160.0,220.00,18.0,25.0,-25,105,12000,10.60,0.15,1508,1400,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2D100MPD,EOL,200.0,10.00,10.0,16.0,-25,105,10000,1.77,0.15,180,250,,,,,,,,1800,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2D220MPD,EOL,200.0,22.00,10.0,20.0,-25,105,10000,2.34,0.15,276,500,,,,,,,,1400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2D330MHD,EOL,200.0,33.00,12.5,20.0,-25,105,12000,3.43,0.15,364,600,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2D470MHD,EOL,200.0,47.00,12.5,20.0,-25,105,12000,3.43,0.15,476,780,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2D680MHD,EOL,200.0,68.00,12.5,25.0,-25,105,12000,4.56,0.15,644,950,,,,,,,,800,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2D680MHD6,EOL,200.0,68.00,16.0,20.0,-25,105,12000,6.60,0.15,644,970,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2D101MHD,EOL,200.0,100.00,16.0,25.0,-25,105,12000,8.20,0.15,900,1280,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2D101MHD6,EOL,200.0,100.00,18.0,20.0,-25,105,12000,9.00,0.15,900,1180,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2D151MHD,EOL,200.0,150.00,16.0,30.5,-25,105,12000,9.60,0.15,1300,1360,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2D151MHD6,EOL,200.0,150.00,18.0,25.0,-25,105,12000,10.60,0.15,1300,1360,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2D221MHD,EOL,200.0,220.00,18.0,30.5,-25,105,12000,13.10,0.15,1860,1700,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2E100MPD,EOL,250.0,10.00,10.0,20.0,-25,105,10000,2.34,0.15,200,300,,,,,,,,1400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2E220MHD,EOL,250.0,22.00,12.5,20.0,-25,105,12000,3.43,0.15,320,600,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2E330MHD,EOL,250.0,33.00,12.5,20.0,-25,105,12000,3.43,0.15,430,630,,,,,,,,1000,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2E470MHD,EOL,250.0,47.00,12.5,25.0,-25,105,12000,4.56,0.15,570,720,,,,,,,,800,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2E470MHD6,EOL,250.0,47.00,16.0,20.0,-25,105,12000,6.60,0.15,570,750,,,,,,,,600,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2E680MHD,EOL,250.0,68.00,16.0,25.0,-25,105,12000,8.20,0.15,780,1000,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2E680MHD6,EOL,250.0,68.00,18.0,20.0,-25,105,12000,9.00,0.15,780,920,,,,,,,,400,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2E101MHD,EOL,250.0,100.00,16.0,30.5,-25,105,12000,9.60,0.15,1100,1400,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
UCA2E101MHD6,EOL,250.0,100.00,18.0,25.0,-25,105,12000,10.60,0.15,1100,1345,,,,,,,,300,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,Uni-Polar,Normal
