Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Ripple Rating (125℃/100kHz),Rated Ripple2(mArms),ESR(Ω)（20℃/100kHz）,ESR(Ω) (-40℃/100kHz）,ESR(Ω) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (Ω)(-10℃/100kHz),Impedance (Ω)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UBT1C102MHD,EOL,16.0,1000.00,12.5,20.0,-40,125,10000,3.43,0.16,480,1490,,,,,,,0.042,1000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1C102MHD8,MP,16.0,1000.00,12.5,20.0,-40,125,10000,3.43,0.16,480,1490,,,,,,,0.042,1000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1C222MHD,EOL,16.0,2200.00,16.0,25.0,-40,125,10000,8.20,0.18,1056,2300,,,,,,,0.024,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1C222MHD8,MP,16.0,2200.00,16.0,25.0,-40,125,10000,8.20,0.18,1056,2300,,,,,,,0.024,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1C332MHD,EOL,16.0,3300.00,16.0,30.5,-40,125,10000,9.60,0.20,1584,2710,,,,,,,0.02,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1C332MHD8,MP,16.0,3300.00,16.0,30.5,-40,125,10000,9.60,0.20,1584,2710,,,,,,,0.02,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1C472MHD,EOL,16.0,4700.00,18.0,30.5,-40,125,10000,13.10,0.22,2256,3270,,,,,,,0.018,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1C472MHD8,MP,16.0,4700.00,18.0,30.5,-40,125,10000,13.10,0.22,2256,3270,,,,,,,0.018,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1E101MPD,EOL,25.0,100.00,8.0,11.5,-40,125,2000,1.19,0.14,75,500,,,,,,,0.13,3000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1E101MPD8,MP,25.0,100.00,8.0,11.5,-40,125,2000,1.19,0.14,75,500,,,,,,,0.13,3000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1E221MPD,EOL,25.0,220.00,10.0,12.5,-40,125,5000,1.49,0.14,165,680,,,,,,,0.1,2000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1E221MPD8,MP,25.0,220.00,10.0,12.5,-40,125,5000,1.49,0.14,165,680,,,,,,,0.1,2000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1E331MPD,EOL,25.0,330.00,10.0,16.0,-40,125,5000,1.77,0.14,248,945,,,,,,,0.075,1800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1E331MPD8,MP,25.0,330.00,10.0,16.0,-40,125,5000,1.77,0.14,248,945,,,,,,,0.075,1800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1E471MPD,EOL,25.0,470.00,10.0,20.0,-40,125,5000,2.34,0.14,353,1100,,,,,,,0.057,1400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1E471MPD8,MP,25.0,470.00,10.0,20.0,-40,125,5000,2.34,0.14,353,1100,,,,,,,0.057,1400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1E102MHD,EOL,25.0,1000.00,12.5,25.0,-40,125,10000,4.56,0.14,750,1750,,,,,,,0.033,800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1E102MHD8,MP,25.0,1000.00,12.5,25.0,-40,125,10000,4.56,0.14,750,1750,,,,,,,0.033,800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1E222MHD,EOL,25.0,2200.00,16.0,30.5,-40,125,10000,9.60,0.16,1650,2710,,,,,,,0.02,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1E222MHD8,MP,25.0,2200.00,16.0,30.5,-40,125,10000,9.60,0.16,1650,2710,,,,,,,0.02,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1E332MHD,EOL,25.0,3300.00,18.0,30.5,-40,125,10000,13.10,0.18,2475,3310,,,,,,,0.017,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1E332MHD8,MP,25.0,3300.00,18.0,30.5,-40,125,10000,13.10,0.18,2475,3310,,,,,,,0.017,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1V101MPD,EOL,35.0,100.00,10.0,12.5,-40,125,5000,1.49,0.12,105,620,,,,,,,0.15,2000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1V101MPD8,MP,35.0,100.00,10.0,12.5,-40,125,5000,1.49,0.12,105,620,,,,,,,0.15,2000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1V221MPD,EOL,35.0,220.00,10.0,16.0,-40,125,5000,1.77,0.12,231,790,,,,,,,0.094,1800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1V221MPD8,MP,35.0,220.00,10.0,16.0,-40,125,5000,1.77,0.12,231,790,,,,,,,0.094,1800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1V331MPD,EOL,35.0,330.00,10.0,20.0,-40,125,5000,2.34,0.12,347,950,,,,,,,0.075,1400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1V331MPD8,MP,35.0,330.00,10.0,20.0,-40,125,5000,2.34,0.12,347,950,,,,,,,0.075,1400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1V471MHD,EOL,35.0,470.00,12.5,20.0,-40,125,10000,3.43,0.12,494,1330,,,,,,,0.058,1000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1V471MHD8,MP,35.0,470.00,12.5,20.0,-40,125,10000,3.43,0.12,494,1330,,,,,,,0.058,1000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1V102MHD,EOL,35.0,1000.00,16.0,25.0,-40,125,10000,8.20,0.12,1050,2010,,,,,,,0.031,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1V102MHD8,MP,35.0,1000.00,16.0,25.0,-40,125,10000,8.20,0.12,1050,2010,,,,,,,0.031,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1V222MHD,EOL,35.0,2200.00,18.0,35.5,-40,125,10000,14.20,0.14,2310,2790,,,,,,,0.025,250,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1V222MHD8,MP,35.0,2200.00,18.0,35.5,-40,125,10000,14.20,0.14,2310,2790,,,,,,,0.025,250,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1H4R7MPD,EOL,50.0,4.70,8.0,11.5,-40,125,2000,1.19,0.10,7,85,,,,,,,1.15,3000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1H4R7MPD8,MP,50.0,4.70,8.0,11.5,-40,125,2000,1.19,0.10,7,85,,,,,,,1.15,3000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1H100MPD,EOL,50.0,10.00,8.0,11.5,-40,125,2000,1.19,0.10,15,180,,,,,,,0.75,3000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1H100MPD8,MP,50.0,10.00,8.0,11.5,-40,125,2000,1.19,0.10,15,180,,,,,,,0.75,3000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1H220MPD,EOL,50.0,22.00,8.0,11.5,-40,125,2000,1.19,0.10,33,250,,,,,,,0.5,3000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1H220MPD8,MP,50.0,22.00,8.0,11.5,-40,125,2000,1.19,0.10,33,250,,,,,,,0.5,3000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1H330MPD,EOL,50.0,33.00,8.0,11.5,-40,125,2000,1.19,0.10,50,300,,,,,,,0.45,3000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1H330MPD8,MP,50.0,33.00,8.0,11.5,-40,125,2000,1.19,0.10,50,300,,,,,,,0.45,3000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1H470MPD,EOL,50.0,47.00,8.0,11.5,-40,125,2000,1.19,0.10,71,440,,,,,,,0.35,3000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1H470MPD8,MP,50.0,47.00,8.0,11.5,-40,125,2000,1.19,0.10,71,440,,,,,,,0.35,3000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1H101MPD,EOL,50.0,100.00,10.0,12.5,-40,125,5000,1.49,0.10,150,555,,,,,,,0.18,2000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1H101MPD8,MP,50.0,100.00,10.0,12.5,-40,125,5000,1.49,0.10,150,555,,,,,,,0.18,2000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1H221MPD,EOL,50.0,220.00,10.0,20.0,-40,125,5000,2.34,0.10,330,930,,,,,,,0.098,1400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1H221MPD8,MP,50.0,220.00,10.0,20.0,-40,125,5000,2.34,0.10,330,930,,,,,,,0.098,1400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1H331MHD,EOL,50.0,330.00,12.5,20.0,-40,125,10000,3.43,0.10,495,1330,,,,,,,0.07,1000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1H331MHD8,MP,50.0,330.00,12.5,20.0,-40,125,10000,3.43,0.10,495,1330,,,,,,,0.07,1000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1H471MHD,EOL,50.0,470.00,12.5,25.0,-40,125,10000,4.56,0.10,705,1650,,,,,,,0.055,800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1H471MHD8,MP,50.0,470.00,12.5,25.0,-40,125,10000,4.56,0.10,705,1650,,,,,,,0.055,800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1H102MHD,EOL,50.0,1000.00,16.0,30.5,-40,125,10000,9.60,0.10,1500,2430,,,,,,,0.031,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1H102MHD8,MP,50.0,1000.00,16.0,30.5,-40,125,10000,9.60,0.10,1500,2430,,,,,,,0.031,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1J220MPD,EOL,63.0,22.00,8.0,11.5,-40,125,2000,1.19,0.10,42,130,,,,,,,2.0,3000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1J220MPD8,MP,63.0,22.00,8.0,11.5,-40,125,2000,1.19,0.10,42,130,,,,,,,2.0,3000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1J330MPD,EOL,63.0,33.00,8.0,11.5,-40,125,2000,1.19,0.10,62,150,,,,,,,1.5,3000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1J330MPD8,MP,63.0,33.00,8.0,11.5,-40,125,2000,1.19,0.10,62,150,,,,,,,1.5,3000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1J470MPD,EOL,63.0,47.00,10.0,12.5,-40,125,3000,1.49,0.10,89,530,,,,,,,0.59,2000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1J470MPD8,MP,63.0,47.00,10.0,12.5,-40,125,3000,1.49,0.10,89,530,,,,,,,0.59,2000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1J101MPD,EOL,63.0,100.00,10.0,16.0,-40,125,3000,1.77,0.10,189,690,,,,,,,0.41,1800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1J101MPD8,MP,63.0,100.00,10.0,16.0,-40,125,3000,1.77,0.10,189,690,,,,,,,0.41,1800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1J221MHD,EOL,63.0,220.00,12.5,20.0,-40,125,5000,3.43,0.10,416,1050,,,,,,,0.16,1000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1J221MHD8,MP,63.0,220.00,12.5,20.0,-40,125,5000,3.43,0.10,416,1050,,,,,,,0.16,1000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1J331MHD,EOL,63.0,330.00,12.5,25.0,-40,125,5000,4.56,0.10,624,1290,,,,,,,0.12,800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1J331MHD8,MP,63.0,330.00,12.5,25.0,-40,125,5000,4.56,0.10,624,1290,,,,,,,0.12,800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1J471MHD,EOL,63.0,470.00,12.5,30.5,-40,125,5000,6.01,0.10,888,1460,,,,,,,0.097,600,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1J471MHD8,MP,63.0,470.00,12.5,30.5,-40,125,5000,6.01,0.10,888,1460,,,,,,,0.097,600,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1K220MPD,EOL,80.0,22.00,8.0,11.5,-40,125,2000,1.19,0.08,53,150,,,,,,,1.5,3000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1K220MPD8,MP,80.0,22.00,8.0,11.5,-40,125,2000,1.19,0.08,53,150,,,,,,,1.5,3000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1K330MPD,EOL,80.0,33.00,10.0,12.5,-40,125,3000,1.49,0.08,79,480,,,,,,,0.8,2000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1K330MPD8,MP,80.0,33.00,10.0,12.5,-40,125,3000,1.49,0.08,79,480,,,,,,,0.8,2000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1K470MPD,EOL,80.0,47.00,10.0,12.5,-40,125,3000,1.49,0.08,113,480,,,,,,,0.8,2000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1K470MPD8,MP,80.0,47.00,10.0,12.5,-40,125,3000,1.49,0.08,113,480,,,,,,,0.8,2000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1K101MPD,EOL,80.0,100.00,10.0,20.0,-40,125,3000,2.34,0.08,240,790,,,,,,,0.39,1400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1K101MPD8,MP,80.0,100.00,10.0,20.0,-40,125,3000,2.34,0.08,240,790,,,,,,,0.39,1400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1K221MHD,EOL,80.0,220.00,12.5,25.0,-40,125,5000,4.56,0.08,528,1240,,,,,,,0.18,800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1K221MHD8,MP,80.0,220.00,12.5,25.0,-40,125,5000,4.56,0.08,528,1240,,,,,,,0.18,800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1K331MHD,EOL,80.0,330.00,12.5,30.5,-40,125,5000,6.01,0.08,792,1390,,,,,,,0.16,600,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1K331MHD8,MP,80.0,330.00,12.5,30.5,-40,125,5000,6.01,0.08,792,1390,,,,,,,0.16,600,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1K471MHD,EOL,80.0,470.00,16.0,25.0,-40,125,5000,8.20,0.08,1128,1500,,,,,,,0.11,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT1K471MHD8,MP,80.0,470.00,16.0,25.0,-40,125,5000,8.20,0.08,1128,1500,,,,,,,0.11,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2A100MPD,EOL,100.0,10.00,8.0,11.5,-40,125,2000,1.19,0.08,30,150,,,,,,,1.5,3000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2A100MPD8,MP,100.0,10.00,8.0,11.5,-40,125,2000,1.19,0.08,30,150,,,,,,,1.5,3000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2A220MPD,EOL,100.0,22.00,10.0,12.5,-40,125,3000,1.49,0.08,66,480,,,,,,,0.8,2000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2A220MPD8,MP,100.0,22.00,10.0,12.5,-40,125,3000,1.49,0.08,66,480,,,,,,,0.8,2000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2A330MPD,EOL,100.0,33.00,10.0,12.5,-40,125,3000,1.49,0.08,99,480,,,,,,,0.8,2000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2A330MPD8,MP,100.0,33.00,10.0,12.5,-40,125,3000,1.49,0.08,99,480,,,,,,,0.8,2000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2A470MPD,EOL,100.0,47.00,10.0,16.0,-40,125,3000,1.77,0.08,141,630,,,,,,,0.55,1800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2A470MPD8,MP,100.0,47.00,10.0,16.0,-40,125,3000,1.77,0.08,141,630,,,,,,,0.55,1800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2A101MHD,EOL,100.0,100.00,12.5,20.0,-40,125,5000,3.43,0.08,300,990,,,,,,,0.25,1000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2A101MHD8,MP,100.0,100.00,12.5,20.0,-40,125,5000,3.43,0.08,300,990,,,,,,,0.25,1000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2A221MHD,EOL,100.0,220.00,16.0,25.0,-40,125,5000,8.20,0.08,660,1500,,,,,,,0.11,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2A221MHD8,MP,100.0,220.00,16.0,25.0,-40,125,5000,8.20,0.08,660,1500,,,,,,,0.11,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2A331MHD,EOL,100.0,330.00,16.0,30.5,-40,125,5000,9.60,0.08,990,1790,,,,,,,0.079,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2A331MHD8,MP,100.0,330.00,16.0,30.5,-40,125,5000,9.60,0.08,990,1790,,,,,,,0.079,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2C220MPD,EOL,160.0,22.00,10.0,20.0,-40,125,2000,2.34,0.20,241,115,,,,,,,,1400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2C220MPD8,MP,160.0,22.00,10.0,20.0,-40,125,2000,2.34,0.20,241,115,,,,,,,,1400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2C330MPD,EOL,160.0,33.00,10.0,25.0,-40,125,2000,3.07,0.20,311,154,,,,,,,,1200,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2C330MPD8,MP,160.0,33.00,10.0,25.0,-40,125,2000,3.07,0.20,311,154,,,,,,,,1200,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2C470MHD,EOL,160.0,47.00,12.5,20.0,-40,125,2000,3.43,0.20,401,187,,,,,,,,1000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2C470MHD8,MP,160.0,47.00,12.5,20.0,-40,125,2000,3.43,0.20,401,187,,,,,,,,1000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2C680MHD,EOL,160.0,68.00,12.5,25.0,-40,125,2000,4.56,0.20,535,245,,,,,,,,800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2C680MHD8,MP,160.0,68.00,12.5,25.0,-40,125,2000,4.56,0.20,535,245,,,,,,,,800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2C101MHD,EOL,160.0,100.00,16.0,25.0,-40,125,2000,8.20,0.20,740,329,,,,,,,,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2C101MHD8,MP,160.0,100.00,16.0,25.0,-40,125,2000,8.20,0.20,740,329,,,,,,,,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2C151MHD,EOL,160.0,150.00,16.0,30.5,-40,125,2000,9.60,0.20,1060,434,,,,,,,,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
